name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"840,635,000","827,491,000","830,630,000","799,297,000","759,900,000","757,449,000","708,804,000","672,289,000","705,522,000","548,658,000","529,613,000","508,494,000","493,807,000","473,409,000","464,815,000","461,762,000","448,799,000","424,348,000","420,527,000","422,977,000","403,892,000","407,701,000","401,865,000","398,022,000","367,867,000","381,613,000","375,962,730","200,075,722","200,289,960","200,129,715","200,314,670","200,293,463","200,243,097","200,427,482","200,665,501","200,962,025","211,336","167,775"
	CurrentAssets,"227,047,000","210,340,000","220,130,000","239,825,000","215,543,000","229,170,000","176,727,000","134,566,000","195,112,000","146,639,000","143,563,000","150,149,000","135,591,000","150,183,000","142,868,000","148,033,000","147,421,000","131,690,000","150,229,000","152,097,000","145,038,000","171,020,000","185,912,000","197,315,000","216,985,000","234,344,000","234,203,303","75,722","289,960","129,715","314,670","293,463","229,697","414,082","652,101","948,571","1,047","2,577"
		CashCashEquivalentsAndShortTermInvestments,"154,816,000","150,753,000","155,562,000","160,081,000","163,939,000","187,531,000","129,647,000","80,897,000","137,040,000","101,579,000","104,135,000","78,746,000","70,103,000","113,396,000","105,688,000","91,561,000","97,284,000","96,443,000","112,316,000","99,315,000","103,782,000","135,416,000","149,017,000","150,813,000","181,873,000","206,903,000","208,751,533","25,954","210,362","38,632","187,009","131,556","132,994","322,271","542,190","842,697","1,047","2,577"
			CashAndCashEquivalents,"154,816,000","150,753,000","155,562,000","160,081,000","163,939,000","187,531,000","129,647,000","80,897,000","137,040,000","101,579,000","104,135,000","78,746,000","70,103,000","113,396,000","105,688,000","91,561,000","97,284,000","96,443,000","112,316,000","99,315,000","103,782,000","135,416,000","149,017,000","150,813,000","181,873,000","206,903,000","208,751,533","15,949","200,361","28,634","177,008","121,555","123,008","312,298","542,190","842,697","1,047","2,577"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,949","200,361","28,634","177,008","121,555","123,008",,"542,190","842,697","1,047","2,577"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,829","26,450",,,"23,070",,,
			OtherShortTermInvestments,,,,,,,,,,"1,575,000",,,,"1,402,000","1,441,000","1,455,000","1,324,000","1,341,000","1,351,000","1,360,000","1,535,000","1,414,000","1,426,000","1,321,000","1,190,000","1,197,000",,"10,005","10,001","9,998","10,001","10,001","9,986","9,973",,,,
		Receivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","6,530","19,770","0","1,111","4,333","7,216","5,999",,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","6,530","19,770","0","1,111","4,333","2,000","5,999",,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,216",,,
