name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"10,033,925,000","2,421,897,000","2,521,138,000","2,574,882,000","2,516,008,000","2,478,821,000","2,535,421,000","2,433,986,000","2,474,979,000","2,450,256,000","2,474,549,000","2,438,662,000","2,451,081,000","2,396,567,000","2,454,940,000","2,417,801,000","2,364,153,000","2,329,714,000","2,365,378,000","2,327,175,000","2,328,341,000","2,305,676,000","2,305,901,000","2,260,221,000","823,501,000","627,589,000"
	OperatingRevenue,"10,033,925,000","2,421,897,000","2,521,138,000","2,574,882,000","2,516,008,000","2,478,821,000","2,535,421,000","2,433,986,000","2,474,979,000","2,450,256,000","2,474,549,000","2,438,662,000","2,451,081,000","2,396,567,000","2,454,940,000","2,417,801,000","2,364,153,000","2,329,714,000","2,365,378,000","2,327,175,000","2,328,341,000","2,305,676,000","2,305,901,000","2,260,221,000","823,501,000","627,589,000"
CostOfRevenue,"3,359,058,000","828,793,000","836,484,000","843,909,000","849,872,000","851,864,000","831,119,000","783,934,000","860,875,000","864,514,000","847,653,000","820,896,000","818,994,000","812,985,000","800,055,000","790,533,000","795,127,000","787,361,000","763,508,000","755,101,000","758,694,000","758,352,000","722,186,000","738,390,000","249,823,000","189,595,000"
GrossProfit,"6,674,867,000","1,593,104,000","1,684,654,000","1,730,973,000","1,666,136,000","1,626,957,000","1,704,302,000","1,650,052,000","1,614,104,000","1,585,742,000","1,626,896,000","1,617,766,000","1,632,087,000","1,583,582,000","1,654,885,000","1,627,268,000","1,569,026,000","1,542,353,000","1,601,870,000","1,572,074,000","1,569,647,000","1,547,324,000","1,583,715,000","1,521,831,000","573,678,000","437,994,000"
OperatingExpense,"4,228,882,000","1,077,255,000","1,079,643,000","1,038,477,000","1,033,507,000","1,015,290,000","1,093,189,000","1,060,340,000","1,064,431,000","1,129,878,000","1,165,733,000","1,133,870,000","1,138,079,000","1,125,860,000","1,117,478,000","1,105,123,000","1,224,276,000","1,225,728,000","1,366,730,000","1,383,762,000","1,300,477,000","1,222,161,000","1,281,182,000","1,331,236,000","428,574,000","376,165,000"
	DepreciationAmortizationDepletionIncomeStatement,"1,787,644,000","435,349,000","460,010,000","447,958,000","444,327,000","434,857,000","511,754,000","502,248,000","521,794,000","547,569,000","567,459,000","565,637,000","568,620,000","561,428,000","555,054,000","536,053,000","648,527,000","642,705,000","791,699,000","823,265,000","706,787,000","608,724,000","614,377,000","670,929,000","214,100,000","200,900,000"
		DepreciationAndAmortizationInIncomeStatement,"1,787,644,000","435,349,000","460,010,000","447,958,000","444,327,000","434,857,000","511,754,000","502,248,000","521,794,000","547,569,000","567,459,000","565,637,000","568,620,000","561,428,000","555,054,000","536,053,000","648,527,000","642,705,000","791,699,000","823,265,000","706,787,000","608,724,000","614,377,000","670,929,000","214,100,000","200,900,000"
	OtherOperatingExpenses,"2,441,238,000","641,906,000","619,633,000","590,519,000","589,180,000","580,433,000","581,435,000","558,092,000","542,637,000","582,309,000","598,274,000","568,233,000","569,459,000","564,432,000","562,424,000","569,070,000","575,749,000","583,023,000","575,031,000","560,497,000","593,690,000","613,437,000","666,805,000","660,307,000","214,474,000","175,265,000"
OperatingIncome,"2,445,985,000","515,849,000","605,011,000","692,496,000","632,629,000","611,667,000","611,113,000","589,712,000","549,673,000","455,864,000","461,163,000","483,896,000","494,008,000","457,722,000","537,407,000","522,145,000","344,750,000","316,625,000","235,140,000","188,312,000","269,170,000","325,163,000","302,533,000","190,595,000","145,104,000","61,829,000"
NetNonOperatingInterestIncomeExpense,"-1,253,641,000","-303,362,000","-311,907,000","-319,001,000","-319,371,000","-316,312,000","-313,461,000","-322,454,000","-350,874,000","-363,552,000","-376,497,000","-387,276,000","-380,613,000","-386,464,000","-397,874,000","-388,167,000","-385,230,000","-374,155,000","-369,854,000","-378,103,000","-420,192,000","-433,062,000","-439,651,000","-445,838,000","-287,827,000","-269,414,000"
	InterestIncomeNonOperating,,,"37,000","32,000","64,000","27,000","220,000","164,000","151,000","1,659,000","1,761,000","1,524,000","605,000","1,819,000","1,013,000","1,427,000","5,313,000","3,103,000","548,000","961,000","180,000","232,000","1,024,000","404,000","5,968,000","6,415,000"
	InterestExpenseNonOperating,"1,253,801,000","303,362,000","311,944,000","319,033,000","319,435,000","316,339,000","313,681,000","322,618,000","351,025,000","365,211,000","378,258,000","388,800,000","381,218,000","388,283,000","398,887,000","389,594,000","390,543,000","377,258,000","370,402,000","379,064,000","420,372,000","433,294,000","440,675,000","446,242,000","293,795,000","275,829,000"
OtherIncomeExpense,"8,004,000","72,500,000","-16,472,000","2,480,000","-50,504,000","95,191,000","69,318,000","-236,801,000","-28,496,000","-76,815,000","-92,590,000","18,647,000","14,175,000","-119,042,000","5,945,000","-4,271,000","-63,114,000","-132,122,000","-33,907,000","-126,983,000","-572,836,000","-14,197,000","-257,265,000","-35,540,000","-48,113,000","-7,558,000"
	GainOnSaleOfSecurity,"67,655,000","73,448,000","-12,483,000","2,085,000","4,605,000","95,541,000","69,412,000","52,422,000","11,801,000","-70,444,000","24,388,000","31,757,000","26,622,000","54,024,000","21,827,000","12,502,000","-15,883,000","-112,172,000","-21,651,000","-34,612,000","-187,000","62,956,000","-66,036,000","9,745,000","71,530,000",
	SpecialIncomeCharges,"-69,057,000","-3,378,000","-6,218,000","-1,885,000","-57,576,000","-3,209,000","-2,394,000","-290,908,000","-40,966,000","-7,294,000","-118,095,000","-12,884,000","-12,659,000","-173,146,000","-15,871,000","-16,587,000","-46,602,000","-8,292,000","-9,636,000","-92,306,000","-573,770,000","-76,929,000","-193,010,000","-47,816,000","-119,649,000","-7,569,000"
		RestructuringAndMergernAcquisition,"17,345,000","3,378,000","6,218,000","1,885,000","5,864,000","3,209,000","2,394,000","40,419,000","40,966,000","7,294,000","33,888,000","12,381,000","11,465,000","15,244,000","8,683,000","16,587,000","9,691,000","3,587,000","9,636,000","53,448,000","12,388,000","76,929,000","85,309,000","47,816,000","99,701,000","7,569,000"
		OtherSpecialCharges,,,"0",,"51,712,000",,"0","250,489,000",,,"84,207,000","503,000","1,194,000","157,902,000","7,188,000",,"36,911,000","4,705,000","0","38,858,000","561,382,000",,"107,701,000",,"19,948,000",
	OtherNonOperatingIncomeExpenses,"9,406,000","2,430,000","2,229,000","2,280,000","2,467,000","2,859,000","2,300,000","1,685,000","669,000","923,000","1,117,000","-226,000","212,000","80,000","-11,000","-186,000","-629,000","-11,658,000","-2,620,000","-65,000","1,121,000","-224,000","1,781,000","2,531,000","6,000","11,000"
PretaxIncome,"1,200,348,000","284,987,000","276,632,000","375,975,000","262,754,000","390,546,000","366,970,000","30,457,000","170,303,000","15,497,000","-7,924,000","115,267,000","127,570,000","-47,784,000","145,478,000","129,707,000","-103,594,000","-189,652,000","-168,621,000","-316,774,000","-723,858,000","-122,096,000","-394,383,000","-290,783,000","-190,836,000","-215,143,000"
TaxProvision,"265,814,000","82,846,000","15,922,000","105,226,000","61,820,000","112,007,000","30,701,000","33,186,000","58,826,000","17,035,000","-9,255,000","37,871,000","41,160,000","-22,586,000","-68,330,000","95,968,000","-5,590,000","-60,703,000","-2,423,303,000","-134,688,000","-249,068,000","-45,908,000","-158,334,000","-118,230,000","91,293,000","-74,395,000"
NetIncomeCommonStockholders,"912,726,000","196,551,000","251,662,000","266,853,000","197,660,000","274,136,000","330,472,000","-4,695,000","111,264,000","-858,000","329,000","77,239,000","86,367,000","-24,999,000","213,086,000","32,553,000","-97,855,000","-128,951,000","2,253,832,000","-182,221,000","-475,155,000","-76,425,000","-236,708,000","-172,809,000","-281,765,000","-140,748,000"
