name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
OperatingCashFlow,"18,999,000","26,442,000","19,883,000","-46,805,000","19,479,000","27,883,000","53,763,000","-4,714,000","75,874,000","27,608,000","40,993,000","15,559,000","15,465,000","21,514,000","57,066,000","19,185,000","4,606,000","44,835,000","19,230,000","16,559,000","10,087,000","53,975,000","48,505,000","28,913,000","23,831,000","160,505,000","-48,245,000","13,619,000","10,938,000","95,760,000","-12,378,000","30,981,000","5,427,000","23,495,000","40,791,000","21,164,000","18,016,000","6,097,000","19,355,000","5,211,000","10,065,000","17,692,000","14,126,000","15,328,000","5,730,000","-4,595,000","27,624,000","3,864,000","7,027,000","3,458,000","28,944,000","-3,060,000","4,141,000","3,580,000","51,528,000","6,990,000","20,485,000","13,435,000","47,597,000","9,012,000","14,313,000","27,732,000","60,845,000","13,111,000","-17,000","34,212,000","53,225,000","19,419,000","9,168,000","23,630,000","35,301,000","10,209,000","6,570,000","11,641,000","28,555,000","5,430,000","-600,000","412,000","29,579,000","6,503,000","2,416,000","3,236,000","34,143,000","9,061,000","5,578,000","8,162,000","21,666,000","6,485,000","-1,459,000","12,426,000","19,400,000","-4,400,000","-19,600,000","500,000","23,700,000","-400,000","-8,100,000","-1,800,000","21,000,000","-4,600,000","500,000","-5,600,000","3,200,000","-3,600,000","-4,600,000","-2,100,000"
	CashFlowFromContinuingOperatingActivities,"18,999,000","26,442,000","19,883,000","-46,805,000","19,479,000","27,883,000","53,763,000","-4,714,000","75,874,000","27,608,000","40,993,000","15,559,000","15,465,000","21,514,000","57,066,000","19,185,000","4,606,000","44,835,000","19,230,000","16,559,000","10,087,000","53,975,000","48,505,000","28,913,000","23,831,000","160,505,000","-48,245,000","13,619,000","10,938,000","95,760,000","-12,378,000","30,981,000","5,427,000","23,495,000","40,791,000","21,164,000","18,016,000","6,097,000","19,355,000","5,211,000","10,065,000","17,692,000","14,126,000","15,328,000","5,730,000","-4,595,000","27,624,000","3,864,000","7,027,000","3,458,000","28,944,000","-3,060,000","4,141,000","3,580,000","51,528,000","6,990,000","20,485,000","13,435,000","47,597,000","9,012,000","14,313,000","27,732,000","60,845,000","13,111,000","-17,000","34,212,000","53,225,000","19,419,000","9,168,000","23,630,000","35,301,000","10,209,000","6,570,000","11,641,000","28,555,000","5,430,000","-600,000","412,000","29,579,000","6,503,000","2,416,000","3,236,000","34,143,000","9,061,000","5,578,000","8,162,000","21,666,000","6,485,000","-1,459,000","12,426,000","19,400,000","-4,400,000","-19,600,000","500,000","23,700,000","-400,000","-8,100,000","-1,800,000","21,000,000","-4,600,000","500,000","-5,600,000","3,200,000","-3,600,000","-4,600,000","-2,100,000"
		NetIncomeFromContinuingOperations,"65,255,000","10,519,000","20,210,000","18,642,000","15,884,000","6,898,000","8,026,000","8,795,000","-8,168,000","-150,494,000","8,715,000","26,676,000","19,406,000","8,276,000","14,887,000","24,380,000","17,732,000","8,755,000","16,427,000","21,221,000","13,134,000","4,674,000","18,087,000","23,429,000","-63,735,000","6,968,000","28,168,000","20,090,000","17,273,000","5,716,000","27,025,000","20,911,000","16,083,000","1,656,000","14,512,000","18,950,000","12,538,000","-1,076,000","7,415,000","14,347,000","10,337,000","1,530,000","7,564,000","13,914,000","8,547,000","766,000","3,959,000","10,219,000","7,920,000","-2,259,000","2,131,000","8,239,000","3,730,000","-5,303,000","-46,023,000","16,335,000","16,728,000","8,801,000","14,354,000","22,723,000","18,773,000","10,348,000","21,562,000","24,828,000","18,616,000","11,466,000","15,429,000","21,792,000","15,444,000","9,356,000","9,883,000","15,572,000","10,128,000","730,000","5,176,000","10,349,000","5,221,000","-3,215,000","3,251,000","8,481,000","3,450,000","-3,596,000","1,468,000","7,879,000","2,870,000","-3,002,000","2,086,000","8,121,000","2,171,000","-2,319,000","2,600,000","9,400,000","7,900,000","4,700,000","7,800,000","8,500,000","3,400,000","100,000","2,500,000","3,900,000","1,400,000","-800,000","200,000","1,600,000","800,000","-700,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"750,000","224,000","1,373,000","-401,000",,"14,000","42,000","-527,000",,"-204,000","40,000","23,000","25,000","-144,000","391,000","790,000","-841,000","384,000",,,"296,000",,,,"-367,000",,,"2,209,000","6,580,000","4,337,000","3,463,000","3,007,000","4,251,000","2,989,000","2,690,000","2,457,000","5,123,000","2,626,000","2,097,000","2,240,000","2,768,000","3,196,000","3,130,000","2,602,000","3,460,000","5,151,000","4,026,000","4,119,000","5,172,000","3,642,000","4,104,000","2,935,000","6,700,000","5,200,000","1,400,000","3,600,000","7,400,000","300,000","-500,000","1,100,000","1,900,000","2,200,000","700,000","900,000","-900,000","2,600,000","-600,000","1,000,000"
		DepreciationAmortizationDepletion,"27,881,000","7,287,000","7,151,000","6,426,000","7,017,000","6,962,000","8,029,000","7,652,000","7,256,000","9,094,000","9,021,000","8,749,000","9,827,000","9,952,000","10,272,000","10,586,000","10,101,000","10,090,000","11,465,000","11,189,000","12,287,000","11,174,000","12,019,000","11,690,000","11,694,000","11,289,000","10,428,000","10,498,000","10,397,000","10,520,000","9,348,000","9,718,000","5,247,000","5,161,000","5,339,000","4,771,000","5,203,000","5,159,000","4,734,000","4,660,000","4,728,000","4,768,000","4,395,000","4,205,000","3,862,000","3,922,000","4,580,000","3,874,000","3,919,000","4,095,000","4,368,000","4,237,000","4,280,000","4,145,000","4,911,000","3,988,000","3,967,000","3,908,000","3,562,000","3,402,000","2,858,000","2,401,000","2,455,000","2,441,000","2,857,000","2,611,000","2,814,000","2,524,000","2,349,000","2,400,000","3,782,000","2,395,000","2,473,000","2,252,000","2,337,000","2,358,000","2,316,000","2,265,000","2,364,000","2,369,000","2,734,000","2,159,000","2,140,000","2,012,000","2,120,000","2,068,000","1,852,000","1,952,000","1,811,000","1,765,000","1,700,000","1,300,000","1,100,000","700,000","1,600,000","1,400,000","1,700,000","1,400,000","800,000","1,100,000","1,200,000","900,000","1,200,000","200,000","200,000","200,000"
			DepreciationAndAmortization,"27,881,000","7,287,000","7,151,000","6,426,000","7,017,000","6,962,000","8,029,000","7,652,000","7,256,000","9,094,000","9,021,000","8,749,000","9,827,000","9,952,000","10,272,000","10,586,000","10,101,000","10,090,000","11,465,000","11,189,000","12,287,000","11,174,000","12,019,000","11,690,000","11,694,000","11,289,000","10,428,000","10,498,000","10,397,000","10,520,000","9,348,000","9,718,000","5,247,000","5,161,000","5,339,000","4,771,000","5,203,000","5,159,000","4,734,000","4,660,000","4,728,000","4,768,000","4,395,000","4,205,000","3,862,000","3,922,000","4,580,000","3,874,000","3,919,000","4,095,000","4,368,000","4,237,000","4,280,000","4,145,000","4,911,000","3,988,000","3,967,000","3,908,000","3,562,000","3,402,000","2,858,000","2,401,000","2,455,000","2,441,000","2,857,000","2,611,000","2,814,000","2,524,000","2,349,000","2,400,000","3,782,000","2,395,000","2,473,000","2,252,000","2,337,000","2,358,000","2,316,000","2,265,000","2,364,000","2,369,000","2,734,000","2,159,000","2,140,000","2,012,000","2,120,000","2,068,000","1,852,000","1,952,000","1,811,000","1,765,000","1,700,000","1,300,000","1,100,000","700,000","1,600,000","1,400,000","1,700,000","1,400,000","800,000","1,100,000","1,200,000","900,000","1,200,000","200,000","200,000","200,000"
		DeferredTax,"7,012,000","1,258,000","307,000","-207,000","5,654,000","-5,002,000","-836,000","1,094,000","-3,617,000","-23,432,000","205,000","-1,335,000","-816,000","3,209,000","-4,567,000","1,265,000","3,000","1,370,000","-2,450,000","1,915,000","2,249,000","726,000","-1,481,000","-2,470,000","-20,321,000","-1,083,000","11,205,000","-4,492,000","-1,238,000","-299,000","6,586,000","10,165,000","-2,655,000","-1,433,000","-2,150,000","870,000","1,009,000","-3,573,000","1,900,000","1,206,000","991,000","-1,006,000","-2,809,000","-1,092,000","1,301,000","690,000","3,336,000","-796,000","1,664,000","1,118,000","-1,309,000","520,000","7,338,000","-3,777,000","10,062,000","-5,015,000","-2,508,000","421,000","-4,238,000","-1,169,000","-3,518,000","229,000","5,824,000","-2,849,000","1,619,000","-7,763,000","8,968,000","-4,022,000","-1,219,000","-4,385,000","18,127,000","300,000","-5,832,000","1,573,000","1,423,000","3,955,000","-3,277,000","-4,200,000","8,900,000","-4,408,000","-1,489,000","-3,396,000","4,031,000","-1,666,000","-2,077,000","756,000","-2,338,000","-1,446,000","-1,201,000","537,000","-2,600,000","-1,200,000","-100,000","-2,600,000","-2,300,000","-1,800,000","200,000","-100,000","-800,000","-1,700,000","-600,000","-700,000","600,000","0","-500,000","100,000"
			DeferredIncomeTax,"7,012,000","1,258,000","307,000","-207,000","5,654,000","-5,002,000","-836,000","1,094,000","-3,617,000","-23,432,000","205,000","-1,335,000","-816,000","3,209,000","-4,567,000","1,265,000","3,000","1,370,000","-2,450,000","1,915,000","2,249,000","726,000","-1,481,000","-2,470,000","-20,321,000","-1,083,000","11,205,000","-4,492,000","-1,238,000","-299,000","6,586,000","10,165,000","-2,655,000","-1,433,000","-2,150,000","870,000","1,009,000","-3,573,000","1,900,000","1,206,000","991,000","-1,006,000","-2,809,000","-1,092,000","1,301,000","690,000","3,336,000","-796,000","1,664,000","1,118,000","-1,309,000","520,000","7,338,000","-3,777,000","10,062,000","-5,015,000","-2,508,000","421,000","-4,238,000","-1,169,000","-3,518,000","229,000","5,824,000","-2,849,000","1,619,000","-7,763,000","8,968,000","-4,022,000","-1,219,000","-4,385,000","18,127,000","300,000","-5,832,000","1,573,000","1,423,000","3,955,000","-3,277,000","-4,200,000","8,900,000","-4,408,000","-1,489,000","-3,396,000","4,031,000","-1,666,000","-2,077,000","756,000","-2,338,000","-1,446,000","-1,201,000","537,000","-2,600,000","-1,200,000","-100,000","-2,600,000","-2,300,000","-1,800,000","200,000","-100,000","-800,000","-1,700,000","-600,000","-700,000","600,000","0","-500,000","100,000"
		AssetImpairmentCharge,,,,,"0","0","0","0","0","175,189,000",,,,,,,,,,"0",,,"0","4,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"7,275,000","989,000","3,612,000","787,000","1,887,000","207,000","-282,000","659,000","2,634,000","3,289,000","1,664,000","2,236,000","1,983,000","1,778,000","-98,000","4,569,000","3,362,000","2,209,000","487,000","2,702,000","2,173,000","1,446,000","1,947,000","2,140,000","2,913,000","1,308,000","2,649,000","507,000","2,231,000","1,745,000","2,196,000","3,333,000","2,799,000","3,487,000","3,278,000","2,370,000","4,763,000","1,652,000","2,689,000","2,283,000","973,000","1,049,000","2,214,000","2,299,000","1,549,000","576,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
