name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,09/30/2019
TotalAssets,"930,195,000","811,265,000","1,043,791,000","997,794,000","858,911,000","747,108,000","746,438,000","588,031,000","479,721,000"
	CurrentAssets,"471,876,000","375,499,000","603,270,000","610,066,000","468,252,000","355,627,000","372,133,000","390,402,000","282,089,000"
		CashCashEquivalentsAndShortTermInvestments,"51,971,000","53,341,000","345,057,000","309,077,000","90,328,000","104,077,000","157,072,000","148,901,000","90,899,000"
			CashAndCashEquivalents,"51,971,000","53,341,000","345,057,000","309,077,000","90,328,000","104,077,000","157,072,000","148,901,000","90,899,000"
		Receivables,"44,174,000","39,353,000","38,860,000","47,848,000","41,733,000","37,116,000","31,481,000","35,812,000","33,872,000"
			AccountsReceivable,"32,712,000","37,891,000","36,695,000","47,848,000","41,733,000","37,116,000","31,481,000","35,812,000","33,872,000"
			TaxesReceivable,"10,555,000",,,,,,,,
			OtherReceivables,"1,932,000","4,155,000","4,621,000",,,,,,
			ReceivablesAdjustmentsAllowances,"-1,025,000","-2,693,000","-2,456,000",,,,,,
		Inventory,"345,046,000","244,632,000","198,789,000","224,526,000","277,860,000","174,535,000","148,966,000","181,108,000","149,729,000"
			RawMaterials,"9,595,000","4,741,000","4,244,000","5,382,000","4,274,000","2,577,000","1,967,000","1,404,000","1,768,000"
			FinishedGoods,"335,451,000","239,891,000","194,545,000","219,144,000","273,586,000","171,958,000","146,999,000","183,860,000","152,215,000"
			InventoriesAdjustmentsAllowances,,,,,,,,"-4,156,000","-4,254,000"
		PrepaidAssets,"21,209,000","29,894,000","20,564,000","28,615,000","58,331,000","39,899,000","34,614,000","24,581,000","7,589,000"
		OtherCurrentAssets,"9,476,000","8,279,000",,,,,,,
	TotalNonCurrentAssets,"458,319,000","435,766,000","440,521,000","387,728,000","390,659,000","391,481,000","374,305,000","197,629,000","197,632,000"
		NetPPE,"279,078,000","273,174,000","282,619,000","235,364,000","245,213,000","253,753,000","244,046,000","74,730,000","78,506,000"
			GrossPPE,"279,078,000","273,174,000","604,555,000","235,364,000","245,213,000","253,753,000","563,286,000","74,730,000","376,484,000"
				Properties,,,"0",,,,"0",,"0"
				LandAndImprovements,,,"5,813,000",,,,"5,813,000",,"5,813,000"
				BuildingsAndImprovements,,,"10,017,000",,,,"16,148,000",,"15,976,000"
				MachineryFurnitureEquipment,,,"194,249,000",,,,"199,169,000",,"188,055,000"
				OtherProperties,"279,078,000","273,174,000","212,284,000","235,364,000","245,213,000","253,753,000","177,655,000","74,730,000",
				ConstructionInProgress,,,"10,911,000",,,,,,
				Leases,,,"171,281,000",,,,"164,501,000",,"166,640,000"
			AccumulatedDepreciation,,,"-321,936,000",,,,"-319,240,000",,"-297,978,000"
		GoodwillAndOtherIntangibleAssets,"146,865,000","132,428,000","129,020,000","127,740,000","127,851,000","120,636,000","121,186,000","121,711,000","117,724,000"
