name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,12/31/1989
TotalAssets,"5,058,161,000","4,807,533,000","4,565,449,000","4,321,553,000","4,038,416,000","3,864,398,000","3,687,318,000","3,541,728,000","3,914,456,000","3,398,249,000","3,635,035,000","3,466,876,000","3,395,867,000","3,365,479,000","3,448,259,000","3,394,894,000","3,327,164,000","3,251,258,000","3,252,158,000","3,200,692,000","2,956,547,000","2,888,691,000","2,873,155,000","2,761,155,000","2,714,513,000","2,690,522,000","2,663,886,000","2,586,669,000","2,366,458,000","2,316,138,000","2,272,812,000","2,192,678,000","2,129,353,000","2,003,361,000","1,874,086,000","1,767,477,000","1,770,985,000","1,575,562,000","1,481,202,000","1,243,838,000","1,217,614,000","1,221,378,000","1,233,543,000","1,225,769,000","1,218,934,000","1,224,938,000","1,240,661,000","1,255,586,000","1,240,638,000","1,242,667,000","1,183,639,000","1,200,650,000","1,265,392,000","1,326,249,000","1,453,744,000","1,619,810,000","1,581,683,000","1,748,381,000","2,075,468,000","2,229,595,000","2,184,129,000","2,170,525,000","2,243,777,000","2,128,352,000","2,043,826,000","1,971,357,000","1,888,637,000","1,603,197,000","1,422,935,000","1,265,394,000","1,200,111,000","1,080,928,000","1,020,412,000","954,539,000","956,729,000","887,414,000","774,431,000","691,788,000","628,163,000","526,173,000","481,762,000","436,715,000","440,188,000","417,352,000","295,448,000","267,075,000","269,769,000","254,015,632","236,024,482","226,558,896","224,850,764","194,651,451","176,801,843","152,250,320","145,157,188","120,937,592","104,219,242","96,633,504","99,763,600","68,418,366","70,429,884","72,800,000","20,000,000","19,800,000","26,500,000","27,800,000","28,600,000","29,600,000","30,400,000","31,200,000","35,200,000","36,300,000","39,500,000","43,900,000","561,000,000","640,700,000","704,500,000","766,700,000","826,200,000","881,900,000","956,000,000","1,002,600,000","1,041,900,000","1,072,500,000","1,096,500,000","365,900,000","367,500,000","384,000,000"
	CurrentAssets,"4,965,705,000","4,590,970,000","4,486,099,000","4,141,662,000","3,858,769,000","903,728,000","3,510,664,000","3,359,754,000","3,723,448,000","3,203,220,000","3,440,350,000","3,347,032,000","3,267,507,000","3,233,976,000","3,272,396,000","3,218,013,000","3,153,867,000","3,093,571,000","3,074,075,000","3,053,155,000","2,810,087,000","2,752,110,000","2,736,827,000","2,624,156,000","2,577,426,000","2,553,073,000","2,519,297,000","2,444,012,000","2,224,688,000","2,170,857,000","2,117,577,000","1,978,234,000","1,908,005,000","1,770,013,000","1,634,324,000","1,540,471,000","1,551,304,000","1,357,223,000","403,533,000","220,465,000","291,671,000","348,119,000","376,826,000","393,133,000","407,238,000","433,477,000","440,625,000","479,383,000","458,133,000","506,821,000","394,743,000","413,320,000","375,275,000","364,521,000","235,830,000","208,282,000","119,918,000","174,908,000","159,944,000","146,623,000","130,360,000","145,290,000","180,544,000","133,920,000","96,299,000","126,557,000","59,609,000","52,290,000","57,340,000","63,850,000","27,116,000","20,749,000","21,328,000","13,515,000","14,871,000","36,115,000","27,386,000","15,494,000","11,545,000","21,473,000","4,955,000","8,891,000","5,833,000","13,835,000","9,032,000","6,576,000","3,197,000","11,002,296","8,847,792","15,065,203","5,840,119","8,858,444","9,637,601","14,847,772","7,340,559","6,372,758","6,825,816","9,231,100","6,030,856","8,834,178","9,588,378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
		CashCashEquivalentsAndShortTermInvestments,"520,395,000","618,335,000","562,291,000","684,374,000","716,433,000","745,621,000","609,979,000","484,622,000","797,321,000","319,466,000","454,812,000","407,427,000","327,499,000","311,466,000","205,762,000","169,426,000","172,552,000","170,746,000","115,167,000","216,739,000","85,689,000","131,702,000","107,915,000","128,171,000","172,175,000","262,208,000","235,409,000","217,021,000","89,245,000","103,333,000","84,105,000","230,630,000","260,956,000","274,136,000","177,584,000","218,019,000","325,021,000","170,457,000","371,598,000","185,579,000","264,558,000","321,041,000","346,100,000","366,783,000","377,452,000","403,298,000","410,895,000","427,335,000","418,403,000","375,030,000","346,951,000","385,310,000","344,399,000","205,923,000","119,027,000","115,153,000","26,140,000","27,677,000","45,297,000","51,678,000","38,919,000","56,710,000","75,436,000","47,465,000","41,662,000","65,812,000","40,185,000","34,104,000","44,828,000","47,876,000","19,340,000","11,735,000","11,690,000","4,799,000","6,910,000","26,555,000","21,962,000","6,600,000","6,751,000","14,481,000","273,000","3,383,000","1,456,000","4,079,000","6,359,000","4,397,000","1,578,000","9,458,651","5,384,805","13,422,016","3,835,754","7,084,225","7,381,677","12,386,806","5,735,477","5,219,267","5,671,196","8,245,392","4,843,807","7,262,648","7,284,312",,,,,,,,,,,,,,,,,,,,,,,,,,,
			CashAndCashEquivalents,"520,395,000","618,335,000","562,291,000","684,374,000","716,433,000","745,621,000","609,979,000","484,622,000","797,321,000","319,466,000","454,812,000","407,427,000","327,499,000","311,466,000","205,762,000","169,426,000","172,552,000","170,746,000","115,167,000","216,739,000","85,689,000","131,702,000","107,915,000","128,171,000","172,175,000","262,208,000","235,409,000","217,021,000","89,245,000","103,333,000","84,105,000","230,630,000","260,956,000","274,136,000","177,584,000","218,019,000","325,021,000","170,457,000","305,049,000","81,826,000","90,603,000","173,612,000","157,104,000","167,568,000","103,508,000","103,953,000","145,324,000","156,669,000","242,680,000","249,331,000","346,951,000","385,310,000","344,399,000","205,923,000","119,027,000","115,153,000","26,140,000","27,677,000","45,297,000","51,678,000","38,919,000","56,710,000","75,436,000","47,465,000","41,662,000","65,812,000","40,185,000","34,104,000","44,828,000","47,876,000","19,340,000","11,735,000","11,690,000","4,799,000","6,910,000","26,555,000","21,962,000","6,600,000","6,751,000","14,481,000","273,000","3,383,000","1,456,000","4,079,000","6,359,000","4,397,000","1,578,000","9,458,651","5,384,805","13,422,016","3,835,754","7,084,225","7,381,677","12,386,806","5,735,477","5,219,267","5,671,196","8,245,392","4,843,807","7,262,648","6,964,580",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,549,000","103,753,000","173,955,000","147,429,000","188,996,000","199,215,000","273,944,000","299,345,000","265,571,000","270,666,000","175,723,000","125,699,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"319,732",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"155,380,000","147,548,000","148,743,000","131,104,000","102,860,000","98,573,000","96,702,000","93,872,000","82,170,000","88,492,000","85,962,000","82,057,000","79,990,000","77,285,000","79,573,000","78,395,000","74,380,000","79,317,000","78,933,000","73,109,000","86,232,000","70,355,000","76,371,000","68,837,000","60,491,000","57,296,000","59,617,000","64,659,000","61,515,000","56,763,000","56,178,000","50,695,000","54,165,000","38,983,000","35,711,000","30,246,000","23,885,000","20,290,000","16,681,000","15,778,000","14,884,000","14,932,000","19,617,000","16,080,000","19,516,000","20,835,000","20,782,000","37,282,000","23,486,000","115,443,000","29,188,000","28,010,000","30,876,000","142,554,000","98,425,000","73,707,000","71,960,000","123,503,000","93,573,000","73,201,000","68,777,000","68,725,000","74,104,000","59,664,000","54,637,000","60,745,000","19,424,000","18,186,000","12,512,000","15,974,000","7,776,000","9,014,000","9,638,000","8,716,000","7,961,000","9,560,000","5,424,000","8,894,000","4,794,000","6,992,000","4,682,000","5,508,000","4,377,000","9,756,000","2,673,000","2,179,000","1,619,000","1,543,645","3,462,987","1,643,187","2,004,365","1,774,219","2,255,924","2,460,966","1,605,082","1,153,491","1,154,620","985,708","1,187,049","1,571,530","2,304,066",,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,778,000","14,884,000",,,"16,080,000","19,516,000","20,835,000","20,782,000","35,591,000","21,633,000","22,934,000","27,063,000","25,864,000",,"31,046,000",,"46,532,000","52,179,000","56,079,000","93,573,000","73,201,000","68,777,000","68,725,000","74,104,000","59,664,000","54,637,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"985,708","1,187,049","1,571,530","2,304,066",,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1,691,000","1,853,000","92,509,000","2,125,000","2,146,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"155,380,000","147,548,000","148,743,000","131,104,000","102,860,000","98,573,000","96,702,000","93,872,000","82,170,000","88,492,000","85,962,000","82,057,000","79,990,000","77,285,000","79,573,000","78,395,000","74,380,000","79,317,000","78,933,000","73,109,000","86,232,000","70,355,000","76,371,000","68,837,000","60,491,000","57,296,000","59,617,000","64,659,000","61,515,000","56,763,000","56,178,000","50,695,000","54,165,000","38,983,000","35,711,000","30,246,000","23,885,000","20,290,000",,,,,,,,,,,,,,,,"111,508,000",,"27,175,000","19,781,000","67,424,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
