name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994
			ReceivablesAdjustmentsAllowances,"-35,100,000","-31,400,000","-30,300,000","-34,500,000","-34,400,000","-28,900,000","-24,900,000","-27,500,000","-28,000,000","-26,300,000","-23,000,000","-23,700,000","-28,100,000","-24,600,000","-22,400,000","-24,700,000","-25,700,000","-21,300,000","-18,300,000","-17,700,000","-20,800,000","-21,100,000","-20,500,000","-20,200,000","-18,900,000","-12,700,000","-14,200,000","-15,700,000","-18,600,000","-12,000,000","-15,900,000","-11,500,000","-10,549,000","-10,847,000","-8,046,000","-9,024,000","-8,833,000","-7,055,000","-7,705,000",,,,,,,,,"-13,037,000","-12,782,000","-8,297,000",,"-13,409,000","-12,666,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"168,300,000","325,600,000","305,000,000","216,400,000","180,000,000","184,500,000","191,500,000","148,600,000","127,100,000","185,600,000","196,600,000","158,200,000","126,300,000","212,700,000","210,300,000","153,200,000","128,500,000","204,900,000","225,800,000","174,800,000","146,400,000","190,500,000","202,300,000","143,900,000","124,000,000","203,500,000","215,400,000","163,300,000","117,000,000","245,500,000","270,200,000","135,600,000","82,839,000","167,908,000","199,151,000","72,611,000","46,124,000","102,799,000","106,472,000","69,160,000","70,522,000","127,487,000","128,360,000","70,248,000","61,554,000","130,307,000","133,068,000","73,875,000","63,720,000","108,015,000","117,318,000","78,103,000","95,302,000","222,647,000","231,479,000","109,811,000","57,062,000","157,013,000","163,196,000","80,907,000","69,801,000","161,628,000","162,834,000","82,401,000","60,195,000","172,822,000","184,608,000","78,804,000","57,547,000","145,816,000","152,295,000","76,901,000","47,022,000","134,615,000","138,434,000","68,685,000","38,860,000","97,921,000","96,197,000","51,762,000","40,761,000","92,464,000","96,267,000","55,646,000","34,545,000","77,716,000","112,479,000","57,554,000","40,783,000","76,300,000","81,500,000","46,400,000","35,500,000","69,300,000","73,400,000","47,000,000","39,600,000","73,000,000","75,000,000","41,900,000","32,900,000","72,200,000","77,000,000","39,500,000","27,600,000","77,000,000","60,600,000","38,700,000","60,600,000","67,000,000","39,800,000"
			OtherInventories,"133,600,000","293,500,000","276,400,000","188,600,000","151,700,000","156,600,000","165,000,000","121,200,000","101,000,000","159,800,000","173,300,000","134,500,000","102,000,000","188,200,000","187,200,000","131,800,000","106,300,000","183,600,000","206,900,000","156,400,000","129,600,000","173,900,000","186,000,000","128,600,000","109,500,000","188,600,000","200,600,000","148,700,000","102,700,000","231,400,000","257,200,000","127,600,000","74,431,000","159,327,000","190,997,000","68,134,000","41,739,000","98,542,000","102,929,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"26,600,000","25,500,000","29,000,000","42,400,000","29,400,000","30,800,000","29,200,000","42,200,000","27,900,000","30,800,000","29,100,000","39,500,000","21,000,000","25,700,000","31,000,000","37,500,000","30,400,000","28,300,000","34,200,000","32,400,000","19,300,000","24,900,000","24,800,000","36,100,000","27,600,000","21,000,000","25,300,000","31,000,000","20,000,000","46,900,000","27,300,000","51,100,000","10,909,000","13,562,000","12,867,000","14,112,000","9,183,000","9,433,000","9,339,000","11,079,000","6,795,000","8,250,000","8,847,000","9,082,000","5,437,000","6,080,000","9,653,000","12,828,000","7,836,000","10,171,000","9,650,000","31,732,000","14,535,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,871,000","3,222,000",,"2,888,000","2,527,000",,,"0",,,,"9,064,000","7,310,000","1,162,000","0","3,807,000","626,000","0","1,707,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,871,000","3,222,000",,"2,888,000","2,527,000",,,"0",,,,"9,064,000","7,310,000","1,162,000","0","3,807,000","626,000","0","1,707,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,,,,,,,,,,"6,300,000","24,500,000","19,700,000","13,300,000","8,400,000","7,300,000","4,700,000","5,900,000","7,300,000","8,200,000","18,700,000","11,400,000","9,000,000","7,600,000","4,300,000","4,600,000","3,600,000","3,000,000","4,000,000","2,400,000",,"13,560,000","4,985,000","3,291,000","21,279,000","6,021,000","1,246,000","2,855,000","3,879,000","5,297,000","3,232,000","7,759,000","10,127,000","10,491,000","13,150,000","10,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"231,900,000","315,600,000","372,700,000","100,400,000","110,300,000","114,600,000","102,500,000","102,500,000","85,500,000","80,600,000","89,100,000","83,200,000","79,600,000","69,000,000","95,100,000","96,700,000","97,700,000","149,300,000","175,500,000","144,600,000","125,800,000","134,500,000","93,900,000","42,900,000","41,300,000","76,300,000","40,500,000","27,000,000","27,400,000","60,600,000","54,000,000",,"1,631,000","9,903,000","17,533,000","6,230,000","11,039,000","30,492,000","40,674,000","9,158,000","11,241,000","19,413,000","25,719,000","3,939,000","6,470,000","18,136,000","23,718,000","13,657,000","14,600,000","11,234,000",,"22,198,000","39,543,000","60,990,000","116,571,000","51,381,000","28,015,000","37,910,000","73,724,000","72,081,000","56,647,000","67,329,000","83,092,000","57,404,000","50,378,000","63,588,000","76,861,000","55,166,000","36,701,000","52,325,000","53,804,000","38,983,000","57,051,000","26,727,000","37,831,000","26,564,000","53,700,000","24,338,000","23,810,000","10,614,000","24,239,000","17,196,000","12,555,000","38,308,000","77,362,000","26,235,000","20,695,000","10,765,000","23,787,000","13,600,000","12,500,000","8,800,000","22,600,000","11,500,000","12,800,000","18,100,000","36,200,000","13,300,000","11,900,000","19,000,000","41,600,000","14,900,000","6,400,000","19,300,000","32,500,000","6,400,000","11,200,000","6,400,000","11,200,000","7,600,000","14,500,000"
	TotalNonCurrentAssets,"8,312,000,000","8,215,200,000","8,039,900,000","7,995,000,000","7,896,800,000","7,745,600,000","7,650,600,000","7,263,300,000","7,299,200,000","7,184,600,000","7,004,700,000","6,682,200,000","6,480,000,000","6,326,900,000","6,184,000,000","6,000,000,000","5,868,500,000","5,848,600,000","5,821,200,000","5,669,100,000","5,572,400,000","5,494,500,000","5,507,800,000","4,857,500,000","4,816,000,000","4,775,400,000","4,760,100,000","4,599,900,000","4,543,500,000","4,472,400,000","4,469,100,000","2,661,500,000","2,638,840,000","2,636,006,000","2,649,506,000","1,580,650,000","1,549,185,000","1,542,092,000","1,537,246,000","1,479,647,000","1,480,321,000","1,458,817,000","1,413,948,000","1,397,654,000","1,383,282,000","1,406,540,000","1,426,001,000","1,389,845,000","1,392,730,000","1,383,329,000","1,393,235,000","1,293,302,000","1,282,978,000","1,235,745,000","1,210,747,000","1,132,268,000","1,126,874,000","1,185,272,000","1,173,818,000","1,104,593,000","1,086,971,000","1,106,917,000","1,110,314,000","1,096,761,000","1,071,388,000","992,788,000","960,947,000","959,377,000","936,136,000","940,220,000","927,659,000","928,347,000","920,477,000","907,589,000","913,508,000","873,395,000","871,041,000","866,099,000","859,518,000","851,057,000","839,714,000","796,240,000","785,374,000","776,591,000","761,776,000","752,695,000","739,144,000","721,787,000","705,081,000","701,100,000","686,200,000","679,800,000","648,900,000","642,800,000","635,100,000","608,200,000","595,300,000","587,800,000","581,400,000","585,400,000","575,900,000","545,200,000","556,000,000","553,400,000","545,600,000","556,000,000","528,900,000","520,800,000","528,900,000","493,000,000","483,500,000"
		NetPPE,"5,677,600,000","5,599,000,000","5,526,800,000","5,400,700,000","5,286,200,000","5,195,600,000","5,112,400,000","5,010,200,000","5,068,400,000","4,951,000,000","4,829,800,000","4,636,800,000","4,447,400,000","4,299,800,000","4,145,000,000","3,975,300,000","3,875,300,000","3,816,000,000","3,717,200,000","3,501,700,000","3,419,500,000","3,351,500,000","3,300,900,000","3,041,800,000","2,999,000,000","2,967,200,000","2,941,200,000","2,881,500,000","2,835,200,000","2,793,900,000","2,768,900,000","1,836,100,000","1,808,489,000","1,793,040,000","1,784,324,000","1,088,808,000","1,065,375,000","1,043,718,000","1,025,338,000","986,895,000","962,161,000","941,302,000","933,271,000","912,302,000","902,440,000","895,524,000","884,084,000","877,895,000","869,880,000","863,093,000","859,990,000","853,562,000","837,556,000","832,456,000","826,990,000","813,107,000","810,349,000","810,638,000","805,064,000","796,174,000","788,519,000","781,323,000","777,189,000","764,815,000","757,743,000","698,338,000","691,244,000","669,661,000","661,525,000","653,271,000","646,875,000","639,874,000","634,056,000","626,546,000","621,247,000","612,000,000","605,601,000","646,579,000","641,362,000","656,349,000","649,162,000","609,139,000","602,533,000","592,959,000","586,122,000","582,445,000","575,379,000","539,508,000","558,984,000","553,600,000","545,500,000","542,600,000","532,300,000","532,200,000","524,400,000","515,100,000","507,400,000","502,500,000","497,300,000","488,000,000","484,400,000","480,700,000","476,400,000","471,500,000","465,700,000","476,400,000","457,000,000","451,100,000","457,000,000","434,600,000","428,000,000"
			GrossPPE,"7,960,800,000","7,840,100,000","7,728,200,000","7,602,600,000","7,456,700,000","7,331,100,000","7,217,600,000","6,913,100,000","6,916,800,000","6,788,700,000","6,637,000,000","6,418,300,000","6,197,800,000","6,020,400,000","5,838,200,000","5,654,800,000","5,529,400,000","5,465,600,000","5,339,000,000","5,119,700,000","5,013,700,000","4,921,100,000","4,815,400,000","4,361,200,000","4,292,900,000","4,242,200,000","4,255,700,000","4,128,000,000","4,055,500,000","3,996,100,000","3,944,200,000","2,368,500,000","2,330,897,000","2,300,497,000","2,284,769,000","1,573,188,000","1,544,346,000","1,514,558,000","1,513,476,000","1,460,903,000","1,430,370,000","1,404,450,000","1,400,635,000","1,367,377,000","1,355,711,000","1,343,106,000","1,326,284,000","1,316,330,000","1,305,085,000","1,292,985,000","1,287,807,000","1,272,727,000","1,252,512,000","1,243,118,000","1,237,002,000","1,215,336,000","1,209,010,000","1,206,085,000","1,216,696,000","1,188,424,000","1,177,294,000","1,170,756,000","1,178,246,000","1,147,499,000","1,139,251,000","1,125,912,000","1,130,882,000","1,102,208,000","1,093,093,000","1,080,755,000","1,070,522,000","1,060,868,000","1,050,823,000","1,039,469,000","1,030,665,000","1,018,482,000","1,007,958,000","1,045,303,000","1,040,998,000","1,048,993,000","1,038,223,000","993,561,000","985,075,000","972,235,000","963,576,000","958,301,000","850,238,000","908,637,000","925,101,000","915,200,000","902,600,000","894,900,000","882,000,000","878,400,000","867,500,000","855,900,000","843,300,000","833,000,000","822,400,000","808,500,000","822,000,000","813,000,000","804,200,000","795,600,000","786,100,000","804,200,000","768,300,000","760,600,000","768,300,000","732,500,000","723,100,000"
				OtherProperties,"517,100,000","510,900,000","503,200,000","492,400,000","482,400,000","470,900,000","451,300,000","440,900,000","547,400,000","532,600,000","490,500,000","427,700,000","341,000,000","265,600,000","184,900,000","153,200,000","126,000,000","113,900,000","60,600,000","48,300,000","34,900,000","27,900,000","21,800,000","21,700,000","21,600,000","21,600,000","21,200,000","19,600,000","17,700,000","16,400,000","15,900,000","8,200,000","5,539,000","5,249,000","13,580,000","5,892,000","5,456,000","5,788,000","16,057,000","5,899,000","4,448,000","4,449,000","14,045,000","4,597,000","4,418,000","4,538,000",,"442,884,000","439,277,000","434,015,000","435,386,000","423,719,000","419,547,000","410,662,000","410,012,000","402,229,000","398,661,000","395,447,000","411,632,000","392,250,000","388,775,000","389,433,000","401,057,000","382,684,000","381,508,000","427,574,000","439,638,000","432,547,000","431,568,000","427,484,000","423,647,000","420,994,000","416,767,000","412,923,000","409,418,000","406,482,000","402,357,000","398,724,000","399,636,000","392,644,000","389,061,000","384,422,000","382,542,000","379,276,000","377,454,000","375,856,000","274,859,000","369,129,000","366,117,000","361,600,000","357,100,000","352,300,000","349,700,000","346,200,000","343,100,000","340,800,000","335,900,000","330,500,000","325,100,000","320,500,000","337,600,000","332,300,000","327,800,000","324,100,000","320,400,000","327,800,000","311,300,000","309,500,000","311,300,000","297,900,000","295,100,000"
			AccumulatedDepreciation,"-2,283,200,000","-2,241,100,000","-2,201,400,000","-2,201,900,000","-2,170,500,000","-2,135,500,000","-2,105,200,000","-1,902,900,000","-1,848,400,000","-1,837,700,000","-1,807,200,000","-1,781,500,000","-1,750,400,000","-1,720,600,000","-1,693,200,000","-1,679,500,000","-1,654,100,000","-1,649,600,000","-1,621,800,000","-1,618,000,000","-1,594,200,000","-1,569,600,000","-1,514,500,000","-1,319,400,000","-1,293,900,000","-1,275,000,000","-1,314,500,000","-1,246,500,000","-1,220,300,000","-1,202,200,000","-1,175,300,000","-532,400,000","-522,408,000","-507,457,000","-500,445,000","-484,380,000","-478,971,000","-470,840,000","-488,138,000","-474,008,000","-468,209,000","-463,148,000","-467,364,000","-455,075,000","-453,271,000","-447,582,000","-442,200,000","-438,435,000","-435,205,000","-429,892,000","-427,817,000","-419,165,000","-414,956,000","-410,662,000","-410,012,000","-402,229,000","-398,661,000","-395,447,000","-411,632,000","-392,250,000","-388,775,000","-389,433,000","-401,057,000","-382,684,000","-381,508,000","-427,574,000","-439,638,000","-432,547,000","-431,568,000","-427,484,000","-423,647,000","-420,994,000","-416,767,000","-412,923,000","-409,418,000","-406,482,000","-402,357,000","-398,724,000","-399,636,000","-392,644,000","-389,061,000","-384,422,000","-382,542,000","-379,276,000","-377,454,000","-375,856,000","-274,859,000","-369,129,000","-366,117,000","-361,600,000","-357,100,000","-352,300,000","-349,700,000","-346,200,000","-343,100,000","-340,800,000","-335,900,000","-330,500,000","-325,100,000","-320,500,000","-337,600,000","-332,300,000","-327,800,000","-324,100,000","-320,400,000","-327,800,000","-311,300,000","-309,500,000","-311,300,000","-297,900,000","-295,100,000"
