name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
OperatingCashFlow,"-590,493,000","-216,812,000","-283,383,000","-17,854,000","-72,444,000","-125,326,000","189,144,000","822,767,000","-86,284,000","-69,059,000","-11,851,000","-60,646,000","-34,013,000","-57,227,000","-24,285,000","-11,116,000","-20,971,000","-147,164,000","-2,394,000","-8,231,000","-44,731,000","-63,544,000","-15,054,000","-31,589,000","-32,491,000","-17,837,000","-18,956,000","-40,559,000","-46,557,000","-27,131,000","-20,783,000","-11,791,000","-4,183,000","-23,242,000","6,253,000","29,822,000","-7,313,000","-29,872,000","50,798,000","-24,734,000","13,272,000","-27,855,000","-37,092,000","-41,912,000","-35,453,000","-9,574,000","-21,963,000","-10,521,000","-5,257,000","44,575,000","-16,219,000","-14,656,000","-12,354,000","-18,554,000","-25,637,000","-10,110,000","-15,584,000","-11,299,000","5,500,000","-9,967,000","-9,099,000","53,396,000","-9,690,000","-7,738,000","-9,123,000","-8,630,000","-7,136,000","-7,552,000","-4,608,000","-6,176,000","-6,489,000","-6,631,000","-7,026,000","-3,133,000","-2,687,285","-3,623,981","-5,944,944","-5,466,790","-4,693,251","-3,159,277","-2,203,433","-4,084,524","-4,536,523","-4,150,413","-3,805,221","-1,591,644"
	CashFlowFromContinuingOperatingActivities,"-590,493,000","-216,812,000","-283,383,000","-17,854,000","-72,444,000","-125,326,000","189,144,000","822,767,000","-86,284,000","-69,059,000","-11,851,000","-60,646,000","-34,013,000","-57,227,000","-24,285,000","-11,116,000","-20,971,000","-147,164,000","-2,394,000","-8,231,000","-44,731,000","-63,544,000","-15,054,000","-31,589,000","-32,491,000","-17,837,000","-18,956,000","-40,559,000","-46,557,000","-27,131,000","-20,783,000","-11,791,000","-4,183,000","-23,242,000","6,253,000","29,822,000","-7,313,000","-29,872,000","50,798,000","-24,734,000","13,272,000","-27,855,000","-37,092,000","-41,912,000","-35,453,000","-9,574,000","-21,963,000","-10,521,000","-5,257,000","44,575,000","-16,219,000","-14,656,000","-12,354,000","-18,554,000","-25,637,000","-10,110,000","-15,584,000","-11,299,000","5,500,000","-9,967,000","-9,099,000","53,396,000","-9,690,000","-7,738,000","-9,123,000","-8,630,000","-7,136,000","-7,552,000","-4,608,000","-6,176,000","-6,489,000","-6,631,000","-7,026,000","-3,133,000","-2,687,285","-3,623,981","-5,944,944","-5,466,790","-4,693,251","-3,159,277","-2,203,433","-4,084,524","-4,536,523","-4,150,413","-3,805,221","-1,591,644"
		NetIncomeFromContinuingOperations,"-689,545,000","-136,494,000","-174,628,000","-293,847,000","-84,576,000","-121,420,000","167,095,000","636,167,000","-21,190,000","-168,402,000","25,830,000","-91,913,000","-79,238,000","-13,329,000","-119,805,000","-67,446,000","76,273,000","-111,715,000","-59,201,000","50,021,000","-56,360,000","-59,990,000","-55,138,000","-31,752,000","-32,743,000","-20,478,000","-24,856,000","-26,438,000","-47,502,000","-21,690,000","-26,684,000","-15,566,000","-17,590,000","-16,301,000","-15,671,000","-23,686,000","-6,899,000","-16,264,000",,,,,,,,"-32,674,000","-34,546,000","-34,856,000","-8,323,000","11,460,000","-12,117,000","-19,827,000","-22,471,000","-27,268,000","-30,597,000","-21,764,000","-16,028,000","-17,112,000","-14,941,000","-14,613,000","-10,550,000","-8,828,000","-10,020,000","-8,649,000","-8,643,000","-8,703,000","-7,349,000","-6,171,000","-8,360,000","-7,553,000","-10,570,000","-9,368,000","-8,836,000","-6,665,000","-5,436,168","-5,183,399","-5,504,827","-5,961,606","-5,814,381","-5,088,136","-6,266,085","-5,991,936","-5,100,988","-6,235,703","-5,110,343","-4,245,931"
		OperatingGainsLosses,"-1,706,000","2,779,000","5,151,000","-4,966,000","-4,670,000","-259,000","-26,000","0","-70,683,000","59,079,000","-58,529,000","5,690,000",,,"55,546,000","23,765,000",,,"42,922,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,000","71,000","28,000","104,000","24,000","1,019,000","101,000","1,812,000",,,,,,,,,"325,000","-951,000","960,000","7,000","6,000","11,000","29,000","112,000","120,000","556,000","169,000","367,162","363,503","523,726","380,609","561,006","625,257","1,746,855","45,880","11,520","13,688","27,513","3,652"
			GainLossOnInvestmentSecurities,"-1,706,000","2,779,000","5,151,000","-4,966,000","-4,670,000","-259,000","0","0","-70,683,000","59,079,000","-60,382,000","5,690,000",,,"55,546,000","23,765,000",,,"42,922,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"80,038,000","20,045,000","21,421,000","19,795,000","18,777,000","18,633,000","18,679,000","18,284,000","17,928,000","8,493,000","12,111,000","6,665,000","7,373,000","7,365,000","6,987,000","5,212,000","6,823,000","7,010,000","7,876,000","6,178,000","5,431,000","4,784,000","4,764,000","4,624,000","4,416,000","4,230,000","3,745,000","3,725,000","3,612,000","3,423,000","3,382,000","3,209,000","3,062,000","2,837,000","2,558,000","2,216,000","2,114,000","1,727,000","1,597,000","1,539,000","1,529,000","1,494,000","1,391,000","1,008,000","69,000","1,702,000","-2,010,000","3,882,000","874,000","816,000","4,468,000","856,000","820,000","738,000","-108,000","1,447,000","1,231,000","845,000","1,318,000","576,000","443,000","211,000","565,000","49,000","949,000","804,000","885,000","919,000","914,000","850,000","990,000","1,103,000","1,092,000","875,000","779,212","674,688","422,238","427,862","466,713","494,198","-399,521","1,355,937","1,517,118","1,629,473","1,895,999","1,307,535"
			DepreciationAndAmortization,"80,038,000","20,045,000","21,421,000","19,795,000","18,777,000","18,633,000","18,679,000","18,284,000","17,928,000","8,493,000","12,111,000","6,665,000","7,373,000","7,365,000","6,987,000","5,212,000","6,823,000","7,010,000","7,876,000","6,178,000","5,431,000","4,784,000","4,764,000","4,624,000","4,416,000","4,230,000","3,745,000","3,725,000","3,612,000","3,423,000","3,382,000","3,209,000","3,062,000","2,837,000","2,558,000","2,216,000","2,114,000","1,727,000","1,597,000","1,539,000","1,529,000","1,494,000","1,391,000","1,008,000","69,000","1,702,000","-2,010,000","3,882,000","874,000","816,000","4,468,000","856,000","820,000","738,000","-108,000","1,447,000","1,231,000","845,000","1,318,000","576,000","443,000","211,000","565,000","49,000","949,000","804,000","885,000","919,000","914,000","850,000","990,000","1,103,000","1,092,000","875,000","779,212","674,688","422,238","427,862","466,713","494,198","-399,521","1,355,937","1,517,118","1,629,473","1,895,999","1,307,535"
				Depreciation,"56,954,000","14,354,000","15,605,000","13,975,000","13,020,000","12,939,000","12,875,000","12,479,000","13,192,000","8,493,000","12,111,000","6,665,000","7,373,000","7,365,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"875,000",,,,,,,,,,"879,000","835,000","774,000",,"651,000","635,000","593,000",,,"608,000","588,000","600,000","590,000","577,000","566,000","569,000","481,000","355,000","339,000","332,354","333,164","330,372","330,110","334,917","318,149","297,626","280,781","264,678","173,430","81,984","78,606"
				AmortizationCashFlow,"23,084,000","5,691,000","5,816,000","5,820,000","5,757,000","5,694,000","5,804,000","5,805,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"827,000",,,,,,,,,,"568,000","396,000","71,000",,"-75,000","-192,000","-382,000",,,"341,000","216,000","285,000","329,000","337,000","284,000","421,000","622,000","737,000","536,000","446,858","341,524","91,866","97,752","131,796","176,049","-697,147","1,075,156","1,252,440","1,456,043","1,814,015","1,228,929"
					AmortizationOfIntangibles,"23,084,000","5,691,000","5,816,000","5,820,000","5,757,000","5,694,000","5,804,000","5,805,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"827,000",,,,,,,,,,"568,000","396,000","71,000",,"-75,000","-192,000","-382,000",,,"341,000","216,000","285,000","329,000","337,000","284,000","421,000","622,000","737,000","536,000","446,858","341,524","91,866","97,752","131,796","176,049","-697,147","1,075,156","1,252,440","1,456,043","1,814,015","1,228,929"
