name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalRevenue,"672,056,000","174,751,000","172,677,000","169,339,000","155,289,000","156,278,000","160,359,000","160,925,000","143,812,000","177,978,000","127,767,000","122,831,000","121,934,000","154,172,000","109,612,000","102,822,000","104,025,000","140,208,000","101,312,000","93,890,000","92,059,000","111,727,000","93,061,000","84,512,000","86,170,000","92,873,000","79,391,000","68,917,000","65,572,000","59,031,000","54,808,000","50,124,000","45,219,000","40,875,000","38,370,000","35,086,000","35,871,000","33,036,000","31,185,000","29,246,000","26,828,000","25,402,000","22,787,000","23,344,000","18,919,000","17,400,000","16,502,000","15,224,000","19,406,000","18,284,000","19,796,000","12,925,000","13,680,000","8,775,000","8,783,000","-112,000","6,542,000","5,684,000","3,763,000","3,410,000","3,248,000","3,096,000","2,881,000","2,803,000","2,715,000","2,892,000","2,813,000","2,877,000","2,677,000","2,527,000","2,335,000"
	OperatingRevenue,"672,056,000","174,751,000","172,677,000","169,339,000","155,289,000","156,278,000","160,359,000","160,925,000","143,812,000","177,978,000","127,767,000","122,831,000","121,934,000","154,172,000","109,612,000","102,822,000","104,025,000","140,208,000","101,312,000","93,890,000","92,059,000","111,727,000","93,061,000","84,512,000","86,170,000","92,873,000","79,391,000","68,917,000","65,572,000","59,031,000","54,808,000","50,124,000","45,219,000","40,875,000","38,370,000","35,086,000","35,871,000","33,036,000","31,185,000","29,246,000","26,828,000","25,402,000","22,787,000","23,344,000","18,919,000","17,400,000","16,502,000","15,224,000","19,406,000","18,284,000","19,796,000","12,925,000","13,680,000","8,775,000","8,783,000","-112,000","6,542,000","5,684,000","3,763,000","3,410,000","3,248,000","3,096,000","2,881,000","2,803,000","2,715,000","2,892,000","2,813,000","2,877,000","2,677,000","2,527,000","2,335,000"
PretaxIncome,"333,587,000","86,993,000","86,336,000","84,913,000","75,345,000","76,049,000","78,513,000","75,836,000","67,930,000","79,868,000","58,162,000","56,672,000","55,325,000","54,452,000","53,729,000","49,300,000","50,452,000","77,874,000","56,503,000","54,870,000","55,881,000","71,417,000","55,661,000","49,734,000","51,285,000","61,465,000","48,546,000","43,599,000","41,920,000","35,788,000","32,971,000","30,178,000","27,203,000","24,928,000","22,066,000","20,072,000","19,018,000","17,565,000","16,454,000","15,164,000","14,436,000","13,001,000","11,268,000","10,832,000","9,317,000","8,648,000","8,210,000","7,995,000","7,634,000","12,329,000","9,635,000","6,279,000","6,107,000","4,385,000","4,650,000","-3,094,000","2,956,000","1,711,000","1,089,000","1,255,000","1,512,000","1,493,000","1,348,000","1,250,000","1,395,000","1,393,000","1,257,000","1,403,000","1,372,000","1,438,000","975,000"
TaxProvision,"96,512,000","25,170,000","25,549,000","24,703,000","21,090,000","22,404,000","23,728,000","22,814,000","22,630,000","23,811,000","16,867,000","15,886,000","14,691,000","15,631,000","14,894,000","12,459,000","13,335,000","26,621,000","24,845,000","22,487,000","23,332,000","30,423,000","23,361,000","20,837,000","21,558,000","25,551,000","20,397,000","18,098,000","17,525,000","14,714,000","13,599,000","12,337,000","11,193,000","10,318,000","8,912,000","7,890,000","7,886,000","7,163,000","6,686,000","6,175,000","5,871,000","5,283,000","4,608,000","4,299,000","3,774,000","3,373,000","3,283,000","3,163,000","2,937,000","5,154,000","4,087,000","2,571,000","2,503,000","1,791,000","1,889,000","-1,277,000","1,176,000","693,000","438,000","508,000","608,000","631,000","541,000","504,000","553,000","565,000","507,000","557,000","537,000","579,000","388,000"
NetIncomeCommonStockholders,"237,076,000","61,823,000","60,787,000","60,210,000","54,256,000","53,645,000","54,672,000","52,945,000","45,223,000","55,980,000","41,217,000","40,709,000","40,557,000","38,744,000","38,757,000","36,764,000","37,040,000","51,176,000","31,580,000","32,306,000","32,472,000","40,917,000","32,222,000","28,820,000","29,650,000","35,837,000","28,071,000","25,424,000","24,318,000","20,997,000","19,294,000","17,764,000","15,933,000","14,533,000","13,077,000","12,104,000","11,055,000","10,053,000","9,436,000","8,912,000","8,187,000","7,331,000","6,280,000","6,407,000","5,466,000","5,198,000","4,850,000","4,755,000","4,605,000","7,002,000","5,375,000","3,535,000","3,431,000","2,421,000","2,761,000","-1,817,000","1,197,000","1,018,000","651,000","747,000","827,000","784,000","728,000","746,000","763,000","750,000","730,000","663,000","734,000","758,000","587,000"
	NetIncome,"237,075,000","61,823,000","60,787,000","60,210,000","54,255,000","53,645,000","54,785,000","53,022,000","45,300,000","56,057,000","41,295,000","40,786,000","40,634,000","38,821,000","38,835,000","36,841,000","37,117,000","51,253,000","31,658,000","32,383,000","32,549,000","40,994,000","32,300,000","28,897,000","29,727,000","35,914,000","28,149,000","25,501,000","24,395,000","21,074,000","19,372,000","17,841,000","16,010,000","14,610,000","13,154,000","12,182,000","11,132,000","10,402,000","9,768,000","8,989,000","8,565,000","7,718,000","6,660,000","6,533,000","5,543,000","5,275,000","4,927,000","4,832,000","4,697,000","7,175,000","5,548,000","3,708,000","3,604,000","2,594,000","2,761,000","-1,817,000","1,780,000","1,018,000","651,000","747,000","904,000","862,000","807,000","746,000","842,000","828,000","750,000","846,000","835,000","859,000","587,000"
		NetIncomeIncludingNoncontrollingInterests,"237,075,000","61,823,000","60,787,000","60,210,000","54,255,000","53,645,000","54,785,000","53,022,000","45,300,000","56,057,000","41,295,000","40,786,000","40,634,000","38,821,000","38,835,000","36,841,000","37,117,000","51,253,000","31,658,000","32,383,000","32,549,000","40,994,000","32,300,000","28,897,000","29,727,000","35,914,000","28,149,000","25,501,000","24,395,000","21,074,000","19,372,000","17,841,000","16,010,000","14,610,000","13,154,000","12,182,000","11,132,000","10,402,000","9,768,000","8,989,000","8,565,000","7,718,000","6,660,000","6,533,000","5,543,000","5,275,000","4,927,000","4,832,000","4,697,000","7,175,000","5,548,000","3,708,000","3,604,000","2,594,000","2,761,000","-1,817,000","1,780,000","1,018,000","651,000","747,000","904,000","862,000","807,000","746,000","842,000","828,000","750,000","846,000","835,000","859,000","587,000"
			NetIncomeContinuousOperations,"237,075,000","61,823,000","60,787,000","60,210,000","54,255,000","53,645,000","54,785,000","53,022,000","45,300,000","56,057,000","41,295,000","40,786,000","40,634,000","38,821,000","38,835,000","36,841,000","37,117,000","51,253,000","31,658,000","32,383,000","32,549,000","40,994,000","32,300,000","28,897,000","29,727,000","35,914,000","28,149,000","25,501,000","24,395,000","21,074,000","19,372,000","17,841,000","16,010,000","14,610,000","13,154,000","12,182,000","11,132,000","10,402,000","9,768,000","8,989,000","8,565,000","7,718,000","6,660,000","6,533,000","5,543,000","5,275,000","4,927,000","4,832,000","4,697,000","7,175,000","5,548,000","3,708,000","3,604,000","2,594,000","2,761,000","-1,817,000","1,780,000","1,018,000","651,000","747,000","904,000","862,000","807,000","746,000","842,000","828,000","750,000","846,000","835,000","859,000","587,000"
	PreferredStockDividends,,,,,"-1,000",,"113,000","77,000","77,000","77,000","78,000","77,000","77,000","77,000","78,000","77,000","77,000","77,000","78,000","77,000","77,000","77,000","78,000","77,000","77,000","77,000","78,000","77,000","77,000","77,000","78,000","77,000","77,000","77,000","77,000","78,000","77,000","349,000","332,000",,,,,"126,000",,,"77,000","77,000",,,,,,,,,,,,,"77,000","78,000","79,000",,"79,000","78,000","20,000","183,000","101,000","101,000",
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,000",,"387,000","380,000",,,"77,000",,,,"173,000","173,000","173,000","173,000","173,000",,,,,,,,,,,,,,,,,
