name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
MarketCap,"802,612,184","979,827,124","687,754,750","477,771,776","532,490,646","437,526,699","355,931,852","333,404,647","425,726,940","284,213,639","815,651,912","747,539,972","930,844,265","961,579,469","499,005,427","954,997,042","1,123,149,529","836,178,017","1,202,271,743","485,054,524","368,282,781"
EnterpriseValue,"851,437,184","961,334,124","648,827,750","403,045,776","444,558,646","343,797,699","249,625,852","247,968,647","397,780,940","296,531,639","865,060,912","818,864,972","1,033,504,265","1,007,032,469","570,678,427","1,044,384,042","1,212,059,529","929,348,017","1,177,978,743","449,306,524","411,516,781"
PeRatio,"208",,,,,,,,,"107.667",,"251.226","56.996","34.973","8.592","22.966","115.742",,,,
ForwardPeRatio,"21.93","34.247","25.974","86.207",,,,,,"84.034","20.492","17.731","18.519","16.475","9.158","8.518","13.699","15.198",,,
PsRatio,"0.809","1.16","0.99","0.973","1.298","0.834","0.559","0.405","0.422","0.261","0.707","0.632","0.811","0.835","0.444","0.906","1.256","1.307","1.17","1.222","1.156"
PbRatio,"1.295","1.655","1.211","0.858","0.932","0.738","0.584","0.522","0.62","0.303","0.881","0.881","1.109","1.154","0.579","1.193","1.678","1.273","6.052","2.48","3.31"
EnterprisesValueRevenueRatio,"0.93","3.261","2.543","1.97","2.759","2.392","1.872","2.449","4.313","1.066","3.133","2.489","3.191","2.777","1.575","2.631","3.082","2.469","3.872","2.92","3.061"
EnterprisesValueEBITDARatio,"9.95","26.619","17.455","41.22","177.044","-69.454","112.698","-22.319","-15.114","-1.122","55.099","20.822","26.347","28.618","26.853","15.625","20.982","18.901","48.552","16.905","31.524"
