name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
OperatingCashFlow,"32,667,000","11,428,000","15,212,000","-5,925,000","11,952,000","6,338,000","5,030,101","2,214,769","6,105,959","3,579,171","-331,075","3,397,498","9,129,895","4,213,774","26,035,936","8,357,017","3,662,812","10,599,695","8,468,345","3,782,299","15,831,655","29,463,497","18,503,076","-1,987,286","-1,032,948","-1,194,397","20,243,623","2,581,964","2,705,505","-340,910","1,376,026","9,106,778","967,344","-125,124","2,506,424","6,513,603","477,250","1,390,527","-59,303","1,640,582","1,289,379","633,005","-3,902,927","1,309,979","718,246","-321,055","-2,141,931","935,326","678,827","133,979","-1,880,015","1,784,416","1,000,587","-1,133,008","2,183,122","921,202","2,626,520","-1,626,003","9,627,365","4,065,440","742,088","2,619,502","5,315,477","2,053,042","2,690,395","-1,437,799","6,307,018","4,235,176","4,072,985","16,188,874","27,210,427","1,100,896","1,447,259","2,876,723","20,029,920","323,581","691,224","2,107,970","5,376,815","6,968,331","2,118,005","420,633","-3,111,523","2,471,348","2,362,426","1,391,093","7,712,594","1,926,307","-1,007,481","-396,701","4,900,000","-2,000,000","8,800,000","0","500,000","-900,000","-100,000","-500,000","11,700,000","200,000","-100,000","300,000","3,300,000","-1,400,000","-1,300,000","1,400,000","3,800,000","700,000","100,000","200,000","300,000","300,000","-1,800,000","3,900,000","2,500,000","-1,400,000","1,300,000","-600,000","5,700,000","-1,800,000","-800,000","700,000","3,100,000","-1,100,000","5,600,000","900,000","3,000,000","-1,200,000","-500,000","-1,400,000","9,300,000","-4,300,000"
	CashFlowFromContinuingOperatingActivities,"32,667,000","11,428,000","15,212,000","-5,925,000","11,952,000","6,338,000","5,030,101","2,214,769","6,105,959","3,579,171","-331,075","3,397,498","9,129,895","4,213,774","26,035,936","8,357,017","3,662,812","10,599,695","8,468,345","3,782,299","15,831,655","29,463,497","18,503,076","-1,987,286","-1,032,948","-1,194,397","20,243,623","2,581,964","2,705,505","-340,910","1,376,026","9,106,778","967,344","-125,124","2,506,424","6,513,603","477,250","1,390,527","-59,303","1,640,582","1,289,379","633,005","-3,902,927","1,309,979","718,246","-321,055","-2,141,931","935,326","678,827","133,979","-1,880,015","1,784,416","1,000,587","-1,133,008","2,183,122","921,202","2,626,520","-1,626,003","9,627,365","4,065,440","742,088","2,619,502","5,315,477","2,053,042","2,690,395","-1,437,799","6,307,018","4,235,176","4,072,985","16,188,874","27,210,427","1,100,896","1,447,259","2,876,723","20,029,920","323,581","691,224","2,107,970","5,376,815","6,968,331","2,118,005","420,633","-3,111,523","2,471,348","2,362,426","1,391,093","7,712,594","1,926,307","-1,007,481","-396,701","-4,200,000","7,100,000","8,800,000","0","500,000","-900,000","-100,000","-500,000","11,700,000","200,000","-100,000","300,000","3,300,000","-1,400,000","-1,300,000","1,400,000","3,800,000","700,000","100,000","200,000","300,000","300,000","-1,800,000","3,900,000","2,500,000","-1,400,000","1,300,000","-600,000","5,700,000","-1,800,000","-800,000","700,000","3,100,000","-1,100,000","5,600,000","900,000","3,000,000","-1,200,000","-500,000","-1,400,000","9,300,000","-4,300,000"
		NetIncomeFromContinuingOperations,"22,357,000","202,000","1,932,000","23,947,000","-3,724,000","7,785,000","79,681,839","-1,521,504","12,610,524","-12,261,859","96,421,939","1,486,022","10,596,798","6,468,099","11,796,411","296,172","14,162,908","10,912,299","24,327,224","966,900","3,678,908","12,746,392","5,080,203","8,146,004","1,580,642","1,392,565","5,639,063","2,072,281","224,617","353,356","681,812","3,478,691","722,908","1,500,407","1,852,128","1,242,304","251,770","337,045",,,,,,,,"-258,905","89,391","-176,993","-593,171","77,819","80,893","209,662","187,809","322,206","2,402,338","105,246","2,171,192","156,124","10,898,146","2,102,564","1,115,940","-583,812","5,619,143","2,436,415","3,791,933","2,180,831","2,195,344","2,688,847","851,126","9,082,433","13,559,210","732,535","491,033","-131,039","11,804,352","-110,600","-232,056","1,732,699","3,361,293","3,458,404","2,585,373","-119,229","737,925","-1,376,794","101,860","-98,887","7,336,450","2,143,248","-449,051","-170,836","2,300,000","1,100,000","11,500,000","900,000","700,000","-100,000","300,000","400,000","3,800,000","-500,000","500,000","200,000","4,500,000","-700,000","1,200,000","1,600,000",,,"800,000","-300,000","5,100,000","-500,000","0","1,800,000","1,800,000",,,"200,000","2,900,000","-900,000","100,000","400,000","800,000","100,000","400,000","700,000","-9,900,000","-1,300,000","-1,100,000","-400,000","1,400,000","-500,000"
		OperatingGainsLosses,"-23,932,000","245,000","2,580,000","-22,666,000","-4,091,000","-708,000","-2,379,925","-289,736","-7,580,402","-636,937","-128,702,745","-2,187,332","-11,811,907","-6,869,957","0","0","-18,384,808","-3,650,858","-304",,,,"83,668","-11,479,490","-1,362,948","575,567","-1,596,977","-3,908,761","-37,664","-136,231","-6,335",,"0","43,383","-685,079","0","-503,037","-27,812","169,677","111,968","-269,019","-85,000","-161,656","-169,546","-33,650","-91,300","1",,,,"0","0",,,"1,614","0",,,"108,900","182",,,"0","0","-1,451,886","1,014,915","-2,757,149","559,013","1,155,062","1,109,169","440,945","-81,712","199,708","134,423","179,670",,,"51,797","121,642","-1,334",,,,,,,"19,319",,,,,,"-7,800,000","-1,300,000",,,,,"1,300,000","700,000","-600,000","100,000","-2,000,000","2,900,000","-6,100,000","-200,000","-2,700,000","1,200,000","-700,000","500,000","-3,400,000","800,000","-1,600,000","1,900,000","-1,000,000",,,,"100,000","-900,000","-900,000","300,000","-6,800,000","-1,200,000","5,200,000","200,000","11,400,000","100,000","600,000","-1,000,000",,"-3,800,000"
			GainLossOnSaleOfPPE,,,,,,"-708,000","-1,720,912","-2,159,701",,,"-1,108,269","-2,187,332","0","0","0","0","-18,384,808","-3,650,858","-304",,,,"83,668","-11,479,490","-1,362,948","0","-1,735,115","-3,763,140","-12,749","-5,440","-1,500","0","0","0","-685,079","0","-503,037","-54,179","2,406","111,968","-269,019","-85,000","-161,656","-169,546","-33,650","-91,300","1",,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"179,000","-210,000","-22,666,000",,,"41","0",,,"-76,245",,,"-6,869,957",,,,,,,,,"0","0","0","575,567","138,138","-145,621","-24,915","-130,791",,,,"43,383","0","0","0","26,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,"386,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"22,120,000","6,369,000","5,153,000","5,567,000","5,031,000","4,830,000","4,727,285","4,762,057","5,021,187","4,552,471","4,089,568","4,286,836","4,074,587","3,346,287","4,522,945","3,857,240","3,854,938","3,900,379","3,524,525","3,161,169","3,215,690","2,762,575","2,377,031","1,945,460","1,805,559","2,067,367","1,568,277","1,417,129","1,071,752","1,155,739","985,477","886,619","846,381","772,008","763,241","750,003","683,297","778,046","354,828","630,429","801,117","537,808","571,956","647,099","635,043","658,268","661,367","686,232","686,897","692,903","707,664","695,812","685,270","682,887","688,594","676,733","664,831","624,930","618,767","616,964","621,457","609,793","637,521","602,218","526,509","499,600","477,852","452,202","425,342","399,731","379,903","348,465","330,488","285,459","317,938","252,037","257,826","292,352","207,346","201,439","199,435","198,622","202,040","185,153","181,134","170,680","79,500","60,816","67,029","71,310","100,000","100,000","0","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"22,120,000","6,369,000","5,153,000","5,567,000","5,031,000","4,830,000","4,727,285","4,762,057","5,021,187","4,552,471","4,089,568","4,286,836","4,074,587","3,346,287","4,522,945","3,857,240","3,854,938","3,900,379","3,524,525","3,161,169","3,215,690","2,762,575","2,377,031","1,945,460","1,805,559","2,067,367","1,568,277","1,417,129","1,071,752","1,155,739","985,477","886,619","846,381","772,008","763,241","750,003","683,297","778,046","354,828","630,429","801,117","537,808","571,956","647,099","635,043","658,268","661,367","686,232","686,897","692,903","707,664","695,812","685,270","682,887","688,594","676,733","664,831","624,930","618,767","616,964","621,457","609,793","637,521","602,218","526,509","499,600","477,852","452,202","425,342","399,731","379,903","348,465","330,488","285,459","317,938","252,037","257,826","292,352","207,346","201,439","199,435","198,622","202,040","185,153","181,134","170,680","79,500","60,816","67,029","71,310","100,000","100,000","0","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Depreciation,,,,,,,,,,,,,,"3,346,287","4,522,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
