name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"840,440,000","388,634,000","-107,934,000","1,199,488,000","-639,748,000","313,816,000","205,786,000","205,351,000","452,069,000","-582,770,000","51,508,000","-353,897,000","-456,736,000","326,102,000","70,738,000","580,019,000","-435,107,000","173,890,000","182,072,000","-47,016,000","-810,675,000","349,316,000","57,226,000","134,537,000","-384,996,000","9,885,000","37,383,000","-28,186,000","65,306,000","-38,766,000","-41,412,000","241,739,000","-446,076,000","154,329,000","-65,948,000","448,008,000","-145,256,000","159,901,000","127,288,000","-11,795,000","-4,126,000","2,554,000","653,000","-4,064,000","-3,628,000","3,717,000","7,328,000","1,772,000","1,454,000","-703,000","4,097,000","12,028,000","-7,886,000","10,661,000","-3,748,000","-2,351,000","2,326,000","-3,417,000","-56,614,000","-30,528,000","25,054,000","15,222,000","11,763,000","9,831,000","11,516,000","3,939,000","6,734,000","-688,000","-5,608,000","6,597,000","2,493,000","5,570,000","18,621,000","350,000","-3,142,000","8,505,000","5,753,000","-430,000"
	CashFlowFromContinuingOperatingActivities,"840,440,000","388,634,000","-107,934,000","1,199,488,000","-639,748,000","313,816,000","209,520,000","206,087,000","484,107,000","-586,275,000","51,508,000","-353,897,000","-456,736,000","326,102,000","70,738,000","580,019,000","-435,107,000","173,890,000","182,072,000","-47,016,000","-810,675,000","349,316,000","57,226,000","134,537,000","-384,996,000","9,885,000","37,383,000","-28,186,000","65,306,000","-38,766,000","-41,412,000","241,739,000","-446,076,000","154,329,000","-65,948,000","448,008,000","-145,256,000","159,901,000","127,288,000","-11,795,000","-4,126,000","2,554,000","653,000","-4,064,000","-3,628,000","3,717,000","7,328,000","1,772,000","1,454,000","-703,000","4,097,000","12,028,000","-7,886,000","10,661,000","-3,748,000","-2,351,000","2,326,000","-3,417,000","-56,614,000","-30,528,000","25,054,000","15,222,000","11,763,000","9,831,000","11,516,000","3,939,000","6,734,000","-688,000","-5,608,000","6,597,000","2,493,000","5,570,000","18,621,000","350,000","-3,142,000","8,505,000","5,753,000","-430,000"
		NetIncomeFromContinuingOperations,"286,291,000","24,139,000","64,796,000","95,423,000","101,933,000","123,944,000","120,876,000","159,784,000","135,415,000","53,602,000","51,702,000","81,707,000","59,791,000","39,777,000","29,558,000","37,098,000","34,391,000","24,680,000","13,675,000","30,352,000","62,810,000","26,307,000","35,538,000","52,488,000","31,722,000","28,196,000","21,222,000","47,880,000","28,296,000","115,181,000","33,466,000","25,108,000","28,688,000","25,296,000","37,373,000","33,303,000","22,660,000","33,373,000","9,316,000","-4,048,000","-10,709,000","343,000","5,044,000","248,000","-13,233,000","1,410,000","1,026,000","564,000","-2,629,000","491,000","3,180,000","1,683,000","-8,331,000","1,356,000","4,390,000","-3,664,000","-16,429,000","-6,882,000","376,653,000","-69,676,000","-7,355,000","-6,387,000","-11,606,000","-7,268,000","2,825,000","-1,369,000","-24,157,000","-126,929,000","-18,245,000","-15,142,000","-35,353,000","-17,211,000","-7,126,000","-34,969,000",,,,
		OperatingGainsLosses,"-669,774,000","-110,894,000","-156,103,000","-203,152,000","-199,625,000","-267,080,000","-247,360,000","-307,896,000","-295,159,000","-150,644,000","-118,025,000","-157,050,000","-131,173,000","-96,139,000","-90,628,000","-116,243,000","-132,478,000","-105,767,000","-122,134,000","-138,498,000","-153,702,000","-124,150,000","-137,270,000","-175,412,000","-166,966,000","-127,343,000","-114,080,000","-137,303,000","-147,175,000","-124,948,000","-102,560,000","-108,621,000","-106,054,000","-79,111,000","-85,862,000","-106,479,000","-142,531,000","-127,596,000","-50,520,000","-8,000","-17,000","-21,000","26,000","-812,000","-12,000","-19,000","7,000","-86,000","51,000","-109,000","-948,000","-161,000","895,000","-93,000","3,085,000","1,213,000","21,465,000","20,229,000","-4,251,000","2,005,000","-893,000","-66,000",,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,"52,783,000","16,492,000","0","0","18,650,000","0","0",,,"0","0","9,303,000","0","0","0","0","17,499,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,"-158,000",,,,,"0","0",,,"-2,000","0",,,,,,"-46,000","0","0","0","-4,403,000","-5,985,000",,,,"-3,795,000",,,,"-66,000","-8,000","-17,000","-21,000","26,000","-812,000","-12,000","-19,000","7,000","-86,000","51,000","-109,000","-948,000","-161,000","895,000","-93,000","3,085,000","1,213,000","21,465,000","20,229,000","-4,251,000","2,005,000","-893,000","-66,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"26,407,000","7,709,000","6,235,000","7,862,000","4,601,000","5,930,000","6,837,000","6,982,000","6,228,000","1,883,000","1,615,000","-199,000","1,307,000","-1,563,000","-5,903,000","146,000","1,835,000","1,577,000","-2,569,000","3,136,000","-13,405,000","-1,031,000","-12,149,000","-10,930,000","-14,856,000","-11,830,000","-15,803,000","-31,000,000","-22,071,000","-14,486,000","-19,912,000","-14,755,000","-27,997,000","-20,615,000","-29,054,000","-6,708,000","-8,484,000","-9,548,000","-3,558,000","335,000","330,000","360,000","427,000","429,000","426,000","432,000","439,000","436,000","450,000","463,000","486,000","492,000","495,000","508,000","531,000","532,000","643,000","453,000","638,000","-44,153,000","22,819,000","22,934,000","22,066,000","22,463,000","23,935,000","23,680,000","37,600,000","9,348,000","22,201,000","20,076,000","21,024,000","19,744,000","18,337,000","15,660,000","12,515,000","11,581,000","12,929,000","12,556,000"
			DepreciationAndAmortization,"26,407,000","7,709,000","6,235,000","7,862,000","4,601,000","5,930,000","6,837,000","6,982,000","6,228,000","1,883,000","1,615,000","-199,000","1,307,000","-1,563,000","-5,903,000","146,000","1,835,000","1,577,000","-2,569,000","3,136,000","-13,405,000","-1,031,000","-12,149,000","-10,930,000","-14,856,000","-11,830,000","-15,803,000","-31,000,000","-22,071,000","-14,486,000","-19,912,000","-14,755,000","-27,997,000","-20,615,000","-29,054,000","-6,708,000","-8,484,000","-9,548,000","-3,558,000","335,000","330,000","360,000","427,000","429,000","426,000","432,000","439,000","436,000","450,000","463,000","486,000","492,000","495,000","508,000","531,000","532,000","643,000","453,000","638,000","-44,153,000","22,819,000","22,934,000","22,066,000","22,463,000","23,935,000","23,680,000","37,600,000","9,348,000","22,201,000","20,076,000","21,024,000","19,744,000","18,337,000","15,660,000","12,515,000","11,581,000","12,929,000","12,556,000"
				Depreciation,"26,407,000","7,709,000","6,235,000","7,862,000","4,601,000","5,930,000","6,837,000","6,982,000","6,228,000","1,883,000","1,615,000","-199,000","1,307,000","-1,563,000","-5,903,000","146,000","1,835,000","1,577,000","-2,569,000","3,136,000","-13,405,000","-1,031,000","-12,149,000","-10,930,000","-14,856,000","-11,830,000","-15,803,000","-31,000,000","-22,071,000","-14,486,000","-19,912,000","-14,755,000","-27,997,000","-20,615,000","-29,054,000","-6,708,000","-8,484,000","-9,548,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-5,837,000","2,664,000","-6,695,000","-2,762,000","956,000","1,424,000","16,656,000","-815,000","2,795,000","-2,053,000","-4,920,000","-463,000","1,001,000","527,000","12,544,000","-81,000","1,268,000","-534,000","34,920,000","3,398,000","1,084,000","1,531,000","-14,568,000","2,457,000","1,927,000","494,000","5,917,000","14,150,000","-146,000","-2,545,000","-29,200,000","1,576,000","-36,000","4,878,000","27,252,000","105,000","-4,461,000","-7,067,000",,,,,,,,"837,000","288,000",,,"1,620,000",,"3,689,000","-4,451,000","681,000","228,000","20,271,000","-8,658,000","-4,625,000","3,958,000","-2,064,000","256,000","687,000",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-5,837,000","2,664,000","-6,695,000","-2,762,000","956,000","1,424,000","16,656,000","-815,000","2,795,000","-2,053,000","-4,920,000","-463,000","1,001,000","527,000","12,544,000","-81,000","1,268,000","-534,000","34,920,000","3,398,000","1,084,000","1,531,000","-14,568,000","2,457,000","1,927,000","494,000","5,917,000","14,150,000","-146,000","-2,545,000","-29,200,000","1,576,000","-36,000","4,878,000","27,252,000","105,000","-4,461,000","-7,067,000",,,,,,,,"837,000","288,000",,,"1,620,000",,"3,689,000","-4,451,000","681,000","228,000","20,271,000","-8,658,000","-4,625,000","3,958,000","-2,064,000","256,000","687,000",,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,000",,"50,000","49,000","49,000","49,000","50,000","49,000","49,000","49,000","213,000",,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-632,000","2,159,000","-82,816,000","0",,,,"-9,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"-1,802,000",,,,,,,"5,000","-15,000","59,000","-513,000","98,000","-210,000","-1,256,000","2,090,000","-116,000","-60,000","572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,000","137,000","134,000","134,000","95,000","17,000","17,000","17,000","20,000","36,000","48,000","46,000","45,000","54,000","55,000","60,000","65,000","-135,000",,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"1,694,235,000","341,430,000","436,456,000","1,138,689,000","-222,340,000","512,364,000","45,848,000","266,383,000","100,873,000","-246,523,000","16,521,000","-222,163,000","-402,618,000","415,018,000","239,745,000","541,076,000","-395,262,000","386,707,000","354,529,000","201,761,000","-501,277,000","594,480,000","18,502,000","178,036,000","-170,150,000","308,150,000","-36,057,000","203,354,000","-52,028,000","103,745,000","66,467,000","272,817,000","-418,772,000","275,219,000","33,401,000","505,275,000","-59,340,000","284,491,000",,,,,,,,,,,,,,,"-7,691,000","10,572,000","-40,540,000","-586,000","1,609,000","695,000","-440,713,000","86,255,000","4,749,000","2,747,000","-58,000","-5,328,000","-16,418,000","-10,642,000","-4,095,000","103,939,000","413,000","2,026,000","11,632,000","8,015,000","1,316,000","16,643,000","24,950,000","-9,291,000","-9,790,000","-9,638,000"
		ChangeInWorkingCapital,"-437,893,000","123,471,000","-434,058,000","169,247,000","-296,553,000","-57,657,000","270,194,000","82,246,000","467,944,000","-277,148,000","98,248,000","-55,874,000","15,838,000","-31,213,000","-123,594,000","118,510,000","54,859,000","-131,538,000","-101,802,000","-148,425,000","-212,038,000","-149,526,000","162,826,000","83,908,000","-95,549,000","-191,189,000","171,907,000","-130,860,000","258,272,000","-118,400,000","6,202,000","61,581,000","72,562,000","-54,580,000","-51,264,000","11,854,000","35,611,000","-26,757,000","6,910,000","-8,256,000","6,090,000","1,693,000","-5,191,000","-3,996,000","9,962,000","991,000","5,499,000","-428,000","5,105,000","-3,263,000","1,204,000","9,102,000","11,093,000","-2,472,000","28,444,000","-20,195,000","3,591,000","-13,287,000","7,101,000","-2,895,000","5,478,000","-4,693,000","1,361,000","-36,000","1,174,000","-7,730,000","8,966,000","1,374,000","-9,977,000","-363,000","5,190,000","-4,978,000","6,094,000","3,016,000","-2,854,000","6,215,000","2,614,000","-3,348,000"
			ChangeInReceivables,"127,000","289,274,000","-340,585,000","-33,434,000","84,872,000","-275,257,000","24,038,000","-220,255,000","699,522,000","11,768,000","-66,684,000","-12,498,000","-134,569,000","-124,407,000","66,134,000","130,330,000","-7,889,000","-164,957,000","115,459,000","-112,342,000","-6,144,000","-39,422,000","-196,449,000","946,114,000","-927,298,000","130,858,000","752,691,000","248,778,000","133,492,000","-1,062,969,000","19,214,000","-17,854,000","-58,030,000","-88,613,000","18,423,000","79,226,000","647,000","-77,077,000",,,,,,,,"0",,,"-827,000","1,029,000",,,"-41,000","10,399,000",,,,,,,"132,000","-29,000",,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,000","-29,000",,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,"22,831,000","0","0","0","253,000","1,813,000","3,400,000","19,424,000","2,091,000","1,142,000","6,130,000","11,214,000","1,375,000","9,679,000","5,506,000","23,376,000",,,,,,,,"625,000",,,,,,,,,,,,,,,,,,,,,,,"-4,204,000","-3,084,000",,,,,,,,,,,,,,,,
