name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
TotalRevenue,"140,702,000","1,493,000","7,221,000","126,725,000","5,263,000","5,718,000","17,564,000","1,417,000","6,045,000","8,189,000","7,622,000","7,031,000","12,531,000","7,321,000","10,629,000","9,055,000","4,612,000","3,971,000","3,056,000","23,015,000","3,014,000","3,015,000","3,036,000","13,015,000","3,004,000","2,710,000","0","0","0","0","0","0","0","0"
	OperatingRevenue,"140,702,000","1,493,000","7,221,000","126,725,000","5,263,000","4,648,000","16,314,000","80,000","5,214,000","7,450,000","7,311,000","6,946,000","12,271,000","6,875,000","10,196,000","8,684,000","4,271,000","3,766,000","3,056,000","23,015,000","3,014,000","3,015,000","3,036,000","13,015,000","3,004,000","2,710,000","0","0","0","0","0","0","0","0"
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,"0","0"
OperatingExpense,"225,620,000","57,244,000","56,653,000","58,318,000","53,405,000","41,044,000","35,462,000","31,412,000","26,590,000","27,881,000","26,814,000","24,214,000","23,479,000","30,382,000","32,300,000","31,266,000","32,748,000","32,237,000","32,831,000","30,329,000","31,430,000","28,905,000","28,709,000","32,110,000","31,144,000","22,626,000","19,788,000","14,561,000","12,340,000","8,167,000","7,213,000","3,579,000","2,618,000","1,672,000"
	SellingGeneralAndAdministration,"76,091,000","18,571,000","20,506,000","19,563,000","17,451,000","11,741,000","10,595,000","7,551,000","6,491,000","6,138,000","5,782,000","5,897,000","5,574,000","7,495,000","7,533,000","7,591,000","8,695,000","8,777,000","8,789,000","8,119,000","8,370,000","8,762,000","8,453,000","7,967,000","8,970,000","7,210,000","5,888,000","4,711,000","3,556,000","2,606,000","2,153,000","1,113,000","458,000","640,000"
		GeneralAndAdministrativeExpense,"76,091,000","18,571,000","20,506,000","19,563,000","17,451,000","11,741,000","10,595,000","7,551,000","6,491,000","6,138,000","5,782,000","5,897,000","5,574,000","7,495,000","7,533,000","7,591,000","8,695,000","8,777,000","8,789,000","8,119,000","8,370,000","8,762,000","8,453,000","7,967,000","8,970,000","7,210,000","5,888,000","4,711,000","3,556,000","2,606,000","2,153,000","1,113,000","458,000","640,000"
			SalariesAndWages,"27,039,000","7,326,000","7,413,000","6,792,000","5,508,000","4,220,000","3,774,000","2,659,000","2,285,000","2,361,000","2,101,000","2,103,000","2,295,000","3,088,000","3,386,000","3,768,000","3,984,000","4,627,000","4,419,000","3,980,000","4,204,000","4,631,000","5,171,000","4,215,000","3,911,000","3,326,000","2,458,000","2,236,000","2,277,000","1,400,000","1,186,000","556,000","156,000","149,000"
			OtherGandA,"49,052,000","11,245,000","13,093,000","12,771,000","11,943,000","7,521,000","6,821,000","4,892,000","4,206,000","3,777,000","3,681,000","3,794,000","3,279,000","4,407,000","4,147,000","3,823,000","4,711,000","4,150,000","4,370,000","4,139,000","4,166,000","4,131,000","3,282,000","3,752,000","5,059,000","3,884,000","3,430,000","2,475,000","1,279,000","1,206,000","967,000","557,000","302,000","491,000"
	ResearchAndDevelopment,"152,237,000","39,649,000","36,752,000","39,882,000","35,954,000","29,303,000","24,867,000","23,861,000","20,099,000","21,743,000","21,032,000","18,317,000","17,905,000","22,887,000","24,767,000","23,675,000","24,053,000","23,460,000","24,042,000","22,210,000","23,060,000","20,143,000","20,256,000","24,143,000","22,174,000","15,416,000","13,900,000","9,850,000","8,784,000","5,561,000","5,060,000","2,466,000","2,160,000","1,032,000"
	OtherOperatingExpenses,,"-976,000","-605,000","-1,127,000",,,,,,,,,,,,,,"2,374,000",,,,,,,,,,,,,,,,
OperatingIncome,"-84,918,000","-55,751,000","-49,432,000","68,407,000","-48,142,000","-35,326,000","-17,898,000","-29,995,000","-20,545,000","-19,692,000","-19,192,000","-17,183,000","-10,948,000","-23,061,000","-21,671,000","-22,211,000","-28,136,000","-28,266,000","-29,775,000","-7,314,000","-28,416,000","-25,890,000","-25,673,000","-19,095,000","-28,140,000","-19,916,000","-19,788,000","-14,561,000","-12,340,000","-8,167,000","-7,213,000","-3,579,000","-2,618,000","-1,672,000"
NetNonOperatingInterestIncomeExpense,"-838,000","-528,000","-253,000","-154,000","97,000","270,000","-146,000","-630,000","-645,000","-557,000","-213,000","335,000","189,000","220,000","214,000","262,000","349,000","347,000","-302,000","502,000","615,000","775,000","397,000","407,000","227,000","212,000","154,000","-59,000","5,000","-17,000","-55,000","-61,000","-56,000","-37,000"
	InterestIncomeNonOperating,"2,288,000","384,000","485,000","590,000","829,000","966,000","613,000","100,000","74,000","159,000",,,,,,,"349,000",,,"502,000","615,000","775,000","746,000","719,000","495,000","268,000",,,,,,,,
