name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009
TotalAssets,"1,891,476,000","2,075,353,000","1,356,002,000","1,325,833,000","1,287,549,000","1,274,513,000","1,220,269,000","866,111,000","821,379,000","831,065,000","807,489,000","787,843,000","719,156,000","689,353,000","659,045,000","642,681,000","622,037,000","628,371,000","606,090,000","605,745,000","599,962,000","391,466,000","381,153,000","400,699,000","391,206,000","389,623,000","368,988,000","354,993,000","335,030,000","326,072,000","305,394,000","292,080,000","163,693,000","169,820,000","172,395,000","178,430,000","185,241,000","112,054,000","132,826,000","142,853,000","94,264,000","113,490,000","77,609,000","87,092,000","97,869,000","66,562,000","52,756,000","50,240,000","43,954,000"
	CurrentAssets,"667,018,000","866,048,000","822,352,000","792,579,000","720,247,000","651,623,000","658,520,000","455,823,000","431,594,000","408,557,000","378,847,000","394,609,000","508,673,000","477,969,000","472,049,000","455,054,000","418,734,000","391,110,000","365,835,000","450,991,000","447,964,000","243,089,000","235,444,000","257,989,000","248,625,000","252,582,000","233,100,000","229,626,000","219,750,000","214,257,000","199,240,000","208,906,000","98,478,000","106,751,000","111,685,000","121,490,000","128,989,000","60,922,000","85,129,000","100,076,000","62,264,000","82,649,000","43,400,000","53,604,000","64,026,000","31,055,000","20,391,000","18,931,000","12,549,000"
		CashCashEquivalentsAndShortTermInvestments,"452,194,000","656,409,000","693,858,000","646,595,000","590,063,000","521,662,000","532,125,000","326,792,000","318,464,000","291,950,000","265,644,000","292,239,000","412,442,000","383,454,000","386,409,000","371,321,000","339,788,000","311,347,000","294,080,000","382,442,000","383,699,000","172,597,000","161,128,000","162,667,000","150,021,000","158,965,000","146,438,000","153,147,000","154,886,000","156,658,000","149,728,000","163,860,000","64,573,000","72,152,000","81,847,000","95,956,000","110,246,000","41,050,000","66,949,000","84,285,000","54,830,000","76,153,000","37,068,000","47,205,000","59,331,000","26,133,000","13,851,000","12,353,000","7,077,000"
			CashAndCashEquivalents,"226,751,000","585,578,000","134,036,000","105,774,000","66,699,000","99,957,000","125,244,000","78,552,000","54,589,000","78,228,000","85,139,000","59,737,000","215,036,000","132,526,000","230,941,000","116,871,000","41,563,000","54,126,000","26,216,000","53,814,000","108,970,000","35,944,000","24,442,000","25,309,000","35,029,000","56,984,000","30,522,000","32,722,000","40,897,000","37,520,000","17,756,000","108,200,000","18,762,000","12,515,000","3,383,000","8,626,000","26,272,000","10,126,000","8,709,000","21,445,000","25,213,000","46,168,000","16,402,000","27,450,000","59,331,000","26,133,000","13,851,000","12,353,000","7,077,000"
			OtherShortTermInvestments,"225,443,000","70,831,000","559,822,000","540,821,000","523,364,000","421,705,000","406,881,000","248,240,000","263,875,000","213,722,000","180,505,000","232,502,000","197,406,000","250,928,000","155,468,000","254,450,000","298,225,000","257,221,000","267,864,000","328,628,000","274,729,000","136,653,000","136,686,000","137,358,000","114,992,000","101,981,000","115,916,000","120,425,000","113,989,000","119,138,000","131,972,000","55,660,000","45,811,000","59,637,000","78,464,000","87,330,000","83,974,000","30,924,000","58,240,000","62,840,000","29,617,000","29,985,000","20,666,000","19,755,000",,,,,
		Receivables,"92,103,000","96,318,000","49,975,000","68,357,000","52,583,000","53,046,000","46,143,000","44,013,000","38,988,000","47,530,000","42,573,000","41,147,000","39,766,000","38,000,000","34,266,000","35,641,000","31,203,000","31,658,000","27,021,000","27,467,000","27,702,000","29,937,000","26,765,000","28,651,000","25,901,000","25,855,000","25,919,000","24,281,000","24,511,000","22,366,000","20,517,000","20,545,000","15,969,000","14,590,000","9,771,000","7,756,000","5,243,000","4,352,000","2,459,000","3,214,000","860,000","2,113,000","1,496,000","1,055,000","1,810,000","1,191,000","2,531,000","3,255,000","1,455,000"
			AccountsReceivable,"92,103,000","96,318,000","49,975,000","68,357,000","52,583,000","53,046,000","46,143,000","44,013,000","38,988,000","47,530,000","42,573,000","41,147,000","39,766,000","38,000,000","34,266,000","35,641,000","31,203,000","31,658,000","27,021,000","27,467,000","27,702,000","29,937,000","26,765,000","28,651,000","25,901,000","25,855,000","25,919,000","24,281,000","24,511,000","22,366,000","20,517,000","20,545,000","15,969,000","14,590,000","9,771,000","7,756,000","5,243,000","4,352,000","2,459,000","3,214,000","860,000","2,113,000","1,496,000","1,055,000","1,810,000","1,191,000","2,531,000","3,255,000","1,455,000"
		Inventory,"103,662,000","98,550,000","67,209,000","65,264,000","64,606,000","64,650,000","68,542,000","66,690,000","59,666,000","58,296,000","60,238,000","52,697,000","47,028,000","48,569,000","44,884,000","42,053,000","40,043,000","41,411,000","39,112,000","33,602,000","30,311,000","31,278,000","37,476,000","60,916,000","63,744,000","61,645,000","56,132,000","48,769,000","36,264,000","29,263,000","23,662,000","19,194,000","15,364,000","15,557,000","15,606,000","14,221,000","10,760,000","12,077,000","11,906,000","9,299,000","5,078,000","1,245,000","1,667,000","1,884,000","1,778,000","1,605,000","1,050,000","1,198,000","1,729,000"
			RawMaterials,"35,297,000","36,337,000","35,434,000","34,324,000","31,697,000","26,886,000","27,614,000","23,894,000","23,162,000","20,019,000","18,798,000","19,014,000","19,978,000","19,193,000","16,329,000","16,070,000","16,721,000","16,500,000","14,113,000","13,626,000","12,966,000","11,742,000","13,291,000","14,436,000","16,015,000","16,712,000","16,096,000","11,198,000","10,355,000","9,263,000","8,944,000","7,369,000","4,199,000","5,290,000","3,859,000","3,427,000","2,737,000","4,081,000","4,486,000","3,339,000","2,335,000","862,000","822,000","846,000",,"1,108,000","758,000","788,000","811,000"
			WorkInProcess,"33,995,000","35,182,000","17,222,000","14,400,000","10,035,000","16,266,000","12,080,000","9,699,000","7,757,000","14,407,000","17,472,000","10,983,000","11,141,000","9,711,000","12,013,000","7,331,000","8,427,000","8,371,000","9,013,000","6,213,000","7,709,000","11,621,000","11,441,000","1,965,000","9,939,000","12,152,000","8,866,000","13,853,000","12,511,000","8,617,000","10,398,000","5,470,000","7,757,000","6,321,000","6,954,000","6,529,000","4,237,000","5,979,000","1,032,000","1,432,000","830,000","96,000","439,000","30,000",,"10,000","85,000","50,000","48,000"
