name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993
OperatingCashFlow,"197,478,000","45,294,000","46,983,000","-34,269,000","139,470,000","53,204,000","4,821,000","-7,431,000","68,761,000","39,183,000","5,520,000","11,133,000","81,708,000","39,705,000","34,933,000","-11,606,000","106,035,000","64,272,000","4,959,000","-15,590,000","49,088,000","45,050,000","305,000","5,927,000","48,050,000","3,857,000","6,707,000","40,626,000","65,212,000","63,567,000","31,903,000","-16,054,000","68,651,000","26,903,000","19,855,000","25,843,000","37,713,000","45,371,000","15,739,000","-59,534,000","108,353,000","95,068,000","127,525,000","-86,156,000","127,787,000","-7,603,000","37,901,000","-17,622,000","49,216,000","24,074,000","106,215,000","-90,015,000","46,449,000","80,045,000","91,132,000","69,953,000","121,197,000","-55,864,000","107,516,000","-31,085,000","102,185,000","28,905,000","72,603,000","-24,378,000","41,883,000","10,199,000","29,982,000","23,151,000","6,536,000","41,295,000","8,376,000","17,292,000","57,699,000","-20,893,000","24,021,000","12,394,000","20,075,000","8,415,000","16,166,000","-3,719,000","13,962,000","10,670,000","3,969,000","7,784,000","-2,344,000","-9,464,000","9,365,000","11,091,000","17,989,000","15,951,000","738,000","700,000","19,500,000","6,200,000","-6,100,000","17,200,000","13,400,000","-9,600,000","-14,100,000","23,600,000","18,000,000","2,800,000","-6,400,000","8,700,000","12,800,000","-2,200,000","-6,600,000","-9,800,000","26,800,000","17,200,000","-6,000,000","-4,300,000","25,100,000","10,800,000","-14,100,000","-1,000,000"
	CashFlowFromContinuingOperatingActivities,"197,478,000","45,294,000","46,983,000","-34,269,000","139,470,000","53,204,000","4,821,000","-7,431,000","68,761,000","39,183,000","5,520,000","11,133,000","81,708,000","39,705,000","34,933,000","-11,606,000","106,035,000","64,272,000","4,959,000","-15,590,000","49,088,000","45,050,000","305,000","5,927,000","48,050,000","3,857,000","6,707,000","40,626,000","65,212,000","63,567,000","31,903,000","-16,054,000","68,651,000","26,903,000","19,855,000","25,843,000","37,713,000","45,371,000","15,739,000","-59,534,000","108,353,000","95,068,000","127,525,000","-86,156,000","127,787,000","-7,603,000","37,901,000","-17,622,000","49,216,000","24,074,000","106,215,000","-90,015,000","46,449,000","80,045,000","91,132,000","69,953,000","121,197,000","-55,864,000","107,516,000","-31,085,000","102,185,000","28,905,000","72,603,000","-24,378,000","41,883,000","10,199,000","29,982,000","23,151,000","6,536,000","41,295,000","8,376,000","17,292,000","57,699,000","-20,893,000","24,021,000","12,394,000","20,075,000","8,415,000","16,166,000","-3,719,000","13,962,000","10,670,000","3,969,000","7,784,000","-2,344,000","-9,464,000","9,365,000","11,091,000","17,989,000","15,951,000","738,000","700,000","19,500,000","6,200,000","-6,100,000","17,200,000","13,400,000","-9,600,000","-14,100,000","23,600,000","18,000,000","2,800,000","-6,400,000","8,700,000","12,800,000","-2,200,000","-6,600,000","-9,800,000","26,800,000","17,200,000","-6,000,000","-4,300,000","25,100,000","10,800,000","-14,100,000","-1,000,000"
		NetIncomeFromContinuingOperations,"204,741,000","75,504,000","38,165,000","47,276,000","43,796,000","65,436,000","45,679,000","15,064,000","4,578,000","-4,717,000","4,504,000","-6,565,000","11,967,000","16,440,000","13,297,000","16,618,000","60,202,000","38,447,000","41,919,000","19,221,000","18,735,000","17,252,000","11,699,000","-708,000","16,661,000","11,688,000","-40,970,000","-4,967,000","11,346,000","-8,938,000","-195,883,000","-1,601,000","8,193,000","4,126,000","2,639,000","-5,367,000","-288,878,000","1,556,000","8,742,000","-1,443,000","-844,000","11,654,000","10,362,000","7,745,000","38,085,000",,,"18,917,000","18,145,000","41,782,000","18,504,000","-7,755,000","10,265,000","-1,210,000","-7,282,000","-34,002,000","126,382,000","61,719,000","35,870,000","24,712,000","37,976,000","43,754,000","28,446,000","21,158,000","50,213,000","30,207,000","21,118,000","41,530,000","34,442,000","33,508,000","35,981,000","42,936,000","37,940,000","42,515,000","18,549,000","12,177,000","16,870,000","15,028,000","7,429,000","3,874,000","2,196,000","3,367,000","-1,054,000","2,044,000","2,994,000","1,465,000","2,105,000","1,355,000","2,240,000","3,984,000","2,142,000","2,000,000","7,100,000","1,800,000","-3,900,000","-1,600,000","-3,200,000","2,500,000","3,800,000","6,300,000","8,600,000","8,400,000","1,400,000","2,800,000","5,800,000","4,500,000","5,400,000","5,100,000","7,800,000","7,900,000","3,700,000","2,800,000","4,000,000","3,400,000","1,300,000","2,000,000"
		OperatingGainsLosses,"-1,324,000","-843,000","578,000","61,000","-1,120,000","-873,000","-463,000","-706,000","370,000","-66,000","-74,000","-601,000","-2,207,000","-67,000","-345,000","-230,000","-696,000","-704,000","205,000","-806,000","152,000","-404,000","-2,223,000","-390,000","-850,000","-739,000","203,000","-7,000","-1,751,000","-772,000","-2,361,000","-1,390,000","-651,000","-1,396,000","336,000","-371,000","-22,000","245,000","76,000","232,000","-1,143,000","-1,745,000","228,000","-116,000","3,285,000","1,826,000","-2,572,000","-1,782,000","330,000","-123,000","-367,000","17,103,000","6,646,000","-6,261,000","-285,000","-2,134,000","-4,285,000","1,789,000","-409,000","1,284,000","-971,000","1,024,000","-215,000","1,001,000","-2,771,000","16,032,000","1,554,000","-54,975,000","-9,865,000","-9,453,000","-666,000","-19,570,000","-13,872,000","-26,902,000","-7,870,000","-5,560,000","-3,424,000","-8,221,000","1,185,000","-5,029,000","-270,000","-4,595,000","-3,488,000","-4,852,000","-4,024,000","-1,782,000","-3,172,000","-1,163,000","1,257,000","-2,600,000","-2,508,000","500,000","-5,000,000","-3,600,000","200,000","1,600,000","6,600,000","-1,700,000","-3,100,000","-3,700,000","-2,500,000","-2,800,000","-1,200,000","-600,000","-900,000","-1,000,000","-100,000","-1,500,000","-2,000,000","-900,000","-600,000","-900,000","-500,000","-1,000,000",,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"595,000","954,000","41,000","-61,000","330,000","-123,000","-367,000","17,103,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"183,000","72,000","131,000","-10,000","-10,000","44,000","11,000","82,000","-43,000","-12,000","4,000","-16,000","62,000","16,000","70,000","0","76,000","117,000","110,000","-407,000","272,000","144,000","-32,000","-23,000","-34,000","-70,000","52,000","-57,000","-286,000","-13,000","-1,156,000","-454,000","-169,000","-399,000","466,000","342,000","680,000","434,000","423,000","46,000","-892,000",,,,,"2,330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-3,464,000","-762,000","-591,000","-236,000","-1,875,000","-950,000","-454,000","-727,000","-136,000","-309,000","-190,000","-199,000","-472,000","-311,000","-184,000","-485,000","-625,000","-772,000","-106,000","-450,000","-374,000","-668,000","-2,220,000","-412,000","-880,000","-258,000","290,000","29,000","-342,000","-39,000","-609,000","-500,000","-272,000","-147,000","-368,000","-409,000","-429,000","-405,000","-309,000","-40,000","-133,000",,,,,"-1,458,000","-969,000","-962,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"69,544,000","18,750,000","18,596,000","17,220,000","14,978,000","14,326,000","14,469,000","14,826,000","14,958,000","14,743,000","14,385,000","14,087,000","13,692,000","13,154,000","13,193,000","13,297,000","12,663,000","12,327,000","12,160,000","12,522,000","12,381,000","12,318,000","12,598,000","12,543,000","12,687,000","12,990,000","14,125,000","14,828,000","15,516,000","15,549,000","17,988,000","18,883,000","19,095,000","19,067,000","20,028,000","21,019,000","20,719,000","20,778,000","20,674,000","20,899,000","20,819,000","20,446,000","20,645,000","20,346,000","20,883,000","19,507,000","18,155,000","16,321,000","16,395,000","15,969,000","15,727,000","15,327,000","14,832,000","15,902,000","15,416,000","14,531,000","14,019,000","13,131,000","12,299,000","11,913,000","11,773,000","10,419,000","9,479,000","8,892,000","10,110,000","7,309,000","7,751,000","6,241,000","5,327,000","5,411,000","5,093,000","5,050,000","5,383,000","4,963,000","5,007,000","5,050,000","4,732,000","4,791,000","5,889,000","4,029,000","4,626,000","4,582,000","4,706,000","4,717,000","4,634,000","4,706,000","4,641,000","4,761,000","4,604,000","4,686,000","4,571,000","4,500,000","4,200,000","4,500,000","4,300,000","4,700,000","4,600,000","4,700,000","4,700,000","4,700,000","5,200,000","4,500,000","4,000,000","4,600,000","3,400,000","3,700,000","3,500,000","3,400,000","3,400,000","3,300,000","2,500,000","2,400,000","2,100,000","2,400,000","2,400,000","2,500,000"
			DepreciationAndAmortization,"69,544,000","18,750,000","18,596,000","17,220,000","14,978,000","14,326,000","14,469,000","14,826,000","14,958,000","14,743,000","14,385,000","14,087,000","13,692,000","13,154,000","13,193,000","13,297,000","12,663,000","12,327,000","12,160,000","12,522,000","12,381,000","12,318,000","12,598,000","12,543,000","12,687,000","12,990,000","14,125,000","14,828,000","15,516,000","15,549,000","17,988,000","18,883,000","19,095,000","19,067,000","20,028,000","21,019,000","20,719,000","20,778,000","20,674,000","20,899,000","20,819,000","20,446,000","20,645,000","20,346,000","20,883,000","19,507,000","18,155,000","16,321,000","16,395,000","15,969,000","15,727,000","15,327,000","14,832,000","15,902,000","15,416,000","14,531,000","14,019,000","13,131,000","12,299,000","11,913,000","11,773,000","10,419,000","9,479,000","8,892,000","10,110,000","7,309,000","7,751,000","6,241,000","5,327,000","5,411,000","5,093,000","5,050,000","5,383,000","4,963,000","5,007,000","5,050,000","4,732,000","4,791,000","5,889,000","4,029,000","4,626,000","4,582,000","4,706,000","4,717,000","4,634,000","4,706,000","4,641,000","4,761,000","4,604,000","4,686,000","4,571,000","4,500,000","4,200,000","4,500,000","4,300,000","4,700,000","4,600,000","4,700,000","4,700,000","4,700,000","5,200,000","4,500,000","4,000,000","4,600,000","3,400,000","3,700,000","3,500,000","3,400,000","3,400,000","3,300,000","2,500,000","2,400,000","2,100,000","2,400,000","2,400,000","2,500,000"
		DeferredTax,"19,342,000","9,863,000","2,761,000","11,227,000","-4,509,000","5,849,000","774,000","4,770,000","6,526,000","9,627,000","1,399,000","-2,456,000","5,211,000","4,514,000","5,585,000","-697,000","-28,204,000","4,223,000","-14,775,000","761,000","826,000","923,000","589,000","-60,000","-73,000","59,000","1,034,000","-513,000","-1,224,000","94,000","-959,000","101,000","-5,262,000","-356,000","2,120,000","-317,000","-62,632,000","611,000","658,000","2,261,000","3,172,000","1,040,000","3,203,000","906,000","-4,760,000","23,628,000","-328,000","2,464,000","6,374,000","2,914,000","594,000","1,009,000","26,906,000","-3,503,000","27,221,000","-25,897,000","2,487,000","-712,000","363,000","444,000","4,161,000","1,503,000","-114,000","2,584,000","-287,000","4,523,000","-641,000","-10,206,000","4,260,000",,,,"1,609,000","-34,000","-5,243,000","-5,400,000","1,824,000","1,000",,,"2,035,000","49,000",,,"1,898,000",,,,"1,206,000","-1,000",,,,,,,"1,500,000",,,,"0","0",,,"4,300,000","1,600,000",,,"-2,100,000","0",,,"400,000","1,600,000","-400,000","-1,100,000"
