name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
TotalRevenue,"4,554,014,000","1,302,305,000","972,954,000","970,842,000","1,307,913,000","1,025,469,000","865,419,000","871,063,000","698,776,000","662,070,000","613,454,000","678,665,000","706,448,000","638,701,000","672,635,000","859,776,000","892,952,000","437,487,000","433,073,000","479,318,000","474,000,000","429,000,000","422,000,000","476,000,000","509,000,000","474,000,000","428,600,000","517,800,000","516,000,000","455,000,000","453,700,000","549,800,000","531,500,000","444,000,000","486,000,000","558,000,000","605,000,000","503,000,000","440,298,000","496,810,000","517,026,000","453,708,000","391,118,000","472,898,000","500,810,000","390,604,000","367,897,000","464,690,000","540,781,000","431,050,000","366,108,000","449,363,000","423,526,000","407,111,000","501,514,000","726,756,000","834,669,000","716,760,000","778,918,000","1,015,888,000","1,081,990,000","957,114,000","940,249,000","1,203,578,000","1,378,950,000","1,376,606,000","1,329,259,000","1,454,217,000","1,486,976,000","1,351,619,000","1,207,627,000","821,731,000"
	OperatingRevenue,"4,622,984,000","1,302,305,000","1,041,924,000","970,842,000","1,307,913,000","1,025,469,000","911,591,000","871,063,000","698,776,000","662,070,000","653,232,000","678,665,000","706,448,000","635,164,000","677,950,000","869,293,000","895,874,000","437,487,000","446,073,000","479,318,000","478,000,000","430,000,000","426,000,000","476,000,000","516,000,000","480,000,000","434,700,000","523,900,000","520,000,000","462,000,000","458,400,000","556,500,000","536,000,000","449,000,000","490,000,000","564,000,000","611,000,000","504,000,000","440,298,000","496,810,000","517,026,000","453,708,000","391,118,000","472,898,000","500,810,000","390,604,000","367,897,000","464,690,000","540,781,000","431,050,000","366,108,000","449,363,000","423,526,000","407,111,000","501,514,000","726,756,000","834,669,000","716,760,000","778,918,000","1,015,888,000","1,081,990,000","957,114,000","940,249,000","1,203,578,000","1,378,950,000","1,376,606,000","1,329,259,000","1,454,217,000","1,486,976,000","1,351,619,000","1,207,627,000","821,731,000"
CostOfRevenue,"3,664,928,000","1,011,254,000","779,418,000","817,515,000","1,056,741,000","845,077,000","741,174,000","711,603,000","597,956,000","568,861,000","530,464,000","584,952,000","612,281,000","552,656,000","591,512,000","768,021,000","789,301,000","382,162,000","378,104,000","418,773,000","413,455,000","374,174,000","369,283,000","415,999,000","451,624,000","416,730,000","376,680,000","457,007,000","455,673,000","404,753,000","404,295,000","485,265,000","469,461,000","391,268,000","431,926,000","495,460,000","549,407,000","446,695,000","388,179,000","436,279,000","453,838,000","399,476,000","343,161,000","414,620,000","443,165,000","344,335,000","323,563,000","414,748,000","476,662,000","378,772,000","320,828,000","394,058,000","375,226,000","362,835,000","455,068,000","643,507,000","727,234,000","638,957,000","712,775,000","913,078,000","962,752,000","853,359,000","847,743,000","1,082,672,000","1,242,507,000","1,246,654,000","1,188,866,000","1,317,180,000","1,371,295,000","1,232,291,000","1,106,273,000","744,439,000"
GrossProfit,"889,086,000","291,051,000","193,536,000","153,327,000","251,172,000","180,392,000","124,245,000","159,460,000","100,820,000","93,209,000","82,990,000","93,713,000","94,167,000","86,045,000","81,123,000","91,755,000","103,651,000","55,325,000","55,504,000","60,545,000","60,546,000","54,434,000","52,374,000","60,050,000","57,387,000","57,596,000","51,470,000","60,824,000","59,983,000","50,196,000","49,815,000","64,580,000","62,033,000","52,676,000","54,349,000","62,492,000","55,185,000","56,458,000","52,119,000","60,531,000","63,188,000","54,232,000","47,957,000","58,278,000","57,645,000","46,269,000","44,334,000","49,942,000","64,119,000","52,278,000","45,280,000","55,305,000","48,300,000","44,276,000","46,446,000","83,249,000","107,435,000","77,803,000","66,143,000","102,810,000","119,238,000","103,755,000","92,506,000","120,906,000","136,443,000","129,952,000","140,393,000","137,037,000","115,681,000","119,328,000","101,354,000","77,292,000"
OperatingExpense,"368,448,000","98,873,000","91,340,000","83,272,000","94,961,000","83,137,000","99,203,000","86,688,000","78,735,000","85,404,000","84,043,000","87,458,000","81,604,000","81,738,000","88,308,000","95,760,000","99,167,000","61,905,000","52,134,000","49,066,000","51,265,000","55,275,000","49,557,000","51,372,000","54,690,000","57,275,000","47,910,000","52,346,000","53,113,000","52,314,000","50,386,000","58,539,000","52,305,000","54,339,000","58,053,000","59,399,000","70,739,000","61,592,000","56,650,000","50,262,000","59,323,000","58,326,000","50,539,000","57,096,000","59,404,000","51,384,000","56,537,000","57,232,000","60,523,000","60,258,000","50,083,000","58,906,000","37,742,000","62,695,000","73,256,000","78,733,000","86,330,000","85,603,000","111,198,000","89,932,000","98,681,000","93,868,000","91,951,000","104,832,000","103,185,000","102,490,000","105,676,000","102,919,000","92,505,000","95,678,000","96,103,000","54,107,000"
	SellingGeneralAndAdministration,"337,934,000","91,289,000","83,459,000","76,176,000","87,010,000","75,560,000","91,922,000","78,992,000","69,710,000","77,769,000","76,219,000","79,881,000","74,101,000","74,410,000","80,659,000","87,692,000","91,723,000","59,240,000","49,967,000","46,817,000","49,012,000","52,912,000","47,306,000","49,152,000","52,294,000","54,799,000","45,324,000","49,907,000","50,675,000","50,036,000","48,089,000","56,136,000","49,884,000","51,987,000","55,483,000","57,255,000","68,510,000","59,419,000","54,638,000","48,156,000","57,136,000","56,066,000","48,097,000","54,537,000","56,780,000","48,446,000","53,461,000","54,121,000","57,089,000","56,514,000","46,470,000","55,024,000","50,852,000","57,665,000","67,748,000","73,793,000","81,227,000","80,635,000","106,114,000","84,826,000","93,346,000","88,468,000","86,550,000","99,615,000","98,122,000","97,267,000","100,699,000","97,926,000","87,948,000","91,435,000","92,208,000","52,028,000"
	DepreciationAmortizationDepletionIncomeStatement,"27,473,000","6,746,000","6,763,000","6,884,000","7,080,000","7,465,000","7,116,000","7,087,000","7,063,000","7,635,000","7,824,000","7,577,000","7,503,000","7,328,000","7,649,000","8,068,000","7,444,000","2,665,000","2,167,000","2,249,000","2,253,000","2,363,000","2,251,000","2,220,000","2,396,000","2,476,000","2,586,000","2,439,000","2,438,000","2,278,000","2,297,000","2,403,000","2,421,000","2,352,000","2,570,000","2,144,000","2,229,000","2,173,000","2,012,000","2,106,000","2,187,000","2,260,000","2,442,000","2,559,000","2,624,000","2,938,000","3,076,000","3,111,000","3,434,000","3,744,000","3,831,000","3,882,000","4,241,000","5,030,000","5,508,000","4,940,000","5,103,000","4,968,000","5,084,000","5,106,000","5,335,000","5,400,000","5,401,000","5,217,000","5,063,000","5,043,000","4,977,000","4,993,000","4,557,000","4,243,000","3,895,000","2,079,000"
		DepreciationAndAmortizationInIncomeStatement,"27,473,000","6,746,000","6,763,000","6,884,000","7,080,000","7,465,000","7,116,000","7,087,000","7,063,000","7,635,000","7,824,000","7,577,000","7,503,000","7,328,000","7,649,000","8,068,000","7,444,000","2,665,000","2,167,000","2,249,000","2,253,000","2,363,000","2,251,000","2,220,000","2,396,000","2,476,000","2,586,000","2,439,000","2,438,000","2,278,000","2,297,000","2,403,000","2,421,000","2,352,000","2,570,000","2,144,000","2,229,000","2,173,000","2,012,000","2,106,000","2,187,000","2,260,000","2,442,000","2,559,000","2,624,000","2,938,000","3,076,000","3,111,000","3,434,000","3,744,000","3,831,000","3,882,000","4,241,000","5,030,000","5,508,000","4,940,000","5,103,000","4,968,000","5,084,000","5,106,000","5,335,000","5,400,000","5,401,000","5,217,000","5,063,000","5,043,000","4,977,000","4,993,000","4,557,000","4,243,000","3,895,000","2,079,000"
	OtherOperatingExpenses,"3,041,000","838,000","1,118,000","212,000","871,000","112,000","165,000","609,000","1,962,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-218,000",,"-17,351,000",,,,,,,,,,,,,"180,000",,,,,,
OperatingIncome,"520,638,000","192,178,000","102,196,000","70,055,000","156,211,000","97,255,000","25,042,000","72,772,000","22,085,000","7,805,000","-1,053,000","6,255,000","12,563,000","4,307,000","-7,185,000","-4,005,000","4,484,000","-6,580,000","3,370,000","11,479,000","9,281,000","-841,000","2,817,000","8,678,000","2,697,000","321,000","3,560,000","8,478,000","6,870,000","-2,118,000","-571,000","6,041,000","9,728,000","-1,663,000","-3,704,000","3,093,000","-15,554,000","-5,134,000","-4,531,000","10,269,000","3,865,000","-4,094,000","-2,582,000","1,182,000","-1,759,000","-5,115,000","-12,203,000","-7,290,000","3,596,000","-7,980,000","-4,803,000","-3,601,000","10,558,000","-18,419,000","-26,810,000","4,516,000","21,105,000","-7,800,000","-45,055,000","12,878,000","20,557,000","9,887,000","555,000","16,074,000","33,258,000","27,462,000","34,717,000","34,118,000","23,176,000","23,650,000","5,251,000","23,185,000"
