name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"0","0","0","0","0","0","0","2,550,000","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","2,550,000","0","0"
CostOfRevenue,"0","0","0","0","0","0","0","670,000","0","0"
GrossProfit,"0","0","0","0","0","0","0","1,880,000","0","0"
OperatingExpense,"493,618,000","140,786,000","141,480,000","107,006,000","104,346,000","97,070,000","127,664,000","29,066,000","19,809,000","25,059,000"
	SellingGeneralAndAdministration,"194,730,000","55,621,000","50,664,000","45,510,000","44,625,000","55,627,000","35,714,000","8,405,000","3,411,000","4,081,000"
	ResearchAndDevelopment,"289,413,000","82,487,000","88,212,000","59,387,000","57,638,000","39,319,000","90,004,000","18,923,000","14,642,000","19,293,000"
	DepreciationAmortizationDepletionIncomeStatement,"9,475,000","2,678,000","2,604,000","2,109,000","2,083,000","2,124,000","1,946,000","1,738,000","1,756,000","1,685,000"
		DepreciationAndAmortizationInIncomeStatement,"9,475,000","2,678,000","2,604,000","2,109,000","2,083,000","2,124,000","1,946,000","1,738,000","1,756,000","1,685,000"
			DepreciationIncomeStatement,"9,475,000","2,678,000","2,604,000","2,109,000","2,083,000","2,124,000","1,946,000","1,738,000","1,756,000","1,685,000"
OperatingIncome,"-493,618,000","-140,786,000","-141,480,000","-107,006,000","-104,346,000","-97,070,000","-127,664,000","-27,186,000","-19,809,000","-25,059,000"
NetNonOperatingInterestIncomeExpense,"63,000","-29,000","24,000","33,000","34,000","11,000","-14,000","-1,094,000","-3,545,000","-5,825,000"
	InterestIncomeNonOperating,,,,,,"11,000",,,,
	InterestExpenseNonOperating,,,,,,,"14,000",,,"5,825,000"
	TotalOtherFinanceCost,"-63,000","29,000","-24,000","-33,000","-34,000",,,"1,094,000","3,545,000",
OtherIncomeExpense,"36,647,000","15,448,000","3,344,000","26,098,000","-8,242,000","81,832,000","115,383,000","4,890,000","113,000","-6,000"
	GainOnSaleOfSecurity,,,"0",,,"-1,639,000","115,375,000",,,
	SpecialIncomeCharges,"36,351,000","15,465,000","3,280,000","25,764,000","-8,157,000","83,560,000","115,375,000","5,045,000","0","0"
		RestructuringAndMergernAcquisition,"-36,351,000","-15,465,000","-3,280,000","-25,764,000","8,157,000","-83,560,000","-115,375,000","0","0","0"
		OtherSpecialCharges,,,,,,,"0","-5,045,000",,
	OtherNonOperatingIncomeExpenses,"296,000","-17,000","64,000","334,000","-85,000","-89,000","8,000","-155,000","113,000","-6,000"
PretaxIncome,"-456,908,000","-125,367,000","-138,112,000","-80,875,000","-112,554,000","-15,227,000","-12,295,000","-23,390,000","-23,241,000","-30,890,000"
TaxProvision,"0","0","0","0","0","0","2,000","0","0","0"
NetIncomeCommonStockholders,"-456,908,000","-125,367,000","-138,112,000","-80,875,000","-112,554,000","-15,227,000","-12,297,000","-23,390,000","-23,241,000","-30,890,000"
	NetIncome,"-456,908,000","-125,367,000","-138,112,000","-80,875,000","-112,554,000","-15,227,000","-12,297,000","-23,390,000","-23,241,000","-30,890,000"
		NetIncomeIncludingNoncontrollingInterests,"-456,908,000","-125,367,000","-138,112,000","-80,875,000","-112,554,000","-15,227,000","-12,297,000","-23,390,000","-23,241,000","-30,890,000"
			NetIncomeContinuousOperations,"-456,908,000","-125,367,000","-138,112,000","-80,875,000","-112,554,000","-15,227,000","-12,297,000","-23,390,000","-23,241,000","-30,890,000"
DilutedNIAvailtoComStockholders,"-456,908,000","-125,367,000","-138,112,000","-80,875,000","-112,554,000","-15,227,000","-12,297,000","-23,390,000","-23,241,000","-30,890,000"
BasicEPS,,"-0.54","-0.6","-0.35","-0.5","-0.07","-0.08","-0.2","-0.28","-0.37"
DilutedEPS,,"-0.54","-0.6","-0.35","-0.5","-0.07","-0.08","-0.2","-0.28","-0.37"
BasicAverageShares,,"233,661,000","231,276,000","228,477,000","226,928,000","224,795,000","158,441,000","116,293,000","83,740,000","82,444,000"
DilutedAverageShares,,"233,661,000","231,276,000","228,477,000","226,928,000","224,795,000","158,441,000","116,293,000","83,740,000","82,444,000"
TotalOperatingIncomeAsReported,"-493,618,000","-140,786,000","-141,480,000","-107,006,000","-104,346,000","-97,070,000","-127,664,000","-27,186,000","-19,809,000","-25,059,000"
TotalExpenses,"493,618,000","140,786,000","141,480,000","107,006,000","104,346,000","97,070,000","127,664,000","29,736,000","19,809,000","25,059,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-456,908,000","-125,367,000","-138,112,000","-80,875,000","-112,554,000","-15,227,000","-12,297,000","-23,390,000","-23,241,000","-30,890,000"
NormalizedIncome,"-493,259,000","-140,832,000","-141,392,000","-106,639,000","-104,397,000","-97,148,000","-96,520,750","-28,435,000","-23,241,000","-30,890,000"
InterestIncome,,,,,,"11,000",,,,
InterestExpense,,,,,,,"14,000",,,"5,825,000"
NetInterestIncome,"63,000","-29,000","24,000","33,000","34,000","11,000","-14,000","-1,094,000","-3,545,000","-5,825,000"
EBIT,"-493,618,000","-140,786,000","-141,480,000","-107,006,000","-104,346,000","-97,070,000","-7,283,000","-27,186,000","-19,809,000","-25,065,000"
EBITDA,"-484,143,000"
ReconciledCostOfRevenue,"0","0","0","0","0","0","0","670,000","0","0"
ReconciledDepreciation,"9,475,000","2,678,000","2,604,000","2,110,000","2,083,000","2,124,000","1,946,000","1,738,000","1,756,000","1,685,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-456,908,000","-125,367,000","-138,112,000","-80,875,000","-112,554,000","-15,227,000","-12,297,000","-23,390,000","-23,241,000","-30,890,000"
TotalUnusualItemsExcludingGoodwill,"36,351,000","15,465,000","3,280,000","25,764,000","-8,157,000","81,921,000","115,375,000","5,045,000","0","0"
TotalUnusualItems,"36,351,000","15,465,000","3,280,000","25,764,000","-8,157,000","81,921,000","115,375,000","5,045,000","0","0"
NormalizedEBITDA,"-520,494,000","-153,573,000","-142,156,000","-130,660,000","-94,106,000","-176,867,000","-120,712,000","-30,493,000","-18,053,000","-23,380,000"
TaxRateForCalcs,"0","0","0","0","0","0","0.27","0","0","0"
