name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"287,693,000","320,164,000","303,336,000","326,768,000","339,676,000","363,697,400","293,045,723","290,611,376","304,667,843","323,887,646","317,752,177","253,076,041","257,854,303","96,894,763","105,235,912","117,676,971","50,780,903","25,854,219"
	CurrentAssets,"142,925,000","183,243,000","176,931,000","207,044,000","230,126,000","272,575,976","217,882,143","235,208,767","251,012,166","268,979,868","271,088,748","212,875,198","231,157,682","74,652,065","91,306,698","103,985,789","36,014,436","11,475,114"
		CashCashEquivalentsAndShortTermInvestments,"113,781,000","137,703,000","143,634,000","172,556,000","199,410,000","209,520,355","179,084,386","194,811,181","210,409,650","227,233,384","253,330,623","204,273,017","227,275,139","68,080,175","88,560,634","102,060,551","32,356,851","8,548,638"
			CashAndCashEquivalents,"113,781,000","137,703,000","143,634,000","172,556,000","199,410,000","209,520,355","179,084,386","194,811,181","210,409,650","227,233,384","253,330,623","204,273,017","227,275,139","68,080,175","88,560,634","102,060,551","32,356,851","8,548,638"
		Receivables,"19,943,000","35,018,000","22,158,000","25,394,000","19,403,000","51,409,433","33,727,058","31,210,255","34,799,110","35,311,814",,,,,,,,
			AccountsReceivable,"13,078,000","22,384,000","16,775,000","17,966,000","12,015,000","38,479,371","26,639,805","24,432,392","27,979,259","23,337,377",,,,,,,,
			TaxesReceivable,"6,865,000","12,634,000","5,383,000","7,428,000","7,388,000","12,930,062","7,087,253","6,777,863","6,819,851","11,974,437",,,,,,,,
		PrepaidAssets,"7,217,000","8,102,000","8,840,000","6,506,000","6,365,000","7,081,747","4,001,502","7,318,772","3,460,056","4,464,085","6,248,981","3,265,612","1,765,209","1,937,785","2,029,327","1,613,955","2,816,413","1,961,243"
		RestrictedCash,,,,,,,"250,526",,"377,598",,,,,,,,,
		OtherCurrentAssets,"1,984,000","2,420,000","2,299,000","2,588,000","4,948,000","4,564,441","818,671","1,868,559","1,965,752","1,970,585","11,509,144","5,336,569","2,117,334","4,634,105","716,737","311,283","841,172","965,233"
	TotalNonCurrentAssets,"144,768,000","136,921,000","126,405,000","119,724,000","109,550,000","91,121,424","75,163,580","55,402,609","53,655,677","54,907,778","46,663,429","40,200,843","26,696,621","22,242,698","13,929,214","13,691,182","14,766,467","14,379,105"
		NetPPE,"134,063,000","126,287,000","115,709,000","108,835,000","98,775,000","87,124,262","73,412,248","53,728,049","51,992,308","52,860,556","45,700,904","39,727,875","26,465,652","22,014,237","13,624,968","13,567,806","14,643,091","14,255,729"
			GrossPPE,"134,063,000","140,766,000","115,709,000","108,835,000","98,775,000","95,511,132","73,412,248","53,728,049","51,992,308","57,415,965","45,700,904","39,727,875","26,465,652","24,491,345","13,624,968","13,567,806","14,643,091","14,867,960"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,,"6,437,000",,,,"4,280,614",,,,"1,508,085",,,,"423,185",,,,"369,886"
				OtherProperties,"134,063,000","73,451,000","115,709,000","108,835,000","98,775,000","57,453,806","73,412,248","53,728,049","51,992,308","38,350,564","45,700,904","39,727,875","26,465,652","5,379,172","13,624,968","13,567,806","14,643,091","3,624,179"
				Leases,,"60,878,000",,,,"33,776,712",,,,"17,557,316",,,,"18,688,988",,,,"10,873,895"
			AccumulatedDepreciation,,"-14,479,000",,,,"-8,386,870",,,,"-4,555,409",,,,"-2,477,108",,,,"-612,231"
