name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989
TotalAssets,"7,298,819,000","7,419,089,000","7,298,231,000","7,178,481,000","6,979,265,000","6,594,583,000","6,648,142,000","6,632,972,000","6,108,548,000","6,012,672,000","5,976,716,000","5,920,006,000","5,841,352,000","5,807,026,000","5,728,640,000","5,681,519,000","5,651,287,000","5,623,708,000","5,569,230,000","5,533,135,000","5,443,181,000","5,384,236,000","5,319,947,000","5,282,967,000","5,242,202,000","5,131,288,000","5,021,833,000","4,967,851,000","4,965,925,000","4,852,987,000","4,750,269,000","4,727,766,000","4,827,437,000","4,741,198,000","4,744,483,000","4,706,756,000","4,581,077,000","4,370,368,000","4,309,618,000","4,227,070,000","4,158,288,000","4,132,865,000","4,119,158,000","4,131,733,000","4,013,398,000","3,938,051,000","4,173,241,000","4,279,343,000","4,434,177,000","4,869,522,000","5,171,510,000","5,525,287,000","5,431,559,000","5,432,361,000","5,504,304,000","5,650,349,000","5,800,037,000","5,680,386,000","5,647,624,000","5,563,598,000","5,508,840,000","5,487,192,000","5,378,890,000","5,290,812,000","5,249,157,000","5,239,139,000","5,041,562,000","4,918,781,000","4,781,023,000","4,651,902,000","4,612,463,000","2,498,829,000","2,284,325,000","2,170,268,000","2,131,766,000","2,088,940,000","2,033,442,000","2,028,163,000","1,979,742,000","1,935,053,000","1,860,937,000","1,835,641,000","1,830,048,000","1,797,106,000","1,772,300,000","1,816,918,000","1,757,420,000","1,664,450,000","1,625,857,000","1,646,500,000","1,594,600,000","1,576,700,000","1,571,400,000","1,560,900,000","1,517,500,000","1,521,500,000","1,524,300,000","1,497,100,000","1,442,200,000","1,450,200,000","1,437,100,000","1,403,200,000","1,362,700,000","1,365,000,000","1,378,900,000","1,371,900,000","1,400,500,000","1,395,100,000","1,387,300,000","1,381,500,000","1,313,100,000","1,305,000,000","1,326,000,000","1,303,100,000","1,254,000,000","1,234,900,000","1,205,700,000","1,253,700,000","1,215,700,000","1,215,900,000","1,194,900,000","1,134,600,000","1,053,500,000","1,058,400,000","1,075,100,000","1,036,900,000","994,900,000","957,400,000","933,500,000","925,300,000","841,300,000","817,900,000"
TotalLiabilitiesNetMinorityInterest,"6,812,441,000","6,860,822,000","6,742,764,000","6,625,640,000","6,436,352,000","6,047,850,000","6,104,200,000","6,088,666,000","5,574,718,000","5,484,152,000","5,451,489,000","5,404,311,000","5,338,714,000","5,315,301,000","5,250,489,000","5,200,851,000","5,167,179,000","5,123,673,000","5,059,360,000","5,020,180,000","4,931,620,000","4,879,561,000","4,800,455,000","4,765,351,000","4,732,825,000","4,636,649,000","4,518,572,000","4,479,004,000","4,393,000,000","4,284,946,000","4,181,227,000","4,163,198,000","4,218,973,000","4,081,024,000","4,090,947,000","4,054,775,000","3,921,025,000","3,855,589,000","3,798,613,000","3,736,588,000","3,680,848,000","3,666,445,000","3,668,303,000","3,697,959,000","3,618,416,000","3,861,996,000","4,082,726,000","4,112,800,000","4,252,052,000","4,523,533,000","4,724,839,000","4,900,203,000","4,764,177,000","4,896,021,000","4,984,178,000","5,133,185,000","5,112,276,000","4,992,879,000","4,890,542,000","4,796,938,000","4,741,802,000","4,735,923,000","4,642,437,000","4,578,851,000","4,549,093,000","4,549,748,000","4,363,013,000","4,248,534,000","4,126,949,000","4,071,258,000","4,039,942,000","2,289,083,000","2,070,450,000","1,965,607,000","1,934,228,000","1,894,648,000","1,844,750,000","1,844,656,000","1,802,545,000","1,763,118,000","1,699,018,000","1,678,507,000","1,670,302,000","1,650,373,000","1,629,937,000","1,673,606,000","1,614,110,000","1,525,914,000","1,480,403,000","1,502,400,000","1,449,600,000","1,427,600,000","1,422,200,000","1,412,800,000","1,367,900,000","1,364,700,000","1,370,000,000","1,345,400,000","1,293,100,000","1,304,300,000","1,294,200,000","1,262,300,000","1,224,500,000","1,229,600,000","1,245,100,000","1,239,400,000","1,270,800,000","1,267,800,000","1,263,100,000","1,260,400,000","1,194,000,000","1,188,100,000","1,211,400,000","1,189,900,000","1,144,200,000","1,128,000,000","1,102,000,000","1,153,000,000","1,118,200,000","1,121,100,000","1,102,700,000","1,044,900,000","967,100,000","974,600,000","993,600,000","957,700,000","918,500,000","883,100,000","861,400,000","855,200,000","773,700,000","754,800,000"
TotalEquityGrossMinorityInterest,"486,378,000","558,267,000","555,467,000","552,841,000","542,913,000","546,733,000","543,942,000","544,306,000","533,830,000","528,520,000","525,227,000","515,695,000","502,638,000","491,725,000","478,151,000","480,668,000","484,108,000","500,035,000","509,870,000","512,955,000","511,561,000","504,675,000","519,492,000","517,616,000","509,377,000","494,639,000","503,261,000","488,847,000","572,925,000","568,041,000","569,042,000","564,568,000","608,464,000","660,174,000","653,536,000","651,981,000","660,052,000","514,779,000","511,005,000","490,482,000","477,440,000","466,420,000","450,855,000","433,774,000","394,982,000","76,055,000","90,515,000","166,543,000","182,125,000","345,989,000","446,671,000","625,084,000","667,382,000","536,340,000","520,126,000","517,164,000","687,761,000","687,507,000","757,082,000","766,660,000","767,038,000","751,269,000","736,453,000","711,961,000","700,064,000","689,391,000","678,549,000","670,247,000","654,074,000","580,644,000","572,521,000","209,746,000","213,875,000","204,661,000","197,538,000","194,292,000","188,692,000","183,507,000","177,197,000","171,935,000","161,919,000","157,134,000","159,746,000","146,733,000","142,363,000","143,312,000","143,310,000","138,536,000","145,454,000","144,100,000","145,000,000","149,100,000","149,200,000","148,100,000","149,600,000","156,800,000","154,300,000","151,700,000","149,100,000","145,900,000","142,900,000","140,900,000","138,200,000","135,400,000","133,800,000","132,500,000","129,700,000","127,300,000","124,200,000","121,100,000","119,100,000","116,900,000","114,600,000","113,200,000","109,800,000","106,900,000","103,700,000","100,700,000","97,500,000","94,800,000","92,200,000","89,700,000","86,400,000","83,800,000","81,500,000","79,200,000","76,400,000","74,300,000","72,100,000","70,100,000","67,600,000","63,100,000"
	StockholdersEquity,"486,328,000","558,219,000","555,419,000","552,793,000","542,865,000","546,685,000","543,903,000","544,271,000","533,781,000","528,520,000","525,227,000","515,695,000","502,638,000","491,725,000","478,151,000","480,668,000","484,108,000","500,011,000","509,846,000","512,930,000","511,536,000","504,650,000","519,466,000","517,607,000","509,358,000","494,614,000","503,261,000","488,847,000","572,925,000","568,041,000","569,042,000","564,568,000","608,403,000","660,113,000","653,476,000","642,035,000","650,101,000","504,822,000","501,042,000","480,513,000","467,466,000","456,440,000","440,869,000","423,782,000","384,984,000","66,052,000","80,506,000","156,528,000","172,105,000","335,963,000","436,639,000","615,047,000","657,339,000","526,291,000","510,071,000","507,103,000","674,663,000","674,403,000","743,972,000","753,543,000","753,536,000","738,139,000","722,938,000","698,818,000","686,536,000","676,234,000","665,008,000","657,466,000","640,816,000","567,862,000","559,439,000","199,684,000","203,513,000","194,599,000","187,476,000","184,230,000","178,630,000","173,443,000","167,133,000","161,871,000","151,855,000","147,070,000","149,485,000","146,733,000","142,363,000","143,312,000","143,310,000","138,536,000","145,454,000","144,100,000","145,000,000","149,100,000","149,200,000","148,100,000","149,600,000","156,800,000","154,300,000","151,700,000","149,100,000","145,900,000","142,900,000","140,900,000","138,200,000","135,400,000","133,800,000","132,500,000","129,700,000","127,300,000","124,200,000","121,100,000","119,100,000","116,900,000","114,600,000","113,200,000","109,800,000","106,900,000","103,700,000","100,700,000","97,500,000","94,800,000","92,200,000","89,700,000","86,400,000","83,800,000","81,500,000","79,200,000","76,400,000","74,300,000","72,100,000","70,100,000","67,600,000","63,100,000"
		CapitalStock,"421,153,000","426,091,000","436,957,000","440,854,000","443,505,000","442,635,000","442,635,000","442,699,000","442,853,000","447,602,000","452,278,000","456,293,000","462,952,000","470,660,000","478,721,000","485,402,000","493,794,000","503,988,000","509,243,000","519,383,000","527,403,000","530,932,000","534,856,000","538,434,000","544,029,000","548,878,000","548,518,000","552,527,000","632,867,000","642,205,000","655,219,000","655,219,000","715,708,000","784,547,000","784,473,000","784,473,000","784,519,000","784,512,000","0","0","0","0","0","0","0","130,458,000","130,086,000","129,714,000","129,344,000","128,975,000","128,606,000","531,458,000","531,039,000","0",,,,,,,,,,,"427,657,000","428,012,000","427,458,000","427,415,000","427,009,000","360,550,000","10,436,000","10,080,000","9,907,000","9,589,000","9,392,000","9,260,000","9,037,000","8,707,000","8,284,000","8,147,000","7,059,000","6,678,000","6,281,000","6,269,000","6,159,000","6,172,000","6,251,000","6,252,000","6,512,000","6,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130,458,000","130,086,000","129,714,000","129,344,000","128,975,000","128,606,000","128,239,000","127,836,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"421,153,000","426,091,000","436,957,000","440,854,000","443,505,000","442,635,000","442,635,000","442,699,000","442,853,000","447,602,000","452,278,000","456,293,000","462,952,000","470,660,000","478,721,000","485,402,000","493,794,000","503,988,000","509,243,000","519,383,000","527,403,000","530,932,000","534,856,000","538,434,000","544,029,000","548,878,000","548,518,000","552,527,000","632,867,000","642,205,000","655,219,000","655,219,000","715,708,000","784,547,000","784,473,000","784,473,000","784,519,000","784,512,000",,,,,,,,,,,,,,"403,219,000","403,203,000",,,,,,,,,,,,"427,657,000","428,012,000","427,458,000","427,415,000","427,009,000","360,550,000","10,436,000","10,080,000","9,907,000","9,589,000","9,392,000","9,260,000","9,037,000","8,707,000","8,284,000","8,147,000","7,059,000","6,678,000","6,281,000","6,269,000","6,159,000","6,172,000","6,251,000","6,252,000","6,512,000","6,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"98,270,000","98,073,000","97,279,000","96,182,000","95,721,000","94,842,000","94,336,000","93,007,000","92,284,000","91,611,000","90,604,000","89,724,000","89,374,000","88,876,000","87,939,000","86,949,000","86,497,000","86,098,000","85,300,000","84,592,000","84,678,000","84,180,000","84,207,000","83,482,000","83,534,000","82,847,000","81,528,000","79,373,000","80,545,000","79,716,000","77,598,000","76,311,000","76,426,000","75,498,000","73,735,000","72,173,000","71,735,000","70,567,000","853,606,000","852,445,000","852,135,000","851,124,000","849,651,000","848,557,000","827,899,000","467,475,000","469,474,000","469,423,000","469,939,000","468,430,000","469,149,000","62,549,000","62,276,000","459,139,000","458,756,000","458,024,000","457,331,000","457,973,000","474,149,000","481,085,000","484,203,000","482,660,000","480,816,000","477,470,000","48,790,000","46,432,000","46,362,000","45,848,000","45,848,000","45,848,000","394,605,000","45,848,000","45,848,000","45,848,000","45,848,000","45,848,000","45,848,000","45,848,000","45,848,000","45,848,000","45,848,000",,"45,848,000","45,848,000","45,848,000","45,848,000","45,848,000","45,848,000","45,848,000","45,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"54,252,000","42,015,000","22,916,000","10,831,000","628,000","-10,920,000","-16,609,000","-16,986,000","-20,428,000","-19,102,000","-26,782,000","-34,780,000","-41,733,000","-51,718,000","-61,406,000","-70,435,000","-78,454,000","-89,036,000","-87,913,000","-94,269,000","-100,784,000","-108,941,000","-116,225,000","-122,730,000","-130,511,000","-137,314,000","-133,821,000","-142,267,000","-150,815,000","-157,039,000","-166,740,000","-171,380,000","-177,649,000","-184,087,000","-191,014,000","-197,851,000","-212,118,000","-349,427,000","-361,837,000","-372,558,000","-383,370,000","-396,848,000","-408,943,000","-420,569,000","-428,780,000","-517,316,000","-513,088,000","-438,425,000","-420,224,000","-257,931,000","-157,088,000","28,083,000","64,524,000","63,762,000","63,489,000","63,321,000","216,755,000","222,644,000","281,682,000","290,353,000","282,673,000","270,624,000","258,880,000","245,322,000","231,285,000","218,341,000","204,765,000","192,547,000","180,414,000","167,801,000","159,168,000","154,064,000","147,972,000","142,635,000","136,109,000","130,392,000","124,972,000","118,958,000","110,542,000","106,044,000","100,158,000","94,581,000","91,031,000","89,951,000","85,617,000","88,232,000","92,250,000","89,189,000","95,911,000","94,400,000","93,900,000","98,000,000","96,700,000","95,000,000","96,100,000","103,800,000","101,400,000","99,200,000","96,700,000","94,100,000","91,700,000","89,400,000","87,500,000","85,000,000","82,700,000","80,400,000","78,500,000","76,000,000","73,700,000","71,400,000","68,400,000","66,800,000","64,500,000","62,500,000","59,600,000","56,800,000","54,100,000","51,200,000","48,400,000","45,700,000","43,200,000","40,700,000","38,400,000","36,100,000","33,900,000","31,600,000","29,300,000","27,200,000","25,100,000","23,100,000","21,100,000","19,200,000"
		GainsLossesNotAffectingRetainedEarnings,"-87,347,000","-7,960,000","-1,733,000","4,926,000","3,011,000","20,128,000","23,541,000","25,551,000","19,072,000","8,409,000","9,127,000","4,458,000","-7,955,000","-16,093,000","-27,103,000","-21,248,000","-17,729,000","-1,039,000","3,216,000","3,224,000","239,000","-1,521,000","16,628,000","18,421,000","12,306,000","203,000","7,036,000","-786,000","10,328,000","3,159,000","2,965,000","4,418,000","-6,082,000","-15,845,000","-13,718,000","-16,760,000","5,965,000","-830,000","9,273,000","626,000","-1,299,000","2,164,000","161,000","-4,206,000","-14,135,000","-14,565,000","-5,966,000","-4,184,000","-6,954,000","-3,511,000","-4,028,000","-7,043,000","-500,000","3,390,000","-12,174,000","-14,242,000","577,000","-6,214,000","-11,859,000","-17,895,000","-13,340,000","-15,145,000","-16,758,000","-23,974,000","-21,196,000","-16,551,000","-13,577,000","-8,344,000","-12,455,000","-6,337,000","-4,770,000","-10,308,000","-214,000","-3,473,000","-3,873,000","-1,270,000","-1,227,000","-70,000","-2,459,000","1,832,000","-1,210,000","45,811,000","6,325,000","4,665,000","4,739,000","3,060,000","-1,039,000","-2,753,000","-2,817,000","-2,700,000","-1,300,000","-1,500,000",,"600,000","1,000,000","100,000",,,,"-400,000","-1,000,000",,"-1,300,000","-1,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
