name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
OperatingCashFlow,"606,591,000","160,536,000","111,483,000","240,916,000","93,656,000","72,768,000","202,716,000","32,369,000","-103,982,000","-3,215,000","73,358,000","-27,830,000","-104,145,000","42,582,000","188,197,000","74,431,000","-40,806,000","85,528,000","36,955,000","91,817,000","-161,939,000","157,935,000","115,122,000","65,313,000","-38,162,000","42,766,000","83,980,000","99,286,000","-51,177,000","-51,002,000","27,486,000","22,533,000","-14,368,000","8,870,000","39,339,000","82,178,000","-21,339,000","15,363,000","11,039,000","52,026,000","-40,616,000","17,887,000","-29,334,000","-8,300,000","770,000","42,486,000","94,280,000","-63,056,000","-24,828,000","40,358,000","-19,382,000","14,056,000","-16,113,000","0","4,999,000","24,393,000","-5,014,000","10,610,000","10,142,000","22,033,000","5,290,000","-18,006,000","39,975,000","23,027,000","2,363,000","3,840,000","9,391,000","22,459,000","-5,122,000","2,374,000","11,365,000","5,090,000","59,763,000","-67,625,000","20,544,000","18,791,000","-4,241,000","11,987,000","-9,285,000","-4,934,000","-3,938,000","4,613,000","-4,178,000","6,288,000","-2,507,000","-16,316,000"
	CashFlowFromContinuingOperatingActivities,"606,591,000","160,536,000","111,483,000","240,916,000","93,656,000","72,768,000","202,716,000","32,369,000","-103,982,000","-3,215,000","73,358,000","-27,830,000","-104,145,000","42,582,000","188,197,000","74,431,000","-40,806,000","85,528,000","36,955,000","91,817,000","-161,939,000","157,935,000","115,122,000","65,313,000","-38,162,000","42,766,000","83,980,000","99,286,000","-51,177,000","-51,002,000","27,486,000","22,533,000","-14,368,000","8,870,000","39,339,000","82,178,000","-21,339,000","15,363,000","11,039,000","52,026,000","-40,616,000","17,887,000","-29,334,000","-8,300,000","770,000","42,486,000","94,280,000","-63,056,000","-24,828,000","40,358,000","-19,382,000","14,056,000",,,"4,999,000","24,393,000","-5,014,000","10,610,000","10,142,000","22,033,000","5,290,000","-18,006,000","39,975,000","23,027,000","2,363,000","3,840,000","9,391,000","22,459,000","-5,122,000","2,374,000","11,365,000","5,090,000","59,763,000","-67,625,000","20,544,000","18,791,000","-4,241,000","11,987,000","-9,285,000","-4,934,000","-3,938,000","4,613,000","-4,178,000","6,288,000","-2,507,000","-16,316,000"
		NetIncomeFromContinuingOperations,"198,653,000","46,250,000","41,656,000","52,744,000","58,003,000","72,631,000","53,891,000","50,715,000","37,222,000","27,605,000","35,949,000","39,401,000","36,242,000","32,082,000","36,440,000","39,252,000","36,139,000","25,943,000","13,286,000","28,596,000","27,915,000","22,992,000","19,843,000","25,833,000","7,878,000","18,661,000","12,969,000","18,493,000","18,979,000","15,224,000","7,784,000","12,986,000","12,555,000","11,605,000","10,026,000","11,177,000","12,009,000","11,036,000","9,822,000","9,895,000","10,237,000","9,651,000","8,978,000","8,807,000","6,628,000","8,394,000","7,874,000","7,799,000","7,270,000","7,976,000","6,766,000","7,296,000","6,423,000","6,267,000","5,445,000","6,415,000","6,041,000","5,993,000","5,867,000","5,989,000","5,906,000","5,497,000","6,236,000","5,517,000","5,547,000","4,486,000","4,964,000","4,226,000","4,323,000","4,167,000","3,634,000","3,238,000","2,603,000","1,805,000","1,383,000","2,014,000","1,778,000","1,445,000","1,419,000","1,564,000","1,373,000","1,145,000","459,000","639,000","754,000","785,000"
		OperatingGainsLosses,"-155,417,000","-22,663,000","-37,199,000","-44,726,000","-50,829,000","-63,165,000","-156,727,000","-37,204,000","-206,000","-14,361,000","-30,993,000","-36,306,000","-20,322,000","-16,890,000","-24,885,000","-20,298,000","-31,168,000","-26,235,000","-27,378,000","-31,344,000","-36,654,000","-17,775,000","-31,637,000","-40,105,000","-18,159,000","-9,455,000","-11,416,000","-14,510,000","-14,932,000","-10,925,000","-9,789,000","-11,847,000","-9,835,000","-6,323,000","-7,998,000","-10,939,000","-13,635,000","-10,910,000","-40,324,000","454,000","-1,658,000","-391,000","-2,243,000","-17,910,000","-12,528,000","30,326,000","79,414,000","-59,776,000","-48,517,000","30,111,000","-24,754,000","2,306,000","-10,142,000","-24,896,000","-3,166,000","10,830,000","-9,760,000","-864,000",,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-252,000","0","0","0","-252,000","-1,000,000","-2,000","-1,700,000","-2,930,000","-5,002,000","0","69,000","0","776,000","-6,000","0","0","3,000","0","0",,,"-6,000","0","0","0","0","-735,000","-120,000","-49,000","0","-45,000","62,000","-2,000","-65,000","-150,000","208,000","-604,000","33,000","-507,000","-1,753,000","-778,000","-2,000","2,000","-3,628,000","-53,000","-3,000","-3,479,000","-1,979,000","-500,000","-2,863,000","-1,178,000","-2,380,000","-4,728,000","0","-804,000","-678,000","-1,478,000",,,,,,,,,,,,,"0",,,,"0",,,,,,,,,,,
		DepreciationAmortizationDepletion,"28,918,000","7,296,000","7,375,000","7,195,000","7,052,000","7,176,000","7,275,000","7,305,000","7,198,000","7,283,000","7,321,000","7,301,000","7,369,000","7,380,000","7,357,000","7,275,000","7,244,000","6,848,000","6,049,000","6,168,000","6,342,000","5,941,000","5,979,000","5,941,000","4,379,000","4,253,000","4,166,000","4,044,000","3,935,000","4,002,000","3,703,000","3,507,000","3,402,000","3,288,000","3,301,000","3,160,000","3,027,000","3,014,000","2,974,000","2,847,000","2,910,000","2,845,000","2,855,000","2,751,000","2,717,000","2,664,000","3,366,000","1,910,000","1,755,000","2,750,000","2,256,000","2,346,000","2,449,000","2,693,000","2,706,000","2,177,000","2,215,000","2,076,000","2,098,000","1,753,000","1,688,000","1,621,000","-113,000","3,153,000","799,000","1,974,000","243,000","2,105,000","2,285,000","2,279,000","1,359,000","1,259,000","715,000","625,000","2,238,000","339,000","456,000","396,000","676,000","331,000","310,000","322,000",,"324,000","266,000","238,000"
			DepreciationAndAmortization,"28,918,000","7,296,000","7,375,000","7,195,000","7,052,000","7,176,000","7,275,000","7,305,000","7,198,000","7,283,000","7,321,000","7,301,000","7,369,000","7,380,000","7,357,000","7,275,000","7,244,000","6,848,000","6,049,000","6,168,000","6,342,000","5,941,000","5,979,000","5,941,000","4,379,000","4,253,000","4,166,000","4,044,000","3,935,000","4,002,000","3,703,000","3,507,000","3,402,000","3,288,000","3,301,000","3,160,000","3,027,000","3,014,000","2,974,000","2,847,000","2,910,000","2,845,000","2,855,000","2,751,000","2,717,000","2,664,000","3,366,000","1,910,000","1,755,000","2,750,000","2,256,000","2,346,000","2,449,000","2,693,000","2,706,000","2,177,000","2,215,000","2,076,000","2,098,000","1,753,000","1,688,000","1,621,000","-113,000","3,153,000","799,000","1,974,000","243,000","2,105,000","2,285,000","2,279,000","1,359,000","1,259,000","715,000","625,000","2,238,000","339,000","456,000","396,000","676,000","331,000","310,000","322,000",,"324,000","266,000","238,000"
		DeferredTax,"7,110,000","750,000","5,525,000","-2,120,000","2,955,000","-6,217,000","-12,701,000","-14,425,000","8,297,000","1,960,000","-1,658,000","-455,000","6,561,000","335,000","1,203,000","0","-1,291,000","-1,212,000","2,097,000","-2,667,000","-434,000","1,574,000","1,096,000","994,000","1,193,000","-129,000","5,727,000","-378,000","-1,196,000","-482,000","-2,304,000","837,000","404,000","-83,000","-3,292,000","568,000","477,000","-394,000","260,000","14,000","489,000","641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265,000","-148,000","-231,000","-910,000","317,000","-117,000","-21,000"
			DeferredIncomeTax,"7,110,000","750,000","5,525,000","-2,120,000","2,955,000","-6,217,000","-12,701,000","-14,425,000","8,297,000","1,960,000","-1,658,000","-455,000","6,561,000","335,000","1,203,000","0","-1,291,000","-1,212,000","2,097,000","-2,667,000","-434,000","1,574,000","1,096,000","994,000","1,193,000","-129,000","5,727,000","-378,000","-1,196,000","-482,000","-2,304,000","837,000","404,000","-83,000","-3,292,000","568,000","477,000","-394,000","260,000","14,000","489,000","641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265,000","-148,000","-231,000","-910,000","317,000","-117,000","-21,000"
		AmortizationOfSecurities,"11,909,000","3,087,000","3,980,000","2,443,000","2,399,000","1,935,000","1,457,000","845,000","1,274,000","1,295,000","927,000","846,000","525,000","476,000","540,000","445,000","782,000","1,107,000","554,000","497,000","592,000","716,000","754,000","723,000","534,000","677,000","759,000","883,000","816,000","780,000","766,000","808,000","824,000","775,000","836,000","951,000","1,193,000","979,000","908,000","-384,000","1,077,000","847,000","660,000","437,000","1,048,000","1,467,000","1,006,000","498,000","658,000","648,000","780,000","738,000",,,,,"-87,000","-77,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
