name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"258,100,000","258,000,000","263,600,000","290,000,000","791,900,000","833,600,000","1,006,500,000","1,050,000,000","1,005,800,000","944,300,000","911,800,000","985,100,000","950,700,000","912,500,000","879,000,000","908,700,000","858,200,000","824,600,000","781,700,000","789,900,000","651,500,000","595,300,000","608,700,000","537,821,000","480,315,000","440,546,000","401,579,000","422,838,000",,,,"343,521,000",,,,"351,681,000","6,579,315,000","5,710,701,000","5,434,140,000","257,149,000","4,526,162,000","4,939,217,000","4,864,560,000","240,312,000","4,431,595,000","4,516,623,000","4,507,561,000","24,827,000","776,359,000","691,280,000","678,920,000","23,867,000","373,659,000",,,"22,244,000","675,705,000","550,424,000","518,712,000","23,274,000","459,133,000","372,702,000","442,913,000","537,524,000","268,405,000","227,329,000","201,082,000","259,069,000","215,939,000","192,184,000","260,098,000","279,251,000","254,710,000","180,436,000","179,586,000","175,193,000","222,989,000","250,222,000","267,571,000","175,347,000","126,432,000","68,542,000","125,013,000","137,865,000"
			ReceivablesAdjustmentsAllowances,,,"-10,102,700,000","-10,419,800,000","-10,221,300,000","-11,208,500,000","-10,536,200,000","-10,714,700,000","-12,033,400,000","-13,504,200,000","-12,534,000,000","-12,496,900,000",,"-13,418,300,000",,,,"-14,293,900,000",,,,"-11,437,100,000",,,,,,,,,,,,,,,,,"-448,542,000","-432,521,000","-447,483,000","-468,321,000",,"-461,015,000","-489,620,000",,,,,"-54,884,000",,,,"-40,718,000",,,,"-38,726,000",,,,"-45,919,000",,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,"192,300,000","162,300,000","146,000,000","164,300,000","202,800,000","194,000,000","189,100,000","218,000,000","250,400,000","243,900,000","242,300,000","251,900,000","265,900,000","233,200,000","256,300,000","234,100,000","257,100,000","246,500,000","245,300,000","271,300,000","278,000,000","225,400,000","240,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,,"877,000,000","734,000,000","745,100,000","725,700,000","693,500,000","641,700,000","617,500,000","568,000,000","600,800,000","593,600,000","594,000,000","576,100,000","558,600,000","587,700,000","574,800,000","581,700,000","589,500,000","576,200,000","547,200,000","513,000,000","324,400,000","428,700,000","473,200,000","495,200,000","456,564,000","468,417,000","491,979,000","489,049,000","520,340,000","529,037,000","565,158,000","568,564,000","510,349,000","545,939,000","509,230,000","537,825,000","492,690,000",,,,"515,838,000",,,,"472,428,000",,,,"574,004,000",,,,"531,594,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","288,098,000","237,723,000","225,535,000","210,805,000","218,872,000","200,094,000","196,145,000","201,237,000","216,195,000","221,293,000","223,870,000","228,354,000","237,268,000","183,319,000","208,022,000","248,128,000","252,303,000","251,820,000","252,816,000","272,225,000","279,752,000","340,208,000","339,993,000","318,090,000","197,455,000","210,513,000","198,286,000","199,273,000","216,945,000","111,660,000","94,314,000","90,645,000","95,950,000","89,670,000","94,619,000","88,709,000","88,722,000","74,460,000","69,679,000","70,221,000","70,221,000","48,727,000","46,960,000","49,600,000","49,606,000","44,512,000","46,047,000","45,871,000","45,881,000","37,608,000","36,852,000","37,420,000","37,367,000",,,,"37,163,000",,,,"22,365,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","288,098,000","237,723,000","225,535,000","210,805,000","218,872,000","200,094,000","196,145,000","201,237,000","216,195,000","221,293,000","223,870,000","228,354,000","237,268,000","183,319,000","208,022,000","248,128,000","252,303,000","251,820,000","252,816,000","272,225,000","279,752,000","340,208,000","339,993,000","318,090,000","197,455,000","210,513,000","198,286,000","199,273,000","216,945,000","111,660,000","94,314,000","90,645,000","95,950,000","89,670,000","94,619,000","88,709,000","88,722,000","74,460,000","69,679,000","70,221,000","70,221,000","48,727,000","46,960,000","49,600,000","49,606,000","44,512,000","46,047,000","45,871,000","45,881,000","37,608,000","36,852,000","37,420,000","37,367,000",,,,"37,163,000",,,,"22,365,000"
		AssetsHeldForSaleCurrent,,,,,,"0","0","83,100,000","88,800,000","408,000,000","1,418,600,000","6,098,600,000","6,073,600,000","1,951,600,000","1,720,100,000","984,200,000","950,300,000","1,026,300,000","888,700,000","384,000,000","405,200,000","417,300,000","525,100,000","508,100,000","507,400,000","95,462,000","98,709,000","113,314,000","143,837,000","125,060,000","70,588,000","63,425,000","62,472,000",,,,,"0","0","0","830,000","2,439,000","3,851,000","5,898,000","8,721,000","11,920,000",,,,"34,623,000",,,,"32,015,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,"151,000,000","872,300,000","541,400,000","519,900,000","534,900,000","843,700,000","648,400,000","461,100,000","268,400,000","695,300,000","279,900,000","275,300,000","345,900,000","601,800,000","352,600,000","783,500,000","348,900,000","746,000,000","765,700,000","311,900,000","324,000,000","441,100,000","296,900,000","658,800,000","477,898,000","544,069,000","477,152,000","458,932,000","456,349,000","728,327,000","444,042,000","418,487,000","177,859,000","175,500,000","455,399,000","670,223,000","171,049,000","651,553,000","1,029,775,000","649,896,000","121,589,000","614,759,000","611,476,000","595,446,000","127,022,000","625,964,000","615,312,000","664,594,000","201,427,000","751,765,000","663,985,000","654,241,000","142,660,000","151,496,000","217,972,000","354,128,000","131,826,000","117,343,000","119,833,000","115,394,000","200,226,000","113,281,000","95,321,000","102,738,000","87,612,000","78,501,000","52,917,000","61,578,000","66,026,000","73,330,000","75,546,000","68,258,000","64,579,000","66,704,000","95,437,000","55,708,000","56,844,000","90,032,000","89,827,000","88,207,000","45,014,000","211,925,000","120,676,000","117,213,000","160,451,000"
	TotalNonCurrentAssets,,"1,889,000,000","2,869,900,000","2,904,200,000","2,867,500,000","2,912,700,000","2,451,600,000","2,223,200,000","2,530,600,000","2,382,100,000","2,374,200,000","2,465,800,000","2,397,200,000","5,676,000,000","5,807,200,000","5,869,400,000","5,922,400,000","5,979,200,000","5,924,800,000","5,889,200,000","5,859,700,000","5,924,800,000","6,038,000,000","6,082,100,000","6,168,900,000","6,171,413,000","6,202,961,000","6,190,334,000","6,274,902,000","6,449,201,000","3,791,850,000","3,869,966,000","3,819,245,000","2,843,415,000","2,854,303,000","2,809,340,000","2,838,685,000","2,867,996,000","2,392,699,000","2,349,446,000","2,372,750,000","2,373,282,000","2,868,602,000","2,670,963,000","2,249,486,000","2,142,617,000","2,106,933,000","2,114,762,000","2,019,392,000","2,866,162,000","2,502,572,000","2,500,358,000","2,451,748,000","2,417,979,000","2,950,875,000","2,939,834,000","2,469,585,000","2,650,553,000","2,598,093,000","2,554,932,000","2,491,953,000","2,094,040,000","1,992,126,000","1,994,092,000","1,839,388,000","1,883,629,000","1,718,590,000","1,579,065,000","1,568,893,000","1,621,734,000","1,157,470,000","1,186,543,000","1,243,597,000","1,285,590,000","1,158,154,000","1,108,475,000","1,095,993,000","1,064,478,000","1,011,151,000","1,014,338,000","1,005,608,000","1,013,715,000","980,256,000","978,775,000","937,842,000","896,831,000"
		NetPPE,"220,000,000","312,000,000","500,200,000","510,700,000","514,500,000","544,100,000","498,900,000","504,900,000","519,800,000","546,600,000","542,000,000","553,700,000","561,000,000","595,100,000","610,000,000","620,900,000","614,100,000","613,900,000","615,100,000","609,200,000","590,000,000","586,000,000","583,400,000","584,100,000","574,800,000","576,706,000","561,300,000","548,255,000","545,064,000","559,628,000","337,717,000","337,151,000","326,421,000","299,188,000","276,097,000","265,534,000","255,905,000","253,028,000","224,018,000","218,938,000","206,569,000","195,397,000","182,069,000","195,850,000","170,375,000","170,627,000","162,758,000","157,593,000","161,226,000","165,012,000","167,291,000","161,183,000","160,452,000","168,847,000","177,224,000","188,194,000","187,744,000","248,788,000","241,405,000","249,756,000","241,951,000","208,327,000","199,719,000","192,970,000","169,927,000","162,972,000","155,662,000","146,604,000","142,167,000","147,531,000","118,451,000","122,563,000","128,233,000","133,746,000","126,215,000","127,729,000","123,110,000","119,638,000","121,585,000","116,758,000","115,710,000","112,190,000","109,916,000","94,406,000","95,972,000","92,178,000"
			GrossPPE,,"568,000,000","500,200,000","510,700,000","514,500,000","950,300,000","498,900,000","504,900,000","519,800,000","927,900,000","542,000,000","553,700,000","561,000,000","1,621,900,000",,,,"1,477,600,000",,,,"1,304,400,000",,,,"1,159,103,000",,,,"1,016,721,000",,,,"792,902,000",,,,"677,850,000",,,,"598,198,000",,,,"501,597,000",,,,"439,660,000",,,,"409,072,000","459,014,000","469,984,000","469,534,000","530,578,000","508,732,000","517,083,000","509,278,000","475,654,000","450,649,000","443,900,000","420,857,000","413,902,000","371,918,000","362,860,000","358,423,000","363,787,000","301,792,000","305,904,000","311,574,000","317,087,000","265,017,000","266,531,000","261,912,000","258,440,000",,,,"226,613,000","209,443,000","193,933,000","195,499,000","191,705,000"
				Properties,,"76,000,000",,,,"122,700,000",,,,"126,000,000",,,,"191,600,000",,,,"177,700,000",,,,"140,700,000",,,,"107,045,000",,,,"104,631,000",,,,"106,197,000",,,,"99,644,000",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0",,,,"0"
				LandAndImprovements,,"76,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,339,000",,,,"34,455,000"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,248,000",,,,"79,259,000",,,,"63,528,000",,,,"58,222,000",,,,"53,683,000",,,,"48,592,000",,,,,,,,,,,,
				MachineryFurnitureEquipment,,"370,000,000",,,,"561,500,000",,,,"491,400,000",,,,"1,344,400,000",,,,"1,210,300,000",,,,"1,082,300,000",,,,"971,874,000",,,,"867,353,000",,,,"637,217,000",,,,"518,789,000",,,,"484,493,000",,,,"380,196,000",,,,"290,541,000",,,,"266,135,000",,,,"381,493,000",,,,"368,201,000",,,,"181,098,000",,,,"160,856,000",,,,"132,005,000",,,,"102,681,000",,,,"100,001,000",,,,"77,258,000"
				OtherProperties,,"97,000,000","500,200,000","510,700,000","514,500,000","233,200,000","498,900,000","504,900,000","519,800,000","264,300,000","542,000,000","553,700,000","561,000,000","22,400,000",,,,"13,100,000",,,,"6,800,000",,,,,,,,,,,,,,,,,,,,"87,332,000",,,,"116,017,000",,,,"132,454,000",,,,"137,161,000",,,,"137,857,000",,,,"96,670,000",,,,"166,896,000",,,,"139,356,000",,,,"131,148,000",,,,"151,646,000",,,,"82,070,000",,,,"75,450,000"
				ConstructionInProgress,,"25,000,000",,,,"32,900,000",,,,"46,200,000",,,,"63,500,000",,,,"76,500,000",,,,"74,600,000",,,,"80,184,000",,,,"44,737,000",,,,"49,488,000",,,,"59,417,000",,,,"26,373,000",,,,"5,384,000",,,,"16,665,000",,,,"5,776,000",,,,"11,228,000",,,,"10,783,000",,,,"7,686,000",,,,"9,892,000",,,,"5,342,000",,,,"4,113,000",,,,"2,203,000",,,,"4,542,000"
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,930,000",,,,"69,152,000",,,,"65,118,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-256,000,000",,,,"-406,200,000",,,,"-381,300,000",,,,"-1,026,800,000",,,,"-863,700,000",,,,"-718,400,000",,,,"-582,397,000",,,,"-457,093,000",,,,"-493,714,000",,,,"-424,822,000",,,,"-402,801,000",,,,"-330,970,000",,,,"-274,648,000",,,,"-240,225,000","-281,790,000","-281,790,000","-281,790,000","-281,790,000","-267,327,000","-267,327,000","-267,327,000","-267,327,000","-250,930,000","-250,930,000","-250,930,000","-250,930,000","-216,256,000","-216,256,000","-216,256,000","-216,256,000","-183,341,000","-183,341,000","-183,341,000","-183,341,000","-138,802,000","-138,802,000","-138,802,000","-138,802,000",,,,"-114,423,000","-99,527,000","-99,527,000","-99,527,000","-99,527,000"
		GoodwillAndOtherIntangibleAssets,"682,000,000","687,000,000","1,406,800,000","1,428,900,000","1,426,000,000","1,451,300,000","1,058,700,000","1,053,900,000","1,059,000,000","1,108,200,000","1,111,700,000","1,156,100,000","1,139,600,000","4,380,700,000","4,460,500,000","4,525,600,000","4,630,400,000","4,680,700,000","4,686,800,000","4,724,300,000","4,743,300,000","4,804,000,000","4,914,800,000","4,963,900,000","5,035,000,000","5,017,823,000","5,104,046,000","5,150,645,000","5,196,250,000","5,381,478,000","2,998,396,000","3,092,491,000","3,136,408,000","2,196,107,000","2,231,619,000","2,256,885,000","2,296,391,000","2,333,927,000","1,861,800,000","1,797,885,000","1,820,863,000","1,833,009,000","1,845,965,000","1,887,283,000","1,531,030,000","1,536,214,000","1,546,602,000","1,445,077,000","1,473,211,000","1,482,872,000","1,422,178,000","1,418,542,000","1,411,284,000","1,431,566,000","1,468,761,000","1,490,555,000","1,503,853,000","1,599,242,000","1,616,346,000","1,620,456,000","1,611,337,000","1,233,905,000","1,189,702,000","1,197,449,000","1,119,094,000","1,123,470,000","1,066,313,000","937,500,000","937,404,000","942,925,000","604,436,000","612,467,000","621,673,000","628,148,000","569,483,000","533,028,000","538,025,000","515,382,000","518,228,000","514,259,000","520,235,000","491,997,000","489,434,000","447,277,000","457,011,000","444,549,000"
			Goodwill,,"634,000,000","1,342,700,000","1,359,300,000","1,351,100,000","1,369,600,000","969,400,000","944,300,000","929,100,000","954,900,000","937,300,000","960,300,000","950,000,000","3,841,000,000","3,857,400,000","3,857,800,000","3,890,600,000","3,880,100,000","3,873,400,000","3,848,400,000","3,808,600,000","3,800,700,000","3,837,800,000","3,835,100,000","3,847,600,000","3,814,078,000","3,835,419,000","3,811,689,000","3,790,766,000","3,865,484,000","2,245,782,000","2,301,305,000","2,296,349,000","1,735,703,000","1,741,979,000","1,736,054,000","1,743,683,000","1,751,053,000","1,458,700,000","1,450,284,000","1,455,084,000","1,449,363,000","1,442,696,000","1,462,716,000","1,228,982,000","1,221,823,000","1,214,569,000","1,161,953,000","1,173,077,000","1,166,275,000","1,162,443,000","1,145,233,000","1,126,423,000","1,133,790,000","1,165,366,000","1,176,553,000","1,176,339,000","1,235,347,000","1,234,299,000","1,215,122,000","1,195,040,000","969,971,000","927,503,000","922,880,000","866,914,000",,,,,,,,,,,,,,,,,,,,,
