name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"139,330,000","0","126,576,000","12,375,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","1,193,000","305,000","305,000","305,000","305,000","305,000","305,000","305,000","305,000","305,000","17,000","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"139,330,000","0","126,576,000","12,375,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000","1,193,000","305,000","305,000","305,000","305,000","305,000","305,000","305,000","305,000","305,000","17,000","0","0","0","0","0","0","0","0","0"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,"0","0","0","0","0","0"
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,"305,000",,,,"0",,"0","0","0","0","0","0"
OperatingExpense,"122,805,000","36,858,000","30,827,000","32,407,000","22,713,000","27,542,000","20,240,000","20,232,000","16,989,000","15,479,000","14,584,000","13,528,000","15,753,000","15,190,000","19,712,000","18,220,000","19,330,000","20,130,000","20,682,000","15,751,000","14,147,000","13,482,000","11,446,000","15,543,000","8,939,000","9,058,000","4,984,000","6,163,000","5,559,000","4,434,000","3,289,000","7,736,000","6,324,000","3,983,000","2,879,000","2,284,000","2,097,000","1,311,000"
	SellingGeneralAndAdministration,"26,405,000","6,836,000","6,927,000","6,801,000","5,842,000","5,672,000","4,718,000","5,824,000","6,046,000","5,917,000","5,082,000","3,605,000","3,463,000","3,911,000","3,892,000","4,125,000","4,479,000","4,791,000","4,084,000","3,563,000","4,285,000","3,930,000","2,972,000","3,269,000","2,808,000","4,272,000","2,397,000","3,195,000","3,288,000","2,711,000","1,834,000","6,027,000","1,450,000","1,846,000","1,820,000","1,439,000","1,366,000","738,000"
		GeneralAndAdministrativeExpense,"26,405,000","6,836,000","6,927,000","6,801,000","5,842,000","5,672,000","4,718,000","5,824,000","6,046,000","5,917,000","5,082,000","3,605,000","3,463,000","3,911,000","3,892,000","4,125,000","4,479,000","4,791,000","4,084,000","3,563,000","4,285,000","3,930,000","2,972,000","3,269,000","2,808,000","4,272,000","2,397,000","3,195,000","3,288,000","2,711,000","1,834,000","6,027,000","1,450,000","1,846,000","1,820,000","1,439,000","1,366,000","738,000"
			OtherGandA,"26,405,000","6,836,000","6,927,000","6,801,000","5,842,000","5,672,000","4,718,000","5,824,000","6,046,000","5,917,000","5,082,000","3,605,000","3,463,000","3,911,000","3,892,000","4,125,000","4,479,000","4,791,000","4,084,000","3,563,000","4,285,000","3,930,000","2,972,000","3,269,000","2,808,000","4,272,000","2,397,000","3,195,000","3,288,000","2,711,000","1,834,000","6,027,000","1,450,000","1,846,000","1,820,000","1,439,000","1,366,000","738,000"
	ResearchAndDevelopment,"96,400,000","30,022,000","23,900,000","25,606,000","16,871,000","21,870,000","15,522,000","14,408,000","10,943,000","9,562,000","9,502,000","9,923,000","12,290,000","11,279,000","15,820,000","14,095,000","14,851,000","15,339,000","16,598,000","12,188,000","9,862,000","9,552,000","8,474,000","12,274,000","6,131,000","4,786,000","2,587,000","2,968,000","2,271,000","1,723,000","1,455,000","1,709,000","4,874,000","2,137,000","1,059,000","845,000","731,000","573,000"
OperatingIncome,"16,525,000","-36,858,000","95,749,000","-20,032,000","-22,334,000","-27,163,000","-19,861,000","-19,853,000","-16,610,000","-15,100,000","-14,205,000","-13,149,000","-15,374,000","-14,811,000","-19,333,000","-17,841,000","-18,951,000","-19,751,000","-19,489,000","-15,446,000","-13,842,000","-13,177,000","-11,141,000","-15,238,000","-8,634,000","-8,753,000","-4,679,000","-5,858,000","-5,542,000","-4,434,000","-3,289,000","-7,736,000","-6,324,000","-3,983,000","-2,879,000","-2,284,000","-2,097,000","-1,311,000"
NetNonOperatingInterestIncomeExpense,"-1,420,000","-427,000","98,000","-566,000","-526,000","-503,000","-529,000","-458,000","-413,000","-116,000","222,000","395,000","501,000","452,000","520,000","488,000","459,000","475,000","462,000","411,000","290,000","259,000","268,000","268,000","276,000","144,000","-524,000","-229,000","-322,000","-339,000","-265,000","-29,000","1,000","4,000","-44,000","-131,000","-138,000","-458,000"
	InterestIncomeNonOperating,"507,000","224,000","91,000","83,000","108,000","120,000","106,000","177,000","225,000","333,000",,,,"452,000",,,,,,,,"259,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"1,927,000","651,000","-7,000","649,000","634,000","623,000","635,000","635,000","638,000","449,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"-222,000","-395,000","-501,000","-452,000","-520,000","-488,000","-459,000","-475,000","-462,000","-411,000","-290,000","-259,000","-268,000","-268,000","-276,000","-144,000",,"229,000","322,000","339,000","265,000","29,000","-1,000","-4,000","44,000","131,000","138,000","458,000"
OtherIncomeExpense,"375,000","116,000","351,000","-41,000","-50,000","-57,000","-33,000","-126,000","-39,000","-20,000","-17,000","-75,000","-43,000","57,000","-24,000","15,000","104,000","-122,000","-76,000","-53,000","-87,000","-53,000","58,000","1,000","276,000","-1,721,000","-60,000","-1,644,000","-350,000","-138,000","6,000","-7,000","1,835,000","-41,000","-1,404,000","-2,479,000","-1,578,000","632,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-1,703,000","-70,000","-1,607,000","-346,000","-132,000","2,000","-7,000","1,835,000","-41,000","-490,000","-867,000","-935,000","477,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,"-76,000","-53,000","-87,000","-53,000","326,000","269,000","0","-1,721,000","-60,000","-1,644,000","-350,000","-138,000","1,793,000",,"1,835,000","-41,000","-914,000","-1,154,000","-1,578,000","632,000"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,"87,000",,,,,"1,721,000",,,"350,000","138,000",,,"-1,835,000","41,000","914,000","1,154,000","1,578,000","-632,000"
