name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
OperatingCashFlow,"1,724,000,000","1,607,000,000","-685,000,000","29,000,000","773,000,000","1,629,000,000","-30,000,000","267,000,000","1,020,000,000","1,601,000,000","-458,000,000","202,000,000","900,000,000","1,588,000,000","-211,000,000","247,000,000","532,000,000","820,000,000","-300,000,000","265,000,000"
	CashFlowFromContinuingOperatingActivities,"1,724,000,000","1,607,000,000","-685,000,000","29,000,000","773,000,000","1,629,000,000","-30,000,000","267,000,000","1,020,000,000","1,601,000,000","-458,000,000","202,000,000","900,000,000","1,588,000,000","-211,000,000","247,000,000","532,000,000","820,000,000","-300,000,000","265,000,000"
		NetIncomeFromContinuingOperations,"1,197,000,000","290,000,000","-73,000,000","708,000,000","272,000,000","582,000,000","230,000,000","1,117,000,000","145,000,000","90,000,000","314,000,000","513,000,000","465,000,000","539,000,000","24,000,000","615,000,000","480,000,000","466,000,000","882,000,000","400,000,000"
		DepreciationAmortizationDepletion,"348,000,000","92,000,000","93,000,000","79,000,000","84,000,000","78,000,000","70,000,000","68,000,000","94,000,000","57,000,000","57,000,000","50,000,000","60,000,000","58,000,000","51,000,000","43,000,000","45,000,000","43,000,000","42,000,000","41,000,000"
			DepreciationAndAmortization,"348,000,000","92,000,000","93,000,000","79,000,000","84,000,000","78,000,000","70,000,000","68,000,000","94,000,000","57,000,000","57,000,000","50,000,000","60,000,000","58,000,000","51,000,000","43,000,000","45,000,000","43,000,000","42,000,000","41,000,000"
		DeferredTax,"201,000,000","52,000,000","-25,000,000","168,000,000","6,000,000","107,000,000","30,000,000","391,000,000","28,000,000","9,000,000","81,000,000","165,000,000","64,000,000","265,000,000","-15,000,000","72,000,000","-40,000,000","17,000,000","-629,000,000","49,000,000"
			DeferredIncomeTax,"201,000,000","52,000,000","-25,000,000","168,000,000","6,000,000","107,000,000","30,000,000","391,000,000","28,000,000","9,000,000","81,000,000","165,000,000","64,000,000","265,000,000","-15,000,000","72,000,000","-40,000,000","17,000,000","-629,000,000","49,000,000"
		AmortizationOfSecurities,"19,000,000","5,000,000","4,000,000","5,000,000","5,000,000","6,000,000","6,000,000","5,000,000","5,000,000","5,000,000","5,000,000","9,000,000","9,000,000","10,000,000","9,000,000","10,000,000","10,000,000","11,000,000","20,000,000","12,000,000"
		AssetImpairmentCharge,"0","0","0","0","0","0","0","35,000,000","124,000,000","0","0","9,000,000","12,000,000",,,"0","5,000,000",,,"1,000,000"
		StockBasedCompensation,"110,000,000","28,000,000","32,000,000","15,000,000","35,000,000","37,000,000","44,000,000","31,000,000","36,000,000","36,000,000","38,000,000","27,000,000","31,000,000",,,,,,,
