name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"505,624,000","510,417,000","514,094,000","520,364,000","47,429,000"
	CurrentAssets,"433,284,000","451,173,000","463,918,000","471,268,000","2,005,000"
		CashCashEquivalentsAndShortTermInvestments,"427,230,000","444,095,000","459,288,000","470,312,000","1,309,000"
			CashAndCashEquivalents,"57,941,000","46,637,000","459,288,000","470,312,000","1,309,000"
			OtherShortTermInvestments,"369,289,000","397,458,000",,,"0"
		Receivables,"2,792,000","2,612,000","278,000","177,000","48,000"
			OtherReceivables,"2,792,000","2,612,000","278,000","177,000","48,000"
		PrepaidAssets,"2,559,000","3,774,000","3,862,000","214,000","83,000"
		RestrictedCash,"490,000","490,000","490,000","565,000","565,000"
		HedgingAssetsCurrent,"213,000","202,000",,,"0"
	TotalNonCurrentAssets,"72,340,000","59,244,000","50,176,000","49,096,000","45,424,000"
		NetPPE,"72,039,000","58,967,000","49,951,000","48,854,000","45,104,000"
			GrossPPE,"79,727,000","66,507,000","57,321,000","56,126,000","52,146,000"
				Properties,"0","0","0","0","0"
				LandAndImprovements,"1,462,000","912,000","222,000","41,000","39,000"
				MachineryFurnitureEquipment,"6,679,000","6,560,000","6,461,000","6,279,000","6,187,000"
				OtherProperties,"5,157,000","4,009,000","2,167,000","2,142,000","1,958,000"
				ConstructionInProgress,"66,429,000","55,026,000","48,471,000","47,664,000","43,962,000"
			AccumulatedDepreciation,"-7,688,000","-7,540,000","-7,370,000","-7,272,000","-7,042,000"
		GoodwillAndOtherIntangibleAssets,"206,000","215,000","225,000","242,000","258,000"
			OtherIntangibleAssets,"206,000","215,000","225,000","242,000","258,000"
		OtherNonCurrentAssets,"95,000","62,000",,,"62,000"
TotalLiabilitiesNetMinorityInterest,"197,230,000","206,907,000","215,142,000","248,875,000","47,306,000"
	CurrentLiabilities,"7,005,000","4,187,000","2,918,000","1,827,000","7,764,000"
		PayablesAndAccruedExpenses,"5,556,000","3,424,000","2,918,000","1,827,000","3,293,000"
			Payables,"3,088,000","2,451,000","1,783,000","966,000","2,700,000"
				AccountsPayable,"3,088,000","2,451,000","1,783,000","966,000","2,700,000"
			CurrentAccruedExpenses,"2,468,000","973,000","1,135,000","861,000","593,000"
		CurrentDebtAndCapitalLeaseObligation,"412,000","280,000",,,"3,232,000"
			CurrentDebt,,,,,"3,232,000"
				OtherCurrentBorrowings,,,,,"3,232,000"
			CurrentCapitalLeaseObligation,"412,000","280,000",,,"0"
		OtherCurrentLiabilities,"1,037,000","483,000",,,"1,239,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"190,225,000","202,720,000","212,224,000","247,048,000","39,542,000"
		LongTermDebtAndCapitalLeaseObligation,"7,531,000","6,675,000","5,189,000","5,189,000","6,095,000"
			LongTermDebt,"5,189,000","5,189,000","5,189,000","5,189,000","6,095,000"
			LongTermCapitalLeaseObligation,"2,342,000","1,486,000",,,"0"
		DerivativeProductLiabilities,"54,634,000","52,860,000","55,698,000","69,180,000","19,233,000"
		OtherNonCurrentLiabilities,"128,060,000","143,185,000","151,337,000","172,679,000","14,214,000"
TotalEquityGrossMinorityInterest,"308,394,000","303,510,000","298,952,000","271,489,000","123,000"
	StockholdersEquity,"308,394,000","303,510,000","298,952,000","271,489,000","123,000"
		CapitalStock,"16,000","16,000","13,000","13,000","6,000"
			PreferredStock,"0","0","0","0",
			CommonStock,"16,000","16,000","13,000","13,000","6,000"
		AdditionalPaidInCapital,"362,770,000","361,542,000","360,566,000","359,928,000","98,620,000"
		RetainedEarnings,"-49,451,000","-56,797,000","-62,035,000","-89,928,000","-98,887,000"
		GainsLossesNotAffectingRetainedEarnings,"-4,941,000","-1,251,000","408,000","1,476,000","384,000"
TotalCapitalization,"313,583,000","308,699,000","304,141,000","276,678,000","6,218,000"
CommonStockEquity,"308,394,000","303,510,000","298,952,000","271,489,000","123,000"
CapitalLeaseObligations,"2,754,000","1,766,000",,,"0"
NetTangibleAssets,"308,188,000","303,295,000","298,727,000","271,247,000","-135,000"
WorkingCapital,"426,279,000","446,986,000","461,000,000","469,441,000","-5,759,000"
InvestedCapital,"313,583,000","308,699,000","304,141,000","276,678,000","9,450,000"
TangibleBookValue,"308,188,000","303,295,000","298,727,000","271,247,000","-135,000"
TotalDebt,"7,943,000","6,955,000","5,189,000","5,189,000","9,327,000"
NetDebt,,,,,"8,018,000"
ShareIssued,"141,418,989","141,301,569","136,754,685","136,748,470","141,248,470"
OrdinarySharesNumber,"141,418,989","141,301,569","136,754,685","136,748,470","141,248,470"
