name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"6,319,741,000","1,816,238,000","1,926,966,000","1,341,412,000","1,235,125,000","1,215,815,000","837,640,000","692,370,000","175,659,000","880,801,000","1,195,133,000","1,104,197,000","1,208,382,000","1,124,234,000","1,149,294,000","1,282,151,000","1,137,113,000","1,141,028,000","1,047,171,000","726,743,000","661,486,000","685,427,000","549,689,000","526,199,000","451,211,000","453,174,000","575,480,000","682,669,000","796,374,000","625,644,000","1,297,700,000","1,645,328,000","886,095,000","972,495,000","820,334,000","823,835,000","1,100,752,000","710,229,000","833,349,000","642,023,000","1,004,719,000","395,100,000","114,118,000","968,989,000","602,892,000","-36,210,000","91,379,000","219,450,000","279,968,000","248,268,000","207,638,000","170,204,000","151,761,000","96,608,000","135,796,000","296,609,000","303,434,000","232,259,000","144,601,000","171,165,000","145,326,000","121,123,000","120,913,000","120,913,000","120,913,000","120,913,000","93,941,000","93,941,000","93,941,000","93,941,000","128,016,000","97,226,000","119,559,000","109,411,000","110,947,000","100,142,000","92,752,000","88,227,000","191,229,000","38,996,000","77,566,000","78,848,000","100,361,000","86,671,000","114,410,000","109,321,000","127,429,000","103,884,000","105,812,000","98,600,000","100,328,000","74,764,000","55,338,000","105,031,000"
	OperatingRevenue,"6,319,741,000","1,816,238,000","1,926,966,000","1,341,412,000","1,235,125,000","1,215,815,000","837,640,000","692,370,000","175,659,000","880,801,000","1,195,133,000","1,104,197,000","1,208,382,000","1,124,234,000","1,149,294,000","1,282,151,000","1,137,113,000","1,141,028,000","1,047,171,000","726,743,000","661,486,000","685,427,000","549,689,000","526,199,000","451,211,000","453,174,000","575,480,000","682,669,000","796,374,000","625,644,000","1,297,700,000","1,645,328,000","886,095,000","972,495,000","820,334,000","823,835,000","1,100,752,000","710,229,000","833,349,000","642,023,000","532,991,000","564,157,000","516,657,000","431,649,000","398,439,000","333,093,000","279,767,000","243,633,000","224,503,000","221,924,000","207,943,000","172,309,000","150,871,000","96,608,000","135,796,000","293,609,000","303,434,000","232,259,000","144,601,000","171,165,000","145,326,000","121,123,000","120,913,000","120,913,000","120,913,000","120,913,000","93,941,000","93,941,000","93,941,000","93,941,000","128,016,000","97,226,000","119,559,000","109,411,000","110,947,000","100,142,000","92,752,000","88,227,000","191,229,000","38,996,000","77,566,000","78,848,000","100,361,000","86,671,000","114,410,000","109,321,000","127,429,000","103,884,000","105,812,000","98,600,000","100,328,000","74,764,000","55,338,000","105,031,000"
CostOfRevenue,"3,052,508,000","838,084,000","763,831,000","729,830,000","720,763,000","741,395,000","792,082,000","658,633,000","404,405,000","792,810,000","822,359,000","755,274,000","756,516,000","744,751,000","736,299,000","722,108,000","675,908,000","681,800,000","641,136,000","559,370,000","524,687,000","499,081,000","498,199,000","518,881,000","558,561,000","576,168,000","586,303,000","584,586,000","613,329,000","531,709,000","569,466,000","562,787,000","514,396,000","436,123,000","441,629,000","411,707,000","399,795,000","356,507,000","822,600,000","124,749,000","108,940,000","104,808,000","97,923,000","91,733,000","78,950,000","69,095,000","56,562,000","52,839,000","46,939,000","44,350,000","45,081,000","38,500,000","39,891,000","38,770,000","52,834,000","63,572,000","56,847,000","45,340,000","34,980,000","34,444,000","33,828,000","27,671,000",,,,,,,,,,"10,328,000","90,223,000","86,921,000","274,233,000","9,266,000","9,598,000","8,631,000","7,059,000","7,424,000","7,412,000","6,489,000","6,740,000","7,269,000","7,920,000","6,476,000","5,892,000","4,693,000","4,937,000","4,779,000","4,401,000","4,090,000","3,413,000","2,891,000"
GrossProfit,"3,267,233,000","978,154,000","1,163,135,000","611,582,000","514,362,000","474,420,000","45,558,000","33,737,000","-228,746,000","87,991,000","372,774,000","348,923,000","451,866,000","379,483,000","412,995,000","560,043,000","461,205,000","459,228,000","406,035,000","167,373,000","136,799,000","186,346,000","51,490,000","7,318,000","-107,350,000","-122,994,000","-10,823,000","98,083,000","183,045,000","93,935,000","728,234,000","1,082,541,000","371,699,000","536,372,000","378,705,000","412,128,000","700,957,000","353,722,000","10,749,000","517,274,000","895,779,000","290,292,000","16,195,000","877,256,000","523,942,000","-105,305,000","34,817,000","166,611,000","233,029,000","203,918,000","162,557,000","131,704,000","111,870,000","57,838,000","82,962,000","233,037,000","246,587,000","186,919,000","109,621,000","136,721,000","111,498,000","93,452,000",,,,,,,,,,"86,898,000","29,336,000","22,490,000","-163,286,000","90,876,000","83,154,000","79,596,000","184,170,000","31,572,000","70,154,000","72,359,000","93,621,000","79,402,000","106,490,000","102,845,000","121,537,000","99,191,000","100,875,000","93,821,000","95,927,000","70,674,000","51,925,000","102,140,000"
OperatingExpense,"285,036,000","87,854,000","78,383,000","60,955,000","57,844,000","57,493,000","69,953,000","46,314,000","43,489,000","54,548,000","60,733,000","49,465,000","50,316,000","49,454,000","52,496,000","46,475,000","47,477,000","44,763,000","64,095,000","45,395,000","42,390,000","52,218,000","64,783,000","48,376,000","37,920,000","37,182,000","51,211,000","54,030,000","44,299,000","59,720,000","70,755,000","57,494,000","58,124,000","48,349,000","46,427,000","42,243,000","47,024,000","43,631,000","-459,061,000","226,198,000","173,434,000","124,794,000","126,946,000","123,225,000","100,710,000","91,997,000","86,140,000","75,557,000","37,192,000","64,436,000","64,101,000","60,627,000","62,414,000","60,845,000","71,720,000","61,878,000","41,358,000","45,226,000","21,318,000","48,353,000","37,364,000","36,290,000",,,,,,,,,,"70,889,000","16,884,000","16,224,000","-156,155,000","82,897,000","74,659,000","69,364,000","204,238,000","23,889,000","61,857,000","71,064,000","104,512,000","73,040,000","97,605,000","84,573,000","112,424,000","84,663,000","91,973,000","78,055,000","91,190,000","62,525,000","45,921,000","99,102,000"
	SellingGeneralAndAdministration,"255,617,000","74,837,000","66,806,000","58,421,000","55,553,000","52,848,000","66,859,000","45,273,000","41,529,000","42,911,000","53,465,000","46,993,000","47,226,000","47,617,000","49,201,000","44,151,000","47,174,000","43,043,000","61,293,000","44,006,000","39,186,000","47,220,000","56,537,000","44,389,000","36,246,000","32,407,000","46,478,000","53,798,000","44,190,000","45,380,000","50,220,000","43,980,000","46,919,000","43,536,000","40,618,000","34,070,000","35,873,000","33,817,000","35,031,000","31,925,000","29,813,000","24,966,000","21,121,000","18,140,000","17,209,000","16,347,000","13,599,000","12,148,000","11,494,000","11,849,000","11,410,000","10,049,000","9,351,000","10,284,000","7,907,000","10,005,000","10,276,000","7,531,000","5,148,000","6,231,000","8,450,000","12,973,000",,,,,,,,,,"2,763,000","2,795,000","2,500,000","-116,056,000","41,669,000","2,850,000","2,838,000","-67,000","3,606,000","41,508,000","52,014,000","67,476,000","52,126,000","75,337,000","62,141,000","85,364,000","66,756,000","74,172,000","2,171,000","71,590,000","49,975,000","34,523,000","2,032,000"
		GeneralAndAdministrativeExpense,"255,617,000","74,837,000","66,806,000","58,421,000","55,553,000","52,848,000","66,859,000","45,273,000","41,529,000","42,911,000","53,465,000","46,993,000","47,226,000","47,617,000","49,201,000","44,151,000","47,174,000","43,043,000","61,293,000","44,006,000","39,186,000","47,220,000","56,537,000","44,389,000","36,246,000","32,407,000","46,478,000","53,798,000","44,190,000","45,380,000","50,220,000","43,980,000","46,919,000","43,536,000","40,618,000","34,070,000","35,873,000","33,817,000","35,031,000","31,925,000","29,813,000","24,966,000",,"18,140,000","17,209,000","16,347,000","13,599,000","12,148,000","11,494,000","11,849,000","11,410,000","10,049,000","9,351,000","10,284,000",,,,,,,,,,,,,,,,,,,,,,"2,667,000",,,,,"3,323,000","3,851,000","2,733,000","3,961,000","2,878,000","2,504,000","3,018,000","2,959,000","2,248,000","2,132,000","2,612,000","1,842,000","2,141,000","2,032,000"
			OtherGandA,"255,617,000","74,837,000","66,806,000","58,421,000","55,553,000","52,848,000","66,859,000","45,273,000","41,529,000","42,911,000","53,465,000","46,993,000","47,226,000","47,617,000","49,201,000","44,151,000","47,174,000","43,043,000","61,293,000","44,006,000","39,186,000","47,220,000","56,537,000","44,389,000","36,246,000","32,407,000","46,478,000","53,798,000","44,190,000","45,380,000","50,220,000","43,980,000","46,919,000","43,536,000","40,618,000","34,070,000","35,873,000","33,817,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,667,000",,,,,"3,323,000","3,851,000","2,733,000","3,961,000","2,878,000","2,504,000","3,018,000","2,959,000","2,248,000","2,132,000","2,612,000","1,842,000","2,141,000","2,032,000"
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,002,000",,,,,"38,185,000","48,163,000","64,743,000","48,165,000","72,459,000","59,637,000","82,346,000","63,797,000","71,924,000","39,000","68,978,000","48,133,000","32,382,000","0"
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,970,000","3,216,000","2,092,000","9,673,000","3,495,000","2,551,000","1,502,000","3,977,000","2,963,000","1,066,000","2,223,000","11,026,000","4,730,000","1,599,000","2,572,000","6,846,000","1,550,000","3,932,000","993,000","2,611,000","1,852,000","1,931,000","1,356,000"
