name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"535,011,000","555,460,000","560,493,000","266,512,000","268,829,000","276,626,000","235,502,000","79,617,000","68,481,000","56,064,000"
	CurrentAssets,"433,242,000","454,548,000","460,459,000","243,056,000","245,364,000","254,072,000","212,920,000","56,563,000","45,049,000","31,671,000"
		CashCashEquivalentsAndShortTermInvestments,"376,109,000","399,876,000","408,376,000","203,269,000","207,952,000","219,447,000","178,846,000","25,390,000","19,459,000","7,795,000"
			CashAndCashEquivalents,"250,934,000","297,561,000","364,909,000","172,872,000","189,578,000","219,447,000","178,846,000","25,390,000","19,459,000","7,795,000"
			OtherShortTermInvestments,"125,175,000","102,315,000","43,467,000","30,397,000","18,374,000",,,,"0","0"
		Receivables,"40,995,000","39,806,000","33,775,000","28,977,000","26,067,000","22,894,000","21,458,000","20,244,000","16,060,000","15,548,000"
			AccountsReceivable,"45,538,000","39,806,000","33,993,000","31,747,000","20,559,000","22,894,000","17,619,000","16,900,000","16,060,000","15,548,000"
				GrossAccountsReceivable,"45,538,000",,"33,993,000","31,747,000",,,,,,
			AccruedInterestReceivable,,,,,,,"5,700,000","5,000,000",,
			OtherReceivables,,,,,"7,500,000",,,,,
			ReceivablesAdjustmentsAllowances,"-4,543,000",,"-218,000","-2,770,000","-1,992,000",,"-1,861,000","-1,656,000",,
		PrepaidAssets,"10,570,000","9,710,000","13,722,000","6,496,000","7,307,000","8,000,000","9,259,000","7,837,000","6,681,000","5,296,000"
		RestrictedCash,"1,156,000","1,143,000","1,141,000","1,156,000","1,158,000","1,160,000","1,133,000","1,121,000","1,086,000","1,355,000"
		CurrentDeferredAssets,"4,412,000","4,013,000","3,445,000","3,158,000","2,880,000","2,571,000","2,224,000","1,971,000","1,763,000","1,677,000"
	TotalNonCurrentAssets,"101,769,000","100,912,000","100,034,000","23,456,000","23,465,000","22,554,000","22,582,000","23,054,000","23,432,000","24,393,000"
		NetPPE,"19,632,000","16,944,000","17,587,000","17,904,000","18,113,000","18,964,000","19,587,000","20,496,000","21,248,000","22,306,000"
			GrossPPE,"19,632,000","29,725,000","17,587,000","17,904,000","32,304,000","32,449,000","32,363,000","32,572,000","32,551,000","32,701,000"
				Properties,,"0",,,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,,"13,976,000",,,"13,145,000","12,664,000","12,083,000","11,753,000","11,323,000","10,802,000"
				OtherProperties,"19,632,000","9,515,000","17,587,000","17,904,000","11,217,000","11,842,000","12,345,000","12,888,000","13,317,000","14,065,000"
				Leases,,"6,234,000",,,"7,942,000","7,943,000","7,935,000","7,931,000","7,911,000","7,834,000"
			AccumulatedDepreciation,,"-12,781,000",,,"-14,191,000","-13,485,000","-12,776,000","-12,076,000","-11,303,000","-10,395,000"
		GoodwillAndOtherIntangibleAssets,"75,427,000","77,464,000","76,734,000",,,,,,,
			Goodwill,"42,432,000","42,432,000","41,374,000",,,,,,,
			OtherIntangibleAssets,"32,995,000","35,032,000","35,360,000",,,,,,,
		NonCurrentDeferredAssets,"5,932,000","5,673,000","4,800,000","4,456,000","4,077,000","3,590,000","2,995,000","2,558,000","2,184,000","2,087,000"
		NonCurrentPrepaidAssets,"778,000","831,000","913,000","1,096,000","1,275,000",,,,,
TotalLiabilitiesNetMinorityInterest,"425,134,000","417,172,000","399,304,000","55,445,000","53,491,000","59,867,000","77,004,000","350,123,000","69,394,000","313,367,000"
	CurrentLiabilities,"64,806,000","62,811,000","48,758,000","42,692,000","40,101,000","45,887,000","52,477,000","38,338,000","32,747,000","33,914,000"
		PayablesAndAccruedExpenses,"23,027,000","29,146,000","22,913,000","23,432,000","20,404,000","28,201,000","22,118,000","17,967,000","15,171,000","16,407,000"
			Payables,"8,737,000","8,890,000","6,449,000","5,941,000","5,417,000","6,602,000","6,210,000","6,294,000","6,662,000","4,432,000"
				AccountsPayable,"7,924,000","8,211,000","5,885,000","5,412,000","4,658,000","5,788,000","5,566,000","5,752,000","6,027,000","3,881,000"
				TotalTaxPayable,"813,000","679,000","564,000","529,000","759,000","814,000","644,000","542,000","635,000","551,000"
			CurrentAccruedExpenses,"14,290,000","20,256,000","16,464,000","17,491,000","14,987,000","21,599,000","15,908,000","11,673,000","8,509,000","11,975,000"
		CurrentDebtAndCapitalLeaseObligation,"2,957,000","2,653,000","2,925,000","3,005,000","3,243,000","3,173,000","14,969,000","5,160,000","4,686,000","5,081,000"
			CurrentDebt,,,,,,,"11,895,000","2,215,000","1,890,000","2,363,000"
				OtherCurrentBorrowings,,,,,,,"11,895,000","2,215,000","1,890,000","2,363,000"
			CurrentCapitalLeaseObligation,"2,957,000","2,653,000","2,925,000","3,005,000","3,243,000","3,173,000","3,074,000","2,945,000","2,796,000","2,718,000"
		CurrentDeferredLiabilities,"13,220,000","12,752,000","12,910,000","12,860,000","13,144,000","11,406,000","11,842,000","11,257,000","9,649,000","9,399,000"
			CurrentDeferredRevenue,"13,220,000","12,752,000","12,910,000","12,860,000","13,144,000","11,406,000","11,842,000","11,257,000","9,649,000","9,399,000"
		OtherCurrentLiabilities,"25,602,000","18,260,000","10,010,000","3,395,000","3,310,000","3,107,000","3,548,000","3,954,000","3,241,000","3,027,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"360,328,000","354,361,000","350,546,000","12,753,000","13,390,000","13,980,000","24,527,000","311,785,000","36,647,000","279,453,000"
		LongTermDebtAndCapitalLeaseObligation,"347,966,000","345,754,000","345,855,000","11,268,000","11,831,000","12,672,000","23,400,000","83,273,000","35,740,000","54,207,000"
			LongTermDebt,"336,025,000","335,537,000","335,050,000",,,,"10,000,000","69,121,000","20,953,000","38,502,000"
			LongTermCapitalLeaseObligation,"11,941,000","10,217,000","10,805,000","11,268,000","11,831,000","12,672,000","13,400,000","14,152,000","14,787,000","15,705,000"
		NonCurrentDeferredLiabilities,"905,000","1,359,000","1,481,000","1,485,000","1,559,000","1,308,000","1,127,000","1,060,000","907,000","1,492,000"
			NonCurrentDeferredRevenue,"905,000","1,359,000","1,481,000","1,485,000","1,559,000","1,308,000","1,127,000","1,060,000","907,000","1,492,000"
		PreferredSecuritiesOutsideStockEquity,,,"0","0","0","0","0","227,452,000","0","223,754,000"
		OtherNonCurrentLiabilities,"11,457,000","7,248,000","3,210,000",,,,,,,
TotalEquityGrossMinorityInterest,"109,877,000","138,288,000","161,189,000","211,067,000","215,338,000","216,759,000","158,498,000","-270,506,000","-913,000","-257,303,000"
