name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,12/31/2015
TotalAssets,"4,331,725,000","3,814,210,000","3,695,168,000","3,667,926,000","3,605,618,000","3,607,967,000","3,564,234,000","3,596,517,000","3,646,128,000","3,490,188,000","3,457,062,000","3,313,927,000","3,368,493,000","3,262,547,000","3,264,140,000","3,194,526,000","3,236,924,000","3,296,650,000","3,301,575,000","3,306,069,000","3,377,192,000","2,064,459,000","2,129,401,000","2,155,989,000","2,237,088,000"
	CurrentAssets,"234,749,000","521,728,000","228,972,000","254,654,000","191,727,000","203,919,000","190,062,000","253,622,000","269,288,000","167,180,000","172,131,000","171,825,000","238,148,000","211,500,000","172,050,000","136,097,000","155,627,000","182,795,000","141,901,000","124,699,000","219,557,000","306,220,000","178,549,000","181,862,000","217,253,000"
		CashCashEquivalentsAndShortTermInvestments,"82,106,000","214,853,000","98,989,000","137,138,000","84,214,000","102,860,000","86,265,000","136,699,000","175,745,000","81,898,000","76,838,000","91,165,000","108,042,000","91,451,000","60,265,000","58,882,000","71,268,000","107,666,000","68,543,000","56,077,000","44,591,000","131,215,000","143,386,000","148,993,000","130,500,000"
			CashAndCashEquivalents,"82,106,000","214,853,000","98,989,000","137,138,000","84,214,000","102,860,000","86,265,000","136,699,000","175,745,000","81,898,000","76,838,000","91,165,000","108,042,000","91,451,000","60,265,000","58,882,000","71,268,000","107,666,000","68,543,000","56,077,000","44,591,000","131,215,000","143,386,000","148,993,000","130,500,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,"44,591,000",,"143,386,000","148,993,000",
		Receivables,"63,608,000","70,789,000","71,370,000","70,208,000","68,378,000","66,581,000","62,451,000","54,655,000","49,272,000","46,976,000","44,253,000","41,512,000","39,985,000","37,911,000",,,,,,,,,,,
			AccountsReceivable,"63,608,000","70,789,000","71,370,000","70,208,000","68,378,000","66,581,000","62,451,000","54,655,000","49,272,000","46,976,000","44,253,000","41,512,000","39,985,000","37,911,000",,,,,,,,,,,
		PrepaidAssets,"73,904,000","26,877,000","42,750,000","31,053,000","24,821,000","23,941,000","28,040,000","42,136,000","20,142,000","19,188,000","21,267,000","15,977,000","18,441,000","19,439,000","63,527,000","55,685,000","55,595,000","50,859,000","53,140,000","44,914,000","44,530,000","29,513,000","27,273,000","24,980,000","21,982,000"
		RestrictedCash,"15,131,000","21,996,000","15,863,000","14,816,000","14,314,000","10,537,000","13,306,000","20,132,000","18,192,000","17,942,000","19,665,000","18,352,000","18,375,000","18,180,000","20,060,000","19,662,000","18,269,000","19,588,000","17,729,000","18,752,000","17,778,000","7,890,000","7,890,000","7,889,000","7,887,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,"1,337,000",,"4,859,000","1,283,000",
		AssetsHeldForSaleCurrent,"0","187,213,000","0","1,439,000",,"0","0","0","5,937,000","1,176,000","10,108,000","4,819,000","53,305,000","44,519,000","28,198,000","1,868,000","10,495,000","4,682,000","2,489,000","4,956,000","112,658,000","137,602,000","0","0","56,884,000"
	TotalNonCurrentAssets,"4,096,976,000","3,292,483,000","3,466,196,000","3,413,272,000","3,413,891,000","3,404,048,000","3,374,172,000","3,342,895,000","3,376,840,000","3,323,008,000","3,284,931,000","3,142,102,000","3,130,345,000","3,051,047,000","3,092,090,000","3,058,429,000","3,081,297,000","3,113,855,000","3,159,674,000","3,181,370,000","3,157,635,000","1,758,239,000","1,950,852,000","1,974,127,000","2,019,835,000"
		NetPPE,"18,070,000","18,194,000","18,318,000","18,299,000","18,422,000","18,546,000","18,668,000","18,718,000","18,841,000","18,959,000","19,083,000","19,053,000","19,166,000",,,,"3,069,382,000","3,102,713,000","3,131,788,000","3,161,057,000","3,137,511,000","1,737,297,000","1,928,830,000","1,955,694,000","2,002,700,000"
			GrossPPE,"18,070,000","18,194,000","18,318,000","18,299,000","18,422,000","18,546,000","18,668,000","18,718,000","18,841,000","18,959,000","19,083,000","19,053,000","19,166,000",,,,"3,453,005,000","3,510,907,000","3,512,256,000","3,502,692,000","3,438,689,000","2,024,387,000","2,220,037,000","2,220,877,000","2,218,127,000"
				Properties,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,"619,306,000","607,675,000","606,296,000","606,592,000","593,421,000","328,656,000","345,221,000","345,312,000","358,278,000"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,"2,421,043,000","2,449,020,000","2,444,410,000","2,435,326,000","2,394,659,000","1,395,602,000","1,555,548,000","1,556,185,000","1,540,821,000"
				OtherProperties,"18,070,000","18,194,000","18,318,000","18,299,000","18,422,000","18,546,000","18,668,000","18,718,000","18,841,000","18,959,000","19,083,000","19,053,000","19,166,000",,,,"412,656,000","454,212,000","461,550,000","460,774,000","450,609,000","300,129,000","319,268,000","319,380,000","319,028,000"
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,"-383,623,000","-408,194,000","-380,468,000","-341,635,000","-301,178,000","-287,090,000","-291,207,000","-265,183,000","-215,427,000"
		GoodwillAndOtherIntangibleAssets,"553,854,000","235,905,000","462,378,000","454,323,000","453,220,000","269,105,000","449,687,000","445,771,000","448,642,000","288,549,000","443,468,000","419,367,000","416,650,000","272,152,000","285,061,000","282,628,000","293,723,000","304,395,000","315,556,000","335,647,000","344,367,000","196,476,000","219,343,000","228,658,000","245,195,000"
			Goodwill,,,,,,,,,,"0","0","0","1,605,000","1,605,000","1,605,000","1,605,000","1,605,000","1,605,000","1,605,000","1,069,000","1,069,000",,,,
			OtherIntangibleAssets,"553,854,000","235,905,000","462,378,000","454,323,000","453,220,000","269,105,000","449,687,000","445,771,000","448,642,000","288,549,000","443,468,000","419,367,000","415,045,000","270,547,000","283,456,000","281,023,000","292,118,000","302,790,000","313,951,000","334,578,000","343,298,000","196,476,000","219,343,000","228,658,000","245,195,000"
		InvestmentProperties,"3,504,453,000","2,970,869,000","2,966,256,000","2,921,233,000","2,921,962,000","3,099,597,000","2,888,848,000","2,862,310,000","2,891,283,000","2,997,948,000","2,805,202,000","2,686,664,000","2,676,319,000","2,759,636,000","2,790,401,000","2,760,872,000","2,777,264,000","2,799,923,000","2,817,837,000","2,826,479,000","2,794,213,000","1,540,821,000","1,709,487,000","1,727,036,000","1,757,505,000"
		FinancialAssets,,,"2,028,000","1,930,000","2,361,000",,,,,,,,,"0","222,000",,"64,000","23,000",,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,"0","17,191,000","17,188,000","17,181,000","17,175,000","17,163,000","17,150,000","17,135,000"
		NonCurrentDeferredAssets,"20,599,000","25,587,000","17,216,000","17,487,000","17,926,000","16,663,000","16,969,000","16,096,000","16,934,000","17,467,000","17,063,000","16,937,000","17,050,000","16,222,000","15,756,000","13,904,000","9,481,000","8,949,000","8,280,000","1,804,000","1,337,000","3,767,000","4,859,000","1,283,000","0"
		NonCurrentPrepaidAssets,,"41,928,000",,,,"137,000",,"2,290,000","1,140,000","85,000","115,000","81,000","1,160,000","3,037,000","650,000","1,025,000","765,000","565,000","810,000","252,000","537,000",,,,
		OtherNonCurrentAssets,,,,,,,,,,,,,"19,166,000",,,,,,,,"537,000",,,,
TotalLiabilitiesNetMinorityInterest,"2,530,432,000","2,103,932,000","1,921,954,000","1,917,960,000","1,916,519,000","1,908,368,000","1,947,998,000","1,952,488,000","1,960,226,000","1,787,958,000","1,771,409,000","1,712,077,000","1,760,664,000","1,652,812,000","1,623,089,000","1,514,573,000","1,519,339,000","1,555,594,000","1,519,028,000","1,479,414,000","1,523,940,000","1,079,593,000","1,081,662,000","1,080,168,000","1,110,339,000"
	CurrentLiabilities,"424,380,000","48,469,000","235,474,000","202,721,000","328,216,000","319,536,000","354,475,000","548,528,000","548,784,000","373,656,000","358,934,000","293,890,000","468,762,000","366,230,000","315,921,000","186,674,000","119,667,000","143,389,000","311,516,000","285,954,000","243,771,000","32,722,000","32,187,000","29,274,000","43,732,000"
		PayablesAndAccruedExpenses,"39,157,000","38,945,000","39,256,000","36,954,000","36,188,000","28,885,000","39,154,000","35,950,000","56,952,000","30,117,000","31,282,000","28,426,000","26,906,000","28,463,000","47,806,000","44,233,000","39,406,000","38,968,000","41,034,000","44,816,000","42,197,000","22,752,000","24,483,000","20,269,000","34,163,000"
			Payables,"39,157,000","38,945,000","39,256,000","36,954,000","36,188,000","28,885,000","39,154,000","35,950,000","56,952,000","30,117,000","31,282,000","28,426,000","26,906,000","28,463,000","47,806,000","44,233,000","39,406,000","38,968,000","41,034,000","44,816,000","42,197,000","22,752,000","24,483,000","20,269,000","34,163,000"
				AccountsPayable,"33,143,000","32,907,000","33,256,000","31,118,000","30,296,000","25,210,000","35,535,000","32,333,000","53,333,000","26,817,000","28,452,000","27,709,000","26,798,000","28,383,000","37,969,000","33,002,000","27,788,000","27,355,000","29,849,000","30,654,000","27,606,000","13,553,000","15,581,000","11,409,000","24,964,000"
				DividendsPayable,"6,014,000","6,038,000","6,000,000","5,836,000","5,892,000","3,675,000","3,619,000","3,617,000","3,619,000","3,300,000","2,830,000","717,000","108,000","80,000","9,837,000","11,231,000","11,618,000","11,613,000","11,185,000","14,162,000","14,591,000","9,199,000","8,902,000","8,860,000","9,199,000"
		CurrentDebtAndCapitalLeaseObligation,"378,000,000",,"186,242,000","155,742,000","280,857,000","280,857,000","305,857,000","503,147,000","483,147,000","333,147,000","317,700,000","257,700,000","432,700,000","324,700,000","260,700,000","132,300,000","70,000,000","95,000,000","260,000,000","230,000,000","190,000,000",,,,
			CurrentDebt,"378,000,000",,"186,242,000","155,742,000","280,857,000","280,857,000","305,857,000","503,147,000","483,147,000","333,147,000","317,700,000","257,700,000","432,700,000","324,700,000","260,700,000","132,300,000","70,000,000","95,000,000","260,000,000","230,000,000","190,000,000",,,,
				LineOfCredit,"378,000,000","0","186,242,000","155,742,000","280,857,000","280,857,000","305,857,000","503,147,000","483,147,000","333,147,000","317,700,000","257,700,000","432,700,000","324,700,000","260,700,000","132,300,000","70,000,000","95,000,000","260,000,000","230,000,000","190,000,000",,,,
		CurrentDeferredLiabilities,"7,223,000","9,524,000","9,976,000","10,025,000","11,171,000","9,794,000","9,464,000","9,431,000","8,685,000","10,392,000","9,952,000","7,764,000","9,156,000","13,067,000","7,415,000","10,141,000","10,261,000","9,421,000","10,482,000","11,138,000","11,574,000","9,970,000","7,704,000","9,005,000","9,569,000"
