name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
TotalAssets,"823,960,000","770,279,000","753,919,000","742,784,000","730,266,000","670,348,000","520,218,000","477,346,000","598,664,000","474,705,000","479,805,000","451,314,000","456,432,000","438,943,000","384,667,000","365,768,000","354,566,000","328,383,000","361,481,000","223,663,000","235,024,000","215,780,000","213,415,000","220,530,000","209,708,000","199,915,000","195,305,000","189,128,000","140,234,000","143,056,000","135,709,000","84,801,000","80,625,000","54,320,000","57,219,000","65,927,000"
	CurrentAssets,"277,936,000","231,501,000","218,569,000","212,783,000","200,902,000","139,999,000","169,447,000","124,454,000","250,767,000","126,116,000","136,668,000","127,651,000","133,459,000","113,255,000","151,584,000","133,914,000","124,054,000","96,551,000","83,495,000","70,084,000","76,695,000","59,694,000","58,840,000","64,714,000","63,261,000","52,025,000","48,099,000","40,261,000","43,086,000","43,297,000","47,710,000","34,310,000","33,233,000","24,456,000","27,056,000","35,461,000"
		CashCashEquivalentsAndShortTermInvestments,"56,966,000","44,835,000","29,500,000","41,479,000","42,993,000","23,729,000","52,438,000","33,787,000","134,162,000","27,707,000","32,345,000","27,392,000","15,489,000","23,903,000","72,169,000","61,623,000","53,156,000","36,731,000","18,424,000","32,822,000","32,295,000","25,909,000","16,293,000","25,921,000","19,068,000","14,917,000","10,859,000","8,387,000","7,285,000","12,048,000","17,810,000","12,173,000","5,321,000","4,531,000","4,697,000","15,957,000"
			CashAndCashEquivalents,"56,966,000","44,835,000","29,500,000","41,479,000","42,993,000","23,729,000","52,438,000","33,787,000","134,162,000","27,707,000","32,345,000","27,392,000","15,489,000","23,903,000","72,169,000","61,623,000","53,156,000","36,731,000","18,424,000","32,822,000","32,295,000","25,909,000","16,293,000","25,921,000","19,068,000","14,917,000","10,859,000","8,387,000","7,285,000","12,048,000","17,810,000","12,173,000","5,321,000","4,531,000","4,697,000","15,957,000"
				CashFinancial,"56,966,000","44,835,000","29,500,000","41,479,000","42,993,000","23,729,000","52,438,000","33,787,000","134,162,000","27,707,000","32,345,000","27,392,000","15,489,000","23,903,000","72,169,000","61,623,000","53,156,000","36,731,000","18,424,000","32,822,000","32,295,000","25,909,000","16,293,000","25,921,000","19,068,000","14,917,000","10,859,000","8,387,000","7,285,000","12,048,000","17,810,000","12,173,000","5,321,000","4,531,000","4,697,000","15,957,000"
		Receivables,"49,118,000","21,778,000","41,217,000","49,844,000","36,918,000","14,361,000","31,031,000","13,767,000","21,722,000","15,637,000","22,962,000","28,019,000","38,948,000","14,908,000","22,913,000","24,725,000","22,689,000","11,008,000","17,383,000","10,957,000","14,724,000","8,146,000","15,985,000","15,655,000","16,503,000","9,207,000","11,253,000","9,482,000","11,923,000","7,603,000","10,213,000","6,475,000","8,999,000","2,683,000","6,653,000","7,642,000"
			AccountsReceivable,"49,118,000","21,778,000","41,217,000","49,844,000","36,918,000","14,361,000","31,031,000","13,767,000","21,722,000","15,637,000","22,962,000","27,961,000","38,811,000","13,545,000","22,704,000","24,625,000","22,553,000","9,943,000","17,357,000","9,846,000","14,724,000","8,110,000","15,593,000","14,690,000","16,503,000","9,207,000","11,253,000","9,482,000","11,923,000","7,603,000","10,213,000","6,475,000","8,999,000","2,683,000","6,653,000","7,642,000"
				GrossAccountsReceivable,,,,"49,844,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,598,000",,,,
				AllowanceForDoubtfulAccountsReceivable,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-123,000",,,,
			TaxesReceivable,,,,,,,,,,,,"58,000","137,000","1,363,000","209,000","100,000","136,000","1,065,000","26,000","1,111,000","0","36,000","392,000","965,000",,,,,,,,,,,,
