name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
OperatingCashFlow,"79,892,000","33,013,000","7,657,000","-38,208,000","77,430,000","19,755,000","24,178,000","30,401,000","28,860,000","33,146,000","29,391,000","30,370,000","29,480,000","44,046,000","-895,000","30,655,000","21,218,000","-2,900,000","98,018,000","27,339,000","17,133,000","-32,935,000","97,156,000","29,951,000","15,029,000","-29,395,000","69,329,000","25,934,000","27,795,000","-23,211,000","71,584,000","18,250,000","24,163,000","-19,497,000","80,592,000","24,238,000","50,203,000","-25,838,000","92,207,000","50,322,000","47,135,000","-33,253,000","91,422,000","-21,268,000","105,202,000","-34,081,000","85,715,000","117,985,000","-10,677,000","11,092,000","-1,876,000","224,607,000","-24,779,000","-47,453,000","119,642,000","-188,395,000","162,788,000","-28,125,000","82,735,000","-112,830,000","172,860,000","10,656,000","202,755,000"
	CashFlowFromContinuingOperatingActivities,"79,892,000","33,013,000","7,657,000","-38,208,000","77,430,000","19,755,000","24,178,000","30,401,000","28,860,000","33,146,000","29,391,000","30,370,000","29,480,000","44,046,000","-895,000","30,655,000","21,218,000","-2,900,000","98,018,000","27,339,000","17,133,000","-32,935,000","97,156,000","29,951,000","15,029,000","-29,395,000","69,329,000","25,934,000","27,795,000","-23,211,000","71,584,000","18,250,000","24,163,000","-19,497,000","80,592,000","24,238,000","50,203,000","-25,838,000","92,207,000","50,322,000","47,135,000","-33,253,000","91,422,000","-21,268,000","105,202,000","-34,081,000","85,715,000","117,985,000","-10,677,000","11,092,000","-1,876,000","224,607,000","-24,779,000","-47,453,000","119,642,000","-188,395,000","162,788,000","-28,125,000","82,735,000","-112,830,000","172,860,000","10,656,000","202,755,000"
		NetIncomeFromContinuingOperations,"64,981,000","15,845,000","16,140,000","17,015,000","15,981,000","23,009,000","25,002,000","13,578,000","26,840,000","17,257,000","25,642,000","21,517,000","18,257,000","20,130,000","20,333,000","21,605,000","20,875,000","23,314,000","19,613,000","23,018,000","22,788,000","23,461,000","19,610,000","22,806,000","20,620,000","19,276,000","17,851,000","23,023,000","17,258,000","15,666,000","16,644,000","15,851,000","17,631,000","16,385,000","16,024,000","15,769,000","16,247,000","12,790,000","11,153,000","1,106,000","892,000","1,022,000","8,459,000","8,479,000","5,985,000","2,224,000","-7,348,000","-10,747,000","10,237,000","2,922,000","8,926,000","-12,890,000","10,036,000","5,761,000","11,488,000","14,061,000","6,790,000","14,823,000","18,816,000","15,050,000","-17,257,000","11,987,000","15,831,000"
		OperatingGainsLosses,"-10,028,000","-113,000","-2,187,000","-4,305,000","-3,423,000","-8,911,000","-16,443,000","-11,944,000","-10,844,000","-3,138,000","-7,182,000","-764,000","-543,000","34,868,000","-35,430,000","6,300,000","4,456,000","24,365,000","16,372,000","771,000","-12,060,000","-188,000","16,819,000","-1,585,000","-1,834,000","-1,917,000","-825,000","-1,182,000","-1,495,000","-1,144,000","-698,000","-762,000","-673,000","-533,000","-339,000","-10,000","-3,978,000","-1,257,000","-3,022,000","-15,174,000","12,715,000","1,356,000","415,000","136,000","-4,294,000",,,"87,456,000","-64,070,000","25,791,000","-36,525,000","202,120,000","-64,921,000","-9,807,000","-3,078,000","11,631,000","-828,000","-1,255,000","-1,199,000","-503,000",,,"811,000"
			GainLossOnSaleOfPPE,,,,,,,"0","-408,000","0","0","-4,257,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"26,369,000","6,915,000","7,193,000","3,455,000","8,806,000","10,476,000","9,831,000","9,940,000","8,392,000","6,694,000","7,794,000","6,177,000","6,155,000","5,212,000","5,406,000","5,670,000","6,856,000","7,267,000","5,394,000","4,343,000","5,449,000","5,306,000","5,787,000","5,361,000","5,163,000","4,623,000","4,222,000","4,919,000","4,660,000","4,009,000","3,865,000","4,157,000","3,152,000","2,847,000","3,129,000","3,997,000","5,121,000","5,976,000","6,221,000","8,370,000","5,098,000","3,252,000","6,047,000","4,024,000","3,255,000","4,346,000","7,779,000","6,902,000","3,907,000","3,664,000","3,992,000","2,936,000","6,741,000","6,364,000","2,463,000","2,059,000","2,542,000","2,577,000","1,668,000","1,743,000","1,940,000","1,854,000","1,341,000"
			DepreciationAndAmortization,"26,369,000","6,915,000","7,193,000","3,455,000","8,806,000","10,476,000","9,831,000","9,940,000","8,392,000","6,694,000","7,794,000","6,177,000","6,155,000","5,212,000","5,406,000","5,670,000","6,856,000","7,267,000","5,394,000","4,343,000","5,449,000","5,306,000","5,787,000","5,361,000","5,163,000","4,623,000","4,222,000","4,919,000","4,660,000","4,009,000","3,865,000","4,157,000","3,152,000","2,847,000","3,129,000","3,997,000","5,121,000","5,976,000","6,221,000","8,370,000","5,098,000","3,252,000","6,047,000","4,024,000","3,255,000","4,346,000","7,779,000","6,902,000","3,907,000","3,664,000","3,992,000","2,936,000","6,741,000","6,364,000","2,463,000","2,059,000","2,542,000","2,577,000","1,668,000","1,743,000","1,940,000","1,854,000","1,341,000"
		DeferredTax,"-15,094,000","-462,000","3,000","-13,898,000","-737,000","623,000","-237,000","20,585,000","1,399,000","-118,000","-64,000","21,422,000","76,000","4,000","434,000","-616,000","-39,000","-181,000","4,785,000","3,665,000","-107,000","-23,000","13,000","11,061,000","18,000","10,000","10,000","9,573,000",,,,"9,659,000",,,,"7,050,000","-564,000",,,"-18,770,000","-800,000","300,000","0","-8,643,000","-400,000","0","800,000",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-15,094,000","-462,000","3,000","-13,898,000","-737,000","623,000","-237,000","20,585,000","1,399,000","-118,000","-64,000","21,422,000","76,000","4,000","434,000","-616,000","-39,000","-181,000","4,785,000","3,665,000","-107,000","-23,000","13,000","11,061,000","18,000","10,000","10,000","9,573,000",,,,"9,659,000",,,,"7,050,000","-564,000",,,"-18,770,000","-800,000","300,000","0","-8,643,000","-400,000","0","800,000",,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284,000",,"-6,000",,,,"-3,972,000",,,,,,,,,,
