name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,09/30/1995
TotalRevenue,"808,735,000","222,776,000","252,545,000","182,937,000","163,096,000","162,902,000","145,853,000","135,965,000","128,828,000","128,907,000","129,149,000","128,565,000","128,913,000","124,146,000","126,140,000","128,818,000","125,892,000","121,624,000","122,019,000","124,044,000","120,646,000","118,594,000","119,466,000","118,319,000","98,795,000","91,541,000","87,996,000","88,066,000","83,487,000","78,886,000","78,606,000","79,092,000","74,394,000","69,953,000","64,982,000","65,806,000","62,601,000","59,995,000","45,855,000","61,774,000","58,732,000","57,082,000","56,657,000","54,254,000","50,709,000","49,535,000","48,856,000","48,623,000","47,309,000","48,146,000","47,708,000","49,828,000","48,799,000","49,546,000","50,765,000","52,497,000","50,120,000","49,837,000","50,071,000","50,998,000","48,101,000","44,600,000","44,558,000","44,784,000","40,296,000","36,657,000","36,147,000","36,003,000","34,007,000","32,149,000","32,146,000","32,421,000","30,292,000","28,584,000","28,997,000","29,190,000","27,921,000","27,055,000","26,290,000","26,340,000","25,271,000","24,249,000","22,728,000","23,615,000","22,778,000","22,285,000","24,937,000","23,486,000","22,289,000","21,798,000","21,656,000","22,500,000","20,600,000","19,400,000","19,460,000","19,100,000","16,500,000","14,400,000","13,354,000","13,400,000","11,900,000","10,800,000","9,597,000","9,000,000","7,900,000","7,000,000","6,300,000"
	OperatingRevenue,"745,984,000","205,509,000","194,442,000","182,937,000","163,096,000","150,283,000","145,853,000","135,965,000","128,828,000","128,907,000","129,149,000","128,565,000","128,913,000","124,146,000","126,140,000","128,818,000","125,892,000","121,624,000","122,019,000","124,044,000","120,646,000","118,594,000","119,466,000","118,319,000","98,795,000","91,541,000","87,996,000","88,066,000","83,487,000","78,886,000","78,606,000","79,092,000","74,394,000","69,953,000","64,982,000","65,806,000","62,601,000","59,995,000","45,855,000","61,774,000","58,732,000","57,082,000","56,657,000","54,254,000","50,709,000","49,535,000","48,856,000","48,623,000","47,309,000","48,146,000","47,708,000","49,828,000","48,799,000","49,546,000","50,765,000","52,497,000","50,120,000","49,941,000","50,347,000","51,152,000","48,278,000","45,179,000","44,899,000","44,961,000","40,532,000","36,882,000","36,362,000","36,175,000","34,185,000","32,272,000","32,185,000","32,584,000","30,440,000","28,742,000","29,718,000","28,645,000","28,056,000","27,161,000","26,646,000","26,340,000","25,271,000","24,249,000","22,728,000","23,615,000","22,778,000","22,285,000","24,937,000","23,486,000","22,289,000","21,798,000","21,700,000","22,500,000","20,600,000","19,400,000","19,400,000","19,100,000","16,500,000","14,400,000","13,400,000","13,400,000","11,900,000","10,800,000","9,600,000","9,000,000","7,900,000","7,000,000","6,300,000"
CostOfRevenue,"261,722,000","73,738,000","64,644,000","64,035,000","59,304,000","58,407,000","54,527,000","53,928,000","49,861,000","50,258,000","49,928,000","48,331,000","49,652,000","47,253,000","45,391,000","45,766,000","45,430,000","45,868,000","44,989,000","47,301,000","44,358,000","44,231,000","42,198,000","41,484,000","34,174,000","33,408,000","30,166,000","30,201,000","28,631,000","30,162,000","27,992,000","28,222,000","26,505,000","27,127,000","23,547,000","22,714,000","21,138,000","21,744,000","36,994,000","14,319,000","13,668,000","14,053,000","35,026,000","13,888,000","12,890,000","13,513,000","-2,118,000","18,137,000","17,683,000","18,447,000","17,273,000","18,407,000","17,581,000","18,582,000","18,485,000","19,544,000",,,,,,,,,,,,,,,,,"7,541,000","7,442,000",,"7,600,000","6,914,000","6,842,000",,"6,319,000",,"5,628,000",,"5,200,000","4,856,000","5,168,000",,"5,295,000","4,595,000","4,737,000",,,,,,,,,,,,,,,,,
GrossProfit,"547,013,000","149,038,000","187,901,000","118,902,000","103,792,000","104,495,000","91,326,000","82,037,000","78,967,000","78,649,000","79,221,000","80,234,000","79,261,000","76,893,000","80,749,000","83,052,000","80,462,000","75,756,000","77,030,000","76,743,000","76,288,000","74,363,000","77,268,000","76,835,000","64,621,000","58,133,000","57,830,000","57,865,000","54,856,000","48,724,000","50,614,000","50,870,000","47,889,000","42,826,000","41,435,000","43,092,000","41,463,000","38,251,000","8,861,000","47,455,000","45,064,000","43,029,000","21,631,000","40,366,000","37,819,000","36,022,000","50,974,000","30,486,000","29,626,000","29,699,000","30,435,000","31,421,000","31,218,000","30,964,000","32,280,000","32,953,000",,,,,,,,,,,,,,,,,"22,751,000","21,142,000",,"21,590,000","21,007,000","20,213,000",,"20,021,000",,"18,621,000",,"18,415,000","17,922,000","17,117,000",,"18,191,000","17,694,000","17,061,000",,,,,,,,,,,,,,,,,
OperatingExpense,"182,988,000","51,513,000","89,428,000","27,980,000","26,688,000","38,557,000","25,495,000","26,042,000","23,025,000","23,200,000","21,708,000","21,414,000","20,694,000","26,329,000","26,516,000","26,509,000","24,537,000","25,479,000","26,253,000","25,539,000","41,926,000","39,352,000","43,403,000","42,832,000","20,155,000","19,306,000","18,226,000","16,676,000","17,031,000","17,065,000","18,037,000","17,241,000","16,835,000","16,394,000","13,716,000","15,170,000","15,421,000","15,743,000","-13,875,000","24,228,000","24,105,000","23,571,000","2,667,000","20,820,000","19,729,000","19,483,000","34,154,000","13,198,000","13,169,000","13,471,000","13,475,000","12,932,000","12,860,000","12,928,000","13,464,000","12,906,000","30,781,000","31,397,000","29,992,000","30,508,000","31,368,000","27,382,000","26,557,000","26,388,000","23,583,000","22,209,000","21,616,000","21,031,000","20,107,000","19,692,000","19,415,000","19,701,000","10,225,000","9,918,000","38,687,000","9,874,000","9,545,000","9,628,000","33,530,000","8,952,000","14,195,000","8,451,000","8,807,000","7,461,000","7,545,000","7,332,000","6,942,000","7,077,000","7,008,000","6,928,000","70,282,000","-9,600,000","-9,000,000","-8,700,000","55,904,000","-8,200,000","-7,000,000","-6,100,000","30,783,000","-5,500,000","-4,900,000","-4,600,000","25,891,000","-3,700,000","-3,200,000","-3,000,000","-3,100,000"
	SellingGeneralAndAdministration,"64,260,000","15,826,000","17,210,000","16,141,000","15,083,000","14,183,000","13,557,000","13,369,000","12,223,000","12,906,000","12,221,000","11,629,000","10,651,000","12,478,000","12,950,000","11,883,000","11,869,000","12,185,000","11,722,000","10,914,000","15,959,000","11,436,000","11,617,000","10,909,000","10,114,000","10,464,000","10,200,000","9,367,000","9,686,000","9,406,000","10,392,000","10,041,000","10,404,000","9,956,000","8,194,000","8,965,000","8,988,000","8,793,000","8,606,000","8,172,000","7,970,000","7,565,000","7,642,000","6,637,000","6,028,000","5,814,000","6,767,000","4,983,000","4,967,000","5,139,000","5,358,000","4,568,000","4,338,000","4,387,000","4,792,000","4,267,000","4,095,000","4,125,000","4,012,000","3,968,000","3,698,000","3,555,000","3,565,000","3,430,000","3,662,000","3,438,000","4,017,000","2,945,000","2,955,000","2,947,000","3,255,000","2,730,000","2,626,000","2,463,000","2,441,000","2,509,000","2,356,000","2,310,000","2,310,000","2,278,000","1,974,000","2,024,000","3,133,000","1,593,000","1,703,000","1,598,000","1,445,000","1,403,000","1,482,000","1,457,000","1,771,000","1,300,000","1,400,000","1,100,000","1,749,000","1,200,000","1,100,000","900,000","757,000","700,000","600,000","700,000","482,000","700,000","600,000","500,000",
		GeneralAndAdministrativeExpense,"64,260,000","15,826,000","17,210,000","16,141,000","15,083,000","14,183,000","13,557,000","13,369,000","12,223,000","12,906,000","12,221,000","11,629,000","10,651,000","12,478,000","12,950,000","11,883,000","11,869,000","12,185,000","11,722,000","10,914,000","15,959,000","11,436,000","11,617,000","10,909,000","10,114,000","10,464,000","10,200,000","9,367,000","9,686,000","9,406,000","10,392,000","10,041,000","10,404,000","9,956,000","8,194,000","8,965,000","8,988,000","8,793,000","8,605,000",,,,,,,,,,,,,,,,,,"4,095,000","4,125,000","4,012,000","3,968,000","3,698,000",,"3,565,000","3,430,000","3,662,000",,"4,017,000","2,945,000","2,955,000","2,947,000","3,255,000","2,730,000","2,626,000","2,463,000","2,441,000","2,509,000","2,356,000","2,310,000","2,310,000","2,278,000","1,974,000","2,024,000","3,133,000","1,593,000","1,703,000","1,598,000","1,445,000","1,403,000","1,482,000","1,457,000","1,771,000","1,300,000","1,400,000","1,100,000","1,749,000","1,200,000","1,100,000","900,000","757,000","700,000","600,000","700,000","482,000","700,000","600,000","500,000",
			SalariesAndWages,,"9,911,000","10,703,000","10,740,000","9,784,000","8,612,000","9,784,000","7,792,000",,"7,521,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,095,000","4,125,000","4,012,000","3,968,000","3,698,000",,"3,565,000","3,430,000","3,662,000",,"4,017,000","2,945,000","2,955,000","2,947,000","3,255,000","2,730,000","2,626,000","2,463,000","2,441,000","2,509,000","2,356,000","2,310,000","2,310,000","2,278,000","1,974,000","2,024,000","3,133,000","1,593,000","1,703,000","1,598,000","1,445,000","1,403,000","1,482,000","1,457,000","1,800,000","1,300,000","1,400,000","1,100,000","1,700,000","1,200,000","1,100,000","900,000","800,000","700,000","600,000","700,000","500,000","700,000","600,000","500,000",
			RentAndLandingFees,,,,,,,"0","0","0","0","0","75,000","141,000","141,000","141,000","141,000","141,000","141,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"64,260,000","15,826,000","17,210,000","16,141,000","15,083,000","14,183,000","13,557,000","13,369,000","12,223,000","12,906,000","12,221,000","11,554,000","10,510,000","12,337,000","12,809,000","11,742,000","11,728,000","12,044,000","11,722,000","10,914,000","15,959,000","11,436,000","11,617,000","10,909,000","10,114,000","10,464,000","10,200,000","9,367,000","9,686,000","9,406,000","10,392,000","10,041,000","10,404,000","9,956,000","8,194,000","8,965,000","8,988,000","8,793,000","8,605,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
