name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,584,000","2,225,000","2,203,000","4,650,000","2,075,000","2,139,000","1,950,000","1,794,000","4,096,000","500,000","14,233,000","1,266,000","1,265,000","1,417,000","1,681,000","2,240,000","1,319,000","9,136,000","2,570,000","1,662,000",,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,584,000","2,225,000","2,203,000","4,650,000","2,075,000","2,139,000","1,950,000","1,794,000","4,096,000","500,000","14,233,000","1,266,000","1,265,000","1,417,000","1,681,000","2,240,000","1,319,000","9,136,000","2,570,000","1,662,000",,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,469,000","-3,056,000",,,"-34,773,000","14,188,000",,,"-7,003,000",,,,,,,,,,,,,,,,"5,636,000","1,354,000","-619,000","-669,000","-61,719,000","208,000","710,000","-1,362,000","7,051,000","-2,387,000","698,000","-40,000","-6,451,000","-13,303,000","4,666,000","-7,967,000","-8,948,000","-1,207,000","11,355,000","-6,859,000","15,993,000","4,419,000","3,899,000","-8,508,000",,,,,,,,,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,469,000","-3,056,000",,,"-34,773,000","14,188,000",,,"-7,003,000",,,,,,,,,,,,,,,,"5,636,000","1,354,000","-619,000","-669,000","-61,719,000","208,000","710,000","-1,362,000","7,051,000","-2,387,000","698,000","-40,000","-6,451,000","-13,303,000","4,666,000","-7,967,000","-8,948,000","-1,207,000","11,355,000","-6,859,000","15,993,000","4,419,000","3,899,000","-8,508,000",,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,"2,459,000",,,,,,,,,,,,,,,"1,849,000",,,,,"2,492,000","2,299,000","2,344,000","2,312,000","1,900,000","1,490,000","1,751,000","20,708,000","2,980,000","2,508,000","2,817,000","2,808,000","2,631,000","1,849,000","31,670,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"10,351,000","10,351,000",,,"0","0","13,505,000","0","0","75,171,000","750,000","0","0","89,037,000",,,,,,,,,,,,,"0",,,,"0",,,,"98,129,000",,,,"32,322,000",,,,"2,712,000",,,,"24,555,000","2,592,000",,,"-29,315,000","17,232,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"27,061,000","3,303,000","0","11,700,000","12,058,000","731,000","-5,132,000","19,575,000","20,864,000","9,059,000","2,290,000","6,645,000","9,571,000","1,867,000","2,154,000","5,797,000","6,208,000","5,601,000","602,000","1,864,000","6,506,000","-928,000","-2,094,000","1,879,000","1,506,000","3,420,000","3,172,000","2,627,000","2,929,000","1,483,000","1,740,000","1,918,000","2,943,000","1,564,000","3,376,000","2,585,000","1,647,000","1,971,000","1,204,000","-1,537,000","5,341,000","1,501,000","2,758,000","166,000","5,390,000","1,440,000","-9,336,000","1,576,000",,,,"2,577,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,171,000",,,,,"-151,000","2,104,000","-6,588,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"186,011,000","36,863,000","51,626,000","48,075,000","49,447,000","35,786,000","18,550,000","22,137,000","20,943,000","-1,239,000","28,780,000","33,378,000","36,309,000","29,271,000","31,136,000","35,360,000","32,105,000","29,570,000","24,112,000","20,692,000","32,872,000","15,411,000","20,138,000","14,792,000","15,960,000","12,594,000","26,590,000","18,987,000","13,191,000","15,941,000","15,627,000","19,659,000","13,300,000","11,171,000","10,887,000","15,243,000","10,628,000","11,671,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-7,000","-1,192,000","-546,000","-532,000","-415,000","1,355,000","-919,000","-1,239,000","-555,000","-1,411,000","-24,000","-7,901,000","-2,763,000","694,000","-822,000","-39,000","330,000","-771,000","-4,008,000","-10,487,000",,,,,,"-666,000",,"-246,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-700,754,000","8,705,000","57,773,000","-313,757,000","-453,475,000","668,566,000","-165,608,000","-474,196,000","481,558,000","-325,600,000","-56,774,000","306,743,000","137,361,000","-277,537,000","171,206,000","-154,298,000","-357,095,000","-236,518,000","421,875,000","-394,576,000","173,792,000","-42,988,000","-39,280,000","-64,874,000","-41,983,000","-23,440,000","-37,692,000","-36,493,000","-39,717,000","-31,834,000","-31,967,000","-13,475,000","-12,129,000","-19,240,000","-22,146,000","-53,413,000","22,494,000","-9,946,000","172,621,000","-218,385,000","-34,474,000","-16,170,000","-91,254,000","-78,790,000","10,673,000","10,619,000","47,281,000","-22,177,000","8,669,000","13,028,000","27,338,000","8,122,000","-1,692,000","11,972,000","1,481,861,000","45,498,000","14,589,000","25,158,000","21,891,000","22,588,000","10,171,000","24,714,000","-449,000","19,280,000",,,,"1,347,000",,,,,,,"151,501,000","-19,036,000","12,737,000","-97,866,000","35,250,000","19,992,000","9,011,000","-50,100,000","34,978,000"
		ChangeInWorkingCapital,"273,267,000","-1,118,594,000","423,791,000","693,525,000","274,545,000","-1,236,246,000","655,526,000","963,689,000","-578,296,000","-189,743,000","344,551,000","-281,536,000","-422,362,000","-504,817,000","-90,455,000","393,421,000","150,662,000","-316,184,000","-212,175,000","575,044,000","-291,864,000","-523,138,000","239,951,000","31,944,000","-35,289,000","-443,349,000","356,551,000","-16,654,000","-31,683,000","-320,279,000","393,379,000","121,841,000","-110,047,000","-378,983,000","278,517,000","61,795,000","14,803,000","-158,375,000","228,770,000","21,120,000","-72,588,000","-320,638,000","225,212,000","40,031,000","-136,490,000","-151,492,000","164,695,000","154,991,000","27,997,000","-24,355,000","41,451,000","88,174,000","-89,191,000","-36,356,000","-200,772,000","46,312,000","-151,626,000","-394,216,000","327,885,000","23,126,000","-95,867,000","-309,197,000","132,246,000","73,552,000","-419,000","-230,495,000","108,424,000","46,939,000","-2,548,000","-84,112,000","43,009,000","41,542,000","26,975,000","-83,532,000","-29,727,000","6,915,000","-28,032,000","22,281,000","411,000","-1,266,000","114,000","-351,000","19,779,000"
			ChangeInReceivables,"-1,083,241,000","-156,061,000","-510,798,000","-154,793,000","-261,589,000","161,221,000","-239,049,000","333,993,000","223,269,000","52,796,000","-176,548,000","-185,596,000","-290,128,000","-172,218,000","-410,983,000","-168,178,000","-269,630,000","71,161,000","-393,186,000","-151,473,000","-85,244,000","146,191,000","-283,198,000","-25,885,000","-73,816,000","145,976,000","-228,957,000","-116,791,000","-41,805,000","155,574,000","-169,042,000","-14,979,000","-202,127,000","78,169,000","-106,438,000","17,276,000","-33,727,000","45,943,000","-140,441,000","-19,355,000","-35,300,000","52,310,000","-87,859,000","-39,941,000","-84,871,000","89,002,000","-231,897,000","-66,436,000","74,606,000","43,598,000","-113,789,000","-6,227,000","-13,951,000","120,588,000","11,348,000","61,985,000","13,476,000","143,670,000","-120,904,000","-10,660,000","-120,626,000","113,225,000","-178,892,000","-28,999,000","-40,158,000","59,341,000","-121,350,000","-32,441,000","-32,898,000","93,554,000","-74,076,000","21,300,000","-30,823,000","46,988,000","-66,264,000","14,140,000","-12,056,000","21,169,000","-24,790,000","-2,949,000","-3,029,000","25,998,000","-7,448,000"
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,,,,,"-151,473,000",,,,,,,,,,,,,,,"-106,438,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-80,115,000","-41,358,000","68,922,000","-95,686,000","-11,993,000","-15,901,000","-37,441,000","-68,879,000","-7,041,000","7,742,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,"16,221,000","5,903,000","-38,412,000","-50,164,000","8,724,000","-27,244,000","-44,941,000","-29,731,000","-13,235,000","-28,644,000","-7,166,000","-35,952,000","-21,254,000","-3,920,000","3,368,000","-25,209,000","-21,764,000","-3,863,000","-8,648,000","920,000","-13,257,000","1,991,000","-7,383,000","-3,448,000","2,323,000","-11,038,000","-10,629,000","6,106,000","-28,081,000","18,209,000","-10,098,000","14,450,000","3,923,000","14,802,000","-6,483,000","7,803,000","-3,589,000","58,961,000","-43,974,000","-34,754,000","-10,576,000","-13,615,000","2,817,000","1,504,000","-20,767,000","3,797,000","66,000","-41,576,000","1,805,000",,,"-4,726,000","6,687,000","520,000","13,624,000","28,000",,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"241,916,000","-108,355,000","212,505,000","167,835,000","-30,069,000","-245,522,000","234,184,000","1,571,000","-95,667,000","-34,597,000","280,552,000","-137,377,000","197,484,000","-33,982,000","188,134,000","76,105,000","155,764,000","-146,221,000","176,222,000","50,153,000","78,202,000","-133,231,000","127,706,000","-13,772,000","36,617,000","-148,316,000","173,077,000","14,257,000","37,028,000","-46,795,000","76,069,000","18,396,000","7,840,000","-70,779,000","84,722,000","-29,624,000","-38,732,000","23,834,000","404,952,000","33,400,000","-77,237,000","-317,640,000","242,084,000","96,243,000","-64,364,000","-255,433,000","402,134,000","170,075,000","-28,880,000","-78,565,000","146,447,000","72,266,000","-68,675,000","-126,619,000","12,294,000","-153,595,000","111,334,000","-73,017,000","40,101,000","13,097,000","7,262,000","-113,661,000","100,949,000","22,148,000","-2,324,000","-49,559,000","62,479,000","11,400,000","8,961,000","-16,496,000","11,343,000","-6,053,000","-13,411,000","-2,721,000","36,537,000","-7,225,000","-15,976,000","1,112,000","999,000","3,501,000","-10,620,000","9,798,000","-4,729,000"
				ChangeInPayable,"241,916,000","-108,355,000","212,505,000","167,835,000",,,,,,,"280,552,000",,,,,,,,,"50,153,000",,,,,,,,,,,,,,,"84,722,000",,,,,"52,399,000",,,,"98,447,000","-67,790,000","-223,762,000","318,565,000",,,"-78,565,000","146,447,000","-114,071,000","117,662,000","-126,619,000",,,,,,,,,,,,,,,,,,,,,"36,537,000","-7,225,000","-15,976,000","1,112,000","999,000","3,501,000","-10,620,000","9,798,000","-4,729,000"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,816,000","19,003,000","1,443,000","62,783,000","-10,953,000",,,,,,,,,,,,,,,,,,,,,"13,937,000","-11,594,000","-1,812,000","-15,728,000","13,475,000","-1,329,000","5,813,000","-14,734,000","13,871,000"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,816,000","19,003,000","1,443,000","62,783,000","-10,953,000",,,,,,,,,,,,,,,,,,,,,"13,937,000","-11,594,000","-1,812,000","-15,728,000","13,475,000","-1,329,000","5,813,000","-14,734,000","13,871,000"
					ChangeInAccountPayable,"241,916,000","-108,355,000","212,505,000","167,835,000",,,,,,,"147,969,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,"263,199,000",,,,,,,,,,,,,,,"256,442,000",,,,,"-18,999,000",,,,"-2,204,000","3,426,000","-31,671,000","83,569,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInInterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18,999,000",,,,"-2,204,000","3,426,000","-31,671,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,590,000",,,,,"741,000","-6,840,000","-2,538,000","59,229,000","-7,023,000","28,161,000","4,364,000","3,126,000","23,331,000","4,112,000","-4,112,000","7,184,000","-4,337,000","16,190,000","205,226,000",,,,,"381,039,000",,,"2,139,000",,,,,"-1,908,000","-9,695,000","-21,904,000","-8,513,000","18,726,000","-42,210,000","2,017,000","-4,722,000",,,,,,,,,
			ChangeInOtherCurrentLiabilities,"496,652,000","-105,326,000","-106,321,000","281,616,000","426,683,000","-708,491,000","192,130,000","437,940,000","-504,938,000","281,657,000","-371,435,000","-1,378,000","-211,219,000","232,446,000","-250,979,000","108,149,000","323,586,000","237,239,000","-504,862,000","369,512,000","-198,874,000","-7,876,000","-12,038,000","-12,315,000","12,927,000","8,195,000","-2,743,000","-7,829,000","2,865,000","-7,836,000","168,000","-10,399,000","16,253,000","-5,433,000","19,060,000","-17,421,000","-3,740,000","-4,707,000","-834,000","2,828,000","9,752,000","-4,031,000",,,"-3,974,000","4,374,000",,,,,,,,,"-390,060,000","442,847,000","-190,680,000","-367,682,000","168,193,000","34,016,000","96,442,000","-287,989,000","259,614,000","113,256,000","20,535,000","-194,645,000","170,897,000","71,245,000","54,878,000","-149,048,000","79,136,000","68,972,000","54,638,000","-124,525,000",,,,,,,,,
			ChangeInOtherWorkingCapital,"698,055,000","-707,494,000","759,483,000","494,553,000","151,513,000","-427,553,000","505,702,000","259,064,000","-193,919,000","-497,341,000","200,499,000","419,522,000","-118,499,000","-531,063,000","383,373,000","377,345,000","-59,058,000","-478,363,000","493,430,000","300,949,000","-47,536,000","-478,058,000","398,757,000","111,160,000","33,924,000","-419,473,000","428,409,000","122,353,000","-22,605,000","-385,270,000","507,438,000","132,743,000","64,619,000","-355,731,000","302,937,000","95,427,000","99,650,000","-224,365,000","-30,287,000","1,515,000","44,420,000","-45,291,000","9,435,000","2,190,000","-813,000","95,000","2,174,000","9,812,000","-11,743,000","274,000","-2,314,000","11,670,000","-16,272,000","-243,354,000","295,575,000","-363,886,000","-41,782,000","-62,433,000","-129,968,000","175,994,000","-79,623,000","-24,415,000","-68,609,000","3,301,000","21,462,000","-4,056,000","-3,499,000","17,622,000","-16,311,000","1,117,000","1,193,000","-987,000","930,000","1,420,000",,,,,,"-1,818,000","13,763,000","-36,147,000",
		DividendPaidCFO,,,,,,,,,,,,,,,,,"86,213,000","45,182,000","10,333,000","4,631,000",,"3,206,000","9,049,000","5,438,000","3,527,000","11,017,000","13,730,000","9,726,000","4,249,000","8,925,000","9,347,000","9,259,000","5,880,000","3,417,000","18,188,000","7,230,000","5,660,000","2,224,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DividendReceivedCFO,"634,139,000","146,743,000","137,551,000","150,204,000","199,641,000","32,986,000","52,179,000","51,132,000","23,479,000","29,185,000","53,423,000","48,027,000","20,403,000","77,158,000","74,255,000","131,275,000","86,213,000","45,182,000","10,333,000","4,631,000","9,775,000","3,206,000","9,049,000","5,438,000","3,527,000","11,017,000","13,730,000","9,726,000","4,249,000","8,925,000","9,347,000","9,259,000","5,880,000","3,417,000","18,188,000","7,230,000","5,660,000","2,224,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-1,182,614,000","-95,621,000","-725,491,000","-210,915,000","-150,587,000","-193,904,000","-135,098,000","-70,545,000","-43,711,000","-92,231,000","-484,773,000","-111,667,000","-59,960,000","-64,624,000","-106,585,000","-77,467,000","-312,420,000","-64,212,000","-107,608,000","5,098,000","-18,380,000","-20,525,000","32,182,000","-103,000","-40,824,000","1,306,000","12,987,000","-1,461,109,000","-64,004,000","-106,833,000","-37,050,000","-112,508,000","1,498,000","-3,496,000","-491,256,000","-38,768,000","51,479,000","13,551,000","-44,159,000","-19,965,000","-59,152,000","-74,395,000","66,286,000","-594,250,000","-17,612,000","65,321,000","-41,648,000","-24,880,000","8,873,000","-4,848,000","-21,457,000","-34,355,000","-44,259,000","-19,291,000","47,771,000","-136,787,000","-164,061,000","-165,932,000","-71,265,000","-104,613,000","-28,345,000","-80,198,000","-1,926,058,000","-57,556,000","-58,217,000","-20,102,000","-25,598,000","-37,673,000","-41,011,000","-11,227,000","-32,140,000","34,495,000","-6,576,000","-19,098,000","-32,111,000","-255,080,000","4,890,000","-2,494,000","-7,668,000","-252,000","-4,880,000","-11,330,000","-53,287,000"
