name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"62,342,000","14,553,000","13,659,000","15,164,000","18,966,000","16,341,000","7,667,000","6,906,000","23,142,000","23,626,000","30,517,000","29,211,000","24,811,000"
	CashFlowFromContinuingOperatingActivities,"62,342,000","14,553,000","13,659,000","15,164,000","18,966,000","16,341,000","7,667,000","6,906,000","23,142,000","23,626,000","30,517,000","29,211,000","24,811,000"
		NetIncomeFromContinuingOperations,"80,181,000","18,074,000","22,170,000","21,685,000","18,252,000","20,381,000","19,969,000","23,224,000","19,759,000","27,279,000","25,856,000","31,200,000","24,989,000"
		OperatingGainsLosses,"-150,000","-249,000","-652,000","-1,244,000",,,,,,,,,
			GainLossOnSaleOfPPE,,"-257,000",,,,,,,,,,,
			GainLossOnInvestmentSecurities,"167,000","8,000","-652,000","-1,244,000",,,,,,,,,
		DepreciationAmortizationDepletion,"1,184,000","318,000","262,000","241,000","363,000","257,000","124,000","103,000","119,000","-904,000","1,000","16,000","18,000"
			DepreciationAndAmortization,"1,184,000","318,000","262,000","241,000","363,000","257,000","124,000","103,000","119,000","-904,000","1,000","16,000","18,000"
				Depreciation,"1,184,000","318,000","262,000","241,000","363,000","257,000","39,000","18,000","36,000","0","1,000","16,000","18,000"
				AmortizationCashFlow,,,,,,,"85,000","85,000","83,000","-904,000","0","0","0"
					AmortizationOfIntangibles,,,,,,,"85,000","85,000","83,000","-904,000","0","0","0"
		AssetImpairmentCharge,,,,,,,"0",,,"0","-340,000","-167,000","686,000"
		ProvisionandWriteOffofAssets,"5,218,000","1,747,000","806,000","2,607,000","58,000","2,708,000","3,443,000","-652,000","309,000","3,622,000","2,704,000","297,000","-224,000"
		StockBasedCompensation,"3,703,000","985,000","903,000","891,000","924,000","737,000","1,073,000","1,913,000","967,000","914,000","0","0","0"
		OtherNonCashItems,"-24,734,000","-4,796,000","-6,646,000","-6,506,000","-6,786,000","-6,470,000","-16,242,000","-9,218,000","1,458,000","-4,604,000","170,000","170,000","868,000"
		ChangeInWorkingCapital,"-4,799,000","-1,526,000","-3,184,000","-2,510,000","2,421,000","-1,272,000","-700,000","-8,464,000","530,000","-2,681,000","2,126,000","-2,305,000","-1,526,000"
			ChangeInReceivables,"-3,014,000","-1,991,000","-2,760,000","-2,537,000","4,274,000","-2,146,000","-2,440,000","-2,931,000","-2,527,000","-2,351,000","2,865,000","-3,099,000","-1,185,000"
			ChangeInPayablesAndAccruedExpense,"-1,396,000","714,000","829,000","-400,000","-2,539,000","713,000","1,840,000","958,000","-498,000","-277,000","-235,000","1,266,000","-450,000"
			ChangeInOtherCurrentAssets,"79,000","-135,000","-1,146,000","598,000","762,000","171,000",,,,,,,
			ChangeInOtherCurrentLiabilities,"-468,000","-114,000","-107,000","-171,000","-76,000","-10,000",,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,"-100,000","-6,491,000","3,555,000","-53,000","-504,000","-472,000","109,000"
InvestingCashFlow,"-154,082,000","-21,828,000","12,714,000","-113,743,000","-31,225,000","-3,825,000","65,923,000","-27,427,000","-37,180,000","33,568,000","-87,491,000","-55,726,000","-70,909,000"
	CashFlowFromContinuingInvestingActivities,"-154,082,000","-21,828,000","12,714,000","-113,743,000","-31,225,000","-3,825,000","65,923,000","-27,427,000","-37,180,000","33,568,000","-87,491,000","-55,726,000","-70,909,000"
		NetPPEPurchaseAndSale,"-539,000","-198,000","-57,000","-170,000","-114,000","-135,000",,,,,,,
			PurchaseOfPPE,"-539,000","-198,000","-57,000","-170,000","-114,000","-135,000",,,,,,,
		NetInvestmentPropertiesPurchaseAndSale,"3,157,000","3,838,000","-616,000","1,333,000","-1,398,000","565,000","4,143,000","-53,000","13,000","2,134,000","209,000","5,535,000","327,000"
			PurchaseOfInvestmentProperties,"-5,635,000","-1,450,000","-1,107,000","-1,617,000","-1,461,000","-250,000","0","-53,000","13,000","-79,000","-15,000","-197,000","-80,000"
			SaleOfInvestmentProperties,"8,792,000","5,288,000","491,000","2,950,000","63,000","815,000","4,143,000","0","0","2,213,000","224,000","5,732,000","407,000"
		NetOtherInvestingChanges,"-156,700,000","-25,468,000","13,387,000","-114,906,000","-29,713,000","-4,255,000","61,780,000","-27,374,000","-37,193,000","31,434,000","-87,700,000","-61,261,000","-71,236,000"
FinancingCashFlow,"-15,130,000","-28,207,000","69,140,000","-28,068,000","-27,995,000","-31,614,000","-23,817,000","-23,846,000","-26,428,000","-36,973,000","74,524,000","95,997,000","49,971,000"
	CashFlowFromContinuingFinancingActivities,"-15,130,000","-28,207,000","69,140,000","-28,068,000","-27,995,000","-31,614,000","-23,817,000","-23,846,000","-26,428,000","-36,973,000","74,524,000","95,997,000","49,971,000"
		CashDividendsPaid,"-111,441,000","-27,879,000","-27,867,000","-27,856,000","-27,839,000","-26,510,000","-23,817,000","-23,846,000","-26,428,000","-36,973,000","-19,445,000","-20,058,000","-16,116,000"
			CommonStockDividendPaid,,,,,,,"-23,817,000","-23,846,000","-26,428,000","-36,973,000","-19,445,000","-20,058,000","-16,116,000"
		NetOtherFinancingCharges,"-3,689,000","-328,000","-2,993,000","-212,000","-156,000","-5,104,000",,,,,"93,969,000","116,055,000","66,087,000"
EndCashPosition,"97,407,000","97,407,000","132,889,000","37,376,000","164,023,000","204,277,000","223,375,000","173,602,000","217,969,000","258,435,000","203,114,000","185,589,000","116,107,000"
	ChangesInCash,"-106,870,000","-35,482,000","95,513,000","-126,647,000","-40,254,000","-19,098,000","49,773,000","-44,367,000","-40,466,000","20,221,000","17,550,000","69,482,000","3,873,000"
	BeginningCashPosition,"204,277,000","132,889,000","37,376,000","164,023,000","204,277,000","223,375,000","173,602,000","217,969,000","258,435,000","238,214,000","185,589,000","116,107,000","112,234,000"
CapitalExpenditure,"-539,000","-198,000","-57,000","-170,000","-114,000","-135,000",,,,,,,
FreeCashFlow,"61,803,000","14,355,000","13,602,000","14,994,000","18,852,000","16,206,000","7,667,000","6,906,000","23,142,000","23,626,000","30,517,000","29,211,000","24,811,000"
