name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,12/31/1992,12/31/1991
TotalAssets,"781,856,000","793,052,000","818,654,000","810,497,000","794,832,000","789,404,000","782,200,000","693,254,000","621,033,000","605,654,000","592,602,000","597,123,000","586,928,000","571,091,000","569,695,000","570,448,000","583,175,000","589,693,000","326,140,000","322,221,000","319,366,000","316,140,000","308,857,000","303,036,000","297,157,000","181,179,000","179,981,000","176,068,000","173,203,000","176,157,000","175,161,000","173,818,000","173,517,000","174,683,000","163,191,000","157,798,000","153,716,000","157,156,000","153,490,000","156,509,000","147,874,000","147,864,000","147,999,000","142,251,000","138,010,000","137,438,000","134,505,000","140,207,000","137,342,000","133,859,000","133,299,000","130,849,000","127,394,000","125,995,000","103,016,000","98,096,000","90,879,000","92,684,000","90,892,000","87,677,000","83,416,000","79,865,000","80,464,000","77,463,000","77,082,000","76,809,000","93,231,000","103,368,000","94,608,000","73,261,000","78,525,000","87,751,000","87,517,000","75,027,000","86,523,000","95,006,000","100,548,000","106,414,000","107,438,000","130,358,000","132,666,000","129,310,000","122,578,000","120,141,000","114,782,000","112,009,000","108,163,000","99,748,000","95,997,000","94,025,000","97,900,000","97,500,000","97,300,000","98,400,000","102,100,000","93,000,000","98,600,000","53,700,000","51,700,000","47,900,000","47,100,000","35,000,000","32,100,000","27,000,000","25,100,000","23,600,000","24,200,000","23,200,000","22,200,000","21,400,000","20,800,000","20,600,000","20,300,000","20,100,000","19,700,000","19,000,000","12,400,000","10,900,000"
	CurrentAssets,"244,533,000","247,697,000","257,343,000","238,054,000","235,683,000","234,589,000","233,699,000","287,121,000","214,082,000","187,390,000","181,354,000","188,557,000","178,652,000","179,168,000","173,952,000","169,698,000","166,808,000","179,280,000","155,585,000","152,211,000","149,187,000","147,233,000","142,095,000","135,781,000","129,236,000","109,663,000","112,828,000","108,632,000","103,349,000","106,028,000","102,630,000","105,780,000","105,852,000","106,327,000","84,893,000","77,953,000","73,748,000","77,503,000","72,229,000","75,205,000","84,529,000","83,870,000","88,854,000","87,575,000","103,156,000","101,490,000","98,581,000","106,828,000","102,971,000","95,528,000","93,556,000","89,072,000","83,329,000","80,367,000","72,868,000","67,566,000","64,201,000","65,452,000","61,936,000","58,001,000","52,610,000","49,385,000","51,575,000","47,871,000","46,408,000","45,201,000","59,915,000","69,258,000","59,472,000","37,661,000","41,898,000","50,045,000","49,672,000","35,763,000","46,425,000","52,647,000","56,173,000","61,678,000","61,362,000","83,300,000","87,151,000","84,468,000","82,848,000","80,484,000","77,944,000","79,158,000","77,832,000","72,079,000","69,393,000","67,550,000","70,600,000","70,300,000","70,100,000","71,700,000","77,700,000","61,300,000","66,800,000","25,200,000","24,900,000","21,800,000","20,900,000","18,200,000","17,400,000","19,400,000","19,300,000","18,300,000","19,400,000","18,900,000","18,500,000","17,800,000","17,000,000","16,700,000","16,600,000","16,900,000","16,900,000","16,300,000","9,500,000","8,700,000"
		CashCashEquivalentsAndShortTermInvestments,"51,408,000","55,010,000","64,587,000","50,473,000","56,552,000","61,412,000","64,122,000","125,627,000","63,383,000","33,766,000","36,685,000","39,747,000","40,344,000","41,489,000","34,558,000","24,960,000","26,584,000","39,977,000","54,242,000","52,507,000","58,882,000","56,642,000","54,131,000","46,935,000","44,827,000","37,588,000","38,497,000","35,075,000","32,413,000","33,375,000","29,823,000","30,870,000","32,763,000","37,643,000","17,679,000","11,732,000","8,632,000","13,009,000","7,790,000","3,999,000","21,146,000","21,705,000","21,050,000","19,801,000","37,582,000","35,497,000","31,002,000","36,141,000","32,399,000","30,121,000","27,046,000","21,135,000","18,182,000","17,201,000","15,537,000","12,282,000","12,885,000","17,447,000","14,168,000","11,445,000","9,530,000","8,098,000","8,157,000","8,341,000","10,706,000","11,599,000","15,501,000","22,123,000","25,563,000","8,669,000","14,633,000","23,183,000","25,411,000","10,944,000","17,882,000","25,908,000","20,225,000","24,860,000","28,153,000","30,949,000","31,623,000","33,687,000","36,393,000","37,341,000","35,877,000","38,714,000","37,134,000","32,512,000","30,260,000","30,531,000","31,000,000","5,100,000","8,100,000","12,900,000","46,400,000","32,100,000","100,000","100,000",,"200,000","200,000","1,400,000","100,000","100,000","1,300,000","200,000","1,100,000","1,700,000","1,200,000","2,600,000","1,400,000","600,000","400,000","1,400,000","1,900,000","3,700,000","1,200,000","1,100,000"
			CashAndCashEquivalents,"51,408,000","55,010,000","64,587,000","50,473,000","56,552,000","61,412,000","64,122,000","125,627,000","63,383,000","33,766,000","36,685,000","39,747,000","40,344,000","41,489,000","34,558,000","24,960,000","26,584,000","39,977,000","54,242,000","52,507,000","58,882,000","56,642,000","54,131,000","46,935,000","44,827,000","37,588,000","38,497,000","35,075,000","32,413,000","33,375,000","29,823,000","30,870,000","32,763,000","37,643,000","17,679,000","11,732,000","8,632,000","13,009,000","7,790,000","3,999,000","21,146,000","21,705,000","21,050,000","19,801,000","37,582,000","35,497,000","31,002,000","36,141,000","32,399,000","30,121,000","27,046,000","21,135,000","18,182,000","17,201,000","14,978,000","11,719,000","12,325,000","14,460,000","8,232,000","5,519,000","5,566,000","4,133,000","4,606,000","4,302,000","4,743,000","6,631,000","8,600,000","4,189,000","22,404,000","4,713,000","11,427,000","19,966,000","22,149,000","5,672,000","8,179,000","16,147,000","6,898,000","10,277,000","12,227,000","12,290,000","6,566,000","7,204,000","10,971,000","16,789,000","15,668,000","17,480,000","13,489,000","8,048,000","5,915,000","6,128,000","5,400,000","5,100,000","8,100,000","12,900,000","46,400,000","32,100,000","100,000","100,000",,"200,000","200,000","1,400,000","100,000","100,000","1,300,000","200,000","1,100,000","1,700,000","1,200,000","2,600,000","1,400,000","600,000","400,000","1,400,000","1,900,000","3,700,000","1,200,000","1,100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","559,000","563,000","560,000","2,987,000","5,936,000","5,926,000","3,964,000","3,965,000","3,551,000","4,039,000","5,963,000","4,968,000","6,901,000","17,934,000","3,159,000","3,956,000","3,206,000","3,217,000","3,262,000","5,272,000","9,703,000","9,761,000","13,327,000","14,583,000","15,926,000","18,659,000","25,057,000","26,483,000","25,422,000","20,552,000","20,209,000","21,234,000","23,645,000","24,464,000","24,345,000","24,403,000","25,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"59,575,000","58,105,000","55,176,000","53,284,000","50,736,000","48,752,000","49,431,000","48,260,000","51,674,000","55,861,000","54,872,000","61,738,000","54,313,000","51,432,000","52,856,000","57,440,000","55,158,000","51,441,000","33,659,000","33,317,000","28,217,000","30,096,000","30,054,000","31,731,000","29,428,000","26,672,000","24,443,000","23,189,000","21,646,000","22,863,000","21,595,000","19,571,000","21,000,000","18,307,000","20,663,000","18,799,000","19,878,000","16,520,000","18,775,000","24,729,000","18,208,000","15,767,000","15,308,000","15,904,000","16,262,000","14,313,000","15,217,000","15,110,000","15,386,000","14,636,000","15,293,000","15,548,000","15,166,000","13,999,000","14,834,000","15,075,000","14,963,000","13,684,000","14,370,000","14,685,000","15,315,000","13,956,000","15,841,000","13,546,000","12,648,000","12,087,000","23,475,000","28,619,000","17,329,000","12,250,000","10,443,000","9,856,000","11,359,000","8,242,000","10,696,000","8,876,000","16,859,000","18,754,000","10,946,000","17,527,000","19,905,000","17,294,000","16,114,000","14,513,000","15,469,000","14,572,000","12,470,000","12,579,000","13,123,000","12,333,000","13,900,000","15,400,000","13,200,000","11,200,000","11,100,000","10,300,000","9,500,000","9,800,000","9,900,000","8,300,000","9,000,000","8,200,000","7,700,000","7,500,000","6,300,000","5,100,000","5,000,000","4,500,000","4,300,000","3,800,000","4,300,000","4,200,000","3,900,000","3,700,000","4,000,000","3,700,000","3,100,000","3,000,000"
			AccountsReceivable,"54,998,000","53,019,000","49,682,000","49,672,000","48,320,000","45,964,000","46,911,000","45,218,000","48,723,000","52,940,000","50,550,000","54,771,000","54,313,000","47,108,000","48,882,000","50,440,000","55,158,000","47,525,000","33,659,000","33,317,000","28,217,000","27,769,000","30,054,000","31,731,000","29,428,000","23,419,000","24,443,000","23,189,000","21,646,000","21,064,000","21,595,000","19,571,000","21,000,000","17,838,000","20,663,000","18,799,000","19,878,000","15,941,000","17,322,000","17,409,000",,"15,767,000",,,,"13,724,000",,,,"13,709,000",,,,"12,824,000","13,623,000","14,040,000","13,540,000","12,311,000","12,931,000","13,295,000","13,908,000","12,553,000","11,754,000","11,881,000","10,818,000","10,153,000","9,069,000","10,550,000","9,238,000","8,293,000","8,938,000","7,625,000","7,797,000","6,377,000","7,336,000","8,260,000","7,769,000","6,930,000","5,851,000","13,800,000","16,893,000","13,305,000","15,585,000","13,763,000","13,694,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"54,119,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"885,000","1,169,000","529,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
