name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,04/30/1989,04/30/1988,04/30/1987,04/30/1986
TotalAssets,"424,041,000","444,654,000","460,201,000","204,551,000","219,065,000","235,838,000","255,770,000","261,401,000","112,504,000","122,933,000","131,841,000","142,244,000","147,577,000","155,809,000","168,287,000","178,377,000","191,376,000","315,624,000","319,418,000","346,071,000","360,048,000","383,358,000","251,947,000","271,206,000","301,931,000","337,584,000","352,632,000","383,217,000","407,700,000","248,014,000","271,665,000","297,592,000","318,699,000","347,095,000","180,955,000","196,233,000","224,365,000","125,541,000","119,837,000","122,129,000","136,740,000","97,994,000","108,448,000","118,476,000","92,404,000","109,943,000","111,809,000","121,571,000","132,445,000","140,364,000","48,102,000","54,412,000","63,482,837","69,793,235","79,185,535","86,342,637","40,803,760","37,648,415","43,404,629","49,209,200","54,343,763","61,479,542","64,054,284","68,548,612","73,308,236","36,451,917","40,064,284","44,478,284","40,174,444","45,803,500","46,133,800","48,900,100","52,331,400","31,305,100","35,171,800","28,781,900","32,019,900","35,233,200","38,689,900","42,263,500","47,725,400","53,484,700","46,578,000","53,344,000","58,048,300","63,563,000","53,853,800","21,517,600","24,563,600","19,882,700","23,400,000","16,500,000","19,700,000","22,700,000","25,100,000","9,800,000","11,600,000","9,800,000","11,500,000","13,400,000","15,000,000","17,200,000","19,300,000","11,700,000","16,100,000","18,500,000","11,700,000","14,900,000","18,000,000","20,700,000","25,300,000","27,800,000","30,700,000","33,100,000","17,200,000","19,200,000","21,000,000","24,400,000","25,900,000","27,000,000","28,000,000","28,400,000","29,800,000","13,200,000","12,700,000","13,500,000","15,200,000","15,600,000","11,800,000","13,200,000","13,000,000","14,600,000","3,200,000"
	CurrentAssets,"390,699,000","410,839,000","426,555,000","167,606,000","181,499,000","197,843,000","202,925,000","208,992,000","55,918,000","66,698,000","75,103,000","84,365,000","88,851,000","99,079,000","110,969,000","120,280,000","130,972,000","144,756,000","147,317,000","160,052,000","173,463,000","195,569,000","209,714,000","228,782,000","260,955,000","294,936,000","309,256,000","339,541,000","364,129,000","204,985,000","229,825,000","255,597,000","276,819,000","305,189,000","139,946,000","156,430,000","184,453,000","85,114,000","78,810,000","80,398,000","94,236,000","54,684,000","64,382,000","73,289,000","46,228,000","62,947,000","59,200,000","68,251,000","78,283,000","83,976,000","28,010,000","33,509,000","41,838,830","47,076,444","55,560,730","69,025,814","22,676,922","16,412,713","21,380,377","27,329,094","33,924,551","42,403,494","48,162,887","54,992,315","61,249,898","24,604,896","28,592,909","33,088,810","28,894,316","34,539,700","36,614,800","40,201,100","43,443,800","22,309,000","24,781,800","18,035,000","20,921,400","25,860,000","29,144,600","32,478,000","37,762,300","43,343,400","35,912,200","42,411,600","46,769,100","51,806,600","49,566,400","16,946,000","19,699,400","14,489,700","17,600,000","10,100,000","12,800,000","15,600,000","16,300,000","6,700,000","9,100,000","7,400,000","9,000,000","11,000,000","12,600,000","13,300,000","15,100,000","7,400,000","10,100,000","13,600,000","7,700,000","12,000,000","15,100,000","17,700,000","21,300,000","23,800,000","27,200,000","29,500,000","13,600,000","15,700,000","17,700,000","21,300,000","23,000,000","24,200,000","25,300,000","25,800,000","27,100,000","10,600,000","10,000,000","10,800,000","12,400,000","12,700,000","9,200,000","10,700,000","11,600,000","14,000,000","2,800,000"
		CashCashEquivalentsAndShortTermInvestments,"380,468,000","408,250,000","423,089,000","164,037,000","176,083,000","194,422,000","199,594,000","206,915,000","53,722,000","64,383,000","72,918,000","81,342,000","85,068,000","94,022,000","105,618,000","114,009,000","123,248,000","139,427,000","140,530,000","153,984,000","167,023,000","189,776,000","203,248,000","220,128,000","254,017,000","289,889,000","304,610,000","333,992,000","359,773,000","201,043,000","224,078,000","252,369,000","274,226,000","302,983,000","136,588,000","154,983,000","182,377,000","83,962,000","77,615,000","78,672,000","92,129,000","53,312,000","62,774,000","71,236,000","44,307,000","61,098,000","57,657,000","65,832,000","75,366,000","82,453,000","25,985,000","31,633,000","39,364,362","44,257,286","42,697,228","52,379,836","11,418,544","15,657,980","20,339,659","25,909,541","32,573,796","40,911,539","46,681,330","53,468,716","59,755,919","23,419,434","22,198,775","27,028,598","27,309,120","31,741,500","35,228,300","39,370,700","41,161,500","20,251,000","23,498,400","16,984,100","19,750,400","25,070,700","26,314,000","31,668,000","37,054,200","42,665,900","34,736,900","40,706,000","45,105,700","50,177,000","48,505,000","16,058,500","18,761,600","13,619,000","15,800,000","8,400,000","11,000,000","8,900,000","7,200,000","5,200,000","8,200,000","6,400,000","8,500,000","10,700,000","12,200,000","12,600,000","14,400,000","6,700,000","9,400,000","12,300,000","6,200,000","10,500,000","12,900,000","7,600,000","18,700,000","20,800,000","24,400,000","28,300,000","12,100,000","13,600,000","15,600,000","19,000,000","20,700,000","22,100,000","23,100,000","24,000,000","25,500,000","8,700,000","8,100,000","9,300,000","11,000,000","11,300,000","7,200,000","9,600,000","10,800,000","13,500,000","2,400,000"
			CashAndCashEquivalents,"25,293,000","39,143,000","72,184,000","43,446,000","69,313,000","43,836,000","18,151,000","68,027,000","22,724,000","11,232,000","16,586,000","19,744,000","31,533,000","24,310,000","32,823,000","43,894,000","39,824,000","40,288,000","54,735,000","66,162,000","42,497,000","42,461,000","31,743,000","32,482,000","63,025,000","72,108,000","66,791,000","81,584,000","122,170,000","28,020,000","32,525,000","40,797,000","56,902,000","169,402,000","14,626,000","25,900,000","75,627,000","24,897,000","23,187,000","18,563,000","22,755,000","11,899,000","13,097,000","10,830,000","10,140,000","21,287,000","9,828,000","15,158,000","42,666,000","57,002,000","25,985,000","31,633,000","39,364,362","44,257,286","42,697,228","52,379,836","11,418,544","15,657,980","20,339,659","25,909,541","32,573,796","40,911,539","46,681,330","53,468,716","59,755,919","23,419,434","22,198,775","27,028,598","27,309,120","31,741,500","35,228,300","39,370,700","41,161,500","20,251,000","23,498,400","16,984,100","19,750,400","25,070,700","26,314,000","31,668,000","37,054,200","42,665,900","34,736,900","40,706,000","45,105,700","50,177,000","48,505,000","16,058,500","18,761,600","13,619,000","15,800,000","8,400,000","11,000,000","8,900,000","7,200,000","5,200,000","8,200,000","6,400,000","8,500,000","10,700,000","12,200,000","12,600,000","14,400,000","6,700,000","9,400,000","12,300,000","6,200,000","10,500,000","12,900,000","7,600,000","18,700,000","20,800,000","24,400,000","28,300,000","12,100,000","13,600,000","15,600,000","19,000,000","20,700,000","22,100,000","23,100,000","24,000,000","25,500,000","8,700,000","8,100,000","9,300,000","11,000,000","11,300,000","7,200,000","9,600,000","10,800,000","13,500,000","2,400,000"
			OtherShortTermInvestments,"355,175,000","369,107,000","350,905,000","120,591,000","106,770,000","150,586,000","181,443,000","138,888,000","30,998,000","53,151,000","56,332,000","61,598,000","53,535,000","69,712,000","72,795,000","70,115,000","83,424,000","99,139,000","85,795,000","87,822,000","124,526,000","147,315,000","171,505,000","187,646,000","190,992,000","217,781,000","237,819,000","252,408,000","237,603,000","173,023,000","191,553,000","211,572,000","217,324,000","133,581,000","121,962,000","129,083,000","106,750,000","59,065,000","54,428,000","60,109,000","69,374,000","41,413,000","49,677,000","60,406,000","34,167,000","39,811,000","47,829,000","50,674,000","32,700,000","25,451,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"243,000","172,000","197,000","496,000","1,828,000","1,802,000","838,000","329,000","1,108,000","1,015,000","727,000","1,170,000","2,307,000","3,162,000","3,175,000","3,423,000","4,020,000","1,880,000","3,013,000","1,359,000","1,384,000","1,784,000","1,579,000","1,116,000","847,000","970,000","527,000","434,000","679,000","427,000","2,905,000","525,000","305,000","489,000","890,000","12,000","104,000","44,000","32,000","61,000","140,000","170,000","204,000","163,000","243,000","324,000","456,000","738,000","859,000","544,000","1,091,000","1,013,000","1,077,107","1,826,685","11,481,828","1,538,044","176,072","331,672","525,600","102,437","238,606","320,941","554,358","735,671","716,219","418,380","5,643,420","5,477,071","916,451","2,230,300","615,800","540,100","1,652,600","1,472,800","568,500","585,800","634,500","230,900","2,124,300","224,100","227,500","267,200","233,400","563,400","498,700","153,500","431,700","431,700","431,700","431,700","400,000","400,000",,,,,,,,,,"400,000",,,"100,000","300,000","400,000","400,000","1,200,000","600,000","500,000","1,000,000","800,000","500,000","500,000","1,000,000","700,000","1,100,000","1,100,000","1,100,000","1,500,000","1,100,000","1,000,000","1,100,000","1,300,000","900,000","800,000","700,000","1,500,000","600,000","400,000","300,000",
			AccountsReceivable,"243,000","172,000","197,000","496,000","1,828,000","1,802,000","838,000","329,000","1,108,000","1,015,000","727,000","1,170,000","2,307,000","3,162,000","3,175,000","3,423,000","4,020,000","1,880,000","3,013,000","1,359,000","1,384,000","1,784,000","1,579,000","1,116,000","847,000","970,000","527,000","434,000","679,000","427,000","2,905,000","525,000","305,000","489,000","890,000","12,000","104,000","44,000",,"61,000",,,"204,000",,"243,000",,"456,000","738,000","859,000","544,000","1,091,000","1,013,000","1,077,107","1,690,029","11,481,828","1,538,044","38,975","5,957","54,483","102,437","238,606","183,830","554,358","735,671","716,219","418,380","5,643,420","5,477,071","916,451","2,230,300","615,800","540,100","1,652,600","1,472,800","568,500","585,800","634,500","230,900","2,124,300","224,100","227,500","267,200","161,500","383,500","175,000",,,,,"431,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,"0",,,,"0","0","0","0",,,,"0",,,,,"0","0",,"0",,,"0",,,"0",,"0",,"0","0","0","0","0","0","0","136,656","0","0","137,097","325,715","471,117","0",,"137,111","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","71,900","179,900","323,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,100","59,400","71,500","78,900","84,900","51,100","59,200",,,,,,,,,,,,,,,,,,,"300,000","400,000","500,000","500,000","400,000","400,000","500,000","500,000","500,000","400,000","600,000","500,000","600,000","500,000","500,000","600,000","500,000","400,000","400,000","300,000","400,000","400,000","200,000","400,000","400,000","200,000","100,000",,
		PrepaidAssets,"9,988,000","2,417,000","3,269,000","3,073,000","3,588,000","1,619,000","2,493,000","1,748,000","1,088,000","1,300,000","1,458,000","1,853,000","1,476,000","1,895,000","2,176,000","2,848,000","3,704,000","3,449,000","3,774,000","4,709,000","5,056,000","4,009,000","4,887,000","7,538,000","6,091,000","4,077,000","4,119,000","5,115,000","3,677,000","3,515,000","2,842,000","2,703,000","2,288,000","1,717,000","2,468,000","1,435,000","1,972,000","1,108,000","1,163,000","1,665,000","1,967,000","1,202,000","1,404,000","1,890,000","1,678,000","1,525,000","1,087,000","1,681,000","2,058,000","979,000","934,000","863,000","1,397,361","992,473","1,381,674","15,107,934","11,082,306","423,061","515,118","1,317,116","1,112,149","1,171,014","927,199","787,928","777,760","767,082","750,714","583,141","668,745","567,900","770,700","290,300","629,700","585,200","714,900","465,100","536,500","558,400","706,300","538,800","421,200","338,800","863,000","1,057,300","1,113,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
