name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"878,199,000","236,566,000","220,987,000","209,517,000","211,129,000","184,822,000","192,524,000","184,370,000","218,638,000","228,302,000","232,427,000","243,217,000","248,248,000","248,466,000","275,706,000","267,294,000","263,759,000","258,711,000","245,836,000","247,121,000","247,347,000","221,026,000","204,772,000","207,702,000","208,533,000","207,333,000","216,989,000","223,772,000","221,245,000","234,171,000","239,219,000","240,429,000","236,965,000","235,213,000","231,096,000","243,194,000","243,530,000","241,526,000","221,914,000","221,748,000","218,763,000","219,763,000","203,784,000","203,924,000","201,395,000","191,718,000","180,969,000","198,332,000","185,197,000","175,037,000","168,577,000","175,962,000","158,603,000","153,935,000","194,114,000","236,418,000","234,008,000","228,480,000","87,463,000","275,726,000","279,742,000","281,594,000","269,814,000","296,256,000","282,739,000","267,976,000","236,668,000","240,716,000","244,662,000","235,317,000","227,592,000","230,747,000","216,405,000","195,919,000","186,230,000","195,504,000","181,574,000","178,580,000","176,887,000","190,306,000","196,503,000","174,219,000","179,910,000","198,412,000","197,444,000","191,802,000","197,896,000","215,627,000","223,503,000","232,228,000","230,100,000","215,900,000","194,800,000","179,500,000","186,600,000","186,600,000","169,900,000","156,700,000","147,600,000","155,100,000","145,000,000","133,300,000","126,500,000","129,400,000","126,300,000","141,400,000","142,800,000","146,000,000","149,700,000","151,100,000","126,100,000","132,200,000","122,900,000","121,000,000","91,200,000","122,400,000","116,200,000","119,400,000","117,100,000","126,200,000","117,400,000","118,300,000","115,900,000","121,800,000","122,300,000","114,000,000","119,300,000","131,800,000","148,800,000","147,700,000","151,500,000","163,100,000","164,700,000","158,600,000","156,300,000","156,100,000","156,100,000","156,100,000"
	OperatingRevenue,"878,199,000","236,566,000","220,987,000","209,517,000","211,129,000","184,822,000","192,524,000","184,370,000","218,638,000","228,302,000","232,427,000","243,217,000","248,248,000","248,466,000","275,706,000","267,294,000","263,759,000","258,711,000","245,836,000","247,121,000","247,347,000","221,026,000","204,772,000","207,702,000","208,533,000","207,333,000","216,989,000","223,772,000","221,245,000","234,171,000","239,219,000","240,429,000","236,965,000","235,213,000","231,096,000","243,194,000","243,530,000","241,526,000","221,914,000","221,748,000","218,763,000","219,763,000","203,784,000","203,924,000","201,395,000","191,718,000","180,969,000","198,332,000","185,197,000","174,981,000","168,577,000","175,962,000","158,603,000","153,935,000","192,702,000","228,709,000","234,008,000","228,480,000","85,681,000","275,726,000","279,582,000","281,594,000","269,814,000","296,256,000","282,491,000","267,964,000","239,772,000","240,716,000","243,724,000","232,757,000","226,678,000","222,515,000","216,053,000","195,919,000","181,907,000","193,125,000","181,574,000","177,857,000","176,887,000","190,306,000","196,503,000","174,219,000","179,910,000","198,412,000","197,444,000","191,802,000","197,896,000","215,627,000","223,503,000","232,228,000","230,100,000","215,900,000","194,800,000","179,500,000","186,600,000","186,600,000","169,900,000","156,700,000","147,600,000","155,100,000","145,000,000","133,300,000","126,500,000","129,400,000","126,300,000","141,400,000","142,800,000","146,000,000","149,700,000","151,100,000","126,100,000","132,200,000","122,900,000","121,000,000","91,200,000","122,400,000","116,200,000","119,400,000","117,100,000","126,200,000","117,400,000","118,300,000","115,900,000","121,800,000","122,300,000","114,000,000","119,300,000","131,800,000","148,800,000","147,700,000","151,500,000","163,100,000","164,700,000","158,600,000","156,300,000","156,100,000","156,100,000","156,100,000"
CostOfRevenue,"721,755,000","191,341,000","186,658,000","178,020,000","165,736,000","147,508,000","150,219,000","142,461,000","169,284,000","183,891,000","191,882,000","200,551,000","201,468,000","209,674,000","227,881,000","226,816,000","219,107,000","211,979,000","208,857,000","205,014,000","205,284,000","190,154,000","176,970,000","173,775,000","176,896,000","170,054,000","176,740,000","190,304,000","191,497,000","196,756,000","205,110,000","205,847,000","198,485,000","197,464,000","196,679,000","205,941,000","205,990,000","204,690,000","193,631,000","179,944,000","182,538,000","181,393,000","151,958,000","169,407,000","171,867,000","161,857,000","150,036,000","163,716,000","155,073,000","141,372,000","134,575,000","140,471,000","129,485,000","128,487,000","137,447,000","200,888,000","196,249,000","194,239,000","30,173,000","240,791,000","246,010,000","244,535,000","232,769,000","260,113,000","246,941,000","226,638,000","212,340,000","208,198,000","204,077,000","198,352,000","174,752,000","190,846,000","177,483,000","168,571,000","135,858,000","162,327,000","149,836,000","149,501,000","138,962,000","152,328,000","153,968,000","137,400,000","142,469,000","160,473,000","160,982,000","149,006,000","156,420,000","169,625,000","170,481,000","178,332,000","174,500,000","163,900,000","147,200,000","134,500,000","141,000,000","142,700,000","129,000,000","118,200,000","109,500,000","117,700,000","109,800,000","102,400,000","94,800,000","98,600,000","95,800,000","107,600,000","110,600,000","115,800,000","118,200,000","122,100,000","98,500,000","104,200,000","96,300,000","95,700,000","58,400,000","101,200,000","95,300,000","98,600,000","70,400,000","104,300,000","96,100,000","97,200,000","65,100,000","99,300,000","102,600,000","100,400,000","101,100,000","106,200,000","120,700,000","120,700,000",,,,,,,,
GrossProfit,"156,444,000","45,225,000","34,329,000","31,497,000","45,393,000","37,314,000","42,305,000","41,909,000","49,354,000","44,411,000","40,545,000","42,666,000","46,780,000","38,792,000","47,825,000","40,478,000","44,652,000","46,732,000","36,979,000","42,107,000","42,063,000","30,872,000","27,802,000","33,927,000","31,637,000","37,279,000","40,249,000","33,468,000","29,748,000","37,415,000","34,109,000","34,582,000","38,480,000","37,749,000","34,417,000","37,253,000","37,540,000","36,836,000","28,283,000","41,804,000","36,225,000","38,370,000","51,826,000","34,517,000","29,528,000","29,861,000","30,933,000","34,616,000","30,124,000","33,665,000","34,002,000","35,491,000","29,118,000","25,448,000","56,667,000","35,530,000","37,759,000","34,241,000","57,290,000","34,935,000","33,732,000","37,059,000","37,045,000","36,143,000","35,798,000","41,338,000","24,328,000","32,518,000","40,585,000","36,965,000","52,840,000","39,901,000","38,922,000","27,348,000","50,372,000","33,177,000","31,738,000","29,079,000","37,925,000","37,978,000","42,535,000","36,819,000","37,441,000","37,939,000","36,462,000","42,796,000","41,476,000","46,002,000","53,022,000","53,896,000","55,600,000","52,000,000","47,600,000","45,000,000","45,600,000","43,900,000","40,900,000","38,500,000","38,100,000","37,400,000","35,200,000","30,900,000","31,700,000","30,800,000","30,500,000","33,800,000","32,200,000","30,200,000","31,500,000","29,000,000","27,600,000","28,000,000","26,600,000","25,300,000","32,800,000","21,200,000","20,900,000","20,800,000","46,700,000","21,900,000","21,300,000","21,100,000","50,800,000","22,500,000","19,700,000","13,600,000","18,200,000","25,600,000","28,100,000","27,000,000",,,,,,,,
OperatingExpense,"91,267,000","26,946,000","24,191,000","22,644,000","17,488,000","24,368,000","29,699,000","26,396,000","34,397,000","32,349,000","40,920,000","33,887,000","32,621,000","29,803,000","29,928,000","29,501,000","29,195,000","29,747,000","27,970,000","27,327,000","28,396,000","26,293,000","24,404,000","22,921,000","25,734,000","25,795,000","23,438,000","19,473,000","27,205,000","22,041,000","22,095,000","21,329,000","20,951,000","22,693,000","22,229,000","22,731,000","22,213,000","23,435,000","23,363,000","20,971,000","23,846,000","24,505,000","42,232,000","21,354,000","18,563,000","19,848,000","19,848,000","21,985,000","21,237,000","23,576,000","19,196,000","18,651,000","17,296,000","17,314,000","37,779,000","16,659,000","22,967,000","24,102,000","37,976,000","20,210,000","18,867,000","19,759,000","19,801,000","20,188,000","18,470,000","24,612,000","17,325,000","17,647,000","25,464,000","25,913,000","42,524,000","18,798,000","24,158,000","18,011,000","37,210,000","18,016,000","21,988,000","18,258,000","21,393,000","18,343,000","19,540,000","22,975,000","26,085,000","22,779,000","20,634,000","28,259,000","29,904,000","30,967,000","28,413,000","28,230,000","28,900,000","26,800,000","24,500,000","21,300,000","21,300,000","18,900,000","19,200,000","17,000,000","18,300,000","17,300,000","16,600,000","16,500,000","17,300,000","16,900,000","17,200,000","19,700,000","20,700,000","19,100,000","20,700,000","20,300,000","21,000,000","20,300,000","20,600,000","19,700,000","37,200,000","15,100,000","15,400,000","15,200,000","38,800,000","13,700,000","13,600,000","14,500,000","45,400,000","15,600,000","15,000,000","13,100,000","44,000,000","31,500,000","32,000,000","24,000,000",,,,,,,,
	SellingGeneralAndAdministration,"91,958,000","24,758,000","23,080,000","20,307,000","23,815,000","21,924,000","26,611,000","23,987,000","28,779,000","26,736,000","27,742,000","25,545,000","26,280,000","24,427,000","24,428,000","23,329,000","23,524,000","24,407,000","22,063,000","21,214,000","21,730,000","20,494,000","18,727,000","17,383,000","19,782,000","19,862,000","18,231,000","14,709,000","21,898,000","17,073,000","17,793,000","16,902,000","16,512,000","18,319,000","17,654,000","17,842,000","17,203,000","18,496,000","18,605,000","16,237,000","19,428,000","19,447,000","38,044,000","17,926,000","15,247,000","16,162,000","18,102,000","16,758,000","17,809,000","19,886,000","15,290,000","16,152,000","14,267,000","14,772,000","35,105,000","13,602,000","20,085,000","21,587,000","36,032,000","17,798,000","16,699,000","17,780,000","17,790,000","18,135,000","16,183,000","22,726,000","15,523,000","15,746,000","22,792,000","23,007,000","39,058,000","14,938,000","20,273,000","13,627,000","33,051,000","13,646,000","16,845,000","12,888,000","16,744,000","13,298,000","14,471,000","13,330,000","16,237,000","12,539,000","11,389,000","11,942,000","11,776,000","15,236,000","13,323,000","12,602,000","12,900,000","12,000,000","11,100,000","11,400,000","10,600,000","9,900,000","10,100,000","8,800,000","10,100,000","9,400,000","8,900,000","8,600,000","12,500,000","12,200,000","12,500,000","13,600,000","14,900,000","13,100,000","14,600,000","14,400,000","15,100,000","14,000,000","14,200,000","13,100,000","11,400,000","15,100,000","15,400,000","15,200,000","14,900,000","13,700,000","13,600,000","14,500,000","14,200,000","15,600,000","15,000,000","13,100,000","37,100,000","24,600,000","24,500,000","16,100,000",,,,,,,,
		GeneralAndAdministrativeExpense,"91,958,000","24,758,000","23,080,000","20,307,000","23,815,000","21,924,000","26,611,000","23,987,000","28,779,000","26,736,000","27,742,000","25,545,000","26,280,000","24,427,000","24,428,000","23,329,000","23,524,000","24,407,000","22,063,000","21,214,000","21,730,000","20,494,000","18,727,000","17,383,000","19,782,000","19,862,000","18,231,000","14,709,000","21,898,000","17,073,000","17,793,000","16,902,000","16,512,000","18,319,000","17,654,000","17,842,000","17,203,000","18,496,000","22,420,000",,,,,,,,,"21,860,000",,"15,941,000",,,"17,266,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"14,096,000","3,476,000","3,538,000","3,540,000","3,540,000","3,540,000","4,019,000","3,567,000","3,567,000","3,567,000","2,396,000","2,415,000","2,416,000","2,415,000","2,597,000","2,653,000","2,578,000","2,578,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"77,862,000","21,282,000","19,542,000","16,767,000","20,275,000","18,384,000","22,592,000","20,420,000","25,212,000","23,169,000","25,346,000","23,130,000","23,864,000","22,012,000","21,831,000","20,676,000","20,946,000","21,829,000","22,063,000","21,214,000","21,730,000","20,494,000","18,727,000","17,383,000","19,782,000","19,862,000","18,231,000","14,709,000","21,898,000","17,073,000","17,793,000","16,902,000","16,512,000","18,319,000","17,654,000","17,842,000","17,203,000","18,496,000","22,420,000",,,,,,,,,"21,860,000",,"15,941,000",,,"17,266,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,442,000",,,,,,"23,176,000",,,"5,068,000",,"3,945,000",,,"3,870,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
