name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
MarketCap,"53,134,004,808","74,930,593,158","78,483,099,456","76,093,302,528","66,740,799,152","62,851,788,930","55,821,934,176","42,188,033,940","32,802,436,424","30,334,033,875","50,025,644,136","40,949,194,302","46,269,691,258","44,787,037,583","42,673,307,640","48,141,919,520","35,838,097,920","34,165,109,722","31,099,971,600","28,751,863,623","31,644,444,000","32,810,141,353","27,734,235,514","28,447,528,704","29,268,543,816","30,724,382,500","26,966,698,281","31,921,698,888","37,771,172,208","31,534,843,693","30,858,873,081","30,561,865,924","24,320,798,464","23,320,557,750","20,973,506,840","19,133,762,850","16,085,569,074","18,086,063,878","13,371,350,034","14,651,702,275","13,352,446,646","10,841,168,716","9,617,357,319","8,799,515,424","17,064,105,300","17,463,856,341"
EnterpriseValue,"90,249,004,808","110,205,593,158","111,497,099,456","109,312,302,528","98,512,799,152","94,114,788,930","81,832,934,176","70,023,033,940","68,429,436,424","65,284,033,875","85,151,644,136","76,172,194,302","82,047,691,258","77,106,037,583","75,202,307,640","80,465,919,520","68,043,097,920","66,491,109,722","63,334,971,600","59,707,863,623","62,405,444,000","63,540,141,353","58,498,235,514","59,208,528,704","58,970,543,816","60,471,382,500","56,130,698,281","60,985,698,888","66,628,172,208","60,613,843,693","58,813,873,081","58,891,865,924","52,394,798,464","51,282,557,750","48,866,506,840","46,871,762,850","44,099,569,074","46,311,063,878","41,596,350,034","41,174,702,275","40,783,446,646","37,520,168,716","35,854,357,319","35,036,515,424","41,845,105,300","42,276,856,341"
PeRatio,"8.498","11.844","13.128","16.636","15.451","17.231","16.646","12.867","11.042","8.923","14.796","11.601","12.935","12.231","13.89","17.455","13.884","16.303","12.531","10.698","11.864","12.19","11.712","13.062","14.476","15.641","14.149","15.852","19.059","18.084","18.77","19.977","16.631","15.579","15.292","13.702","11.823","11.642","8.645","5.487","5.405","4.978","13.036","11.929","15.421","14.172"
ForwardPeRatio,"10.582","13.333","13.736","13.643","14.815","14.925","13.908","10.799","14.065","7.675","12.92","10.549","13.369","13.038","12.285","14.124","11.655","11.099","11.82","10.01","11.779","12.063","10.526","10.707","12.019","11.547","11.806","13.333","15.898","13.717","14.535","14.925","13.175","12.195","11.891","10.753","9.017","10.278","7.424","7.937","7.599","6.596","6.325","6.297",,
PegRatio,"1.016","1.249","0.954","0.958","1.293","1.306","1.344","1.068","1.443","0.753","1.319","1.049","1.329","1.39","0.829","0.978","0.837","0.954","1.017","0.863","1.017","1.01","0.881","0.891","1","0.983","1.005","1.119","1.334","1.008","1.152","1.493","1.166","1.434","1.397","1.264","1.045","1.19","0.86","0.921","0.899","0.531","0.492","0.553",,
PsRatio,"0.963","1.402","1.49","1.478","1.348","1.256","1.114","0.858","0.651","0.609","1.032","0.866","0.999","0.992","0.969","1.114","0.848","0.828","0.777","0.72","0.809","0.849","0.727","0.768","0.804","0.839","0.751","0.884","1.069","0.918","0.923","0.914","0.751","0.709","0.653","0.591","0.502","0.565","0.42","0.459","0.448","0.377","0.339","0.311","0.492","0.482"
PbRatio,,,,,"270.206","109.881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnterprisesValueRevenueRatio,"1.511","7.374","7.402","7.156","6.825","6.734","5.725","5.261","6.183","5.076","6.297","6.001","6.511","6.16","6.127","7.027","5.902","5.821","5.478","5.582","5.814","5.981","5.497","5.765","5.715","5.894","5.477","6.188","6.732","6.264","6.104","6.387","5.677","5.806","5.53","5.543","5.219","5.487","4.932","5.107","5.028","4.079","4.3","4.352","5.19","5.249"
EnterprisesValueEBITDARatio,"6.377","37.307","30.037","25.594","30.642","30.817","26.254","33.877","25.93","34.144","31.089","36.727","35.503","30.357","29.89","38.445","30.431","26.354","26.837","34.236","29.831","31.675","23.399","30.441","28.794","30.388","28.904","35.13","35.478","30.768","31.689","32.429","29.353","32.314","28.46","29.258","26.048","30.17","28.846","26.737","26.026","20.593","10.845","34.897","31.112","30.026"
