name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
OperatingCashFlow,"504,000,000","138,000,000","69,000,000","163,000,000","134,300,000","75,000,000","74,000,000","149,700,000","172,700,000","121,700,000","120,700,000","25,200,000","87,900,000","75,300,000","43,300,000","41,200,000","103,300,000","95,200,000","92,300,000","83,700,000","100,200,000","103,300,000","47,700,000","48,300,000","33,900,000","49,900,000","26,600,000","44,900,000","77,100,000","94,300,000","40,200,000","-39,800,000","85,000,000","52,900,000","15,200,000","25,200,000","54,500,000","57,500,000","13,600,000","12,100,000"
	CashFlowFromContinuingOperatingActivities,"504,000,000","138,000,000","69,000,000","163,000,000","134,300,000","75,000,000","74,000,000","149,700,000","172,700,000","121,700,000","120,700,000","25,200,000","87,900,000","75,300,000","43,300,000","41,200,000","103,300,000","95,200,000","92,300,000","83,700,000","100,200,000","103,300,000","47,700,000","48,300,000","33,900,000","49,900,000","26,600,000","44,900,000","77,200,000","94,300,000","40,400,000","-40,200,000","85,000,000","53,700,000","15,800,000","25,700,000","54,700,000","58,700,000","13,600,000","12,100,000"
		NetIncomeFromContinuingOperations,"513,000,000","141,000,000","97,000,000","93,000,000","182,400,000","231,800,000","88,400,000","82,400,000","154,200,000","20,900,000","45,500,000","100,000","71,100,000","31,700,000","49,000,000","-14,400,000","82,700,000","19,000,000","-21,900,000","3,800,000","61,800,000","26,000,000","17,400,000","4,600,000","61,900,000","9,800,000","30,600,000","8,900,000","153,500,000","30,800,000","46,200,000","-20,300,000","27,000,000","8,000,000","-18,900,000","1,800,000","13,000,000","-13,900,000","-27,600,000","-19,500,000"
		OperatingGainsLosses,"26,000,000","0","16,000,000","6,000,000","4,100,000","-179,100,000","-15,200,000","-12,800,000","-28,800,000","23,300,000","-4,700,000","8,800,000","-11,700,000","-4,900,000","1,200,000","2,000,000","-17,000,000","7,200,000","-1,200,000","8,300,000","2,100,000","9,100,000","-2,700,000","-700,000","-5,700,000","-1,600,000","-3,500,000","-100,000","-1,600,000","-2,400,000","-1,200,000","-11,200,000","-11,500,000","2,200,000","-3,800,000","-4,000,000","-3,700,000","6,100,000","4,000,000","200,000"
			GainLossOnSaleOfBusiness,"1,000,000","0","0","-1,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"28,000,000","0","16,000,000","9,000,000","2,700,000","5,300,000","-8,200,000","-3,800,000","-700,000","-3,000,000","5,600,000","-100,000","1,200,000","-4,900,000","1,200,000","2,000,000","-17,000,000","7,200,000","-1,200,000","8,300,000","2,100,000","9,100,000","-2,700,000","-700,000","-5,700,000","-1,600,000","-3,500,000","-100,000","-1,600,000","-2,400,000","-1,200,000","-11,200,000","-11,500,000","2,200,000","-3,800,000","-4,000,000","-3,700,000","6,100,000","4,000,000","200,000"
			GainLossOnInvestmentSecurities,"-3,000,000","0","0","-2,000,000","-600,000","-400,000","-7,000,000","-9,000,000","-28,100,000","26,300,000","-10,300,000","8,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"351,000,000","99,000,000","98,000,000","81,000,000","73,000,000","75,900,000","71,000,000","69,100,000","66,400,000","64,800,000","61,900,000","60,600,000","54,700,000","66,400,000","54,600,000","52,900,000","52,600,000","51,700,000","46,800,000","39,000,000","38,700,000","36,500,000","35,500,000","35,800,000","35,100,000","34,800,000","35,200,000","35,500,000","36,200,000","34,400,000","35,200,000","35,000,000","34,000,000","35,100,000","37,300,000","36,500,000","37,300,000","39,100,000","38,500,000","37,300,000"
			DepreciationAndAmortization,"351,000,000","99,000,000","98,000,000","81,000,000","73,000,000","75,900,000","71,000,000","69,100,000","66,400,000","64,800,000","61,900,000","60,600,000","54,700,000","66,400,000","54,600,000","52,900,000","52,600,000","51,700,000","46,800,000","39,000,000","38,700,000","36,500,000","35,500,000","35,800,000","35,100,000","34,800,000","35,200,000","35,500,000","36,200,000","34,400,000","35,200,000","35,000,000","34,000,000","35,100,000","37,300,000","36,500,000","37,300,000","39,100,000","38,500,000","37,300,000"
		DeferredTax,"59,000,000","12,000,000","9,000,000","-8,000,000","46,200,000","23,100,000","5,300,000","-10,600,000","-3,000,000","2,700,000","3,300,000","-600,000","-14,400,000","-600,000","-1,300,000","1,200,000","-4,900,000","4,700,000","37,400,000","-1,800,000","-2,100,000","-100,000","5,000,000","-4,100,000","-18,700,000","2,900,000","1,700,000","-1,200,000","-93,700,000","-1,300,000","-18,000,000","-7,700,000","-7,000,000","-4,200,000","1,400,000","-5,300,000","12,600,000","-3,500,000","2,900,000","-6,600,000"
