name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"16,026,000,000","2,104,000,000","6,809,000,000","-49,000,000","7,162,000,000","1,266,000,000","6,693,000,000","11,231,000,000","-2,815,000,000","1,561,000,000","3,473,000,000","6,553,000,000","5,076,000,000","-81,000,000","6,030,000,000","3,673,000,000","5,105,000,000","448,000,000","6,888,000,000","2,881,000,000","5,518,000,000","2,041,000,000","4,016,000,000","6,568,000,000","6,125,000,000","-164,000,000","2,509,000,000","3,308,000,000","5,786,000,000","375,000,000","3,164,000,000","1,088,000,000","3,830,000,000","1,976,000,000","3,058,000,000","3,860,000,000","4,893,000,000","819,000,000","781,000,000","3,383,000,000","3,942,000,000","2,499,000,000","1,442,000,000","2,037,000,000","5,064,000,000","-377,000,000","-1,539,000,000","2,624,000,000","3,949,000,000","1,746,000,000","-1,895,000,000","-258,000,000","-5,696,000,000","-9,390,000,000"
	CashFlowFromContinuingOperatingActivities,"16,024,000,000","2,102,000,000","6,809,000,000","-49,000,000","7,162,000,000","1,266,000,000","6,693,000,000","11,231,000,000","-2,815,000,000","1,561,000,000","3,473,000,000","6,553,000,000","5,076,000,000","-81,000,000","6,030,000,000","3,673,000,000","5,105,000,000","448,000,000","6,962,000,000","2,948,000,000","5,387,000,000","2,041,000,000","4,016,000,000","6,568,000,000","6,125,000,000","-164,000,000",,,,,,,,,,,,,"781,000,000","3,383,000,000","3,942,000,000","2,499,000,000","1,442,000,000","2,037,000,000","5,064,000,000","-377,000,000","-1,539,000,000","2,624,000,000","3,949,000,000","1,746,000,000","-1,895,000,000","-258,000,000","-5,696,000,000","-9,390,000,000"
		NetIncomeFromContinuingOperations,"9,738,000,000","2,807,000,000","1,766,000,000","2,386,000,000","2,779,000,000","3,014,000,000","2,797,000,000","4,018,000,000","-780,000,000","286,000,000","-192,000,000","2,311,000,000","2,403,000,000","2,145,000,000","2,069,000,000","2,530,000,000","2,366,000,000","1,110,000,000","-4,903,000,000","114,000,000","2,502,000,000","2,617,000,000","1,775,000,000","2,712,000,000","2,850,000,000","1,931,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OperatingGainsLosses,"-1,838,000,000","-518,000,000","-569,000,000","-758,000,000","7,000,000","-819,000,000","529,000,000","-432,000,000","112,000,000","-247,000,000","294,000,000","-50,000,000","254,000,000","-482,000,000","-778,000,000","-664,000,000","894,000,000","-705,000,000","-726,000,000","-475,000,000","742,000,000","-555,000,000","-457,000,000","-586,000,000","1,341,000,000","-508,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"112,000,000","56,000,000","42,000,000","-34,000,000","48,000,000","-73,000,000","153,000,000","113,000,000","53,000,000","-116,000,000","85,000,000","8,000,000","-258,000,000","80,000,000","-112,000,000","174,000,000","-137,000,000","243,000,000","64,000,000","-117,000,000","-41,000,000","146,000,000","88,000,000","33,000,000","75,000,000","162,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-442,000,000","-274,000,000","-211,000,000","-322,000,000","365,000,000","-349,000,000","387,000,000","-309,000,000","314,000,000","132,000,000","342,000,000","-13,000,000","669,000,000","-413,000,000","-326,000,000","-525,000,000","1,358,000,000","-648,000,000","-502,000,000","-117,000,000","1,042,000,000","-555,000,000","-415,000,000","-493,000,000","1,412,000,000","-519,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-1,508,000,000","-300,000,000","-400,000,000","-402,000,000","-406,000,000","-397,000,000","-11,000,000","-236,000,000","-255,000,000","-263,000,000","-133,000,000","-45,000,000","-157,000,000","-149,000,000","-340,000,000","-313,000,000","-327,000,000","-300,000,000","-288,000,000","-241,000,000","-259,000,000","-146,000,000","-130,000,000","-126,000,000","-146,000,000","-151,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"11,927,000,000","2,891,000,000","2,937,000,000","3,081,000,000","3,018,000,000","3,015,000,000","3,080,000,000","3,162,000,000","3,265,000,000","3,308,000,000","3,286,000,000","3,309,000,000","3,407,000,000","4,116,000,000","3,646,000,000","3,313,000,000","3,129,000,000","3,581,000,000","3,177,000,000","3,147,000,000","3,054,000,000","2,883,000,000","2,851,000,000","2,686,000,000","2,579,000,000","2,292,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"11,927,000,000","2,891,000,000","2,937,000,000","3,081,000,000","3,018,000,000","3,015,000,000","3,080,000,000","3,162,000,000","3,265,000,000","3,308,000,000","3,286,000,000","3,309,000,000","3,407,000,000","4,116,000,000","3,646,000,000","3,313,000,000","3,129,000,000","3,581,000,000","3,177,000,000","3,147,000,000","3,054,000,000","2,883,000,000","2,851,000,000","2,686,000,000","2,579,000,000","2,292,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Depreciation,"11,927,000,000","2,891,000,000","2,937,000,000","3,081,000,000","3,018,000,000","3,015,000,000","3,080,000,000","3,162,000,000","3,265,000,000","3,308,000,000","3,286,000,000","3,309,000,000","3,407,000,000","4,116,000,000","3,646,000,000","3,313,000,000","3,129,000,000","3,581,000,000","3,177,000,000","3,147,000,000","3,054,000,000","2,883,000,000","2,851,000,000","2,686,000,000","2,579,000,000","2,292,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"1,048,000,000","-81,000,000","251,000,000","150,000,000","728,000,000","1,085,000,000","225,000,000","724,000,000","-212,000,000","188,000,000","-367,000,000","155,000,000","332,000,000","-253,000,000","-792,000,000","94,000,000","221,000,000","365,000,000","7,363,000,000","2,214,000,000","389,000,000","914,000,000","-35,000,000","616,000,000","574,000,000","731,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"1,048,000,000","-81,000,000","251,000,000","150,000,000","728,000,000","1,085,000,000","225,000,000","724,000,000","-212,000,000","188,000,000","-367,000,000","155,000,000","332,000,000","-253,000,000","-792,000,000","94,000,000","221,000,000","365,000,000","7,363,000,000","2,214,000,000","389,000,000","914,000,000","-35,000,000","616,000,000","574,000,000","731,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-3,506,000,000","-211,000,000","-2,893,000,000","-199,000,000","-203,000,000","-222,000,000","-2,344,000,000","-283,000,000","-114,000,000","-213,000,000","-1,069,000,000","-219,000,000","-279,000,000","-291,000,000","-1,997,000,000","-818,000,000","-532,000,000","-400,000,000","-995,000,000","-356,000,000","-366,000,000","-387,000,000","-1,263,000,000","-416,000,000","-813,000,000","-1,877,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ChangeInWorkingCapital,"-1,343,000,000","-2,784,000,000","5,317,000,000","-4,709,000,000","833,000,000","-4,807,000,000","2,406,000,000","4,042,000,000","-5,086,000,000","-1,761,000,000","1,521,000,000","1,047,000,000","-1,041,000,000","-5,316,000,000","3,882,000,000","-782,000,000","-973,000,000","-3,503,000,000","3,046,000,000","-1,696,000,000","-934,000,000","-3,431,000,000","1,145,000,000","1,556,000,000","-406,000,000","-2,733,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,"0",,,"0","-74,000,000","-67,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-17,280,000,000","-3,909,000,000","-5,416,000,000","-3,929,000,000","-4,026,000,000","-2,984,000,000","-5,007,000,000","-4,483,000,000","-5,766,000,000","-6,570,000,000","-1,208,000,000","-1,551,000,000","-4,429,000,000","-3,711,000,000","-6,188,000,000","-4,535,000,000","-5,478,000,000","-4,562,000,000","-4,811,000,000","-8,838,000,000","-7,118,000,000","-6,805,000,000","-11,519,000,000","-11,683,000,000","-5,619,000,000","-6,822,000,000","-7,856,000,000","-8,856,000,000","-5,855,000,000","-5,468,000,000","-4,273,000,000","-3,825,000,000","-4,763,000,000","-2,837,000,000","-3,773,000,000","-4,788,000,000","-5,291,000,000","-510,000,000","776,000,000","-3,456,000,000","467,000,000","-1,292,000,000","-6,236,000,000","-1,317,000,000","-5,226,000,000","39,000,000","-2,913,000,000","-2,264,000,000","5,764,000,000","646,000,000","2,502,000,000","-17,951,000,000","-1,214,000,000","-2,315,000,000"
	CashFlowFromContinuingInvestingActivities,"-17,279,000,000","-3,908,000,000","-5,416,000,000","-3,929,000,000","-4,026,000,000","-2,984,000,000","-5,007,000,000","-4,483,000,000","-5,766,000,000","-6,570,000,000","-1,208,000,000","-1,551,000,000","-4,429,000,000","-3,711,000,000","-6,188,000,000","-4,535,000,000","-5,478,000,000","-4,728,000,000","-5,283,000,000","-5,654,000,000","-6,330,000,000","-6,805,000,000","-11,519,000,000","-11,683,000,000","-5,619,000,000","-6,822,000,000","-7,856,000,000","-8,856,000,000","-5,855,000,000","-5,468,000,000","-4,273,000,000","-3,825,000,000","-4,763,000,000","-2,837,000,000","-3,773,000,000","-4,788,000,000","-5,291,000,000","-510,000,000","776,000,000","-3,456,000,000","467,000,000","-1,292,000,000","-6,236,000,000","-1,317,000,000","-5,226,000,000","39,000,000","-2,913,000,000","-2,264,000,000","5,764,000,000","646,000,000","2,502,000,000","-17,951,000,000","-1,214,000,000","-2,315,000,000"
		CapitalExpenditureReported,"-8,292,000,000","-1,661,000,000","-3,199,000,000","-1,859,000,000","-1,573,000,000","-878,000,000","-1,972,000,000","-992,000,000","-1,112,000,000","-1,224,000,000","-2,740,000,000","-1,376,000,000","-1,462,000,000","-2,014,000,000","-2,199,000,000","-2,211,000,000","-2,079,000,000","-2,272,000,000","-2,100,000,000","-2,167,000,000","-2,181,000,000","-2,005,000,000","-2,636,000,000","-2,296,000,000","-2,325,000,000","-2,285,000,000","-2,550,000,000","-1,835,000,000","-1,805,000,000","-1,684,000,000","-2,002,000,000","-1,664,000,000","-1,666,000,000","-1,759,000,000","-1,785,000,000","-1,947,000,000","-1,893,000,000","-1,940,000,000",,,,,,,,"-1,322,000,000","-1,088,000,000","-1,261,000,000","-1,096,000,000","-755,000,000","-981,000,000","-1,264,000,000","-1,568,000,000","-1,566,000,000"
		NetPPEPurchaseAndSale,"1,727,000,000","742,000,000","976,000,000","386,000,000","-377,000,000","-1,194,000,000","-1,303,000,000","-14,000,000","128,000,000","-645,000,000","-597,000,000","-760,000,000","-1,057,000,000","-688,000,000","-915,000,000","-1,138,000,000","-1,702,000,000","-2,117,000,000","-2,353,000,000","-3,000,000,000","-3,482,000,000","-3,678,000,000","-3,817,000,000","-4,137,000,000","-4,483,000,000","-4,630,000,000","-3,688,000,000","-4,338,000,000","-3,969,000,000","-2,067,000,000","-1,469,000,000","-1,236,000,000","-1,041,000,000","-497,000,000","-446,000,000","-549,000,000","-601,000,000","-441,000,000","5,814,000,000","-2,156,000,000","-2,359,000,000","-2,290,000,000","3,799,000,000","-2,148,000,000","-2,491,000,000","3,000,000","-149,000,000",,,"134,000,000","-1,548,000,000",,,"295,000,000"
			PurchaseOfPPE,"-11,479,000,000","-2,990,000,000","2,096,000,000","-4,259,000,000","-6,326,000,000","-6,113,000,000","-4,765,000,000","-4,414,000,000","-2,321,000,000","-3,733,000,000","-3,916,000,000","-4,299,000,000","-4,442,000,000","-3,747,000,000","-3,685,000,000","-3,929,000,000","-4,626,000,000","-4,496,000,000","-4,371,000,000","-4,925,000,000","-5,124,000,000","-4,760,000,000","-4,573,000,000","-4,848,000,000","-5,092,000,000","-5,111,000,000","-4,122,000,000","-4,532,000,000","-4,252,000,000","-2,252,000,000","-1,607,000,000","-1,367,000,000","-1,182,000,000","-620,000,000","-521,000,000","-607,000,000","-648,000,000","-478,000,000","5,791,000,000","-2,172,000,000","-2,371,000,000","-2,298,000,000","3,806,000,000","-2,149,000,000",,,,,,,,,,
			SaleOfPPE,"13,206,000,000","3,732,000,000","-1,120,000,000","4,645,000,000","5,949,000,000","4,919,000,000","3,462,000,000","4,400,000,000","2,449,000,000","3,088,000,000","3,319,000,000","3,539,000,000","3,385,000,000","3,059,000,000","2,770,000,000","2,791,000,000","2,924,000,000","2,379,000,000","2,018,000,000","1,925,000,000","1,642,000,000","1,082,000,000","756,000,000","711,000,000","609,000,000","481,000,000","434,000,000","194,000,000","283,000,000","185,000,000","138,000,000","131,000,000","141,000,000","123,000,000","75,000,000","58,000,000","47,000,000","37,000,000","23,000,000","16,000,000","12,000,000","8,000,000",,"1,000,000","3,000,000","3,000,000","-149,000,000",,,"134,000,000","-1,548,000,000",,,"295,000,000"
		NetBusinessPurchaseAndSale,,,,,,,,,,,,,,,,,,,"-36,000,000","-3,000,000","-2,000,000","0","-5,000,000","-3,000,000","-285,000,000","-516,000,000","0","0","123,000,000","-1,051,000,000","-3,000,000","0","-50,000,000","0","449,000,000","16,000,000","-2,109,000,000","-83,000,000","-10,000,000","-73,000,000","1,000,000","56,000,000","-17,000,000","15,000,000","-34,000,000","4,804,000,000",,,,,,,,
			PurchaseOfBusiness,,,,,,,,,,,,,,,,,,,"-36,000,000","-3,000,000","-2,000,000","0","-5,000,000","-3,000,000","-285,000,000","-516,000,000","0","0","123,000,000","-1,051,000,000","-2,000,000","-1,000,000",,,"-447,000,000","16,000,000","-2,109,000,000","-83,000,000","-10,000,000","-88,000,000",,,"-28,000,000","-17,000,000","-7,000,000","-1,000,000",,,,,,,,
			SaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000","1,000,000","0","0",,,,,"0","15,000,000","-53,000,000","56,000,000","11,000,000","32,000,000","-27,000,000","4,805,000,000",,,,,,,,
		NetInvestmentPurchaseAndSale,"-2,372,000,000","-1,491,000,000","-2,067,000,000","-384,000,000","1,570,000,000","1,266,000,000","909,000,000","-1,210,000,000","-984,000,000","-2,978,000,000","2,733,000,000","426,000,000","-970,000,000","1,000,000","-36,000,000","1,009,000,000","167,000,000","1,148,000,000","102,000,000","679,000,000","1,125,000,000","1,598,000,000","-3,775,000,000","-3,595,000,000","1,983,000,000","1,686,000,000","-172,000,000","-894,000,000","1,227,000,000","697,000,000","292,000,000","270,000,000","-1,155,000,000","194,000,000","-491,000,000","-1,873,000,000","125,000,000","2,375,000,000","2,943,000,000","501,000,000","2,656,000,000","802,000,000","-2,985,000,000","-320,000,000","-4,235,000,000","-3,023,000,000","485,000,000","-1,245,000,000","-4,624,000,000","-62,000,000","53,000,000","-65,000,000","-23,000,000","-878,000,000"
			PurchaseOfInvestment,"-10,047,000,000","-3,451,000,000","-3,178,000,000","-1,694,000,000","-1,724,000,000","-2,366,000,000","-4,014,000,000","-4,534,000,000","-3,565,000,000","-4,091,000,000","-945,000,000","-917,000,000","-1,536,000,000","-677,000,000","-507,000,000","-742,000,000","-657,000,000","-914,000,000","-1,004,000,000","-2,350,000,000","-833,000,000","-1,316,000,000","-6,582,000,000","-6,381,000,000","-604,000,000","-1,877,000,000","-1,467,000,000","-2,032,000,000","-3,708,000,000","-2,156,000,000","-1,525,000,000","-2,489,000,000","-3,947,000,000","-1,193,000,000","-2,507,000,000","-2,653,000,000","-2,471,000,000","-2,337,000,000","2,742,000,000","-3,827,000,000","-3,864,000,000","-5,935,000,000","4,950,000,000","-5,431,000,000","-8,251,000,000","-7,444,000,000","-3,564,000,000","-3,904,000,000","-4,711,000,000","-138,000,000","-118,000,000","-65,000,000","-126,000,000","-960,000,000"
