name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalAssets,"39,249,639,000","40,443,344,000","35,885,676,000","34,867,987,000","32,856,533,000","29,498,442,000","28,426,716,000","27,365,738,000","26,143,267,000","26,770,806,000","26,724,627,000","26,344,414,000","26,324,138,000","25,731,354,000","24,782,126,000","24,529,557,000","24,149,330,000","24,994,876,000","22,242,932,000","22,246,877,000","21,927,254,000","21,869,767,000","21,315,291,000","21,147,139,000","21,031,009,000","21,288,490,000","16,814,105,000","16,697,020,000","16,643,940,000","16,234,800,000","15,938,345,000","15,684,866,000","6,517,853,000","6,533,363,000","6,616,855,000","6,709,102,000","5,299,905,000","5,463,658,000","5,538,502,000","5,321,622,000","5,448,108,000","5,528,237,000","5,493,891,000","5,394,725,000","5,470,517,000","5,529,021,000","5,742,922,000","5,153,682,000","5,203,217,000","5,324,079,000","5,479,598,000","4,476,236,000","4,496,070,000","4,495,502,000","4,363,217,000","4,343,324,000","4,892,716,000","5,179,040,000","5,085,376,000","5,143,775,000","5,332,760,000","5,553,323,000","4,601,474,000","4,557,634,000","3,670,270,000","3,226,411,000","3,129,534,000","2,843,203,000","2,810,835,000","3,046,854,000","2,793,360,000","2,721,810,000","2,475,509,000","2,422,327,000","2,408,430,000","2,162,965,000","2,140,599,000","2,115,877,000","2,161,088,000","1,211,508,000","1,199,817,000","770,217,000","671,828,000","619,670,000","607,246,000","358,287,000","356,091,000","341,678,000"
TotalLiabilitiesNetMinorityInterest,"35,599,044,000","36,443,714,000","31,967,242,000","31,021,306,000","29,202,396,000","25,903,491,000","24,940,485,000","23,912,840,000","22,752,878,000","21,816,109,000","21,804,519,000","21,492,404,000","21,533,156,000","20,905,766,000","20,040,441,000","19,751,598,000","19,281,840,000","20,017,278,000","17,632,264,000","17,686,972,000","17,419,148,000","17,390,712,000","16,772,696,000","16,633,835,000","16,574,417,000","16,890,799,000","13,232,401,000","13,145,530,000","13,110,579,000","12,728,375,000","12,460,099,000","12,246,934,000","5,684,151,000","5,724,270,000","5,800,566,000","5,907,403,000","4,710,109,000","4,874,537,000","4,954,416,000","4,755,974,000","4,898,463,000","4,982,034,000","4,954,423,000","4,882,761,000","4,979,157,000","5,050,224,000","5,249,160,000","4,667,097,000","4,728,373,000","4,817,306,000","4,962,049,000","4,012,139,000","4,027,064,000","4,119,776,000","3,986,930,000","3,968,580,000","4,034,403,000","4,040,688,000","3,902,604,000","3,918,669,000","4,150,503,000","4,384,995,000","3,706,997,000","3,682,304,000","3,036,025,000","2,725,633,000","2,677,439,000","2,449,967,000","2,427,868,000","2,672,978,000","2,432,322,000","2,372,610,000","2,130,324,000","2,084,764,000","2,077,226,000","1,834,931,000","1,818,645,000","1,799,585,000","1,848,729,000","1,064,759,000","1,095,491,000","714,920,000","630,854,000","580,939,000","570,074,000","330,515,000","329,647,000","316,387,000"
TotalEquityGrossMinorityInterest,"3,650,595,000","3,999,630,000","3,918,434,000","3,846,681,000","3,654,137,000","3,594,951,000","3,486,231,000","3,452,898,000","3,390,389,000","4,954,697,000","4,920,108,000","4,852,010,000","4,790,982,000","4,825,588,000","4,741,685,000","4,777,959,000","4,867,490,000","4,977,598,000","4,610,668,000","4,559,905,000","4,508,106,000","4,479,055,000","4,542,595,000","4,513,304,000","4,456,592,000","4,397,691,000","3,581,704,000","3,551,490,000","3,533,361,000","3,506,425,000","3,478,246,000","3,437,932,000","833,702,000","809,093,000","816,289,000","801,699,000","589,796,000","589,121,000","584,086,000","565,648,000","549,645,000","546,203,000","539,468,000","511,964,000","491,360,000","478,797,000","493,762,000","486,585,000","474,844,000","506,773,000","517,549,000","464,097,000","469,006,000","375,726,000","376,287,000","374,744,000","858,313,000","1,138,352,000","1,182,772,000","1,225,106,000","1,182,257,000","1,168,328,000","894,477,000","875,330,000","634,245,000","500,778,000","452,095,000","393,236,000","382,967,000","373,876,000","361,038,000","349,200,000","345,185,000","337,563,000","331,204,000","328,034,000","321,954,000","316,292,000","312,359,000","146,749,000","104,326,000","55,297,000","40,974,000","38,731,000","37,172,000","27,772,000","26,444,000","25,291,000"
	StockholdersEquity,"3,650,595,000","3,999,630,000","3,918,434,000","3,846,681,000","3,654,137,000","3,594,951,000","3,486,231,000","3,452,898,000","3,390,389,000","4,954,697,000","4,920,108,000","4,852,010,000","4,790,982,000","4,825,588,000","4,741,685,000","4,777,959,000","4,867,490,000","4,977,598,000","4,610,668,000","4,559,905,000","4,508,106,000","4,479,055,000","4,542,595,000","4,513,304,000","4,456,592,000","4,397,691,000","3,581,704,000","3,551,490,000","3,533,361,000","3,506,425,000","3,478,246,000","3,437,932,000","833,702,000","809,093,000","816,289,000","801,699,000","589,796,000","589,121,000","584,086,000","565,648,000","549,645,000","546,203,000","539,468,000","511,964,000","491,360,000","478,797,000","493,762,000","486,585,000","474,844,000","506,773,000","517,549,000","464,097,000","469,006,000","375,726,000","376,287,000","374,744,000","858,313,000","1,138,352,000","1,182,772,000","1,225,106,000","1,182,257,000","1,168,328,000","894,477,000","875,330,000","634,245,000","500,778,000","452,095,000","393,236,000","382,967,000","373,876,000","361,038,000","349,200,000","345,185,000","337,563,000","331,204,000","328,034,000","321,954,000","316,292,000","312,359,000","108,749,000","104,326,000","55,297,000","40,974,000","38,731,000","37,172,000","27,772,000","26,444,000","25,291,000"
		CapitalStock,"1,222,000","1,221,000","1,221,000","1,221,000","1,215,000","1,207,000","1,208,000","1,207,000","1,201,000","1,219,000","1,219,000","1,219,000","1,222,000","1,251,000","1,251,000","1,264,000","1,283,000","1,305,000","1,231,000","1,231,000","1,230,000","1,228,000","1,233,000","1,233,000","1,232,000","1,228,000","1,044,000","1,044,000","1,042,000","1,042,000","1,042,000","1,042,000","465,000","465,000","465,000","465,000","375,000","377,000","377,000","377,000","376,000","375,000","375,000","375,000","374,000","369,000","369,000","369,000","369,000","351,000","351,000","323,000","323,000","285,000","282,000","282,000",,,,,,,,,"522,168,000","410,419,000","372,421,000","322,784,000","321,210,000","318,880,000","315,369,000","314,162,000","309,020,000","308,336,000","307,501,000","292,684,000","292,463,000","291,803,000","291,153,000","91,036,000","90,933,000","43,137,000","28,847,000","28,690,000","28,266,000","20,402,000","20,029,000","19,849,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,222,000","1,221,000","1,221,000","1,221,000","1,215,000","1,207,000","1,208,000","1,207,000","1,201,000","1,219,000","1,219,000","1,219,000","1,222,000","1,251,000","1,251,000","1,264,000","1,283,000","1,305,000","1,231,000","1,231,000","1,230,000","1,228,000","1,233,000","1,233,000","1,232,000","1,228,000","1,044,000","1,044,000","1,042,000","1,042,000","1,042,000","1,042,000","465,000","465,000","465,000","465,000","375,000","377,000","377,000","377,000","376,000","375,000","375,000","375,000","374,000","369,000","369,000","369,000","369,000","351,000","351,000","323,000","323,000","285,000","282,000","282,000",,,,,,,,,"522,168,000","410,419,000","372,421,000","322,784,000","321,210,000","318,880,000","315,369,000","314,162,000","309,020,000","308,336,000","307,501,000","292,684,000","292,463,000","291,803,000","291,153,000","91,036,000","90,933,000","43,137,000","28,847,000","28,690,000","28,266,000","20,402,000","20,029,000","19,849,000"
		AdditionalPaidInCapital,"2,991,159,000","3,013,399,000","3,035,052,000","3,056,522,000","3,077,455,000","3,100,633,000","3,125,554,000","3,148,090,000","3,171,312,000","3,306,006,000","3,371,032,000","3,435,679,000","3,535,793,000","3,722,723,000","3,789,893,000","3,920,715,000","4,111,226,000","4,287,487,000","4,000,543,000","4,054,895,000","4,108,478,000","4,162,132,000","4,244,521,000","4,299,259,000","4,353,706,000","4,405,775,000","3,665,173,000","3,712,724,000","3,758,855,000","3,807,167,000","3,855,546,000","3,878,203,000","1,278,152,000","1,286,737,000","1,282,246,000","1,291,002,000","1,055,504,000","1,062,184,000","1,069,875,000","1,074,996,000","1,079,871,000","1,084,691,000","1,090,280,000","1,088,841,000","1,086,810,000","1,085,364,000","1,084,205,000","1,083,079,000","1,081,382,000","1,053,584,000","1,052,827,000","1,003,026,000","1,001,743,000","909,922,000","921,589,000","929,416,000","937,559,000","936,608,000","989,677,000","1,044,941,000","1,014,776,000","1,020,132,000","760,870,000","756,637,000",,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,136,478,000","1,016,350,000","880,305,000","740,309,000","559,797,000","409,391,000","292,561,000","247,058,000","213,854,000","1,652,248,000","1,534,367,000","1,424,341,000","1,296,216,000","1,182,674,000","1,067,633,000","951,346,000","835,611,000","723,471,000","639,434,000","537,968,000","444,321,000","366,073,000","280,426,000","186,531,000","104,363,000","13,907,000","-57,934,000","-127,550,000","-212,633,000","-285,517,000","-356,516,000","-418,787,000","-429,342,000","-454,422,000","-457,531,000","-481,694,000","-486,043,000","-499,537,000","-519,429,000","-535,517,000","-551,074,000","-556,338,000","-570,221,000","-583,525,000","-596,366,000","-607,042,000","-599,354,000","-602,854,000","-605,559,000","-545,026,000","-537,246,000","-539,971,000","-534,231,000","-535,676,000","-545,297,000","-554,848,000","-80,333,000","201,220,000","193,094,000","180,510,000","167,483,000","148,367,000","135,084,000","121,478,000","114,757,000","102,325,000","91,511,000","82,534,000","74,707,000","67,911,000","60,893,000","54,733,000","49,308,000","44,706,000","39,159,000","34,308,000","27,970,000","23,039,000","18,923,000","16,161,000","13,432,000","11,852,000","10,920,000","9,682,000","8,605,000","7,432,000","6,815,000","6,038,000"
		TreasuryStock,"101,789,000","97,308,000","97,003,000","96,887,000","90,711,000","88,803,000","88,566,000","88,495,000","86,894,000","83,434,000","82,397,000","82,295,000","79,507,000","74,985,000","73,238,000","73,026,000","68,694,000","65,836,000","64,153,000","63,918,000","58,641,000","56,360,000","55,658,000","55,463,000","51,188,000","51,047,000","51,038,000","50,983,000","42,647,000","42,647,000","42,647,000","42,647,000","22,398,000","20,340,000","9,218,000","9,070,000","8,985,000","6,803,000","6,752,000","6,702,000","6,629,000","5,328,000","4,290,000","4,165,000","4,111,000","3,863,000","2,868,000","2,550,000","2,469,000","2,032,000",,,"903,000","257,000","150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-376,475,000","65,968,000","98,859,000","145,516,000","106,381,000","172,523,000","155,474,000","145,038,000","90,916,000","78,658,000","95,887,000","73,066,000","37,258,000","-6,075,000","-43,854,000","-22,340,000","-11,936,000","31,171,000","33,613,000","29,729,000","12,718,000","5,982,000","72,073,000","81,744,000","48,479,000","27,828,000","24,459,000","16,255,000","28,744,000","26,380,000","20,821,000","20,121,000","6,825,000","-3,347,000","327,000","996,000","28,945,000","32,900,000","40,015,000","32,494,000","27,101,000","22,803,000","23,324,000","10,438,000","4,653,000","3,969,000","11,410,000","8,541,000","1,121,000","-104,000","2,803,000","1,705,000",,"1,452,000","-137,000","-106,000","1,087,000","524,000","1,000","-345,000","-2,000","-171,000","-1,477,000","-2,786,000","-2,680,000","-11,966,000","-11,837,000","-12,082,000","-12,950,000","-12,915,000","-15,224,000","-19,695,000","-13,143,000","-15,479,000","-15,456,000","1,042,000","1,521,000","1,450,000","2,283,000","1,552,000","-39,000","308,000","1,207,000","359,000","301,000","-62,000","-400,000","-596,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,186,000","-986,000","2,074,000",,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,000,000",,,,,,,,
TotalCapitalization,"4,764,475,000","4,862,913,000","4,780,881,000","4,715,094,000","4,139,701,000","4,060,763,000","3,949,513,000","3,913,670,000","3,849,383,000","5,712,914,000","5,606,284,000","5,558,181,000","5,495,527,000","5,469,548,000","5,429,795,000","5,326,063,000","5,419,997,000","5,440,377,000","5,059,193,000","5,006,102,000","4,991,231,000","4,960,611,000","5,024,718,000","4,993,834,000","4,896,716,000","4,837,605,000","4,019,618,000","3,988,185,000","3,967,965,000","3,943,410,000","3,915,463,000","3,877,406,000","972,240,000","948,864,000","957,032,000","943,753,000","709,242,000","709,962,000","710,332,000","689,444,000","850,999,000","900,474,000","893,815,000","866,387,000","845,858,000","833,369,000","898,410,000","891,286,000","1,011,144,000","1,179,334,000","1,382,816,000","1,178,994,000","1,048,952,000","955,720,000","1,127,030,000","1,106,151,000","1,528,286,000","1,888,840,000","1,596,368,000","1,666,481,000","1,596,360,000","1,816,547,000","1,537,779,000","1,329,332,000","991,199,000","782,732,000","684,749,000","626,990,000","619,421,000","585,530,000","482,692,000","470,854,000","466,839,000","451,061,000","389,204,000","366,034,000","359,954,000","355,515,000","350,359,000","109,403,000","132,980,000","84,399,000","41,645,000","39,404,000","37,845,000","29,461,000","34,444,000",
