name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"289,720,000","295,084,000","278,894,000","272,208,000","273,413,000","281,189,000","271,784,000","271,308,000","165,736,000","181,253,000","183,225,000","185,565,000","189,606,000","200,080,000","130,720,000","133,893,000","27,854,000","25,091,000"
	CurrentAssets,"262,477,000","268,537,000","255,495,000","249,494,000","260,784,000","269,869,000","266,923,000","267,108,000","155,431,000","170,636,000","170,462,000","177,242,000","188,543,000","199,278,000","129,955,000","133,028,000","26,943,000","24,097,000"
		CashCashEquivalentsAndShortTermInvestments,"203,291,000","214,467,000","210,200,000","207,836,000","226,144,000","234,362,000","234,637,000","242,559,000","135,725,000","149,465,000","151,602,000","158,620,000","177,014,000","188,210,000","120,426,000","123,960,000","17,903,000","16,143,000"
			CashAndCashEquivalents,"203,291,000","214,467,000","210,200,000","176,541,000","182,348,000","190,518,000","178,705,000","211,237,000","76,117,000","22,860,000","48,044,000","51,268,000","101,945,000","97,288,000","26,312,000","121,853,000","11,147,000","8,955,000"
			OtherShortTermInvestments,,"0","0","31,295,000","43,796,000","43,844,000","55,932,000","31,322,000","59,608,000","126,605,000","103,558,000","107,352,000","75,069,000","90,922,000","94,114,000","2,107,000","6,756,000","7,188,000"
		Receivables,"34,544,000","34,179,000","26,675,000","24,914,000","21,646,000","25,063,000","21,101,000","10,235,000","11,032,000","13,131,000","10,985,000","9,465,000","7,036,000","6,667,000","5,410,000","4,488,000","3,459,000","3,858,000"
			AccountsReceivable,"34,544,000","34,179,000","26,675,000","24,914,000","21,646,000","25,063,000","21,101,000","10,235,000","11,032,000","13,131,000","10,985,000","9,465,000","7,036,000","6,667,000","5,410,000","4,488,000","3,459,000","3,858,000"
				GrossAccountsReceivable,"34,643,000","34,278,000","26,770,000","24,946,000","21,681,000","25,105,000","21,143,000","10,269,000","11,067,000",,,,,"6,714,000","5,457,000",,"3,506,000","3,905,000"
				AllowanceForDoubtfulAccountsReceivable,"-99,000","-99,000","-95,000","-32,000","-35,000","-42,000","-42,000","-34,000","-35,000",,,,,"-47,000","-47,000",,"-47,000","-47,000"
		Inventory,"22,198,000","17,231,000","15,574,000","13,296,000","11,385,000","8,479,000","8,966,000","9,966,000","7,245,000","5,834,000","4,675,000","3,561,000","3,106,000","2,667,000","3,075,000","3,548,000","3,394,000","3,670,000"
			RawMaterials,"5,342,000","3,119,000","1,865,000","1,521,000","1,419,000","892,000","960,000","1,070,000","961,000","781,000","1,395,000","1,026,000","933,000","802,000","1,054,000","1,118,000","1,098,000","1,323,000"
			FinishedGoods,"16,856,000","14,112,000","13,709,000","11,775,000","9,966,000","7,587,000","8,006,000","8,896,000","6,284,000","5,053,000","3,280,000","2,535,000","2,173,000","1,865,000","2,021,000","2,430,000","2,296,000","2,347,000"
		PrepaidAssets,"2,444,000","2,660,000","3,046,000","3,448,000","1,609,000","1,965,000","2,219,000","4,348,000","1,429,000","2,206,000","3,200,000","5,596,000","1,387,000","1,734,000","1,044,000","1,032,000","2,187,000","426,000"
	TotalNonCurrentAssets,"27,243,000","26,547,000","23,399,000","22,714,000","12,629,000","11,320,000","4,861,000","4,200,000","10,305,000","10,617,000","12,763,000","8,323,000","1,063,000","802,000","765,000","865,000","911,000","994,000"
		NetPPE,"16,993,000","16,405,000","13,211,000","12,531,000","12,425,000","11,116,000","4,480,000","3,731,000","3,785,000","3,960,000","2,757,000","1,826,000","974,000","802,000","765,000","865,000","911,000","994,000"
			GrossPPE,"20,404,000","19,457,000","15,919,000","14,903,000","14,493,000","12,961,000","6,072,000","5,111,000","4,977,000","4,965,000","3,608,000","2,546,000","1,588,000","1,601,000","1,553,000","1,846,000","1,794,000","1,804,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
