name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"1,150,395,000","1,353,082,000","1,068,960,000","235,873,000"
	CurrentAssets,"1,139,069,000","1,342,977,000","1,059,211,000","227,290,000"
		CashCashEquivalentsAndShortTermInvestments,"198,167,000","169,817,000","116,634,000","43,938,000"
			CashAndCashEquivalents,"198,167,000","169,817,000","116,634,000","43,938,000"
		Receivables,"21,796,000","6,165,000","10,038,000","2,309,000"
			AccountsReceivable,"21,796,000","6,165,000","10,038,000","2,309,000"
		Inventory,"871,511,000","1,132,571,000","902,062,000","171,359,000"
			FinishedGoods,"871,511,000","1,132,571,000","902,062,000","171,359,000"
		PrepaidAssets,"10,004,000","9,808,000","10,453,000","2,880,000"
		RestrictedCash,"37,591,000","24,616,000","20,024,000","6,804,000"
	TotalNonCurrentAssets,"11,326,000","10,105,000","9,749,000","8,583,000"
		InvestmentProperties,"5,408,000","5,146,000","9,556,000","8,231,000"
		OtherNonCurrentAssets,"5,918,000","4,959,000","193,000","352,000"
TotalLiabilitiesNetMinorityInterest,"846,968,000","1,095,513,000","825,232,000","379,131,000"
	CurrentLiabilities,"824,105,000","1,067,622,000","785,521,000","190,298,000"
		PayablesAndAccruedExpenses,"36,826,000","40,081,000","22,382,000","13,330,000"
			Payables,"8,637,000","6,399,000","7,636,000","2,149,000"
				AccountsPayable,"8,637,000","6,399,000","6,126,000","2,149,000"
				TotalTaxPayable,,,"1,510,000",
			CurrentAccruedExpenses,"28,189,000","33,682,000","14,746,000","11,181,000"
				InterestPayable,"2,606,000","3,537,000","2,421,000","699,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"12,836,000","12,098,000","7,430,000"
		CurrentDebtAndCapitalLeaseObligation,"787,279,000","1,027,541,000","751,041,000","176,968,000"
			CurrentDebt,"785,551,000","1,026,196,000","751,041,000","176,968,000"
				OtherCurrentBorrowings,"785,551,000","1,026,196,000","751,041,000","176,968,000"
			CurrentCapitalLeaseObligation,"1,728,000","1,345,000",,"0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"22,863,000","27,891,000","39,711,000","188,833,000"
		LongTermDebtAndCapitalLeaseObligation,,,,"4,710,000"
			LongTermDebt,,,,"4,710,000"
		DerivativeProductLiabilities,"18,397,000","24,061,000","39,711,000","0"
		PreferredSecuritiesOutsideStockEquity,,"0","0","184,123,000"
		OtherNonCurrentLiabilities,"4,466,000","3,830,000",,
TotalEquityGrossMinorityInterest,"303,427,000","257,569,000","243,728,000","-143,258,000"
	StockholdersEquity,"303,427,000","257,569,000","243,728,000","-143,258,000"
		CapitalStock,"25,000","24,000","24,000","0"
			CommonStock,"25,000","24,000","24,000","0"
		AdditionalPaidInCapital,"394,470,000","389,601,000","388,566,000","5,908,000"
		RetainedEarnings,"-91,068,000","-132,056,000","-144,862,000","-138,516,000"
		TreasuryStock,,"0","0","10,650,000"
TotalCapitalization,"303,427,000","257,569,000","243,728,000","-138,548,000"
CommonStockEquity,"303,427,000","257,569,000","243,728,000","-143,258,000"
CapitalLeaseObligations,"1,728,000","1,345,000",,"0"
NetTangibleAssets,"303,427,000","257,569,000","243,728,000","-143,258,000"
WorkingCapital,"314,964,000","275,355,000","273,690,000","36,992,000"
InvestedCapital,"1,088,978,000","1,283,765,000","994,769,000","38,420,000"
TangibleBookValue,"303,427,000","257,569,000","243,728,000","-143,258,000"
TotalDebt,"787,279,000","1,027,541,000","751,041,000","181,678,000"
NetDebt,"587,384,000","856,379,000","634,407,000","137,740,000"
ShareIssued,"244,793,000","238,969,636","238,345,171",
OrdinarySharesNumber,"244,793,000","238,969,636","238,345,171",
