name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007
MarketCap,"4,100,865,531","4,978,273,080","4,633,752,400","4,137,447,830","4,778,117,100","5,156,789,520","3,983,327,920","3,088,943,100","2,249,646,750","2,018,378,260","2,426,705,190","2,531,196,810","3,017,417,255","2,697,513,154","2,039,733,360","1,975,138,812","1,855,304,314","1,354,054,526","1,135,986,720","1,149,115,484","1,105,807,150","952,351,600","1,125,669,363","1,019,423,460","1,058,967,030","1,136,641,200","1,162,503,100","1,091,583,780","1,303,868,160","1,191,743,520","1,002,814,490","780,703,200","695,632,560","969,157,120","978,942,510","903,515,580","769,424,748","726,668,436","589,670,850","656,833,400","603,340,742","594,952,999","516,641,422","486,419,280","635,971,530","667,273,140","517,669,050","372,785,600","342,756,960","368,679,960","317,267,540","289,410,840","302,458,650","317,943,866","344,055,211","351,200,867","236,267,500","190,164,780","294,571,872"
EnterpriseValue,"5,260,965,531","5,967,648,080","5,605,742,400","5,129,083,830","5,746,389,100","6,020,789,520","4,906,939,920","4,023,265,100","3,535,098,750","3,288,315,260","3,680,465,190","3,810,314,810","4,247,737,255","2,900,988,154","2,240,072,360","2,213,126,812","2,097,100,314","1,611,554,526","1,382,449,720","1,394,626,484","1,331,104,150","1,166,710,600","1,248,359,363","1,166,757,460","1,151,863,030","1,192,739,200","1,187,756,100","1,085,717,780","1,239,630,160","1,203,665,520","961,142,490","753,859,200","891,130,560","1,157,197,120","1,141,562,510","1,086,908,580","929,446,748","888,242,436","751,244,850","820,460,400","773,576,742","753,238,999","665,392,422","635,170,280","738,010,530","758,121,140","588,087,050","443,871,600","424,891,960","436,182,960","387,878,540","327,799,840","328,788,650","345,159,866","363,280,211","355,617,867","246,388,500","199,025,780","306,409,872"
PeRatio,"21.426","26.319","24.767","22.489","27.169","30.667","26.809","24.281","21.136","22.933","23.148","25.5","32.341","30.112","27.126","28.727","31.148","34.156","24.396","26.267","26.229","19.583","25.826","22.367","22.591","21.358","21.45","21.422","32.522","30.038","26.741","19.886","13.875","37.621","69.172","53.39","45.74","18.054","14.676","14.039","12.792","12.29","10.746","10.136","13.751","15.425","12.953","10.084","9.833","10.727","9.916","9.23","9.615","11.043","12.586","13.457","9.504","7.476","12.308"
ForwardPeRatio,"18.116","22.075","21.413","18.975","24.39","26.81","20.833","17.065","16.978","14.771","20.08","18.797","25.381","23.419","18.051","18.215","19.38","14.225","13.87","14.124","14.706","12.837","13.717","12.27","14.205","14.327","15.385","15.083","19.38","17.794","17.699","13.889","9.372","13.514","14.728","12.987","11.087","10.267","9.588","10.482","9.97","10.309","11.737","11.287","12.407","13.141","12.531","9.285",,,,,,,"10.616",,,"5.875",
PegRatio,"1.208","1.473","1.428","1.266","1.628","1.787","1.389","1.137","1.132","0.985","1.338","1.252","1.694","1.562","1.203","1.215","1.291","0.948","0.925","0.941","0.981","0.856","0.914","0.818","0.946","0.955","1.025","1.006","1.292","1.186","1.179","0.926","0.625","0.901","0.982","0.866","0.739","0.684","0.639","0.699","0.665","0.688","0.838","0.806","0.776","0.876","0.836","0.619",,,,,,,"0.707",,,"0.392",
PsRatio,"1.551","1.95","1.861","1.697","1.991","2.179","1.738","1.417","1.088","1.034","1.119","1.207","1.491","1.365","1.051","1.041","1","0.751","0.65","0.675","0.663","0.592","0.729","0.698","0.783","0.881","0.919","0.902","1.104","1.053","1.029","0.826","0.757","1.079","1.12","1.063","0.919","0.889","0.722","0.836","0.787","0.773","0.713","0.673","0.919","1.001","0.81","0.607","0.587","0.64","0.593","0.565","0.59","0.661","0.739","0.764","0.503","0.399","0.612"
PbRatio,"3.827","4.872","4.732","4.456","5.454","6.302","5.209","4.314","3.332","3.085","3.536","3.823","4.701","4.587","3.63","3.67","3.637","2.765","2.376","2.485","2.436","2.086","2.586","2.407","2.58","2.66","2.818","2.743","3.406","4.604","4.099","3.321","1.874","2.722","2.875","2.745","2.442","2.224","1.798","2.162","2.107","2.087","1.949","1.827","2.495","2.758","2.268","1.723","1.659","1.869","1.692","1.615","1.764","1.942","2.205","2.363","1.663","1.398","2.272"
EnterprisesValueRevenueRatio,"1.939","8.365","8.087","7.672","8.999","9.599","7.801","6.714","6.046","5.577","11.829","6.345","7.379","5.282","4.165","4.303","4.225","3.275","2.835","2.957","2.969","2.641","2.883","2.726","2.806","3.112","3.183","3.092","3.985","3.927","3.471","2.89","3.564","4.829","4.817","4.741","4.223","4.071","3.559","3.961","3.786","3.726","3.454","3.235","3.961","4.144","3.404","2.696","2.69","2.829","2.646","2.466","2.487","2.649","2.931","3.057","2.137","1.749","2.812"
EnterprisesValueEBITDARatio,"16.152","71.925","67.959","63.719","72.037","77.105","69.571","57.742","50.414","46.177","139.92","70.561","81.914","56.908","47.427","53.129","47.707","35.773","35.871","37.287","40.252","63.56","27.291","37.41","38.577","48.003","36.541","37.286","43.407","37.783","38.622","37.479","41.294","34.68","33.604","37.189","28.962","-306.608","56.582","26.579","25.568","24.807","25.377","21.058","24.816","26.3","22.848","19.377","19.157","20.092","19.255","18.993","18.45","19.671","20.296","25.026","17.865","15.005","24.176"
