name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-30,963,000","-8,324,000","-4,686,000","-3,898,000","-3,685,000"
	CashFlowFromContinuingOperatingActivities,"-30,963,000","-8,324,000","-4,686,000","-3,898,000","-3,685,000"
		NetIncomeFromContinuingOperations,"-103,078,000","-4,227,000","-74,084,000","-7,335,000","-4,931,000"
		OperatingGainsLosses,,"-13,448,000","63,641,000",,"20,000"
			GainLossOnInvestmentSecurities,,"-13,448,000","63,641,000",,"20,000"
		DepreciationAmortizationDepletion,"3,369,000","1,266,000","1,005,000","445,000","405,000"
			DepreciationAndAmortization,"3,369,000","1,266,000","1,005,000","445,000","405,000"
		StockBasedCompensation,"12,989,000","6,672,000","1,819,000","1,431,000","543,000"
		OtherNonCashItems,"4,960,000","-360,000","47,000","375,000","31,000"
		ChangeInWorkingCapital,"385,000","1,773,000","2,886,000","1,186,000","247,000"
			ChangeInReceivables,"-497,000","138,000","3,374,000","318,000","3,000"
				ChangesInAccountReceivables,"-497,000","138,000","3,374,000","318,000","3,000"
			ChangeInPrepaidAssets,"-160,000","1,516,000","160,000","-2,114,000","-271,000"
			ChangeInPayablesAndAccruedExpense,"472,000","1,280,000","1,499,000","2,830,000","78,000"
				ChangeInPayable,"-1,262,000","-291,000","1,954,000","1,734,000","-82,000"
					ChangeInAccountPayable,"-1,262,000","-291,000","1,954,000","1,734,000","-82,000"
				ChangeInAccruedExpense,"1,734,000","1,571,000","-455,000","1,096,000","160,000"
			ChangeInOtherCurrentAssets,"-1,912,000","-69,000","-1,639,000","165,000","-14,000"
			ChangeInOtherCurrentLiabilities,"-90,000","-34,000","-29,000","12,000","-164,000"
			ChangeInOtherWorkingCapital,"2,572,000","-1,058,000","-479,000","-25,000","615,000"
InvestingCashFlow,"-515,729,000","-304,098,000","-206,871,000","-2,154,000","-2,585,000"
	CashFlowFromContinuingInvestingActivities,"-515,729,000","-304,098,000","-206,871,000","-2,154,000","-2,585,000"
		CapitalExpenditureReported,"-1,776,000","-457,000","-416,000","-302,000","-356,000"
		NetPPEPurchaseAndSale,"-8,785,000","-2,672,000","-2,483,000","-1,670,000","-2,001,000"
			PurchaseOfPPE,"-8,785,000","-2,672,000","-2,483,000","-1,670,000","-2,001,000"
		NetIntangiblesPurchaseAndSale,"-572,000","-134,000","-206,000","-182,000","-227,000"
			PurchaseOfIntangibles,"-572,000","-134,000","-206,000","-182,000","-227,000"
		NetInvestmentPurchaseAndSale,"-504,596,000","-300,835,000",,"0",
			PurchaseOfInvestment,"-514,996,000","-311,235,000",,"0",
			SaleOfInvestment,,"10,400,000",,"0",
FinancingCashFlow,"598,012,000","148,000","23,288,000","5,363,000","247,000"
	CashFlowFromContinuingFinancingActivities,"598,012,000","148,000","23,288,000","5,363,000","247,000"
		ProceedsFromStockOptionExercised,"25,344,000","148,000","26,103,000","5,363,000","247,000"
		NetOtherFinancingCharges,,,"-2,815,000",,
EndCashPosition,"86,751,000","86,751,000","399,025,000","35,431,000","36,120,000"
	ChangesInCash,"51,320,000","-312,274,000","-188,269,000","-689,000","-6,023,000"
	BeginningCashPosition,"35,431,000","399,025,000","587,294,000","36,120,000","42,143,000"
CapitalExpenditure,"-11,133,000","-3,263,000","-3,105,000","-2,154,000","-2,584,000"
FreeCashFlow,"-42,096,000","-11,587,000","-7,791,000","-6,052,000","-6,269,000"
