name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,700,000","76,100,000","75,200,000","76,100,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","200,000"
TotalCapitalization,"5,208,016,000","5,193,321,000","4,872,954,000","3,896,236,000","4,091,186,000","4,139,311,000","7,416,777,000","7,532,407,000",,"4,275,737,000","4,329,672,000","4,351,097,000","4,160,542,000","4,197,337,000","4,363,248,000","3,822,062,000","3,683,492,000","3,722,353,000","3,491,741,000","3,515,095,000","3,152,690,000","3,130,635,000","3,130,162,000","3,044,383,000","2,970,173,000","3,089,318,000","3,183,999,000","3,307,989,000","3,399,452,000","3,413,846,000","3,510,020,000","3,589,342,000","3,597,113,000","3,608,456,000","3,593,218,000","3,708,250,000","3,907,562,000","4,057,822,000","4,598,329,000","4,229,963,000","4,236,656,000","3,679,681,000","3,599,630,000","3,817,798,000","3,569,429,000","2,471,380,000",,,,,,,,"1,266,386,000","1,313,449,000","1,408,252,000","1,061,120,000","936,725,000","775,336,000","713,835,000","704,228,000","688,164,000","696,415,000","673,438,000","679,606,000","683,654,000","696,080,000","744,395,000","725,844,000","751,520,000","711,405,000","673,169,000","670,645,000","501,119,000","478,699,000","450,592,000","388,367,000","387,537,000",,,,,,,,,,,,,,,,,
PreferredStockEquity,"190,000","190,000","190,000","190,000","190,000","190,000","190,000","190,000","190,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","80,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","20,000","20,000",,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"2,348,765,000","2,542,658,000","2,600,897,000","2,526,347,000","2,542,076,000","2,524,612,000","2,565,466,000","2,520,861,000","2,440,485,000","3,383,872,000","3,403,346,000","3,403,293,000","3,404,451,000","3,416,021,000","3,552,160,000","3,206,533,000","3,235,351,000","3,261,556,000","3,257,571,000","3,274,564,000","3,055,867,000","3,033,822,000","3,033,358,000","2,947,588,000","2,861,566,000","2,967,181,000","3,051,702,000","3,145,589,000","3,208,092,000","3,203,192,000","3,253,664,000","3,275,214,000","3,204,507,000","3,142,171,000","3,073,445,000","3,164,422,000","3,265,510,000","3,310,968,000","3,239,116,000","2,755,763,000","2,765,456,000","2,497,722,000","2,641,186,000","2,755,720,000","2,888,366,000","2,250,409,000","2,290,920,000","2,228,119,000","2,245,021,000","2,168,224,000","2,215,235,000","1,650,544,000","1,459,531,000","1,257,039,000","1,304,064,000","1,398,829,000","1,051,657,000","927,225,000","765,801,000","704,265,000","694,617,000","678,520,000","679,974,000","656,943,000","663,091,000","661,064,000","673,440,000","721,705,000","703,099,000","728,796,000","688,651,000","650,369,000","647,813,000","484,958,000","462,494,000","434,344,000","372,072,000","371,200,000","369,880,000","351,395,000","253,991,000","203,624,000","150,503,692","141,789,398","75,790,300","69,911,496","69,992,629","65,123,051","64,922,504","67,600,000","69,000,000","68,600,000","70,600,000","70,900,000","71,900,000"
CapitalLeaseObligations,"44,825,000","44,977,000","44,284,000","41,680,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"2,269,779,000","2,460,372,000","2,514,772,000","2,526,537,000","2,542,266,000","2,285,803,000","2,313,473,000","2,266,823,000","1,702,621,000","2,166,950,000","2,239,142,000","2,233,501,000","2,579,168,000","2,797,105,000","2,979,779,000","2,818,034,000","2,773,118,000","2,762,367,000","2,838,622,000","3,267,455,000","3,048,758,000","3,026,713,000","3,026,249,000","2,940,479,000","2,854,457,000","2,960,072,000","3,044,593,000","3,138,480,000","3,200,983,000","3,196,083,000","3,246,555,000","3,268,105,000","3,197,398,000","3,135,062,000","3,066,336,000","3,157,313,000","3,258,359,000","3,303,817,000","3,231,965,000","2,748,612,000","2,758,305,000","2,490,571,000","2,634,035,000","2,748,569,000","2,881,215,000","2,243,258,000","2,283,769,000","2,220,968,000","2,237,870,000","2,161,073,000","2,208,084,000","1,643,393,000","1,452,380,000","1,249,888,000","1,296,913,000","1,391,678,000","1,044,506,000","920,074,000","758,650,000","697,114,000","687,466,000","671,369,000","672,823,000","649,792,000","655,940,000","653,913,000","666,289,000","714,554,000","695,948,000","721,645,000","681,482,000","643,200,000","640,624,000","477,769,000","455,305,000","427,155,000","364,883,000","364,011,000","362,691,000","344,206,000","246,802,000","196,435,000","143,265,221","134,501,002","68,451,978","62,523,249","62,554,457","57,634,954","57,384,482","60,000,000","61,600,000","61,200,000","63,100,000","63,500,000","64,500,000"
InvestedCapital,"5,434,633,000","5,419,601,000","5,030,130,000","5,301,731,000","4,316,488,000","4,364,298,000","7,416,587,000","7,532,217,000",,"4,275,657,000","4,329,592,000","4,351,017,000","4,160,462,000","4,197,257,000","4,363,168,000","3,821,982,000","3,683,412,000","3,722,273,000","3,491,661,000","3,515,015,000","3,152,610,000","3,130,555,000","3,130,082,000","3,044,303,000","2,970,093,000","3,089,238,000","3,183,919,000","3,307,909,000","3,399,372,000","3,413,766,000","3,509,940,000","3,589,262,000","3,597,033,000","3,608,376,000","3,593,138,000","3,708,170,000","3,907,524,000","4,057,784,000","4,598,291,000","4,229,925,000","4,236,618,000","3,679,643,000","3,599,592,000","3,817,760,000","3,569,391,000","2,471,342,000",,,,,,,,"1,266,348,000","1,313,411,000","1,408,214,000","1,061,082,000","936,687,000","775,298,000","713,797,000","704,190,000","688,126,000","696,377,000","673,400,000","679,568,000","683,616,000","696,042,000","744,357,000","725,806,000","751,482,000","711,385,000","673,149,000","670,645,000","501,119,000","478,699,000","450,592,000","388,367,000","387,537,000",,,,,,,,,,,,,,,,,
TangibleBookValue,"2,269,589,000","2,460,182,000","2,514,582,000","2,526,347,000","2,542,076,000","2,285,613,000","2,313,283,000","2,266,633,000","1,702,431,000","2,166,870,000","2,239,062,000","2,233,421,000","2,579,088,000","2,797,025,000","2,979,699,000","2,817,954,000","2,773,038,000","2,762,287,000","2,838,542,000","3,267,375,000","3,048,678,000","3,026,633,000","3,026,169,000","2,940,399,000","2,854,377,000","2,959,992,000","3,044,513,000","3,138,400,000","3,200,903,000","3,196,003,000","3,246,475,000","3,268,025,000","3,197,318,000","3,134,982,000","3,066,256,000","3,157,233,000","3,258,321,000","3,303,779,000","3,231,927,000","2,748,574,000","2,758,267,000","2,490,533,000","2,633,997,000","2,748,531,000","2,881,177,000","2,243,220,000","2,283,731,000","2,220,930,000","2,237,832,000","2,161,035,000","2,208,046,000","1,643,355,000","1,452,342,000","1,249,850,000","1,296,875,000","1,391,640,000","1,044,468,000","920,036,000","758,612,000","697,076,000","687,428,000","671,331,000","672,785,000","649,754,000","655,902,000","653,875,000","666,251,000","714,516,000","695,910,000","721,607,000","681,462,000","643,180,000","640,624,000","477,769,000","455,305,000","427,155,000","364,883,000","364,011,000","362,691,000","344,206,000","246,802,000","196,435,000","143,265,221","134,501,002","68,451,978","62,523,249","62,554,457","57,634,954","57,384,482","60,000,000","61,600,000","61,200,000","63,100,000","63,500,000","64,500,000"
TotalDebt,"3,130,693,000","2,921,920,000","2,473,517,000","2,817,064,000","1,774,412,000","1,839,686,000","4,851,121,000","5,011,356,000",,"891,785,000","926,246,000","947,724,000","756,011,000","781,236,000","811,008,000","615,449,000","448,061,000","460,717,000","234,090,000","240,451,000","96,743,000","96,733,000","96,724,000","96,715,000","108,527,000","122,057,000","132,217,000","162,320,000","191,280,000","210,574,000","256,276,000","314,048,000","392,526,000","466,205,000","519,693,000","543,748,000","642,014,000","746,816,000","1,359,175,000","1,474,162,000","1,471,162,000","1,181,921,000","958,406,000","1,062,040,000","681,025,000","220,933,000",,,,,,,,"9,309,000","9,347,000","9,385,000","9,425,000","9,462,000","9,497,000","9,532,000","9,573,000","9,606,000","16,403,000","16,457,000","16,477,000","22,552,000","22,602,000","22,652,000","22,707,000","22,686,000","22,734,000","22,780,000","22,832,000","16,161,000","16,205,000","16,248,000","16,295,000","16,337,000",,,,,,,,,,,,,,,,,
NetDebt,"2,674,929,000","2,572,247,000","1,902,992,000","1,868,975,000","993,698,000","1,025,332,000","3,966,950,000","4,345,184,000",,"821,156,000","772,053,000","859,063,000","679,432,000","729,271,000","706,822,000","560,569,000","233,375,000","10,960,000",,,,,,,,,,,"22,563,000","28,137,000",,,"117,854,000",,"15,841,000","95,466,000","40,444,000","345,523,000","908,733,000","880,786,000","1,096,541,000","787,899,000","537,380,000","558,812,000","51,602,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"105,036,000","108,137,750","110,231,750","110,203,000","111,528,500","112,928,500","113,333,250","113,311,000","113,284,500","113,092,250","112,923,000","112,655,500","112,620,750","112,446,750","112,368,000","99,633,250","99,607,250","99,457,750","99,234,750","99,077,750","93,204,750","92,963,500","92,770,750","92,756,750","92,744,250","92,646,000","92,563,500","92,549,000","92,533,500","92,521,000","92,180,250","91,868,750","91,554,250","91,281,250","91,458,250","90,531,000","89,604,750","89,386,500","89,253,250","89,216,500","89,066,500","89,028,000","88,897,750","88,864,750","88,832,750","70,120,250","70,083,750","70,067,000","70,040,750","70,019,500","70,000,000","55,614,750","55,677,206","55,676,513","51,639,000","49,445,750","37,918,750","30,721,750","26,160,280","20,734,178","20,291,249","20,173,750","19,802,750","19,802,750","19,913,000","20,030,250","20,515,750","20,596,360","20,596,360","20,504,185","19,947,233","19,555,236","18,744,081","15,800,306","14,966,776","13,529,276","11,588,651","11,567,713","11,567,487","11,561,342","8,955,900","7,087,150","4,758,712","4,758,712","2,173,541","2,173,206","2,216,586","2,218,486","2,224,810","2,244,750","2,265,750","2,263,750","2,263,750","2,263,750","2,258,750"
OrdinarySharesNumber,"105,036,000","108,137,750","110,231,750","110,203,000","111,528,500","112,928,500","113,333,250","113,311,000","113,284,500","113,092,250","112,923,000","112,655,500","112,620,750","112,446,750","112,368,000","99,633,250","99,607,250","99,457,750","99,234,750","99,077,750","93,204,750","92,963,500","92,770,750","92,756,750","92,744,250","92,646,000","92,563,500","92,549,000","92,533,500","92,521,000","92,180,250","91,868,750","91,554,250","91,281,250","91,458,250","90,531,000","89,604,750","89,386,500","89,253,250","89,216,500","89,066,500","89,028,000","88,897,750","88,864,750","88,832,750","70,120,250","70,083,750","70,067,000","70,040,750","70,019,500","70,000,000","55,614,750","55,677,206","55,676,513","51,639,000","49,445,750","37,918,750","30,721,750","26,160,280","20,734,178","20,291,249","20,173,750","19,802,750","19,802,750","19,913,000","20,030,250","20,515,750","20,596,360","20,596,360","20,504,185","19,947,233","19,555,236","18,744,081","15,800,306","14,966,776","13,529,276","11,588,651","11,567,713","11,567,487","11,561,342","8,955,900","7,087,150","4,758,712","4,758,712","2,173,541","2,173,206","2,216,586","2,218,486","2,224,810","2,244,750","2,265,750","2,263,750","2,263,750","2,263,750","2,258,750"
PreferredSharesNumber,"19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000","3,840,000",,,,,,,,,,,,,,,,,,,,,,,,,
