name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
TotalRevenue,"1,553,695,000","291,969,000","455,448,000","440,682,000","365,596,000","303,261,000","544,827,000","413,145,000","279,883,000","192,535,000","426,778,000","289,399,000","260,172,000","237,661,000","384,665,000","264,534,000","226,317,000","217,068,000","326,897,000","205,399,000","183,148,000","168,467,000","212,494,000","168,610,000","148,696,000","130,804,000","206,420,000","143,609,000","148,788,000","117,961,000","159,342,000","143,497,000","139,803,000","114,204,000","126,343,000","124,501,000","130,362,000","106,195,000","100,694,000","126,298,000","111,445,000","97,807,000","130,768,000","120,373,000","108,082,000","106,277,000","113,995,000","94,223,000","97,804,000","94,930,000","101,722,000","78,619,000","61,340,000","56,936,000","90,702,000","92,415,000","67,202,000","57,302,000","98,740,000","63,840,000","47,014,000","39,487,000","61,138,000","55,047,000","34,561,000","38,209,000","46,491,806","31,825,398"
	OperatingRevenue,"1,553,695,000","291,969,000","455,448,000","440,682,000","365,596,000","303,261,000","544,827,000","413,145,000","279,883,000","192,535,000","426,778,000","289,399,000","260,172,000","237,661,000","384,665,000","264,534,000","226,317,000","217,068,000","326,897,000","205,399,000","183,148,000","168,467,000","212,494,000","168,610,000","148,696,000","130,804,000","206,420,000","143,609,000","148,788,000","117,961,000","159,342,000","143,497,000","139,803,000","114,204,000","126,343,000","124,501,000","130,362,000","106,195,000","100,694,000","126,298,000","111,445,000","97,807,000","130,768,000","120,373,000","108,082,000","106,277,000","113,995,000","94,223,000","97,804,000","94,930,000","101,722,000","78,619,000","61,340,000","56,936,000","90,702,000","92,415,000","67,202,000","57,302,000","98,740,000","63,840,000","47,014,000","39,487,000","61,138,000","55,047,000","34,561,000","38,209,000","46,491,806","31,825,398"
CostOfRevenue,"1,018,825,000","184,454,000","329,823,000","277,928,000","226,620,000","180,317,000","329,406,000","214,304,000","101,871,000","114,580,000","257,408,000","152,558,000","142,002,000","118,115,000","198,154,000","129,328,000","108,391,000","101,283,000","173,355,000","103,016,000","93,257,000","81,124,000","105,852,000","87,550,000","79,044,000","68,843,000","111,093,000","73,751,000","78,755,000","64,253,000","83,007,000","75,608,000","77,682,000","62,494,000","67,382,000","70,440,000","68,757,000","59,668,000","59,340,000","71,396,000","61,998,000","63,794,000","74,683,000","70,330,000","65,546,000","62,823,000","68,507,000","60,966,000","63,834,000","62,213,000","67,336,000","54,424,000","44,931,000","40,730,000","57,989,000","63,485,000","50,734,000","41,942,000","62,606,000","43,728,000","31,790,000","28,370,000","38,356,000","32,064,000","22,784,000","26,016,000","30,053,565","21,414,812"
GrossProfit,"534,870,000","107,515,000","125,625,000","162,754,000","138,976,000","122,944,000","215,421,000","198,841,000","178,012,000","77,955,000","169,370,000","136,841,000","118,170,000","119,546,000","186,511,000","135,206,000","117,926,000","115,785,000","153,542,000","102,383,000","89,891,000","87,343,000","106,642,000","81,060,000","69,652,000","61,961,000","95,327,000","69,858,000","70,033,000","53,708,000","76,335,000","67,889,000","62,121,000","51,710,000","58,961,000","54,061,000","61,605,000","46,527,000","41,354,000","54,902,000","49,447,000","34,013,000","56,085,000","50,043,000","42,536,000","43,454,000","45,488,000","33,257,000","33,970,000","32,717,000","34,386,000","24,195,000","16,409,000","16,206,000","32,713,000","28,930,000","16,468,000","15,360,000","36,134,000","20,112,000","15,224,000","11,117,000","22,782,000","22,983,000","11,777,000","12,193,000","16,438,241","10,410,586"
OperatingExpense,"565,646,000","130,802,000","170,570,000","122,256,000","142,018,000","116,555,000","200,151,000","117,847,000","107,729,000","98,180,000","152,820,000","94,286,000","112,920,000","97,283,000","156,724,000","97,931,000","104,571,000","90,380,000","130,470,000","78,491,000","85,803,000","65,705,000","87,923,000","53,609,000","63,794,000","56,432,000","72,331,000","51,202,000","58,966,000","45,809,000","63,567,000","45,195,000","52,446,000","43,730,000","54,248,000","43,024,000","53,701,000","37,563,000","50,229,000","32,168,000","38,811,000","33,336,000","41,012,000","34,463,000","31,010,000","32,310,000","37,935,000","25,823,000","25,585,000","22,619,000","25,791,000","20,093,000","20,201,000","19,674,000","22,494,000","23,040,000","25,529,000","22,209,000","24,516,000","22,313,000","20,875,000","17,532,000","25,480,000","13,720,000","14,481,000","16,016,000","16,744,354","9,605,215"
	SellingGeneralAndAdministration,"402,371,000","87,763,000","129,729,000","81,743,000","103,136,000","74,430,000","155,182,000","78,978,000","70,918,000","61,167,000","115,278,000","60,629,000","77,001,000","61,743,000","119,013,000","62,359,000","69,378,000","57,162,000","97,400,000","49,648,000","59,636,000","40,197,000","66,062,000","33,937,000","45,250,000","36,704,000","52,146,000","33,080,000","40,234,000","26,777,000","45,681,000","27,852,000","35,201,000","26,796,000","36,216,000","27,812,000","37,704,000","23,155,000","39,811,000","23,762,000","29,144,000","24,612,000","30,337,000","25,515,000","22,864,000","23,581,000","29,501,000","19,638,000","19,894,000","18,120,000","21,677,000","16,934,000","16,305,000","16,096,000","18,559,000","18,100,000","20,811,000","18,236,000","18,167,000","17,574,000","16,696,000","13,376,000","19,401,000","9,375,000","10,663,000","13,233,000","13,115,662","6,846,779"
		GeneralAndAdministrativeExpense,"102,448,000","26,698,000","26,603,000","22,688,000","26,459,000","23,440,000","25,851,000","28,490,000","21,856,000","24,573,000","21,232,000","18,372,000","20,592,000","22,907,000","24,871,000","23,329,000","23,468,000","25,833,000","26,634,000","21,002,000","19,513,000","17,622,000","17,909,000","16,012,000","16,143,000","16,764,000","15,270,000","13,701,000","12,905,000","12,589,000","13,501,000","12,008,000","11,666,000","12,264,000","14,010,000","11,495,000","15,395,000","12,458,000","13,308,000","11,326,000","10,022,000","11,042,000","12,094,000","10,962,000","10,097,000","10,600,000","9,925,000","8,904,000","9,313,000","8,476,000","8,195,000","7,420,000","7,365,000","7,130,000",,,,,,,,,,,,,,
			OtherGandA,"102,448,000","26,698,000","26,603,000","22,688,000","26,459,000","23,440,000","25,851,000","28,490,000","21,856,000","24,573,000","21,232,000","18,372,000","20,592,000","22,907,000","24,871,000","23,329,000","23,468,000","25,833,000","26,634,000","21,002,000","19,513,000","17,622,000","17,909,000","16,012,000","16,143,000","16,764,000","15,270,000","13,701,000","12,905,000","12,589,000","13,501,000","12,008,000","11,666,000","12,264,000","14,010,000","11,495,000","15,395,000","12,458,000","13,308,000","11,326,000","10,022,000","11,042,000","12,094,000","10,962,000","10,097,000","10,600,000","9,925,000","8,904,000","9,313,000","8,476,000","8,195,000","7,420,000","7,365,000","7,130,000",,,,,,,,,,,,,,
		SellingAndMarketingExpense,"299,923,000","61,065,000","103,126,000","59,055,000","76,677,000","50,990,000","129,331,000","50,488,000","49,062,000","36,594,000","94,046,000","42,257,000","56,409,000","38,836,000","94,142,000","39,030,000","45,910,000","31,329,000","70,766,000","28,646,000","40,123,000","22,575,000","48,153,000","17,925,000","29,107,000","19,940,000","36,876,000","19,379,000","27,329,000","14,188,000","32,180,000","15,844,000","23,535,000","14,532,000","22,206,000","16,317,000","22,309,000","10,697,000","26,503,000","12,436,000","19,122,000","13,570,000","18,243,000","14,553,000","12,767,000","12,981,000","19,576,000","10,734,000","10,581,000","9,644,000","13,482,000","9,514,000","8,940,000","8,966,000",,,,,,,,,,,,,,
	ResearchAndDevelopment,"161,940,000","42,529,000","40,472,000","40,262,000","38,677,000","41,920,000","44,741,000","38,613,000","36,557,000","36,759,000","37,287,000","33,401,000","35,650,000","35,269,000","37,451,000","35,309,000","34,924,000","32,945,000","32,631,000","28,843,000","26,167,000","25,508,000","21,861,000","19,672,000","18,544,000","19,728,000","20,185,000","18,122,000","18,732,000","19,032,000","17,886,000","17,343,000","17,245,000","16,934,000","18,032,000","15,212,000","15,997,000","14,408,000","10,418,000","8,406,000","9,667,000","8,724,000","10,675,000","8,948,000","8,146,000","8,729,000","8,434,000","6,185,000","5,691,000","4,499,000","4,114,000","3,159,000","3,896,000","3,578,000","3,935,000","4,940,000","4,718,000","3,973,000","4,008,000","4,739,000","4,179,000","4,156,000","6,079,000","4,345,000","3,818,000","2,783,000","3,230,692","2,758,436"
