name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
OperatingCashFlow,"-68,246,000","-19,335,000","-16,716,000","-9,701,000","-22,494,000","-28,024,000","-19,157,000","-15,531,000","-23,550,000","-27,968,000","-18,106,000","-15,127,000","-27,888,000","-29,694,000","-20,194,000","-24,130,000","-24,495,000","-22,998,000","-13,779,000","-8,245,000","-6,097,000","-7,530,000","-5,936,000","-4,732,000"
	CashFlowFromContinuingOperatingActivities,"-68,246,000","-19,335,000","-16,716,000","-9,701,000","-22,494,000","-28,024,000","-19,157,000","-15,531,000","-23,550,000","-27,968,000","-18,106,000","-15,127,000","-27,888,000","-29,694,000","-20,194,000","-24,130,000","-24,495,000","-22,998,000","-13,779,000","-8,245,000","-6,097,000","-7,530,000","-5,936,000","-4,732,000"
		NetIncomeFromContinuingOperations,"-81,576,000","-25,333,000","-15,624,000","-17,117,000","-23,502,000","-26,053,000","-23,863,000","-21,214,000","-25,852,000","-28,856,000","-24,995,000","-28,807,000","-27,377,000","-28,874,000","-26,381,000","-25,123,000","-24,582,000","-30,572,000","-19,551,000","-13,068,000","-8,208,000","-8,075,000","-5,588,000","-6,106,000"
		OperatingGainsLosses,,,"0","0",,,,,,,"0",,,,,"0","0","1,000",,,,,,
			GainLossOnSaleOfPPE,,,"0","0",,,,,,,,,,,,"0","0","1,000",,,,"0",,
		DepreciationAmortizationDepletion,"600,000","119,000","168,000","154,000","159,000","165,000","420,000","473,000","254,000","309,000","230,000","286,000","323,000","269,000","214,000","153,000","16,000","156,000","60,000","38,000","34,000","32,000","27,000","17,000"
			DepreciationAndAmortization,"600,000","119,000","168,000","154,000","159,000","165,000","420,000","473,000","254,000","309,000","230,000","286,000","323,000","269,000","214,000","153,000","16,000","156,000","60,000","38,000","34,000","32,000","27,000","17,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,"73,000","4,000","0","0","194,000","194,000","194,000"
		StockBasedCompensation,"9,390,000","1,997,000","1,976,000","2,684,000","2,733,000","2,610,000","2,492,000","2,625,000","2,772,000","2,460,000","2,308,000","2,435,000","2,695,000","2,422,000","2,218,000","2,202,000","2,100,000","2,023,000","3,296,000","771,000","307,000","722,000","60,000","34,000"
		OtherNonCashItems,"1,949,000","536,000","431,000","503,000","479,000","382,000","294,000","329,000","302,000","268,000","276,000","148,000","121,000","113,000","113,000","111,000","107,000","73,000","4,000","0","0","194,000","194,000","194,000"
		ChangeInWorkingCapital,"1,691,000","3,346,000","-3,434,000","4,075,000","-2,296,000","-5,128,000","823,000","2,256,000","-1,026,000","-2,149,000","4,075,000","3,656,000","-3,650,000","-3,624,000","3,643,000","-1,473,000","-2,136,000","5,321,000","2,410,000","4,014,000","1,770,000","-403,000","-629,000","1,129,000"
			ChangeInReceivables,"-4,468,000","12,747,000","-11,085,000","-3,374,000","-2,756,000","5,435,000","-6,371,000","-3,428,000","-2,363,000","1,910,000","-2,840,000","-1,376,000","-3,684,000","-3,365,000","553,000","777,000","-1,562,000","-2,274,000","178,000","-6,000","24,000","141,000","398,000","-270,000"
				ChangesInAccountReceivables,"-4,511,000","12,747,000","-11,128,000","-3,374,000","-2,756,000","5,435,000","-6,546,000","-3,428,000","-2,363,000","1,910,000","-2,898,000","-1,434,000","-3,518,000","-3,483,000","613,000","748,000","-1,622,000","-2,049,000",,,,"0",,
			ChangeInInventory,"1,430,000","509,000","1,336,000","169,000","-584,000","-3,634,000","345,000","-3,153,000","-395,000","-2,225,000","1,006,000","-50,000","1,384,000","1,419,000","-12,000","-1,963,000","-1,180,000","-1,543,000","-1,772,000",,,"0",,
			ChangeInPrepaidAssets,"2,720,000","71,000","2,127,000","965,000","-443,000","894,000","-1,070,000","900,000","819,000","425,000","195,000","-1,317,000","2,438,000","-1,342,000","-382,000","479,000","-741,000","-118,000","-132,000","619,000","308,000","1,592,000","-2,221,000","-701,000"
			ChangeInPayablesAndAccruedExpense,"2,009,000","-9,981,000","4,188,000","6,315,000","1,487,000","-7,823,000","7,919,000","7,937,000","913,000","-2,259,000","5,714,000","6,399,000","-3,788,000","-336,000","3,484,000","-766,000","1,347,000","9,256,000","4,167,000","3,558,000","637,000","-2,136,000","504,000","1,531,000"
				ChangeInPayable,"-394,000","-371,000","1,376,000","3,088,000","-4,487,000","2,587,000","-625,000","2,568,000","-1,878,000","2,131,000","-1,928,000","2,325,000","-4,837,000","584,000","605,000","-351,000","-806,000","3,723,000","966,000","1,109,000","734,000","-2,417,000","394,000","938,000"
					ChangeInAccountPayable,"-394,000","-371,000","1,376,000","3,088,000","-4,487,000","2,587,000","-625,000","2,568,000","-1,878,000","2,131,000","-1,928,000","2,325,000","-4,837,000","584,000","605,000","-351,000","-806,000","3,723,000","966,000","1,109,000","734,000","-2,417,000","394,000","938,000"
				ChangeInAccruedExpense,"2,403,000","-9,610,000","2,812,000","3,227,000","5,974,000","-10,410,000","8,544,000","5,369,000","2,791,000","-4,390,000","7,642,000","4,074,000","1,049,000","-920,000","2,879,000","-415,000","2,153,000","5,533,000","3,201,000","2,449,000","-97,000","281,000","110,000","593,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,"-31,000","84,000",,,"690,000","569,000"
InvestingCashFlow,"-19,000","-48,000","-24,000","-28,000","81,000","-91,000","-86,000","-151,000","-239,000","-70,000","-72,000","-62,000","-255,000","-168,000","-240,000","-569,000","-499,000","-382,000","-1,196,000","-499,000","-621,000","-90,000","-172,000","-37,000"
	CashFlowFromContinuingInvestingActivities,"-19,000","-48,000","-24,000","-28,000","81,000","-91,000","-86,000","-151,000","-239,000","-70,000","-72,000","-62,000","-255,000","-168,000","-240,000","-569,000","-499,000","-382,000","-1,196,000","-499,000","-621,000","-90,000","-172,000","-37,000"
		NetPPEPurchaseAndSale,"-19,000","-48,000","-24,000","-28,000","81,000","-91,000","-86,000","-151,000","-239,000","-70,000","-72,000","-62,000","-255,000","-168,000","-240,000","-569,000","-499,000","-382,000","-1,196,000","-499,000","-621,000","-90,000","-172,000","-37,000"
			PurchaseOfPPE,"-124,000","-48,000","-24,000","-28,000","-24,000","-91,000","-86,000","-151,000","-239,000","-70,000","-72,000","-62,000","-255,000","-168,000","-240,000","-569,000","-499,000","-382,000","-1,196,000","-499,000","-621,000","-90,000","-172,000","-37,000"
			SaleOfPPE,,,"0","0",,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0"
FinancingCashFlow,"43,640,000","249,000","43,009,000","35,000","347,000","-71,000","20,308,000","33,552,000","572,000","29,378,000","39,831,000","-3,283,000","793,000","188,000","-83,000","1,185,000","60,170,000","-1,693,000","200,412,000","-721,000","1,619,000","34,815,000","55,000","0"
