name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
OperatingCashFlow,"-10,742,000","69,261,000","65,044,000","55,890,000","-200,937,000","4,575,000","-178,620,000","52,967,000","22,646,000","-3,708,000","12,310,000","35,854,000","-7,726,000","5,816,000","-13,663,000","15,014,000","8,232,000","58,308,000","106,232,000","63,824,000","33,882,000","75,477,000","83,846,000","53,059,000","56,166,000","75,933,000","83,266,000","39,504,000","30,279,000","58,530,000","51,493,000","13,729,000","16,986,000","21,288,000","17,676,000","12,515,000","11,430,000","39,366,000","58,122,000","31,108,000","58,846,000","74,594,000","107,429,000","42,178,000","52,253,000","66,894,000","52,297,000","46,521,000","19,833,000","21,267,000","28,889,000","19,655,000","6,679,000","7,428,000","14,930,000","22,002,000","1,599,000","-4,293,000","11,209,000","11,614,000","4,049,000","2,514,000","9,236,000","10,833,000","-408,000","3,181,000","2,901,000","4,157,000","3,382,000","2,531,000","2,377,000","1,319,000","898,000","1,028,000","1,960,000","-103,000","-16,000","-2,749,000","-7,902,000","-3,882,000","-10,368,000","-7,277,000","-11,676,000","-5,807,000","-8,185,000","-4,321,000","-6,666,000","-4,800,000","-5,300,000","-1,300,000","-1,300,000"
	CashFlowFromContinuingOperatingActivities,"267,681,000","34,511,000","66,317,000","56,868,000","69,244,000","55,911,000","-59,572,000","52,967,000","22,646,000","-3,708,000","12,310,000","35,854,000","-7,726,000","35,816,000","7,680,000","15,014,000","8,232,000","58,308,000","106,232,000","63,824,000","33,882,000","75,477,000","83,846,000","53,059,000","56,166,000","75,933,000","83,266,000","39,504,000","30,279,000","58,530,000","51,493,000","13,729,000","16,986,000","21,288,000","17,676,000","12,515,000","11,430,000","39,366,000","58,122,000","31,108,000","58,846,000","74,594,000","107,429,000","42,178,000","52,253,000","66,894,000","52,297,000","46,521,000","19,833,000","21,267,000","28,889,000","19,655,000","6,679,000","7,428,000","14,930,000","22,002,000","1,599,000","-4,293,000","11,209,000","11,614,000","4,049,000","2,514,000","9,236,000","10,833,000","-408,000","3,181,000","2,901,000","4,157,000","3,382,000","2,531,000","2,377,000","1,319,000","898,000","1,028,000","1,960,000","-103,000","-16,000","-2,749,000","-7,902,000","-3,882,000","-10,368,000","-7,277,000","-11,676,000","-5,807,000","-8,185,000","-4,321,000","-6,666,000","-4,800,000","-5,300,000","-1,300,000","-1,300,000"
		NetIncomeFromContinuingOperations,"148,238,000","22,857,000","87,746,000","16,194,000","21,441,000","9,057,000","727,824,000","542,000","-7,605,000","-20,354,000","-18,970,000","-5,725,000","-149,930,000","-7,977,000","385,896,000","-23,846,000","74,272,000","-28,515,000","14,863,000","-17,462,000","-143,011,000","-8,565,000","2,882,000","157,000","-2,136,000","2,127,000","16,377,000","-5,133,000","-3,216,000","-10,084,000","-2,178,000","-25,763,000","-17,770,000","-20,742,000","-20,618,000","-48,940,000","-22,876,000","-11,592,000","-24,300,000",,,,"24,136,000",,"15,900,000","12,613,000","15,689,000","18,470,000","15,779,000","12,932,000","13,361,000","13,250,000","1,435,000","2,352,000","80,000","5,944,000","4,124,000","6,028,000","4,467,000","4,483,000","3,262,000","2,827,000","1,323,000","3,403,000","2,940,000","2,033,000","1,334,000","1,403,000","742,000","696,000","267,000","116,000","-918,000","-2,071,000","-2,106,000","-2,048,000","-3,199,000","-3,962,000","-6,024,000","-8,546,000","-351,857,000","-27,727,000","-30,801,000","-15,280,000","-15,713,000","-24,331,000","-2,043,000","-4,900,000","-7,600,000","0","-2,300,000"
		OperatingGainsLosses,"-9,707,000","398,000","-2,085,000","-8,106,000","86,000","-22,000","223,000","-383,000",,,,"-386,000","-218,000","64,000","270,000","177,000","-173,025,000","61,000","-115,000","-449,000","28,000","-285,000","522,000","1,094,000","5,405,000","3,059,000","631,000","1,238,000","85,000","965,000","737,000",,"893,000","56,000","42,000","-1,697,000","8,232,000","-8,256,000",,,,,,,,"2,031,000",,,,,,,"-3,252,000","7,000","5,000","36,000","6,000","-2,369,000","12,000","11,000","8,000","-1,013,000","1,139,000","768,000","-13,000","342,000","111,000","322,000","321,000","-64,000","-131,000","72,000","191,000","103,000","175,000","196,000","1,028,000","196,000","283,000","-1,133,000","363,545,000","175,000","3,061,000","2,112,000","130,000","13,677,000","-3,277,000","800,000","3,400,000","-3,500,000","400,000"
			GainLossOnSaleOfBusiness,,,"-7,000","-8,400,000",,,,,,,"0","0","0","0","0","0","-173,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,000","42,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-1,337,000","398,000","-2,078,000","257,000","86,000","-22,000","223,000","-383,000",,,,"-386,000","-218,000","64,000","270,000","177,000","-767,000","61,000","-115,000","-449,000","28,000","-285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"173,982,000","14,101,000","43,148,000","44,276,000","39,668,000","49,045,000","43,158,000","54,435,000","57,673,000","57,723,000","60,668,000","57,362,000","56,164,000","55,446,000","-8,483,000","68,612,000","66,305,000","65,912,000","63,429,000","53,811,000","51,603,000","49,694,000","51,917,000","43,897,000","42,124,000","34,452,000","36,525,000","40,998,000","41,827,000","41,661,000","42,717,000","42,819,000","43,600,000","45,127,000","47,018,000","46,832,000","44,138,000","40,827,000","39,652,000","37,697,000","37,669,000","35,216,000","35,164,000","33,524,000","32,846,000","30,866,000","9,570,000","8,997,000","9,085,000","8,870,000","8,131,000","8,488,000","7,885,000","7,670,000","6,721,000","6,378,000","5,989,000","4,661,000","4,440,000","4,429,000","4,489,000","4,803,000","2,734,000","1,746,000","1,657,000","1,556,000","1,569,000","1,405,000","1,145,000","1,218,000","1,204,000","1,101,000","1,285,000","1,175,000","1,371,000","1,172,000","1,298,000","1,538,000","1,550,000","2,841,000","21,601,000","22,351,000","21,217,000","10,922,000","10,500,000","6,143,000","1,067,000","1,000,000","800,000","300,000","400,000"
			DepreciationAndAmortization,"173,982,000","14,101,000","43,148,000","44,276,000","39,668,000","49,045,000","43,158,000","54,435,000","57,673,000","57,723,000","60,668,000","57,362,000","56,164,000","55,446,000","-8,483,000","68,612,000","66,305,000","65,912,000","63,429,000","53,811,000","51,603,000","49,694,000","51,917,000","43,897,000","42,124,000","34,452,000","36,525,000","40,998,000","41,827,000","41,661,000","42,717,000","42,819,000","43,600,000","45,127,000","47,018,000","46,832,000","44,138,000","40,827,000","39,652,000","37,697,000","37,669,000","35,216,000","35,164,000","33,524,000","32,846,000","30,866,000","9,570,000","8,997,000","9,085,000","8,870,000","8,131,000","8,488,000","7,885,000","7,670,000","6,721,000","6,378,000","5,989,000","4,661,000","4,440,000","4,429,000","4,489,000","4,803,000","2,734,000","1,746,000","1,657,000","1,556,000","1,569,000","1,405,000","1,145,000","1,218,000","1,204,000","1,101,000","1,285,000","1,175,000","1,371,000","1,172,000","1,298,000","1,538,000","1,550,000","2,841,000","21,601,000","22,351,000","21,217,000","10,922,000","10,500,000","6,143,000","1,067,000","1,000,000","800,000","300,000","400,000"
				Depreciation,,,,,,"49,045,000","43,158,000","54,435,000","57,673,000","57,723,000","60,668,000","57,362,000","56,164,000","55,446,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
