name,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,05/31/2003
TotalAssets,"543,178,000","554,103,000","555,763,000","561,438,000","582,245,000","588,521,000","583,759,000","594,214,000","731,961,000","724,879,000","690,364,000","836,438,000","777,795,000","783,960,000","693,871,000","705,472,000","698,429,000","697,806,000","700,341,000","707,961,000","704,318,000","712,170,000","726,711,000","727,063,000","753,513,000","760,371,000","771,789,000","773,623,000","783,136,000","799,331,000","796,114,000","800,150,000","792,174,000","795,490,000","801,153,000","791,584,000","796,471,000","778,947,000","718,362,000","721,769,000","446,607,000","443,590,000","439,608,000","437,421,000","433,399,000","425,983,000","420,351,000","423,925,000","412,295,000","407,633,000","409,280,000","408,703,000","400,579,000","392,951,000","395,970,000","408,747,000","396,939,000","392,820,000","385,040,000","383,281,000","377,280,000","149,114,000","141,758,000","137,000,000","70,227,000","64,238,000","61,335,000","59,672,000","53,835,000","50,372,000","48,630,000","49,726,000","29,072,000","27,056,000"
	CurrentAssets,"127,686,000","132,185,000","131,321,000","140,879,000","145,657,000","149,704,000","142,238,000","152,913,000","129,046,000","131,976,000","166,357,000","315,292,000","142,740,000","142,957,000","120,885,000","168,032,000","156,569,000","152,495,000","150,722,000","153,914,000","145,051,000","147,802,000","152,282,000","146,254,000","149,401,000","151,558,000","160,025,000","155,813,000","157,292,000","163,446,000","154,305,000","152,228,000","140,131,000","141,573,000","145,234,000","141,516,000","146,440,000","151,463,000","160,591,000","159,238,000","211,049,000","205,836,000","199,866,000","194,305,000","186,567,000","177,446,000","169,782,000","171,360,000","158,351,000","151,627,000","152,684,000","148,598,000","134,617,000","124,123,000","125,435,000","141,882,000","140,625,000","134,428,000","126,659,000","127,861,000","121,219,000","123,716,000","121,998,000","122,156,000","56,097,000","50,748,000","51,036,000","49,707,000","44,452,000","40,871,000","39,203,000","40,375,000","19,736,000","18,525,000"
		CashCashEquivalentsAndShortTermInvestments,"23,890,000","34,291,000","35,472,000","48,161,000","54,469,000","58,025,000","47,929,000","54,435,000","27,160,000","41,247,000","83,649,000","227,641,000","41,704,000","44,170,000","26,112,000","75,413,000","53,573,000","51,116,000","49,415,000","48,759,000","36,774,000","36,867,000","39,058,000","33,986,000","23,563,000","20,635,000","21,960,000","20,080,000","21,386,000","16,575,000","15,478,000","17,914,000","9,189,000","17,023,000","23,915,000","23,955,000","18,779,000","21,477,000","30,523,000","37,578,000","143,027,000","136,319,000","136,651,000","131,542,000","120,230,000","110,603,000","101,998,000","100,074,000","85,778,000","74,028,000","68,756,000","68,187,000","62,333,000","57,842,000","59,249,000","78,222,000","77,852,000","68,371,000","69,593,000","71,504,000","67,029,000","87,948,000","89,207,000","89,752,000","28,907,000","27,483,000","28,814,000","27,099,000","24,994,000","22,203,000","21,488,000","2,484,000","2,067,000","1,668,000"
			CashAndCashEquivalents,"23,890,000","34,291,000","35,472,000","48,161,000","54,469,000","58,025,000","47,929,000","54,435,000","27,160,000","41,247,000","83,649,000","227,641,000","41,704,000","42,820,000","24,762,000","74,096,000","52,292,000","49,856,000","48,200,000","47,544,000","35,571,000","35,664,000","37,411,000","32,333,000","21,897,000","18,996,000","20,268,000","18,391,000","19,704,000","14,877,000","13,808,000","16,105,000","7,382,000","15,173,000","22,065,000","21,802,000","16,625,000","19,322,000","18,896,000","23,508,000","34,047,000","42,955,000","50,493,000","45,984,000","35,257,000","27,132,000","67,202,000","58,763,000","37,513,000","36,256,000","32,168,000","27,909,000","26,776,000","19,734,000","18,518,000","32,040,000","43,646,000","22,759,000","23,426,000","28,313,000","38,052,000","73,158,000","70,786,000","64,042,000","13,356,000","13,043,000","13,298,000","14,498,000","15,404,000","11,849,000","20,749,000","1,747,000","1,332,000","939,000"
			OtherShortTermInvestments,,,,,,,,,,,,"0","0","1,350,000","1,350,000","1,317,000","1,281,000","1,260,000","1,215,000","1,215,000","1,203,000","1,203,000","1,647,000","1,653,000","1,666,000","1,639,000","1,692,000","1,689,000","1,682,000","1,698,000","1,670,000","1,809,000","1,807,000","1,850,000","1,850,000","2,153,000","2,154,000","2,155,000","11,627,000","14,070,000","108,980,000","93,364,000","86,158,000","85,558,000","84,973,000","83,471,000","34,796,000","41,311,000","48,265,000","37,772,000","36,588,000","40,278,000","35,557,000","38,108,000","40,731,000","46,182,000","34,206,000","45,612,000","46,167,000","43,191,000","28,977,000","14,790,000","18,421,000","25,710,000","15,551,000","14,440,000","15,516,000","12,601,000","9,590,000","10,354,000","739,000","737,000","735,000","729,000"
		Receivables,"41,810,000","38,205,000","35,416,000","37,318,000","33,171,000","33,604,000","33,590,000","34,174,000","35,619,000","33,994,000","32,540,000","43,577,000","44,208,000","43,374,000","40,164,000","39,401,000","41,827,000","42,073,000","41,283,000","46,360,000","46,302,000","50,171,000","50,124,000","52,867,000","54,446,000","53,118,000","52,424,000","58,428,000","57,770,000","58,556,000","56,026,000","62,148,000","57,726,000","48,405,000","46,561,000","48,814,000","45,110,000","49,585,000","47,928,000","51,088,000","26,723,000","31,451,000","26,365,000","27,141,000","28,461,000","25,762,000","23,637,000","29,838,000","26,536,000","25,397,000","23,383,000","27,181,000","26,501,000","25,733,000","24,375,000","26,642,000","22,762,000","22,216,000","19,686,000","20,798,000","18,929,000","14,213,000","12,135,000","13,486,000","12,182,000","10,814,000","9,484,000","9,929,000","8,350,000","7,936,000","7,176,000","27,894,000","7,332,000","6,532,000"
			AccountsReceivable,"41,810,000","38,205,000","35,416,000","35,405,000","33,171,000","33,604,000","33,590,000","31,263,000","35,619,000","33,994,000","32,540,000","43,577,000","44,208,000","43,374,000","40,164,000","39,401,000","41,827,000","42,073,000","41,283,000","44,523,000","46,302,000","50,171,000","50,124,000","52,867,000","54,446,000","53,118,000","52,424,000","58,428,000","57,770,000","58,556,000","56,026,000","62,148,000","57,726,000","48,405,000","46,561,000","47,791,000","45,110,000","47,085,000","45,428,000","48,588,000","26,723,000","31,451,000","26,365,000","27,141,000","28,461,000","25,762,000","23,637,000","29,838,000","26,536,000","25,397,000","23,383,000","27,181,000","26,501,000","25,733,000","24,375,000","26,642,000","22,762,000","22,216,000","19,686,000","20,798,000","18,929,000","14,213,000","12,135,000","13,486,000","12,182,000","10,814,000","9,484,000","9,929,000","8,350,000","7,936,000","7,176,000","27,894,000","7,332,000","6,532,000"
				GrossAccountsReceivable,"43,590,000","40,055,000","37,280,000","37,324,000","34,991,000","35,545,000","35,963,000","33,413,000","37,610,000","36,062,000","33,974,000","45,483,000","46,336,000","45,599,000","42,386,000","41,867,000","44,265,000","44,977,000","44,435,000","47,468,000","49,391,000","53,341,000","54,218,000","57,239,000",,"55,938,000","55,312,000","61,471,000","60,109,000","60,623,000","57,889,000","63,884,000","59,279,000",,"48,028,000","49,063,000",,"48,024,000","46,326,000","49,521,000",,"32,141,000","26,904,000","27,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,780,000","-1,850,000","-1,864,000","-1,919,000","-1,820,000","-1,941,000","-2,373,000","-2,150,000","-1,991,000","-2,068,000","-1,434,000","-1,906,000","-2,128,000","-2,225,000","-2,222,000","-2,466,000","-2,438,000","-2,904,000","-3,152,000","-2,945,000","-3,089,000","-3,170,000","-4,094,000","-4,372,000",,"-2,820,000","-2,888,000","-3,043,000","-2,339,000","-2,067,000","-1,863,000","-1,736,000","-1,553,000",,"-1,467,000","-1,272,000",,"-939,000","-898,000","-933,000",,"-690,000","-539,000","-485,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
