name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,03/31/2017,03/31/2016
OperatingCashFlow,"72,149,000","-23,955,000","24,923,000","45,144,000","26,037,000","29,887,000","55,625,000","55,678,000","183,462,000","50,965,000","-2,172,000","23,893,000"
	CashFlowFromContinuingOperatingActivities,"72,149,000","-23,955,000","24,923,000","45,144,000","26,037,000","29,887,000","55,625,000","55,678,000","183,462,000","50,965,000","-2,172,000","23,893,000"
		NetIncomeFromContinuingOperations,"75,629,000","17,534,000","28,014,000","24,327,000","5,754,000","-546,000","-138,875,000","36,705,000","-37,814,000","-21,723,000","-9,203,000","-13,001,000"
		OperatingGainsLosses,"-21,649,000","-16,773,000","2,365,000","-5,313,000","-1,928,000","5,729,000","14,245,000","30,327,000","-15,485,000","-891,000","-467,000","-365,000"
			GainLossOnSaleOfBusiness,"2,850,000","2,850,000",,,,,,,,,,
			GainLossOnSaleOfPPE,"5,596,000","0","835,000","128,000","4,633,000","1,566,000","2,409,000","7,704,000","10,978,000","0",,
			GainLossOnInvestmentSecurities,"-18,698,000","-15,442,000","6,290,000","-3,491,000","-6,055,000","5,676,000","806,000","-59,000","0","221,000",,
			EarningsLossesFromEquityInvestments,"-12,966,000","-4,181,000","-4,076,000","-2,962,000","-1,747,000","-1,513,000","-2,022,000","-1,366,000","-638,000","-1,112,000","-467,000","-365,000"
		DepreciationAmortizationDepletion,"238,196,000","57,768,000","58,591,000","59,163,000","62,674,000","59,613,000","61,085,000","58,556,000","58,748,000","60,209,000","42,894,000","42,639,000"
			DepreciationAndAmortization,"238,196,000","57,768,000","58,591,000","59,163,000","62,674,000","59,613,000","61,085,000","58,556,000","58,748,000","60,209,000","42,894,000","42,639,000"
		DeferredTax,"-4,570,000","7,235,000","7,456,000","-10,065,000","-9,196,000","1,793,000","-10,925,000","-6,090,000","-20,329,000","22,987,000","-12,716,000","-13,398,000"
			DeferredIncomeTax,"-4,570,000","7,235,000","7,456,000","-10,065,000","-9,196,000","1,793,000","-10,925,000","-6,090,000","-20,329,000","22,987,000","-12,716,000","-13,398,000"
		StockBasedCompensation,"23,521,000","4,976,000","8,905,000","2,383,000","7,256,000","5,838,000","88,124,000","0","1,650,000","0","500,000","728,000"
		OtherNonCashItems,"-6,204,000","-16,570,000","-3,172,000","6,090,000","7,448,000","-3,668,000","15,551,000","-1,562,000","8,924,000","8,728,000","7,683,000","5,194,000"
		ChangeInWorkingCapital,"-232,774,000","-78,125,000","-77,236,000","-31,441,000","-45,971,000","-38,872,000","26,420,000","-62,258,000","187,768,000","-18,345,000","-30,863,000","2,096,000"
			ChangeInReceivables,"-195,789,000","18,931,000","-94,465,000","-56,234,000","-64,021,000","-781,000","-15,124,000","-59,491,000","153,377,000","37,343,000","-6,038,000","27,637,000"
				ChangesInAccountReceivables,"-195,789,000","18,931,000","-94,465,000","-56,234,000","-64,021,000","-781,000","-15,124,000","-59,491,000","153,377,000","37,343,000","-6,038,000","27,637,000"
			ChangeInPrepaidAssets,"-57,440,000","-69,356,000","44,889,000","-62,198,000","29,226,000","-25,917,000","-7,152,000","-17,957,000","73,197,000","-23,401,000","-1,640,000","4,712,000"
			ChangeInPayablesAndAccruedExpense,"5,447,000","-31,954,000","-3,050,000","45,931,000","-5,480,000","3,637,000","63,836,000","-30,494,000","-16,269,000","-33,329,000","-28,778,000","-31,548,000"
				ChangeInPayable,"-3,119,000","-56,898,000","8,706,000","28,393,000","16,680,000","-7,779,000","21,872,000","33,731,000","-15,725,000","-28,998,000","-20,936,000","-22,938,000"
					ChangeInAccountPayable,"-3,119,000","-56,898,000","8,706,000","28,393,000","16,680,000","-7,779,000","21,872,000","33,731,000","-15,725,000","-28,998,000","-20,936,000","-22,938,000"
				ChangeInAccruedExpense,"8,566,000","24,944,000","-11,756,000","17,538,000","-22,160,000","11,416,000","41,964,000","-64,225,000","-544,000","-4,331,000","-7,842,000","-8,610,000"
			ChangeInOtherWorkingCapital,"15,008,000","4,254,000","-24,610,000","41,060,000","-5,696,000","-15,811,000","-15,140,000","45,684,000","-22,537,000","1,042,000","5,593,000","1,295,000"
InvestingCashFlow,"-68,801,000","-12,239,000","-9,691,000","-32,768,000","-14,103,000","-19,281,000","-24,431,000","-7,758,000","-6,972,000","-59,842,000","-17,467,000","-43,896,000"
	CashFlowFromContinuingInvestingActivities,"-68,801,000","-12,239,000","-9,691,000","-32,768,000","-14,103,000","-19,281,000","-24,431,000","-7,758,000","-6,972,000","-59,842,000","-17,467,000","-43,896,000"
		NetPPEPurchaseAndSale,"-36,367,000","-10,439,000","-7,069,000","-11,148,000","-7,711,000","-5,247,000","-7,763,000","-7,758,000","-6,972,000","-8,453,000","-6,917,000","-8,603,000"
			PurchaseOfPPE,"-36,367,000","-10,439,000","-7,069,000","-11,148,000","-7,711,000","-5,247,000","-7,763,000","-7,758,000","-6,972,000","-8,453,000","-6,917,000","-8,603,000"
		NetBusinessPurchaseAndSale,"-32,434,000","-1,800,000","-2,622,000","-21,620,000","-6,392,000","-14,034,000","-16,668,000","0","0","-51,389,000","-10,250,000","-33,087,000"
			PurchaseOfBusiness,"-32,434,000","-1,800,000","-2,622,000","-21,620,000","-6,392,000","-14,034,000","-16,668,000","0","0","-51,389,000","-10,250,000","-33,087,000"
		NetInvestmentPurchaseAndSale,,,,,,,,,,,"0","-333,000"
			PurchaseOfInvestment,,,,,,,,,,,"0","-333,000"
		NetOtherInvestingChanges,,,,,,,,,,,"-300,000","-1,873,000"
FinancingCashFlow,"-33,803,000","-2,017,000","-17,301,000","-4,510,000","-9,975,000","-54,514,000","-320,606,000","-10,429,000","29,731,000","71,152,000","46,289,000","15,065,000"
	CashFlowFromContinuingFinancingActivities,"-33,803,000","-2,017,000","-17,301,000","-4,510,000","-9,975,000","-54,514,000","-320,606,000","-10,429,000","29,731,000","71,152,000","46,289,000","15,065,000"
		NetIssuancePaymentsOfDebt,"-9,055,000","-2,955,000","500,000","-3,072,000","-3,528,000","-54,341,000","-1,177,745,000","-6,706,000","35,222,000","73,302,000","49,248,000","14,028,000"
			NetLongTermDebtIssuance,"-10,149,000","-3,325,000","-201,000","-3,284,000","-3,339,000","-3,510,000","-3,328,079,000","-6,453,000","116,030,000","-6,524,000","49,248,000","14,028,000"
				LongTermDebtIssuance,,,"2,975,000","0",,,"1,976,000","59,000",,,"85,000,000","60,000,000"
