name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,04/30/1992
		TreasuryStock,"230,994,000","227,115,000","227,115,000","225,751,000","225,751,000","225,506,000","223,086,000","213,201,000","203,172,000","196,585,000","180,331,000","154,623,000","140,516,000","130,399,000","116,239,000","116,239,000","107,869,000","105,123,000","104,866,000","95,901,000","89,530,000","86,982,000","86,887,000","85,399,000","82,676,000","80,802,000","69,818,000","67,229,000","62,153,000","62,153,000","65,203,000","55,701,000","50,204,000","35,467,000","35,467,000","31,179,000","3,101,000","3,101,000","3,101,000","3,101,000","3,101,000","3,101,000","3,102,000","3,102,000","3,109,000","3,109,255","7,389,414","7,389,416","7,389,416","7,948,606","7,571,305","7,381,768","7,381,768","7,381,768","7,381,768","4,453,097","4,381,980","974,746","974,746","974,746","101,820","101,820","101,820","101,820","101,820","101,820","101,819","101,819","101,820","101,820","101,820","101,820","101,820","101,820","101,820","101,820","101,820","101,820","101,819","101,820","101,819","101,820","101,819","101,819","98,749","84,254","34,508",,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-58,478,000","-15,568,000","-7,398,000","-5,571,000","-13,567,000","3,343,000","1,662,000","38,083,000","12,015,000","20,364,000","21,089,000","15,929,000","3,974,000","-8,010,000","-9,898,000","-9,161,000","-7,312,000","-6,281,000","-2,207,000","-2,458,000","-3,944,000","-6,408,000","1,625,000","2,116,000","-725,000","-4,006,000","-2,515,000","-1,721,000","-638,000","-1,835,000","-1,547,000","-623,000","-264,000","-376,000","-488,000","-2,608,000",,,,,,,,,,"0","5,437","-403,247","-2,672,839","563,654","4,615,739","8,253,810","2,580,975","24,834",,,,,,,,,,,,,,,,,,,,"-25,657",,,,"-74,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-511,110","-697,410","-733,860","-733,860","-733,860","-733,860","-733,860","-2,349,000","-2,349,000","-2,349,000","-2,349,000","-2,349,000","-2,349,000","35,000","35,421","35,000","35,000",,,,,"1,387","1,387","5,222",,"-38,724","-62,445","-145,238",,"-79,251","-15,615","-14,105","-38,449","-62,334","-18,908","-72,985","-58,485","64,395","74,250","444,783","7,200,000","7,200,000","7,400,000","7,200,000","7,000,000","6,800,000","5,100,000","5,000,000","4,800,000","4,600,000","4,100,000","4,100,000","4,100,000","4,100,000","4,100,000","4,100,000","4,100,000",
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"499,725,000","533,378,000","501,628,000","488,563,000","462,753,000","457,718,000","483,586,000","536,892,000","503,847,000","503,827,000","579,275,000","576,728,000","550,079,000","513,030,000","542,789,000","504,205,000","477,594,000","452,856,000","433,792,000","434,671,000","412,736,000","386,218,000","388,660,000","367,126,000","337,374,000","317,142,000","307,278,000","279,928,000","273,734,000","249,516,000","219,935,000","209,084,000","208,106,000","212,909,000","203,758,000","193,504,000","191,997,000","183,735,000","186,602,000","182,717,000","177,897,000","171,696,000","179,005,000","180,633,000","173,304,000","162,951,392","162,169,649","147,501,894","138,910,703","137,906,810","151,895,018","143,691,785","134,260,369","126,553,655","125,830,428","124,311,453","111,422,341","97,578,005","88,620,763","79,729,426","65,576,408","59,429,462","15,872,159","14,454,065","12,859,379","11,068,215","8,502,520","5,766,065","4,823,151","4,033,472","4,159,087","4,387,569","4,319,674","4,314,535","4,147,588","4,287,770","4,340,524","4,387,161","4,530,900","4,125,856","4,888,351","4,100,639","5,488,768","7,985,222","8,353,835","6,892,330","8,563,120","9,330,763","9,593,139","-1,000,000","-900,000","1,000,000","1,000,000","1,100,000","1,100,000","600,000","700,000","1,000,000","1,100,000","700,000","1,100,000","1,600,000","1,900,000","2,300,000","2,500,000","2,900,000","-600,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,077","1,077","1,077","1,077","1,087","1,087","1,087","1,087","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387",,,,"1,387",,,,"1,387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"396,341,000","429,702,000","494,275,000","480,842,000","454,665,000","449,262,000","474,763,000","527,701,000","494,288,000","493,901,000","568,981,000","566,066,000","539,050,000","501,633,000","531,024,000","492,073,000","465,094,000","439,988,000","420,557,000","421,068,000","398,765,000","371,190,000","373,264,000","351,363,000","314,297,000","293,092,000","282,954,000","255,328,000","241,921,000","218,916,000","189,139,000","178,100,000","170,984,000","175,609,000","166,401,000","156,027,000","172,143,000","163,513,000","166,013,000","161,760,000","156,572,000","150,004,000","156,945,000","158,205,000","150,141,000","139,788,551","138,639,160","123,603,758","114,644,920","113,273,370","126,893,931","118,690,698","109,259,282","101,552,268","100,829,041","99,310,066","86,420,954","72,573,798","63,619,376","51,661,229","33,000,804","22,046,531","15,179,982","13,351,829","11,748,665","9,914,741","7,238,225","4,386,602","4,344,735","3,328,205","3,200,595","3,781,381","3,590,935","3,471,879","3,764,174","3,807,635","3,625,323","3,686,342","3,641,740","3,008,457","4,481,957","3,656,555","5,273,485","7,726,016","8,353,835","6,892,330","8,563,120","9,330,763","9,593,139","-1,000,000","-900,000","1,000,000","1,000,000","1,100,000","1,100,000","600,000","700,000","1,000,000","1,100,000","700,000","1,100,000","1,600,000","1,900,000","2,300,000","2,500,000","2,700,000","-600,000"
NetTangibleAssets,"396,341,000","429,702,000","494,275,000","480,842,000","454,665,000","449,262,000","474,763,000","527,701,000","494,288,000","493,901,000","568,981,000","566,066,000","539,050,000","501,633,000","531,024,000","492,073,000","465,094,000","439,988,000","420,557,000","421,068,000","398,765,000","371,190,000","373,264,000","351,363,000","314,297,000","293,092,000","282,954,000","255,328,000","241,921,000","218,916,000","189,139,000","178,100,000","170,984,000","175,609,000","166,402,000","156,028,000","172,144,000","163,514,000","166,014,000","161,761,000","156,573,000","150,005,000","156,946,000","158,206,000","150,142,000","139,789,628","138,640,237","123,604,835","114,645,997","113,274,457","126,895,018","118,691,785","109,260,369","101,553,655","100,830,428","99,311,453","86,422,341","72,575,185","63,620,763","51,662,616","33,002,191","22,047,918","15,181,369","13,353,216","11,750,052","9,916,128","7,239,612","4,387,989","4,346,122","3,329,592","3,200,595","3,781,381","3,590,935","3,473,266","3,764,174","3,807,635","3,625,323","3,687,729","3,641,740","3,008,457","4,481,957","3,656,555","5,273,485","7,726,016","8,353,835","6,892,330","8,563,120","9,330,763","9,593,139","-1,000,000","-900,000","300,000","300,000","400,000","400,000","500,000","600,000","900,000","1,000,000","600,000","1,000,000","1,500,000","1,800,000","2,200,000","2,400,000","2,600,000","-600,000"
InvestedCapital,"499,725,000","560,137,000","501,628,000","488,563,000","462,753,000","517,117,000","483,586,000","536,892,000","503,847,000","594,228,000","580,967,000","602,377,000","593,384,000","615,873,000","573,123,000","507,187,000","477,765,000","489,571,000","433,792,000","434,671,000","412,736,000","386,218,000","388,660,000","367,665,000","337,374,000","317,142,000","311,006,000","282,653,000","281,212,000","255,440,000","225,796,000","213,396,000","211,091,000","227,856,000","225,966,000","218,429,000","219,064,000","209,728,000","215,799,000","210,366,000","206,586,000","197,180,000","213,918,000","203,229,000","200,166,000","185,980,630","186,947,302","170,074,045","164,369,928","158,202,784","172,152,868","164,337,748","134,259,282","126,552,268","125,829,041","124,310,066","111,420,954","97,576,618","88,625,228","79,728,039","65,575,021","59,428,075","15,870,772","14,452,678","12,857,992","11,066,828","8,501,133","5,764,678","4,821,764","4,032,085","4,159,087","4,387,569","4,319,674","4,313,148","4,147,588","4,287,770","4,340,524","4,385,774","4,530,900","4,125,856","4,888,351","4,100,639","5,488,768","7,985,222","8,353,835","6,892,330","8,563,120","9,330,763","9,593,139","-1,000,000","-900,000","1,000,000","1,000,000","1,100,000","1,100,000","600,000","700,000","1,000,000","1,100,000","700,000","1,200,000","1,700,000","1,900,000","2,300,000","2,600,000","3,700,000","-600,000"
TangibleBookValue,"396,341,000","429,702,000","494,275,000","480,842,000","454,665,000","449,262,000","474,763,000","527,701,000","494,288,000","493,901,000","568,981,000","566,066,000","539,050,000","501,633,000","531,024,000","492,073,000","465,094,000","439,988,000","420,557,000","421,068,000","398,765,000","371,190,000","373,264,000","351,363,000","314,297,000","293,092,000","282,954,000","255,328,000","241,921,000","218,916,000","189,139,000","178,100,000","170,984,000","175,609,000","166,401,000","156,027,000","172,143,000","163,513,000","166,013,000","161,760,000","156,572,000","150,004,000","156,945,000","158,205,000","150,141,000","139,788,551","138,639,160","123,603,758","114,644,920","113,273,370","126,893,931","118,690,698","109,259,282","101,552,268","100,829,041","99,310,066","86,420,954","72,573,798","63,619,376","51,661,229","33,000,804","22,046,531","15,179,982","13,351,829","11,748,665","9,914,741","7,238,225","4,386,602","4,344,735","3,328,205","3,200,595","3,781,381","3,590,935","3,471,879","3,764,174","3,807,635","3,625,323","3,686,342","3,641,740","3,008,457","4,481,957","3,656,555","5,273,485","7,726,016","8,353,835","6,892,330","8,563,120","9,330,763","9,593,139","-1,000,000","-900,000","300,000","300,000","400,000","400,000","500,000","600,000","900,000","1,000,000","600,000","1,000,000","1,500,000","1,800,000","2,200,000","2,400,000","2,600,000","-600,000"
TotalDebt,"103,384,000","130,435,000","7,353,000","7,721,000","8,088,000","67,855,000","8,823,000","9,191,000","9,559,000","100,327,000","11,986,000","36,311,000","54,334,000","114,240,000","42,099,000","15,114,000","12,671,000","49,583,000","13,235,000","13,603,000","13,971,000","15,028,000","15,396,000","16,302,000","23,077,000","24,050,000","28,052,000","27,325,000","39,291,000","36,524,000","36,657,000","35,296,000","40,107,000","52,247,000","59,565,000","62,402,000","46,921,000","46,215,000","49,786,000","48,606,000","50,014,000","47,176,000","56,973,000","45,024,000","50,025,000","46,192,079","48,308,142","46,470,287","49,725,008","44,929,414","45,258,937","45,647,050","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,002,820","25,005,852","28,066,810","32,574,217","37,381,544","690,790","1,100,849","1,109,327","1,152,087","1,262,908","1,378,076","477,029","703,880","958,492","606,188","728,739","841,269","383,414","480,135","715,201","699,432","889,160","1,117,399","406,394","444,084","215,283","259,206",,,,,,,,,,,,,,,,,"100,000","100,000",,,"100,000","1,000,000",
NetDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"958,492","606,188","728,739",,"383,414","480,135","715,201",,"889,160","1,117,399","406,394","444,084","215,283","259,206",,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"47,063,000","47,018,000","46,964,000","46,964,000","46,911,000","46,817,000","46,821,000","46,806,000","46,766,000","46,707,000","46,713,000","46,698,000","46,674,000","46,514,000","46,318,000","46,257,000","46,148,000","45,778,000","45,473,000","45,447,000","45,445,000","45,324,000","45,292,000","45,262,000","45,315,000","45,525,000","45,595,000","45,562,000","45,224,000","43,769,000","44,955,000","44,935,000","44,276,000","43,641,000","43,387,000","42,981,000","41,690,000","41,889,000","41,889,000","41,189,000","41,135,000","40,082,000","41,010,000","41,007,000","40,407,000","40,406,751","40,877,088","40,877,087","40,877,087","39,583,884","39,392,019","39,327,019","39,327,019","40,158,019","41,567,866","40,778,567","39,399,369","39,891,157","39,057,103","39,057,103","38,871,374","38,057,103","37,957,103","37,321,296","36,788,219","36,463,219","36,463,219","35,863,219","35,003,219","35,003,219",,,"32,183,775","26,251,601","26,176,601","26,176,601","21,468,269","21,468,269","16,508,766","14,685,939","14,685,939","14,685,939","14,894,584","14,685,939","14,894,584","17,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584"
OrdinarySharesNumber,"30,946,000","31,221,000","31,167,000","31,269,000","31,216,000","31,137,000","31,334,000","31,853,000","32,385,000","32,638,000","33,211,000","34,160,000","34,622,000","34,783,000","34,933,000","34,872,000","35,012,000","34,735,000","34,440,000","34,821,000","35,073,000","35,052,000","35,024,000","35,064,000","34,800,000","35,110,000","35,628,000","35,695,000","35,557,000","34,102,000","34,289,000","34,988,000","34,776,000","35,366,000","35,111,000","35,297,000","40,672,000","40,871,000","40,871,000","40,171,000","40,117,000","39,064,000","39,993,000","39,989,000","39,388,000","39,387,998","39,166,033","39,166,033","39,166,033","37,774,765","37,644,036","37,617,172","37,617,172","38,448,172","39,858,019","39,858,019","39,399,369","39,891,157","39,057,103","39,057,103","38,871,374","38,057,103","37,957,103","37,321,296","36,788,219","36,463,219","36,463,219","35,863,219","35,003,219","35,003,219",,,"32,183,775","26,251,601","26,176,601","26,176,601","21,468,269","21,468,269","16,508,766","14,685,939","14,685,939","14,685,939","14,894,584","14,685,939","14,894,584","17,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584","14,794,584"
PreferredSharesNumber,,,,,,,,,,,,,"10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","12,000","12,000",,"12,000","22,000,000","30","108,000","108,000","108,000","108,000","108,000","108,000","108,000","108,000","108,000","108,000","108,000","107,690","107,690","107,690","107,690","108,640","108,640","108,640","108,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640","138,640",,,,"138,640",,,,"138,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
