name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,04/30/1992
TotalAssets,"1,748,955,000","2,056,141,000","2,143,228,000","2,341,535,000","1,717,453,000","1,758,741,000","2,050,184,000","2,046,899,000","1,545,513,000","1,719,852,000","1,829,278,000","2,064,123,000","1,697,869,000","1,858,390,000","1,723,269,000","1,711,277,000","1,295,707,000","1,454,999,000","1,857,061,000","1,370,059,000","1,060,439,000","1,060,007,000","1,234,222,000","1,149,509,000","1,028,996,000","993,548,000","1,078,366,000","1,047,367,000","967,157,000","911,774,000","940,265,000","950,402,000","901,432,000","920,090,000","972,344,000","1,001,799,000","964,123,000","925,735,000","979,912,000","1,116,173,000","936,656,000","894,026,000","966,948,000","896,737,000","842,449,000","766,230,240","789,012,137","796,791,189","735,612,969","678,247,300","698,976,680","714,048,882","621,497,751","544,636,912","580,114,820","575,602,437","558,955,817","490,733,140","619,777,917","555,990,084","570,429,748","481,610,424","357,936,449","226,310,652","162,316,144","181,033,434","98,281,568","73,466,006","81,760,328","114,001,968","136,511,398","35,045,531","33,593,220","35,235,489","32,487,439","33,505,912","33,959,020","33,392,425","28,824,287","35,687,515","25,881,757","29,789,785","28,070,429","27,897,083","29,894,622","30,065,904","29,223,628","29,098,995","29,640,809","600,000","600,000","2,300,000","2,400,000","2,400,000","2,400,000","1,900,000","1,900,000","2,200,000","2,700,000","2,500,000","2,900,000","3,300,000","3,700,000","3,700,000","3,900,000","4,200,000","1,400,000"
TotalLiabilitiesNetMinorityInterest,"1,352,614,000","1,626,439,000","1,648,953,000","1,860,693,000","1,262,788,000","1,309,479,000","1,575,421,000","1,519,198,000","1,051,225,000","1,225,951,000","1,260,297,000","1,498,057,000","1,158,819,000","1,356,757,000","1,192,245,000","1,219,204,000","830,613,000","1,015,011,000","1,436,504,000","948,991,000","661,674,000","688,817,000","860,958,000","798,146,000","714,699,000","700,456,000","795,412,000","792,039,000","725,236,000","692,858,000","751,126,000","772,302,000","730,448,000","744,481,000","805,942,000","845,771,000","791,979,000","762,221,000","813,898,000","954,412,000","780,083,000","744,021,000","810,002,000","738,531,000","692,307,000","626,440,612","650,371,900","673,186,354","620,966,972","564,972,843","572,081,662","595,357,097","512,237,382","443,083,257","479,284,392","476,290,984","472,533,476","418,157,955","556,157,154","504,327,468","537,427,557","459,562,506","342,755,080","212,957,436","150,566,092","171,082,306","91,041,956","69,078,017","77,414,206","110,672,376","133,310,803","31,264,150","30,002,285","31,762,223","28,723,265","29,698,277","30,333,697","29,704,696","25,182,547","32,679,058","21,399,800","26,133,230","22,796,944","20,171,067","21,540,787","23,173,574","20,660,508","19,768,232","20,047,670","1,600,000","1,500,000","1,300,000","1,400,000","1,300,000","1,300,000","1,300,000","1,200,000","1,200,000","1,600,000","1,800,000","1,800,000","1,700,000","1,800,000","1,400,000","1,400,000","1,500,000","2,000,000"
TotalEquityGrossMinorityInterest,"396,341,000","429,702,000","494,275,000","480,842,000","454,665,000","449,262,000","474,763,000","527,701,000","494,288,000","493,901,000","568,981,000","566,066,000","539,050,000","501,633,000","531,024,000","492,073,000","465,094,000","439,988,000","420,557,000","421,068,000","398,765,000","371,190,000","373,264,000","351,363,000","314,297,000","293,092,000","282,954,000","255,328,000","241,921,000","218,916,000","189,139,000","178,100,000","170,984,000","175,609,000","166,402,000","156,028,000","172,144,000","163,514,000","166,014,000","161,761,000","156,573,000","150,005,000","156,946,000","158,206,000","150,142,000","139,789,628","138,640,237","123,604,835","114,645,997","113,274,457","126,895,018","118,691,785","109,260,369","101,553,655","100,830,428","99,311,453","86,422,341","72,575,185","63,620,763","51,662,616","33,002,191","22,047,918","15,181,369","13,353,216","11,750,052","9,951,128","7,239,612","4,387,989","4,346,122","3,329,592","3,200,595","3,781,381","3,590,935","3,473,266","3,764,174","3,807,635","3,625,323","3,687,729","3,641,740","3,008,457","4,481,957","3,656,555","5,273,485","7,726,016","8,353,835","6,892,330","8,563,120","9,330,763","9,593,139","-1,000,000","-900,000","1,000,000","1,000,000","1,100,000","1,100,000","600,000","700,000","1,000,000","1,100,000","700,000","1,100,000","1,600,000","1,900,000","2,300,000","2,500,000","2,700,000","-600,000"
	StockholdersEquity,"396,341,000","429,702,000","494,275,000","480,842,000","454,665,000","449,262,000","474,763,000","527,701,000","494,288,000","493,901,000","568,981,000","566,066,000","539,050,000","501,633,000","531,024,000","492,073,000","465,094,000","439,988,000","420,557,000","421,068,000","398,765,000","371,190,000","373,264,000","351,363,000","314,297,000","293,092,000","282,954,000","255,328,000","241,921,000","218,916,000","189,139,000","178,100,000","170,984,000","175,609,000","166,402,000","156,028,000","172,144,000","163,514,000","166,014,000","161,761,000","156,573,000","150,005,000","156,946,000","158,206,000","150,142,000","139,789,628","138,640,237","123,604,835","114,645,997","113,274,457","126,895,018","118,691,785","109,260,369","101,553,655","100,830,428","99,311,453","86,422,341","72,575,185","63,620,763","51,662,616","33,002,191","22,047,918","15,181,369","13,353,216","11,750,052","9,916,128","7,239,612","4,387,989","4,346,122","3,329,592","3,200,595","3,781,381","3,590,935","3,473,266","3,764,174","3,807,635","3,625,323","3,687,729","3,641,740","3,008,457","4,481,957","3,656,555","5,273,485","7,726,016","8,353,835","6,892,330","8,563,120","9,330,763","9,593,139","-1,000,000","-900,000","1,000,000","1,000,000","1,100,000","1,100,000","600,000","700,000","1,000,000","1,100,000","700,000","1,100,000","1,600,000","1,900,000","2,300,000","2,500,000","2,700,000","-600,000"
		CapitalStock,"471,000","470,000","470,000","470,000","469,000","468,000","468,000","468,000","468,000","467,000","467,000","467,000","467,000","465,000","463,000","463,000","461,000","458,000","455,000","454,000","454,000","453,000","453,000","453,000","453,000","455,000","456,000","456,000","452,000","19,448,000","449,000","449,000","443,000","436,000","435,000","431,000","418,000","420,000","420,000","413,000","412,000","412,000","411,000","411,000","405,000","405,146","409,848","409,849","409,849","403,233","403,615","403,415","403,415","402,965","399,965","399,965","409,619","394,459","391,959","391,959","384,459","381,959","303,364","343,115","294,675","287,424","287,425","287,424","272,824","266,880","265,493","265,493","243,244","216,395","203,841","177,175","167,175","168,562","167,175","148,946","148,996","148,946","148,946","148,946","148,946","148,946","147,946","147,946","147,946",,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,077","1,077","1,077","1,077","1,087","1,087","1,087","1,087","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387","1,387",,,,"1,387",,,,"1,387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"471,000","470,000","470,000","470,000","469,000","468,000","468,000","468,000","468,000","467,000","467,000","467,000","467,000","465,000","463,000","463,000","461,000","458,000","455,000","454,000","454,000","453,000","453,000","453,000","453,000","455,000","456,000","456,000","452,000","19,448,000","449,000","449,000","443,000","436,000","434,000","430,000","417,000","419,000","419,000","412,000","411,000","411,000","410,000","410,000","404,000","404,069","408,771","408,772","408,772","402,146","402,528","402,328","402,328","401,578","398,578","398,578","408,232","393,072","390,572","390,572","383,072","380,572","301,977","341,728","293,288","286,037","286,038","286,037","271,437","265,493","265,493","265,493","243,244","215,008","203,841","177,175","167,175","167,175","167,175","148,946","148,996","148,946","148,946","148,946","148,946","148,946","147,946","147,946","147,946",,,,,,,,,,,,,,,,,,
			OtherCapitalStock,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","408,771","408,772","408,772","0","402,528","402,328","402,328","401,578","398,578","398,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"109,099,000","108,202,000","107,382,000","105,904,000","104,624,000","103,445,000","101,438,000","99,768,000","97,110,000","96,036,000","93,546,000","90,226,000","87,328,000","86,353,000","88,231,000","85,925,000","84,294,000","86,186,000","89,429,000","86,358,000","83,657,000","82,263,000","80,399,000","78,496,000","70,280,000","70,789,000","67,845,000","62,845,000","63,700,000","40,987,000","45,096,000","41,539,000","42,195,000","42,282,000","40,631,000","38,975,000","38,631,000","38,684,000","37,408,000","38,126,000","37,497,000","36,536,000","35,549,000","34,580,000","34,073,000","33,674,697","37,568,052","37,802,927","36,595,977","36,666,914","35,706,602","35,219,544","34,569,639","33,587,414","32,589,301","31,679,452","31,510,373","24,779,798","22,837,565","21,759,615","19,774,709","18,726,387","16,319,655","16,315,656","15,204,170","15,184,331","15,184,331","15,158,362","15,136,462","15,114,407","15,114,406","15,114,406","15,067,907","15,024,142","15,003,976","15,003,976","15,003,976","15,003,976","15,003,976","14,977,297","14,977,296","14,977,297","15,126,242","15,126,242","15,126,242","15,126,242","15,108,741","15,110,631","15,095,741",,,,,,,,,,,,,,,,,,
		RetainedEarnings,"576,243,000","563,713,000","620,936,000","605,790,000","588,890,000","567,512,000","594,281,000","602,583,000","587,867,000","573,619,000","634,210,000","614,067,000","587,797,000","553,224,000","568,467,000","531,085,000","495,520,000","464,748,000","437,746,000","432,615,000","408,128,000","381,864,000","377,674,000","355,697,000","326,965,000","306,656,000","286,986,000","260,977,000","240,560,000","222,469,000","210,344,000","192,436,000","178,814,000","168,734,000","161,291,000","150,409,000","136,196,000","127,511,000","131,287,000","126,323,000","121,765,000","116,158,000","124,088,000","126,317,000","118,773,000","108,819,040","108,046,314","93,184,722","87,702,426","84,100,372","94,437,777","82,930,644","79,821,968","75,654,070","75,956,790","72,418,993","61,233,329","50,724,674","43,714,985","32,834,788","15,293,843","5,390,392","-1,374,830","-3,239,156","-3,681,973","-5,488,807","-8,130,325","-10,955,978","-10,961,344","-11,949,875","-12,078,871","-11,498,085","-11,623,618","-11,639,794","-11,303,099","-11,209,251","-11,298,770","-11,308,318","-11,348,341","-12,000,351","-10,528,411","-11,329,419","-9,837,550","-7,428,445","-6,749,619","-8,240,119","-6,723,454","-6,002,064","-6,095,331","-8,200,000","-8,100,000","-6,400,000","-6,200,000","-5,900,000","-5,700,000","-4,500,000","-4,300,000","-3,800,000","-3,500,000","-3,400,000","-3,000,000","-2,500,000","-2,200,000","-1,800,000","-1,600,000","-1,400,000","-600,000"
