name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalAssets,"67,994,000,000","67,092,000,000","67,317,000,000","66,477,000,000","66,349,000,000","67,810,000,000","66,249,000,000","64,194,000,000","63,598,000,000","64,549,000,000","63,895,000,000","63,573,000,000","64,162,000,000","62,729,000,000","63,918,000,000","62,974,000,000","64,503,000,000","63,109,000,000","63,291,000,000","62,757,000,000","62,076,000,000","61,538,000,000","63,265,000,000","63,271,000,000","63,975,000,000","62,843,000,000","66,390,000,000","65,118,000,000","64,206,000,000","66,815,000,000","69,967,000,000","72,680,000,000","72,960,000,000","72,557,000,000","74,859,000,000","71,823,000,000","73,298,000,000","75,478,000,000","97,779,000,000","97,114,000,000","96,647,000,000","93,837,000,000","95,832,000,000","99,027,000,000","98,269,000,000","95,289,000,000","93,620,000,000","91,590,000,000","95,709,000,000","66,714,000,000","66,669,000,000","64,654,000,000","62,353,000,000","63,078,000,000","66,945,000,000","70,845,000,000","70,026,000,000","67,993,000,000","57,359,000,000","56,495,000,000","55,814,000,000","55,574,000,000","58,840,000,000","58,222,000,000","57,814,000,000","57,628,000,000","58,102,000,000","58,207,000,000","60,140,000,000","59,928,000,000","59,290,000,000","59,123,000,000","59,289,000,000","59,284,000,000","58,226,000,000","59,881,000,000","57,943,000,000","57,100,000,000","56,762,000,000","56,549,000,000","55,837,000,000","55,798,000,000","51,823,000,000","51,758,000,000","52,053,000,000"
	CurrentAssets,"9,619,000,000","10,342,000,000","10,455,000,000","8,654,000,000","8,843,000,000","9,979,000,000","9,446,000,000","7,995,000,000","9,068,000,000","7,630,000,000","8,630,000,000","7,836,000,000","8,539,000,000","7,604,000,000","8,722,000,000","8,202,000,000","8,370,000,000","7,520,000,000","8,155,000,000","8,193,000,000","8,415,000,000","8,480,000,000","8,855,000,000","8,979,000,000","9,009,000,000","8,958,000,000","12,174,000,000","11,888,000,000","11,864,000,000","11,750,000,000","12,846,000,000","13,100,000,000","13,702,000,000","13,216,000,000","15,463,000,000","13,738,000,000","14,295,000,000","15,622,000,000","19,517,000,000","19,831,000,000","17,693,000,000","16,202,000,000","17,329,000,000","17,496,000,000","17,529,000,000","16,221,000,000","15,824,000,000","15,251,000,000","17,215,000,000","12,454,000,000","13,018,000,000","11,688,000,000","11,141,000,000","11,366,000,000","11,257,000,000","11,674,000,000","11,678,000,000","10,737,000,000","9,544,000,000","9,158,000,000","8,852,000,000","8,254,000,000","8,959,000,000","8,374,000,000","8,318,000,000","8,153,000,000","8,343,000,000","8,524,000,000","10,125,000,000","9,722,000,000","8,131,000,000","8,060,000,000","8,221,000,000","8,124,000,000","7,920,000,000","9,206,000,000","7,943,000,000","7,456,000,000","7,431,000,000","7,410,000,000","7,311,000,000","7,006,000,000","7,348,000,000","7,387,000,000","7,432,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,946,000,000","3,546,000,000","3,401,000,000","1,938,000,000","2,028,000,000","3,619,000,000","2,759,000,000","1,602,000,000","1,925,000,000","1,291,000,000","1,537,000,000","1,248,000,000","1,542,000,000","1,100,000,000","1,373,000,000","1,246,000,000","1,130,000,000","761,000,000","844,000,000","1,397,000,000","1,307,000,000","1,741,000,000","1,686,000,000","1,755,000,000","1,338,000,000","1,870,000,000","2,039,000,000","1,958,000,000","1,835,000,000","1,631,000,000","1,704,000,000","2,132,000,000","2,422,000,000","2,664,000,000","3,692,000,000","2,476,000,000","2,759,000,000","4,475,000,000","3,873,000,000","4,643,000,000","1,852,000,000","1,974,000,000","1,976,000,000","2,267,000,000","2,088,000,000","2,481,000,000","2,288,000,000","2,854,000,000","3,878,000,000","2,101,000,000","2,996,000,000","1,731,000,000","1,184,000,000","1,244,000,000","737,000,000","708,000,000","605,000,000","567,000,000","498,000,000","419,000,000","251,000,000","239,000,000","655,000,000","402,000,000","267,000,000","316,000,000","235,000,000","396,000,000","220,000,000","282,000,000","202,000,000","164,000,000","287,000,000","514,000,000","496,000,000","1,506,000,000","167,000,000","215,000,000","127,000,000","140,000,000","152,000,000","162,000,000","175,000,000","187,000,000","163,000,000"
			CashAndCashEquivalents,"1,946,000,000","3,546,000,000","3,401,000,000","1,938,000,000","2,028,000,000","3,619,000,000","2,759,000,000","1,602,000,000","1,925,000,000","1,291,000,000","1,537,000,000","1,248,000,000","1,542,000,000","1,100,000,000","1,373,000,000","1,246,000,000","1,130,000,000","761,000,000","844,000,000","1,397,000,000","1,307,000,000","1,741,000,000","1,686,000,000","1,755,000,000","1,338,000,000","1,870,000,000","2,039,000,000","1,958,000,000","1,835,000,000","1,631,000,000","1,704,000,000","2,132,000,000","2,422,000,000","2,664,000,000","3,692,000,000","2,476,000,000","2,759,000,000","4,475,000,000","3,873,000,000","4,643,000,000","1,852,000,000","1,974,000,000","1,976,000,000","2,267,000,000","2,088,000,000","2,481,000,000","2,288,000,000","2,854,000,000","3,878,000,000","2,101,000,000","2,996,000,000","1,731,000,000","1,184,000,000","1,244,000,000","737,000,000","708,000,000","605,000,000","567,000,000","498,000,000","419,000,000","251,000,000","239,000,000","655,000,000","402,000,000","267,000,000","316,000,000","235,000,000","396,000,000","220,000,000","282,000,000","202,000,000","164,000,000","287,000,000","514,000,000","496,000,000","1,506,000,000","167,000,000","215,000,000","127,000,000","140,000,000","152,000,000","162,000,000","175,000,000","187,000,000","163,000,000"
		Receivables,"3,692,000,000","3,188,000,000","3,329,000,000","2,913,000,000","3,315,000,000","2,954,000,000","3,056,000,000","2,610,000,000","3,298,000,000","2,927,000,000","3,175,000,000","2,891,000,000","3,536,000,000","3,006,000,000","3,577,000,000","3,234,000,000","3,954,000,000","3,526,000,000","3,913,000,000","3,308,000,000","3,864,000,000","3,470,000,000","3,914,000,000","3,919,000,000","4,325,000,000","3,846,000,000","5,918,000,000","4,249,000,000","4,913,000,000","4,751,000,000","5,352,000,000","5,533,000,000","5,900,000,000","5,403,000,000","6,245,000,000","5,989,000,000","6,265,000,000","6,129,000,000","7,110,000,000","6,642,000,000","7,314,000,000","6,361,000,000","6,835,000,000","6,830,000,000","7,131,000,000","6,539,000,000","6,013,000,000","5,606,000,000","6,575,000,000","5,197,000,000","4,720,000,000","4,646,000,000","4,472,000,000","4,704,000,000","4,709,000,000","5,223,000,000","5,361,000,000","5,197,000,000","3,942,000,000","3,957,000,000","3,977,000,000","3,869,000,000","3,573,000,000","3,549,000,000","3,431,000,000","3,385,000,000","3,335,000,000","3,461,000,000","3,635,000,000","3,541,000,000","3,248,000,000","3,365,000,000","3,455,000,000","3,369,000,000","3,080,000,000","3,315,000,000","3,313,000,000","3,116,000,000","3,138,000,000","3,266,000,000","3,195,000,000","3,131,000,000","3,121,000,000","3,212,000,000","3,289,000,000"
			AccountsReceivable,"2,943,000,000","2,337,000,000","2,673,000,000","2,226,000,000","2,655,000,000","2,297,000,000","2,491,000,000","1,979,000,000","2,628,000,000","2,212,000,000","2,492,000,000","2,179,000,000","2,781,000,000","2,262,000,000","2,732,000,000","2,416,000,000","3,113,000,000","2,691,000,000","2,981,000,000","2,395,000,000","3,035,000,000","2,611,000,000","3,019,000,000","2,796,000,000","3,101,000,000","2,634,000,000","3,352,000,000","3,294,000,000","4,061,000,000","3,802,000,000","5,352,000,000","5,533,000,000","5,900,000,000","5,403,000,000","6,245,000,000","5,989,000,000","6,265,000,000","6,129,000,000","7,110,000,000","6,642,000,000","7,314,000,000","6,361,000,000","6,835,000,000","6,830,000,000","7,131,000,000","6,539,000,000","6,013,000,000","5,606,000,000","6,575,000,000","5,197,000,000","4,720,000,000","4,646,000,000","4,472,000,000","4,704,000,000","4,709,000,000","5,223,000,000","5,361,000,000","5,197,000,000","3,942,000,000","3,957,000,000","3,977,000,000","3,869,000,000","3,573,000,000","3,549,000,000","3,431,000,000","3,385,000,000","3,335,000,000","3,461,000,000","3,635,000,000","3,541,000,000","3,248,000,000","3,365,000,000","3,455,000,000","3,369,000,000","3,080,000,000","3,315,000,000","3,313,000,000","3,116,000,000","3,138,000,000","3,266,000,000","3,195,000,000","3,131,000,000","3,121,000,000","3,212,000,000","3,289,000,000"
				GrossAccountsReceivable,"2,998,000,000","2,374,000,000","2,712,000,000","2,267,000,000","2,695,000,000","2,339,000,000","2,532,000,000","2,019,000,000","2,667,000,000","2,247,000,000","2,531,000,000","2,217,000,000","2,821,000,000","2,302,000,000","2,769,000,000","2,456,000,000","3,162,000,000","2,741,000,000","3,029,000,000","2,442,000,000","3,083,000,000","2,669,000,000","3,083,000,000","2,854,000,000","3,158,000,000","2,688,000,000","3,413,000,000","3,353,000,000","4,124,000,000","3,868,000,000","5,425,000,000","5,610,000,000","5,974,000,000","5,489,000,000","6,337,000,000","6,087,000,000","6,367,000,000","6,247,000,000","7,246,000,000","6,778,000,000",,"6,504,000,000","6,986,000,000","6,999,000,000","7,372,000,000","6,785,000,000","6,196,000,000",,,"5,318,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-55,000,000","-37,000,000","-39,000,000","-41,000,000","-40,000,000","-42,000,000","-41,000,000","-40,000,000","-39,000,000","-35,000,000","-39,000,000","-38,000,000","-40,000,000","-40,000,000","-37,000,000","-40,000,000","-49,000,000","-50,000,000","-48,000,000","-47,000,000","-48,000,000","-58,000,000","-64,000,000","-58,000,000","-57,000,000","-54,000,000","-61,000,000","-59,000,000","-63,000,000","-66,000,000","-73,000,000","-77,000,000","-74,000,000","-86,000,000","-92,000,000","-98,000,000","-102,000,000","-118,000,000","-136,000,000","-136,000,000",,"-143,000,000","-151,000,000","-169,000,000","-241,000,000","-246,000,000","-183,000,000",,,"-121,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"749,000,000","851,000,000","656,000,000","687,000,000","660,000,000","657,000,000","565,000,000","631,000,000","670,000,000","715,000,000","683,000,000","712,000,000","755,000,000","744,000,000","845,000,000","818,000,000","841,000,000","835,000,000","932,000,000","913,000,000","829,000,000","859,000,000","895,000,000","1,123,000,000","1,224,000,000","1,212,000,000","2,566,000,000","955,000,000","852,000,000","949,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,"-40,000,000",,"-44,000,000","-48,000,000","-49,000,000","-46,000,000","-47,000,000","-56,000,000","-61,000,000","-83,000,000","-98,000,000","-101,000,000","-99,000,000","-96,000,000","-93,000,000","-103,000,000","-104,000,000","-111,000,000","-109,000,000","-91,000,000","-93,000,000","-93,000,000","-91,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
