name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
MarketCap,"34,565,362,848","38,228,760,000","33,059,650,000","36,665,280,000","38,740,680,000","34,470,000,000","33,418,720,000","28,618,560,000","30,357,870,000","28,894,950,000","35,871,550,000","35,321,000,000","33,873,633,237","31,359,907,313","27,433,160,000","34,173,133,438","32,080,385,057","33,477,620,997","37,572,664,282","33,212,557,711","31,926,840,000","29,743,850,000","27,294,456,151","25,458,240,000","25,951,450,000","25,263,750,000","23,656,290,000","22,713,600,000","26,077,740,000","29,108,530,000","29,364,500,000","25,714,030,000","25,484,480,000","24,555,720,000","24,488,460,000","23,050,800,000","22,551,141,532","22,965,455,763","19,241,430,000","19,207,940,605","17,241,842,120","16,245,256,848","13,851,701,773","11,963,450,000","15,784,010,000","16,652,720,000","16,992,040,000","16,973,900,000","15,456,740,000","17,382,780,000","16,131,480,000","16,412,320,000","13,078,400,000","10,265,200,259","17,558,114,759","24,720,320,000","24,892,140,000","26,470,046,906","29,405,490,000","32,639,274,004","35,983,059,057","36,480,928,383","40,498,420,000","39,331,710,000","34,534,630,000","33,246,180,000","34,929,220,000","35,938,500,000","39,494,750,000","36,328,320,000","35,324,760,000","33,065,110,000","32,352,250,000","31,958,380,000","30,286,080,000","25,680,590,000","25,097,600,000","23,351,680,000","25,966,980,000","24,991,650,000","26,144,860,000","26,854,470,000","23,994,400,000","26,854,650,000","31,848,760,000","30,406,500,000","31,713,864,000","25,541,250,000","16,331,500,000","17,883,563,000","18,937,581,000","19,227,198,000","29,130,500,000","30,095,156,000","31,493,000,000","34,113,000,000","38,090,624,000","38,597,227,284","38,462,500,000","34,454,180,000","31,682,000,000","25,947,312,000","25,581,192,000","21,640,450,000","20,326,383,000","18,761,400,000","18,403,885,000","15,837,835,200","13,293,186,200","12,911,625,000","10,672,347,500","10,734,200,000","10,685,932,500","10,800,000,000","13,275,000,000","14,287,500,000","13,050,000,000"
EnterpriseValue,"41,408,362,848","47,411,760,000","42,319,650,000","46,175,280,000","48,197,680,000","43,888,000,000","41,653,720,000","36,675,560,000","38,622,870,000","37,435,950,000","44,966,550,000","43,280,000,000","41,755,633,237","39,241,907,313","35,726,160,000","42,435,133,438","40,780,385,057","40,956,620,997","44,977,664,282","40,824,557,711","39,576,840,000","37,400,850,000","33,761,456,151","31,867,240,000","32,274,450,000","31,638,750,000","29,672,290,000","28,840,600,000","32,101,740,000","35,391,530,000","35,420,500,000","32,417,030,000","32,019,480,000","30,861,720,000","30,286,460,000","28,669,800,000","28,287,141,532","28,216,455,763","24,492,430,000","24,694,940,605","22,722,842,120","21,377,256,848","18,732,701,773","16,844,450,000","20,998,010,000","21,919,720,000","22,338,040,000","22,382,900,000","20,654,740,000","22,588,780,000","21,429,480,000","22,346,320,000","19,069,400,000","15,087,200,259","22,802,114,759","30,024,320,000","29,802,140,000","31,742,046,906","34,623,490,000","37,895,274,004","40,152,059,057","40,699,928,383","45,700,420,000","44,396,710,000","39,599,630,000","38,470,180,000","39,413,220,000","40,422,500,000","44,316,750,000","41,344,320,000","40,244,760,000","38,094,110,000","36,909,250,000","36,339,380,000","34,996,080,000","29,811,590,000","28,717,600,000","27,024,680,000","29,744,980,000","28,765,650,000","29,919,860,000","30,512,470,000","27,652,400,000","30,026,650,000","35,137,760,000","33,515,500,000","34,797,864,000","28,614,250,000","19,404,500,000","20,028,563,000","21,534,581,000","20,715,198,000","30,618,500,000","31,583,156,000","32,981,000,000","35,589,000,000","39,566,624,000","40,073,227,284","39,938,500,000","35,724,180,000","32,952,000,000","27,217,312,000","26,851,192,000","23,061,450,000","21,666,383,000","19,989,400,000","19,628,885,000","17,061,835,200","14,517,186,200","13,780,625,000","11,534,347,500","11,596,200,000","11,542,932,500","11,650,000,000","14,125,000,000","15,457,500,000","14,322,000,000"
PeRatio,"11.085","8.157","5.667","5.34","5.769","6.638","7.747","7.084","8.164","6.538","14.993","14.491","14.548","15.802","8.149","10.389","9.921","11.34","14.584","13.616","15.015","17.45","20.087","17.603","17.103","13.341","10.855","9.854","9.98","11.351","11.404","12.01","12.655","11.763","14.021","10.801","10.416","10.485","8.583","9.685","17.034","21.801","40.91","35.358","29.641","12.919","18.643","14.882","15.446","13.987","19.013",,,,,"128.111","12.223","8.037","6.722","6.752","7.632","7.661","8.716","18.614","16.24","16.335","19.879","20.327","11.762","11.169","11.392","12.058","9.578","10.747","11.232","10.808","12.917","17.098","23.119","26.53","24.329","23.606","21.063","14.821","15.169","14.217","15.957","13.9","8.9","8.385","7.119","6.58","8.946","9.018","9.772","10.336","11.153","12.145","12.729","12.461","14.12","10.935","12.5","11.782","11.522","9.906","11.055","11.195","9.375","9.846","18.269","18.365","15.032","14.815","9.833","15.119",
ForwardPeRatio,"12.854","13.038","8.85","9.569","9.2","9.124","8.945","8.203","8.795","8.681","10.858","10.605","11.249","10.309",,"10.929","10.482","11.534","14.327","13.106","14.451","13.228","12.048","11.416","14.514","10.684","11.325","10.267","10.776","11.641","12.315","11.013","10.05","9.634","10.384","9.479","9.268","9.56","8.382","9.033","8.354","8.203","7.525","6.337","8.183","8.576","8.097","7.616",,"7.8","7.441","7.496","5.928",,"10.299","45.662","14.327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,"2.106","2.279","2.19","2.122","1.902","2.051","2.198","2.117","15.506","15.154",,,,"3.312","4.033","4.438","0.838","0.776","0.855","0.959","1.004","0.951","1.209","0.707","0.858","0.778","0.718","1.737","1.759","1.643","1.5","0.758","0.67","0.612","0.576","0.206","0.196","1.806","0.517","1.068","0.927","0.679","0.91","0.953","0.988","0.929",,"0.867","0.965","0.857","0.677",,"1.177",,"1.638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.732","0.822","0.696","0.79","0.858","0.809","0.795","0.698","0.731","0.685","0.892","0.886","0.861","0.835","0.748","0.916","0.862","0.905","1.021","0.912","0.893","0.842","0.787","0.751","0.78","0.769","0.724","0.692","0.787","0.885","0.889","0.802","0.783","0.771","0.76","0.719","0.702","0.726","0.594","0.608","0.549","0.527","0.445","0.385","0.508","0.541","0.551","0.546","0.502","0.549","0.508","0.539","0.433","0.355","0.609","0.805","0.773","0.787","0.848","0.973","1.076","1.069","1.175","1.137","0.992","0.959","1.036","1.059","1.177","1.092","1.067","1.015","0.997","0.986","0.945","0.819","0.823","0.779","0.888","0.863","0.916","0.946","0.844","0.945","1.121","1.078","2.06","0.964","0.617","0.688","0.717","0.769","1.123","1.171","1.245","1.36","1.521","1.575","1.583","1.431","1.332","1.079","1.069","0.918","0.88","0.821","0.818","0.714","0.598","0.594","0.501","0.504","0.503","0.536","0.634","0.574","0.513"
PbRatio,"1.489","1.645","1.335","1.408","1.571","1.221","1.321","1.144","1.366","1.219","1.554","1.567","1.561","1.618","1.286","1.635","1.508","1.605","1.825","1.675","1.645","1.58","1.414","1.354","1.396","1.382","1.261","1.162","1.276","1.416","1.427","1.217","1.237","1.186","1.217","1.177","1.085","1.116","0.935","0.982","0.889","0.869","0.759","0.661","0.841","0.862","0.894","0.881","0.857","0.99","0.966","0.938","0.868","0.839","1.389","1.459","1.263","1.304","1.346","1.514","1.6","1.67","1.824","1.909","1.676","1.618","1.799","1.851","1.769","1.704","1.619","1.572","1.564","1.481","1.473","1.326","1.3","1.299","1.489","1.407","1.518","1.562","1.395","1.528","1.815","1.742","1.888","1.584","1.013","1.089","1.141","1.157","1.692","1.728","1.827","1.966","2.212","2.279","2.464","2.147","2.103","1.858","1.902","1.7","1.662","1.48","1.588","1.453","1.219","1.34","1.215","1.222","1.212","1.218","1.289","1.658","1.574"
EnterprisesValueRevenueRatio,"0.823","3.843","3.296","3.7","3.811","3.525","3.466","3.189","3.449","3.715","3.92","3.91","3.747","3.571","3.768","4.055","4.038","4.192","4.57","4.226","4.128","3.964","3.639","3.456","3.522","3.567","3.414","3.195","3.574","3.953","4.044","3.628","3.614","3.554","3.445","3.387","3.219","3.334","2.866","3.038","2.745","2.556","2.274","2.044","2.598","2.708","2.762","2.83","2.698","2.915","2.659","2.947","2.246","1.914","3.471","4.102","4.018","3.925","3.851","4.214","4.247","4.362","5.021","5.081","4.462","4.236","4.406","4.521","5.041","4.749","4.533","4.512","4.445","4.372","4.236","3.668","3.636","3.438","3.921","3.974","4.013","4.181","3.758","4.186","4.878","4.7","4.82","3.843","2.701","2.749","3.077","3.162","4.638","4.64","5.188","5.53","5.971","6.204","6.353","5.588","5.419","4.398","4.449","3.83","3.422","3.383","3.352","2.991","2.484","2.46","2.124","2.15","2.171","2.189","2.674","2.908","2.739"
