name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991
OperatingCashFlow,"696,100,000","131,800,000","166,000,000","174,500,000","223,800,000","192,600,000","147,700,000","218,300,000","112,800,000","25,800,000","129,700,000","199,900,000","196,700,000","214,800,000","101,800,000","236,600,000","235,200,000","170,900,000","26,200,000","199,000,000","154,500,000","131,700,000","108,400,000","193,364,000","128,886,000","97,848,000","89,539,000","104,521,000","95,968,000","110,640,000","79,841,000","152,056,000","107,861,000","126,332,000","68,574,000","150,341,000","103,058,000","114,903,000","47,623,000","114,817,000","78,113,000","80,641,000","41,550,000","110,990,000","87,469,000","64,891,000","72,931,000","64,610,000","75,293,000","71,618,000","56,142,000","78,476,000","75,913,000","43,835,000","24,904,000","41,007,000","44,029,000","17,084,000","-5,592,000","38,122,000","47,428,000","47,673,000","761,000","43,607,000","40,657,000","45,398,000","33,054,000","64,619,000","39,136,000","43,428,000","36,660,000","35,235,000","29,104,000","30,050,000","6,809,000","31,409,000","18,004,000","27,031,000","3,112,000","16,013,000","15,252,000","20,514,000","4,168,000","5,680,000","9,843,000","7,646,000","2,450,000","12,621,000","12,492,000","10,615,000","5,300,000","12,400,000","9,500,000","9,200,000","-3,400,000","8,900,000","6,300,000","3,200,000","-7,000,000","8,800,000","2,600,000","2,600,000","-2,300,000","5,600,000","5,300,000","400,000","-7,800,000","5,100,000","4,300,000","-1,000,000","-5,000,000","1,300,000","1,100,000","-1,000,000","-3,400,000","-9,500,000","-12,800,000","-8,100,000","-14,400,000","-2,900,000","-8,600,000","-7,400,000","-3,800,000","-6,000,000","-4,500,000","-7,500,000","-7,500,000"
	CashFlowFromContinuingOperatingActivities,"696,100,000","131,800,000","166,000,000","174,500,000","223,800,000","192,600,000","147,700,000","218,300,000","112,800,000","25,800,000","129,700,000","199,900,000","196,700,000","214,800,000","101,800,000","236,600,000","235,200,000","170,900,000","26,200,000","199,000,000","154,500,000","131,700,000","108,400,000","193,364,000","128,886,000","97,848,000","89,539,000","104,521,000","95,968,000","110,640,000","79,841,000","152,056,000","107,861,000","126,332,000","68,574,000","150,341,000","103,058,000","114,903,000","47,623,000","114,817,000","78,113,000","80,641,000","41,550,000","110,990,000","87,469,000","64,891,000","72,931,000","64,610,000","75,293,000","71,618,000","56,142,000","78,476,000","75,913,000","43,835,000","24,904,000","41,007,000","44,029,000","17,084,000","-5,592,000","38,122,000","47,428,000","47,673,000","761,000","43,607,000","40,657,000","45,398,000","33,054,000","64,619,000","39,136,000","43,428,000","36,660,000","35,235,000","29,104,000","30,050,000","6,809,000","31,409,000","18,004,000","27,031,000","3,112,000","16,013,000","15,252,000","20,514,000","4,168,000","5,680,000","9,843,000","7,646,000","2,450,000","12,621,000","12,492,000","10,615,000","5,300,000","12,400,000","9,500,000","9,200,000","-3,400,000","8,900,000","6,300,000","3,200,000","-7,000,000","8,800,000","2,600,000","2,600,000","-2,300,000","5,600,000","5,300,000","400,000","-7,800,000","5,100,000","4,300,000","-1,000,000","-5,000,000","1,300,000","1,100,000","-1,000,000","-3,400,000","-9,500,000","-12,800,000","-8,100,000","-14,400,000","-2,900,000","-8,600,000","-7,400,000","-3,800,000","-6,000,000","-4,500,000","-7,500,000","-7,500,000"
		NetIncomeFromContinuingOperations,"947,900,000","126,500,000","95,300,000","110,300,000","615,800,000","117,500,000","2,101,100,000","81,200,000","55,200,000","11,500,000","90,500,000","121,000,000","120,200,000","122,300,000","103,200,000","100,700,000","100,800,000","60,900,000","-122,500,000","88,600,000","103,600,000","104,900,000","75,800,000","60,495,000","88,243,000","74,455,000","51,741,000","37,015,000","45,243,000","61,137,000","61,749,000","31,257,000","88,671,000","79,636,000","72,265,000","57,312,000","89,193,000","75,466,000","74,935,000",,,,,,,,"45,295,000","48,198,000","39,727,000","4,455,000","20,423,000","30,118,000","21,908,000","24,649,000","23,873,000","29,479,000","17,879,000","11,241,000","6,877,000","-24,193,000","8,180,000","-527,000","5,348,000","13,602,000","20,977,000","13,701,000","17,954,000","6,370,000","37,356,000","29,510,000","18,486,000","28,723,000","24,048,000","21,699,000","18,355,000","21,041,000","18,663,000","15,211,000","13,855,000","16,191,000","13,361,000","9,918,000","9,405,000","11,756,000","10,361,000","8,710,000","6,309,000","9,149,000","8,661,000","6,790,000","4,800,000","7,500,000","6,600,000","7,100,000","3,900,000","15,100,000","10,200,000","8,500,000","6,000,000","14,500,000","7,200,000","5,400,000","3,300,000","8,500,000","4,600,000","2,800,000","700,000","-3,600,000","2,800,000","600,000","300,000","1,200,000","3,100,000","-3,800,000","-5,200,000","-11,500,000","-13,700,000","-19,900,000","-2,700,000","-17,700,000","-9,000,000","800,000","400,000","-6,200,000","-5,100,000","-8,200,000","-5,300,000"
		OperatingGainsLosses,,,,,,,,,,,,"7,700,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,728,000",,,,"12,068,000","6,080,000","16,487,000","-6,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,720,000",,,,,,,,,"426,000",,,,,,,"-7,300,000","49,000,000",,,"-13,000,000","34,200,000","-5,100,000","-3,200,000","-5,900,000","12,300,000","400,000","-2,600,000","-8,700,000","8,300,000","1,300,000","-1,800,000","-5,500,000","1,000,000","-2,200,000","2,400,000","1,800,000","2,900,000","1,300,000","11,600,000","-11,900,000","4,600,000","200,000","-8,300,000","-4,500,000",,"300,000","500,000","-2,400,000"
			GainLossOnSaleOfPPE,"0",,,,,,,"0","0",,,"7,700,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"331,700,000","93,400,000","82,000,000","77,400,000","78,900,000","77,500,000","75,500,000","77,100,000","70,600,000","68,800,000","70,600,000","70,600,000","70,700,000","70,700,000","68,800,000","70,500,000","69,000,000","69,000,000","66,600,000","47,200,000","47,200,000","46,200,000","47,800,000","47,344,000","49,496,000","47,979,000","53,455,000","50,105,000","53,909,000","44,505,000","42,884,000","42,554,000","32,502,000","31,750,000","31,395,000","31,763,000","31,117,000","30,944,000","31,525,000","30,819,000","27,825,000","26,754,000","25,816,000","26,339,000","25,405,000","23,511,000","22,894,000","23,216,000","23,888,000","23,992,000","22,905,000","24,609,000","21,987,000","21,006,000","25,000,000","19,794,000","21,263,000","21,016,000","20,112,000","28,860,000","22,712,000","16,873,000","16,066,000","16,627,000","15,747,000","15,097,000","14,176,000","18,623,000","11,614,000","10,826,000","7,575,000","4,096,000","4,028,000","3,938,000","3,589,000","3,433,000","3,144,000","2,977,000","2,971,000","2,880,000","3,344,000","3,052,000","2,093,000","3,082,000","2,838,000","2,532,000","2,536,000","2,340,000","4,303,000",,,"5,500,000","1,000,000",,,"5,700,000","1,000,000",,,"3,500,000","500,000","400,000","300,000","3,200,000","300,000","200,000","200,000","2,700,000","200,000","200,000","200,000","3,600,000","200,000","200,000","200,000",,,"200,000","200,000","900,000","200,000","100,000","300,000","300,000","300,000","200,000","200,000"
			DepreciationAndAmortization,"331,700,000","93,400,000","82,000,000","77,400,000","78,900,000","77,500,000","75,500,000","77,100,000","70,600,000","68,800,000","70,600,000","70,600,000","70,700,000","70,700,000","68,800,000","70,500,000","69,000,000","69,000,000","66,600,000","47,200,000","47,200,000","46,200,000","47,800,000","47,344,000","49,496,000","47,979,000","53,455,000","50,105,000","53,909,000","44,505,000","42,884,000","42,554,000","32,502,000","31,750,000","31,395,000","31,763,000","31,117,000","30,944,000","31,525,000","30,819,000","27,825,000","26,754,000","25,816,000","26,339,000","25,405,000","23,511,000","22,894,000","23,216,000","23,888,000","23,992,000","22,905,000","24,609,000","21,987,000","21,006,000","25,000,000","19,794,000","21,263,000","21,016,000","20,112,000","28,860,000","22,712,000","16,873,000","16,066,000","16,627,000","15,747,000","15,097,000","14,176,000","18,623,000","11,614,000","10,826,000","7,575,000","4,096,000","4,028,000","3,938,000","3,589,000","3,433,000","3,144,000","2,977,000","2,971,000","2,880,000","3,344,000","3,052,000","2,093,000","3,082,000","2,838,000","2,532,000","2,536,000","2,340,000","4,303,000",,,"5,500,000","1,000,000",,,"5,700,000","1,000,000",,,"3,500,000","500,000","400,000","300,000","3,200,000","300,000","200,000","200,000","2,700,000","200,000","200,000","200,000","3,600,000","200,000","200,000","200,000",,,"200,000","200,000","900,000","200,000","100,000","300,000","300,000","300,000","200,000","200,000"
		DeferredTax,"-489,000,000","20,900,000","14,700,000","-12,700,000","-511,900,000","3,700,000","-1,981,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,781,000","1,087,000",,,"5,566,000","1,026,000","3,027,000","3,276,000","2,543,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-489,000,000","20,900,000","14,700,000","-12,700,000","-511,900,000","3,700,000","-1,981,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,781,000","1,087,000",,,"5,566,000","1,026,000","3,027,000","3,276,000","2,543,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"24,400,000",,,,,,,,,,,"400,000","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
