name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,025,000","2,852,000","4,022,000","4,934,000","8,924,000","14,269,000","16,975,000","13,312,000","17,601,000","7,499,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"318,713,000","324,862,000","325,774,000","300,697,000","271,702,000","273,256,000","281,663,000","601,866,000","256,482,000","288,235,000","268,542,000","261,071,000","263,073,000","287,741,000","296,836,000","300,717,000","275,022,000",,,,,,,,,,,,,,,,,,,"113,371,000",,,,,,,,,,,,,,,,,,"3,432,000",,"532,000",,"2,237,000","1,380,000","109,000","717,000","717,000",,,,,,"157,000","157,000","157,000","726,000","725,000",,"830,000",,,,,"5,595,000","3,924,000","2,446,000",,"3,866,000",,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,800,000","-1,061,000","-1,190,000",,"-1,688,000","-1,743,000","-1,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"137,343,000","127,612,000","140,055,000","126,355,000","121,124,000","115,651,000","127,588,000","122,847,000","120,949,000","122,019,000","126,324,000","122,149,000","114,800,000","109,377,000","122,232,000","121,285,000","82,116,000","294,588,000","295,279,000","282,485,000","275,092,000","269,212,000","281,169,000","270,790,000","264,555,000","268,923,000","292,831,000","295,340,000","153,920,000","145,187,000","151,638,000","146,113,000","139,315,000","138,145,000","145,109,000","135,500,000","150,621,000","146,012,000","141,878,000","131,889,000","133,320,000","129,430,000","147,637,000","141,152,000","144,600,000","135,385,000","133,399,000","127,810,000","61,977,000","60,153,000","61,722,000","62,536,000","69,012,000","71,011,000","76,964,000","78,348,000","73,646,000","65,675,000","66,333,000","64,585,000","66,781,000","67,020,000","14,937,000","13,886,000","12,867,000","12,564,000","11,774,000","11,174,000","9,959,000","8,993,000","7,258,000","9,409,000","10,353,000","8,617,000","8,165,000","8,073,000","9,402,000","10,485,000","3,157,000","3,256,000","3,369,000","3,126,000","4,068,000","3,854,000","6,133,000","6,893,000","5,987,000"
			RawMaterials,"123,322,000","114,653,000","124,772,000","113,546,000","108,271,000","103,890,000","116,090,000","111,382,000","108,770,000","108,236,000","108,308,000","102,974,000","101,002,000","97,600,000","107,912,000","105,603,000",,"75,835,000","76,467,000","75,280,000","78,392,000","73,497,000","69,739,000","66,631,000","67,823,000","70,577,000","73,679,000","78,316,000","46,069,000","44,477,000","45,733,000","45,380,000","43,950,000","42,533,000","50,790,000","44,167,000","47,136,000","46,893,000","45,804,000","43,965,000","43,480,000","44,340,000","46,147,000","48,638,000","52,043,000","50,465,000","47,534,000","42,396,000","24,186,000","25,562,000","22,418,000","24,019,000","26,226,000","25,998,000","27,137,000","29,357,000","25,508,000","23,386,000","24,112,000","23,376,000","22,832,000","22,718,000","4,526,000","4,356,000","3,885,000","3,842,000","3,254,000","3,337,000","2,858,000","2,791,000","2,142,000","2,387,000","2,182,000","2,076,000","2,005,000",,,"2,956,000",,,,"1,839,000",,,,,
			WorkInProcess,"9,424,000","9,620,000","11,763,000","9,265,000","9,259,000","7,841,000","8,059,000","8,795,000","8,709,000","8,588,000","11,260,000","13,083,000","11,623,000","10,299,000","11,604,000","12,407,000",,"120,031,000","119,291,000","111,245,000","105,318,000","105,094,000","115,880,000","109,414,000","105,699,000","97,193,000","104,737,000","112,107,000","60,200,000","57,544,000","61,320,000","50,419,000","52,346,000","48,338,000","58,014,000","53,291,000","54,167,000","45,822,000","55,311,000","48,387,000","51,927,000","46,945,000","56,742,000","53,427,000","53,233,000","47,178,000","50,139,000","47,389,000","28,766,000","27,501,000","32,364,000","31,660,000","34,766,000","36,290,000","43,820,000","40,122,000","41,321,000","35,700,000","35,854,000","34,415,000","36,805,000","37,804,000","8,345,000","7,900,000","7,107,000","7,407,000","6,620,000","5,894,000","4,916,000","4,542,000","3,930,000","5,560,000","5,694,000","5,412,000","4,667,000",,,"6,228,000",,,,"1,107,000",,,,,
			FinishedGoods,"4,597,000","3,339,000","3,520,000","3,544,000","3,594,000","3,920,000","3,439,000","2,670,000","3,470,000","5,195,000","6,756,000","6,092,000","2,175,000","1,478,000","2,716,000","3,275,000",,"98,722,000","99,521,000","95,960,000","91,382,000","90,621,000","95,550,000","94,745,000","91,033,000","101,153,000","114,415,000","104,917,000","47,651,000","43,166,000","44,585,000","50,314,000","43,019,000","47,274,000","36,305,000","38,042,000","49,318,000","53,297,000","40,763,000","39,537,000","37,913,000","38,145,000","44,748,000","39,087,000","39,324,000","37,742,000","35,726,000","38,025,000","13,460,000","11,982,000","6,940,000","6,857,000","8,020,000","8,723,000","6,007,000","8,869,000","6,817,000","6,589,000","6,367,000","6,794,000","7,144,000","6,498,000","2,066,000","1,630,000","1,875,000","1,315,000","1,900,000","1,943,000","2,185,000","1,660,000","1,186,000","1,462,000","2,477,000","1,129,000","1,493,000",,,"1,301,000",,,,"180,000",,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,435,000","-4,892,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"46,616,000","30,914,000","39,470,000","40,410,000","33,397,000","27,181,000","38,670,000","38,202,000","30,751,000","28,612,000","36,438,000","39,260,000","39,629,000","30,271,000","36,773,000","34,950,000","32,966,000","33,490,000","38,692,000","43,002,000","49,988,000","54,564,000","33,112,000","30,520,000","27,725,000","34,967,000","49,763,000","51,965,000","49,898,000","39,996,000","38,516,000","34,633,000","42,991,000","45,910,000","35,999,000","29,018,000","30,658,000","24,547,000","36,781,000","26,247,000","22,944,000","19,001,000","28,932,000","32,639,000","33,324,000","30,125,000","23,156,000","18,065,000","2,253,000","2,669,000","2,427,000","2,657,000","2,564,000","2,581,000","4,129,000","4,567,000","4,156,000","3,665,000","3,481,000","2,827,000","2,799,000","3,924,000","2,208,000","1,458,000","1,533,000","2,261,000","2,091,000","1,319,000","1,260,000","1,048,000","1,031,000","957,000","1,007,000","1,129,000","719,000","1,120,000","2,474,000","3,083,000","303,000","329,000","193,000","265,000","408,000","546,000","427,000",,
		RestrictedCash,,,,,,,"249,975,000",,,,,,,,,,,,,,,"0","0","0","0","3,530,000","5,467,000","22,021,000",,,,,,,,,,,,,,,,,,"0","0","0","120,000,000","120,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,673,000","6,917,000","6,917,000","6,917,000","6,917,000","7,208,000","7,208,000","7,208,000","7,208,000","8,720,000","6,645,000","6,656,000","6,645,000","6,358,000","5,502,000","5,502,000","5,502,000","6,089,000","5,932,000","5,979,000","6,097,000","3,996,000","3,996,000","3,996,000","3,996,000","4,548,000","3,675,000","4,101,000","4,601,000","2,808,000","1,820,000","1,820,000","1,820,000","1,156,000","1,102,000","1,628,000","1,739,000","1,399,000","1,616,000","1,680,000","1,867,000","334,000","264,000","173,000","94,000",,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,673,000","6,917,000","6,917,000","6,917,000","6,917,000","7,208,000","7,208,000","7,208,000","7,208,000","8,720,000","6,645,000","6,656,000","6,645,000","6,358,000","5,502,000","5,502,000","5,502,000","6,089,000","5,932,000","5,979,000","6,097,000","3,996,000","3,996,000","3,996,000","3,996,000","4,548,000","3,675,000","4,101,000","4,601,000","2,808,000","1,820,000","1,820,000","1,820,000","1,156,000","1,102,000","1,628,000","1,739,000","1,399,000","1,616,000","1,680,000","1,867,000","334,000","264,000","173,000","94,000",,,,,
		AssetsHeldForSaleCurrent,,,,,,"0","0","0","522,974,000",,,,,,,,,,,,,,,,,,,,,"21,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,"27,181,000","1,358,589,000","1,749,065,000","1,107,864,000","1,220,665,000","1,151,511,000","1,067,537,000","1,054,749,000","1,097,537,000","1,110,776,000","1,081,354,000","1,165,478,000",,"815,682,000","742,776,000","752,199,000","743,629,000","774,819,000","671,185,000","643,655,000","753,597,000","687,902,000","687,269,000","576,533,000","652,936,000","566,443,000","561,110,000","580,051,000","666,846,000","573,846,000","594,073,000","609,791,000","619,139,000","44,202,000","33,618,000","30,477,000",,"40,184,000","44,201,000","40,532,000",,"4,249,000","4,223,000","4,489,000","7,875,000","10,000,000","12,250,000","3,250,000","3,250,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","1,587,000",,,,,,,"1,000",,,,"1,400,000","1,400,000","3,085,000","2,308,000","2,785,000","2,786,000","2,797,000","8,027,000",,,,"4,788,000",,"3,623,000",,"419,000","1,179,000"
	TotalNonCurrentAssets,"1,609,965,000","1,618,134,000","1,624,283,000","1,621,221,000","1,633,189,000","1,647,186,000","1,662,237,000","1,722,759,000","1,772,331,000","2,218,249,000","2,220,523,000","2,250,427,000","2,244,736,000","2,250,589,000","2,256,218,000","2,276,293,000","1,538,755,000","1,560,575,000","1,562,983,000","1,546,689,000","1,502,954,000","1,487,235,000","1,551,238,000","1,579,812,000","1,587,622,000","1,648,784,000","1,690,234,000","1,697,227,000","791,421,000","803,166,000","843,322,000","832,517,000","842,768,000","868,584,000","874,509,000","849,901,000","910,063,000","911,350,000","888,248,000","1,097,315,000","1,090,100,000","1,077,535,000","1,081,572,000","1,071,121,000","1,109,429,000","1,085,453,000","1,062,413,000","1,037,832,000","156,719,000","160,499,000","160,793,000","167,969,000","182,561,000","203,120,000","284,641,000","289,851,000","277,809,000","278,862,000","281,428,000","291,006,000","297,934,000","301,950,000","131,815,000","131,776,000","130,615,000","132,728,000","127,210,000","128,195,000","128,598,000","129,436,000","125,670,000","125,993,000","128,075,000","130,970,000","134,957,000","135,260,000","136,493,000","137,252,000","144,521,000","144,468,000","146,326,000","149,105,000","150,254,000","151,176,000","151,842,000","151,837,000","144,458,000"
		NetPPE,"682,897,000","686,557,000","686,530,000","670,898,000","672,577,000","674,775,000","677,830,000","682,859,000","688,335,000","1,047,085,000","1,051,538,000","1,062,712,000","1,059,327,000","1,052,024,000","1,059,246,000","1,072,578,000","1,039,751,000","1,056,845,000","1,052,779,000","1,034,385,000","976,446,000","966,638,000","1,026,213,000","1,047,187,000","1,075,613,000","1,103,067,000","1,127,774,000","1,181,434,000","746,649,000","754,718,000","793,680,000","780,445,000","788,296,000","810,672,000","806,906,000","775,822,000","833,621,000","833,678,000","817,427,000","809,499,000","789,985,000","766,800,000","755,258,000","736,548,000","760,370,000","740,630,000","701,549,000","671,426,000","88,250,000","88,577,000","89,353,000","99,895,000","112,187,000","114,931,000","121,260,000","122,874,000","121,796,000","123,646,000","124,291,000","127,843,000","132,424,000","150,837,000","53,084,000","52,553,000","52,650,000","51,798,000","53,149,000","53,739,000","52,833,000","52,174,000","47,498,000","45,096,000","44,551,000","43,536,000","43,964,000","42,774,000","44,368,000","45,569,000","51,252,000","49,078,000","49,480,000","50,906,000","46,244,000","46,937,000","44,681,000","44,774,000","32,134,000"
			GrossPPE,"1,455,980,000","1,440,000,000","1,422,493,000","1,389,284,000","1,373,163,000","1,360,879,000","1,354,218,000","1,341,882,000","1,323,978,000","2,150,763,000","2,120,249,000","2,095,329,000","2,054,514,000","2,009,301,000","1,059,246,000","1,072,578,000","1,039,751,000","1,872,396,000","1,052,779,000","1,034,385,000","976,446,000","1,614,097,000","1,026,213,000","1,047,187,000","1,075,613,000","1,636,449,000","1,127,774,000","1,181,434,000","746,649,000","1,176,853,000","793,680,000","780,445,000","788,296,000","1,154,894,000","1,128,943,000","775,822,000","833,621,000","1,114,422,000","1,074,869,000",,,"971,099,000","939,584,000","904,395,000",,"876,195,000","821,344,000","777,266,000","191,213,000","196,695,000","194,642,000","195,506,000","218,266,000","215,842,000","212,557,000","208,967,000","202,685,000","199,781,000","195,042,000","192,890,000","192,378,000","206,686,000","103,981,000","103,586,000","101,261,000","98,019,000","100,289,000","98,572,000","95,650,000","92,841,000","86,309,000","82,091,000","79,589,000","76,614,000","75,678,000","72,637,000","73,681,000","72,948,000","84,705,000","81,063,000","81,214,000","80,799,000","74,038,000","73,600,000","69,265,000","67,418,000","53,334,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0",,,"0","0",,,"0","0","0",,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0","0","0","0","0","0",,
				LandAndImprovements,"62,080,000","62,015,000","62,061,000","62,061,000","62,061,000","61,781,000","62,009,000","62,009,000","62,009,000","74,850,000","74,850,000","74,850,000","74,850,000","75,431,000",,,,"70,681,000",,,,"69,487,000",,,,"91,571,000",,,,"31,093,000",,,,"35,585,000","37,112,000",,,"37,904,000","37,586,000",,,"37,549,000","37,240,000","36,924,000",,"36,444,000",,,,"9,156,000",,,,"10,650,000",,,,"10,083,000",,,,"11,761,000",,,,"4,932,000",,,,"4,932,000",,,,"4,932,000",,,,"4,932,000","4,932,000","3,415,000","3,415,000","3,415,000","3,415,000","3,415,000","3,415,000",,
				BuildingsAndImprovements,"434,308,000","429,344,000","423,313,000","404,802,000","402,361,000","398,540,000","397,361,000","393,322,000","390,544,000","543,546,000","538,977,000","538,003,000","536,038,000","534,122,000",,,,"506,394,000",,,,"436,822,000",,,,"446,763,000",,,,"247,404,000",,,,"252,998,000","228,352,000",,,"236,925,000","232,783,000",,,"217,628,000","213,551,000","209,530,000",,"204,850,000",,,,"45,688,000",,,,"53,423,000",,,,"46,296,000",,,,"46,403,000",,,,"22,523,000",,,,"14,429,000",,,,"14,316,000",,,,"13,881,000","18,093,000","15,732,000","15,527,000","15,213,000","13,496,000","13,436,000","13,364,000",,
				MachineryFurnitureEquipment,"916,812,000","902,285,000","885,797,000","866,110,000","850,447,000","843,027,000","844,251,000","831,195,000","818,533,000","1,436,795,000","1,418,271,000","1,398,905,000","1,381,549,000","1,357,035,000",,,,"1,243,456,000",,,,"1,053,267,000",,,,"1,058,565,000",,,,"866,506,000",,,,"833,817,000","794,328,000",,,"777,395,000","737,675,000",,,"637,854,000","584,772,000","512,967,000",,"485,778,000",,,,"137,886,000",,,,"148,882,000",,,,"139,284,000",,,,"137,783,000",,,,"69,128,000",,,,"63,887,000",,,,"56,369,000",,,,"53,465,000","61,485,000","60,611,000","61,162,000","59,412,000","57,127,000","56,749,000","52,336,000",,
				OtherProperties,"19,503,000","20,802,000","16,794,000","20,134,000","21,383,000","24,340,000","22,993,000","21,993,000","21,724,000","24,156,000","23,670,000","25,625,000","21,631,000",,"1,059,246,000","1,072,578,000","1,039,751,000",,"1,052,779,000","1,034,385,000","976,446,000",,"1,026,213,000","1,047,187,000","1,075,613,000",,"1,127,774,000","1,181,434,000","746,649,000",,"793,680,000","780,445,000","788,296,000",,,"775,822,000","833,621,000",,,,,,,,,,,,,,,,,,,,,"-1,000",,,,,,,,,,,,,,,,"102,000",,,,"124,000",,,"141,000","141,000",,,"150,000",,
				ConstructionInProgress,"23,277,000","25,554,000","34,528,000","36,177,000","36,911,000","33,191,000","27,604,000","33,363,000","31,168,000","71,416,000","64,481,000","57,946,000","40,446,000","42,713,000",,,,"51,865,000",,,,"54,521,000",,,,"39,550,000",,,,"31,850,000",,,,"32,494,000","69,151,000",,,"62,198,000","66,825,000",,,"78,068,000","104,021,000","144,974,000",,"149,123,000",,,,"3,965,000",,,,"2,887,000",,,,"4,119,000",,,,"10,739,000",,,,"1,436,000",,,,"9,593,000",,,,"895,000",,,,"546,000","195,000","1,305,000","969,000","2,618,000",,,,,
			AccumulatedDepreciation,"-773,083,000","-753,443,000","-735,963,000","-718,386,000","-700,586,000","-686,104,000","-676,388,000","-659,023,000","-635,643,000","-1,103,678,000","-1,068,711,000","-1,032,617,000","-995,187,000","-957,277,000",,,,"-815,551,000",,,,"-647,459,000",,,,"-533,382,000",,,,"-422,135,000",,,,"-344,222,000","-322,037,000",,,"-280,744,000","-257,442,000",,,"-204,299,000","-184,326,000","-167,847,000",,"-135,565,000","-119,795,000","-105,840,000","-102,963,000","-108,118,000","-105,289,000","-95,611,000","-106,079,000","-100,911,000","-91,297,000","-86,093,000","-80,889,000","-76,135,000","-70,751,000","-65,047,000","-59,954,000","-55,849,000","-50,897,000","-51,033,000","-48,611,000","-46,221,000","-47,140,000","-44,833,000","-42,817,000","-40,667,000","-38,811,000","-36,995,000","-35,038,000","-33,078,000","-31,714,000","-29,863,000","-29,313,000","-27,379,000","-33,453,000","-31,985,000","-31,734,000","-29,893,000","-27,794,000","-26,663,000","-24,584,000","-22,644,000","-21,200,000"
