name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,07/31/1988,04/30/1988,01/31/1988,10/31/1987,07/31/1987,04/30/1987,01/31/1987,10/31/1986,07/31/1986,04/30/1986
TotalRevenue,"1,618,992,000","303,665,000","555,375,000","375,843,000","384,109,000","321,297,000","538,375,000","359,982,000","312,083,000","217,008,000","549,478,000","340,023,000","298,267,000","262,433,000","502,252,000","341,570,000","307,945,000","299,825,000","510,633,000","325,489,000","302,190,000","268,365,000","458,841,000","311,476,000","292,010,000","273,433,000","473,543,000","334,434,000","312,414,000","299,387,000","504,566,000","373,082,000","347,222,000","330,483,000","530,429,000","383,851,000","329,561,000","319,035,000","341,175,000","596,006,000","376,115,000","285,821,000","311,120,000","604,302,000","336,391,000","255,545,000","266,045,000","449,623,000","326,000,000","254,600,000","289,600,000","541,200,000","322,400,000","239,200,000","268,600,000","480,400,000","318,600,000","219,900,000","244,700,000","423,300,000","287,400,000","196,200,000","211,800,000","399,400,000","235,900,000","189,100,000","207,100,000","379,000,000","246,200,000","179,800,000","187,000,000","347,500,000","215,100,000","151,100,000","156,300,000","280,200,000","176,200,000","136,700,000","140,500,000","270,900,000","164,000,000","121,400,000","126,500,000","229,400,000","145,400,000","117,100,000","112,200,000","201,300,000","131,600,000","104,200,000","108,100,000","188,600,000","100,400,000","84,600,000","82,200,000","131,400,000","80,200,000","63,800,000","60,800,000","100,200,000","55,000,000","55,000,000","55,000,000"
	OperatingRevenue,"1,618,992,000","303,665,000","555,375,000","375,843,000","384,109,000","321,297,000","538,375,000","359,982,000","312,083,000","217,008,000","549,478,000","340,023,000","298,267,000","262,433,000","502,252,000","341,570,000","307,945,000","299,825,000","510,633,000","325,489,000","302,190,000","268,365,000","458,841,000","311,476,000","292,010,000","273,433,000","473,543,000","334,434,000","312,414,000","299,387,000","504,566,000","373,082,000","347,222,000","330,483,000","530,429,000","383,851,000","329,561,000","319,035,000","341,175,000","596,006,000","376,115,000","285,821,000","311,120,000","604,302,000","336,391,000","255,545,000","266,045,000","449,623,000","326,000,000","254,600,000","289,600,000","541,200,000","322,400,000","239,200,000","268,600,000","480,400,000","318,600,000","219,900,000","244,700,000","423,300,000","287,400,000","196,200,000","211,800,000","399,400,000","235,900,000","189,100,000","207,100,000","379,000,000","246,200,000","179,800,000","187,000,000","347,500,000","215,100,000","151,100,000","156,300,000","280,200,000","176,200,000","136,700,000","140,500,000","270,900,000","164,000,000","121,400,000","126,500,000","229,400,000","145,400,000","117,100,000","112,200,000","201,300,000","131,600,000","104,200,000","108,100,000","188,600,000","100,400,000","84,600,000","82,200,000","131,400,000","80,200,000","63,800,000","60,800,000","100,200,000","55,000,000","55,000,000","55,000,000"
CostOfRevenue,"946,094,000","174,490,000","356,256,000","209,028,000","206,320,000","173,560,000","325,554,000","196,527,000","176,661,000","122,853,000","330,720,000","185,848,000","169,182,000","142,559,000","306,949,000","190,608,000","171,179,000","166,800,000","312,212,000","183,515,000","168,025,000","145,722,000","281,906,000","177,825,000","155,858,000","143,763,000","274,433,000","172,019,000","167,914,000","152,823,000","282,358,000","189,787,000","178,816,000","168,461,000","298,804,000","209,401,000","179,887,000","164,447,000","184,239,000","328,897,000","211,199,000","160,964,000","179,176,000","365,909,000","185,072,000","127,035,000","139,156,000","235,976,000","180,300,000","131,400,000","158,800,000","305,900,000","172,100,000","118,600,000","139,300,000","250,900,000","167,800,000","113,400,000","128,000,000","220,600,000","157,800,000","103,400,000","113,800,000","226,800,000","132,900,000","103,100,000","112,700,000","210,800,000","143,200,000","100,000,000","104,800,000","202,200,000","125,600,000","86,400,000","90,200,000","159,400,000","99,600,000","78,500,000","81,600,000","152,400,000","93,600,000","67,400,000","71,300,000","127,500,000","85,500,000","70,800,000","66,700,000","113,000,000","73,900,000",,,,,,,,,,,,,,
GrossProfit,"672,898,000","129,175,000","199,119,000","166,815,000","177,789,000","147,737,000","212,821,000","163,455,000","135,422,000","94,155,000","218,758,000","154,175,000","129,085,000","119,874,000","195,303,000","150,962,000","136,766,000","133,025,000","198,421,000","141,974,000","134,165,000","122,643,000","176,935,000","133,651,000","136,152,000","129,670,000","199,110,000","162,415,000","144,500,000","146,564,000","222,208,000","183,295,000","168,406,000","162,022,000","231,625,000","174,450,000","149,674,000","154,588,000","156,936,000","267,109,000","164,916,000","124,857,000","131,944,000","238,393,000","151,319,000","128,510,000","126,889,000","213,647,000","145,700,000","123,200,000","130,800,000","235,300,000","150,300,000","120,600,000","129,300,000","229,500,000","150,800,000","106,500,000","116,700,000","202,700,000","129,600,000","92,800,000","98,000,000","172,600,000","103,000,000","86,000,000","94,400,000","168,200,000","103,000,000","79,800,000","82,200,000","145,300,000","89,500,000","64,700,000","66,100,000","120,800,000","76,600,000","58,200,000","58,900,000","118,500,000","70,400,000","54,000,000","55,200,000","101,900,000","59,900,000","46,300,000","45,500,000","88,300,000","57,700,000",,,,,,,,,,,,,,
OperatingExpense,"601,082,000","125,277,000","182,029,000","147,336,000","146,440,000","135,869,000","176,843,000","144,772,000","124,229,000","118,867,000","178,932,000","143,268,000","129,646,000","124,610,000","164,590,000","142,477,000","135,891,000","130,498,000","168,731,000","136,033,000","133,991,000","129,363,000","152,369,000","137,074,000","133,440,000","133,156,000","155,604,000","139,118,000","126,582,000","138,069,000","161,755,000","148,197,000","143,108,000","143,228,000","156,902,000","151,179,000","131,287,000","142,628,000","131,292,000","190,520,000","144,050,000","119,654,000","121,438,000","191,471,000","141,823,000","131,237,000","125,569,000","167,990,000","132,100,000","114,400,000","121,600,000","181,300,000","141,100,000","119,900,000","120,800,000","164,200,000","133,900,000","100,800,000","106,200,000","140,500,000","119,300,000","87,800,000","90,400,000","127,300,000","101,500,000","83,700,000","92,400,000","128,500,000","96,300,000","74,100,000","74,400,000","100,800,000","76,000,000","58,800,000","59,400,000","86,600,000","66,800,000","54,000,000","51,700,000","84,600,000","60,000,000","51,900,000","52,400,000","77,200,000","59,300,000","49,900,000","42,700,000","61,600,000","48,300,000",,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"561,938,000","115,693,000","172,188,000","137,408,000","136,649,000","125,522,000","166,733,000","134,890,000","111,478,000","105,796,000","169,441,000","135,417,000","122,260,000","116,844,000","157,275,000","135,274,000","129,041,000","124,000,000","161,135,000","129,122,000","127,336,000","121,346,000","146,285,000","132,365,000","128,892,000","129,034,000","151,040,000","135,867,000","124,880,000","133,514,000","153,476,000","143,370,000","138,283,000","138,206,000","151,545,000","145,917,000","125,889,000","136,976,000","131,292,000","190,520,000","144,050,000","119,654,000","121,438,000","178,610,000","136,232,000","125,598,000","119,579,000","162,475,000","127,200,000","109,400,000","116,300,000","177,300,000","136,000,000","114,800,000","116,300,000","161,200,000","129,800,000","96,800,000","102,200,000","137,000,000","115,800,000","84,500,000","87,100,000","124,300,000","98,400,000","80,500,000","89,200,000","123,000,000","93,500,000","71,600,000","71,900,000","98,600,000","74,000,000","56,800,000","57,500,000","84,400,000","64,900,000","52,100,000","49,800,000","82,700,000","58,200,000","50,100,000","50,600,000","75,100,000","57,700,000","48,300,000","41,100,000","60,200,000","47,000,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"38,846,000","9,584,000","9,683,000","9,788,000","9,791,000","9,904,000","9,552,000","9,627,000","9,378,000","8,786,000","8,035,000","8,076,000","7,408,000","7,618,000","7,138,000","7,361,000","6,897,000","6,161,000","5,879,000","6,347,000","6,175,000","6,509,000","5,584,000","4,795,000","4,488,000","4,136,000","4,525,000","4,260,000","4,061,000","4,553,000","5,074,000","4,802,000","4,825,000","5,002,000","5,346,000","5,255,000","5,346,000","5,652,000","7,258,000","7,368,000","7,109,000","6,234,000","6,235,000","6,212,000","5,591,000","5,639,000","5,990,000","5,515,000","4,900,000","5,000,000","5,300,000","4,000,000","5,100,000","5,100,000","4,500,000","3,000,000","4,100,000","4,000,000","4,000,000","3,500,000","3,500,000","3,300,000","3,300,000","3,000,000","3,100,000","3,200,000","3,200,000","2,000,000","2,800,000","2,500,000","2,500,000","2,200,000","2,000,000","2,000,000","1,900,000","2,200,000","1,900,000","1,900,000","1,900,000","1,900,000","1,800,000","1,800,000","1,800,000","2,100,000","1,600,000","1,600,000","1,600,000","1,400,000","1,300,000",,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"38,846,000","9,584,000","9,683,000","9,788,000","9,791,000","9,904,000","9,552,000","9,627,000","9,378,000","8,786,000","8,035,000","8,076,000","7,408,000","7,618,000","7,138,000","7,361,000","6,897,000","6,161,000","5,879,000","6,347,000","6,175,000","6,509,000","5,584,000","4,795,000","4,488,000","4,136,000","4,525,000","4,260,000","4,061,000","4,553,000","5,074,000","4,802,000","4,825,000","5,002,000","5,346,000","5,255,000","5,346,000","5,652,000","7,258,000","7,368,000","7,109,000","6,234,000","6,235,000","6,212,000","5,591,000","5,639,000","5,990,000","5,515,000","4,900,000","5,000,000","5,300,000","4,000,000","5,100,000","5,100,000","4,500,000","3,000,000","4,100,000","4,000,000","4,000,000","3,500,000","3,500,000","3,300,000","3,300,000","3,000,000","3,100,000","3,200,000","3,200,000","2,000,000","2,800,000","2,500,000","2,500,000","2,200,000","2,000,000","2,000,000","1,900,000","2,200,000","1,900,000","1,900,000","1,900,000","1,900,000","1,800,000","1,800,000","1,800,000","2,100,000","1,600,000","1,600,000","1,600,000","1,400,000","1,300,000",,,,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,258,000","7,368,000","7,109,000","6,234,000","6,235,000","6,212,000","5,591,000","5,639,000","5,990,000","5,515,000","4,900,000","5,000,000","5,300,000","4,000,000","5,100,000","5,100,000","4,500,000","3,000,000","4,100,000","4,000,000","4,000,000","3,500,000","3,500,000","3,300,000","3,300,000","3,000,000","3,100,000","3,200,000","3,200,000","2,000,000","2,800,000","2,500,000","2,500,000","2,200,000","2,000,000","2,000,000","1,900,000","2,200,000","1,900,000","1,900,000","1,900,000","1,900,000","1,800,000","1,800,000","1,800,000","2,100,000","1,600,000","1,600,000","1,600,000","1,400,000","1,300,000",,,,,,,,,,,,,,
	OtherOperatingExpenses,,,"158,000","140,000",,"443,000","558,000","255,000","3,373,000","4,285,000","1,456,000","-225,000","-22,000","148,000","177,000","-158,000","-47,000","337,000","1,717,000","564,000","480,000","1,508,000","500,000","-86,000","60,000","-14,000","39,000","-1,009,000","-2,359,000","2,000","3,205,000","25,000",,"20,000","11,000","7,000","52,000",,"-7,258,000","-7,368,000","-7,109,000","-6,234,000","-6,235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
