name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"1,724,459,202","1,568,909,204","1,355,059,821","1,222,941,928","1,297,788,049","1,189,244,086","1,049,101,384","1,077,627,739"
TotalLiabilitiesNetMinorityInterest,"29,642,469","36,344,931","27,712,258","30,163,561","29,642,092","27,762,662","10,030,352","6,815,115"
TotalEquityGrossMinorityInterest,"1,694,816,733","1,532,564,273","1,327,347,563","1,192,778,367","1,268,145,957","1,161,481,424","1,039,071,032","1,070,812,624"
	StockholdersEquity,"1,694,816,733","1,532,564,273","1,327,347,563","1,192,778,367","1,268,145,957","1,161,481,424","1,039,071,032","1,070,812,624"
		CapitalStock,"1,050,771","981,823","916,621","908,555","866,173","821,988","777,619","719,097"
			CommonStock,"1,050,771","981,823","916,621","908,555","866,173","821,988","777,619","719,097"
		AdditionalPaidInCapital,"441,684,860","460,451,747","359,173,591","461,762,200","399,073,285","436,490,778","372,182,066","344,560,571"
		RetainedEarnings,"1,252,081,102","1,071,130,703","967,257,351","730,107,612","868,206,499","724,168,658","666,111,347","-43,749,514"
CommonStockEquity,"1,694,816,733","1,532,564,273","1,327,347,563","1,192,778,367","1,268,145,957","1,161,481,424","1,039,071,032","1,070,812,624"
NetTangibleAssets,"1,694,816,733","1,532,564,273","1,327,347,563","1,192,778,367","1,268,145,957","1,161,481,424","1,039,071,032","1,070,812,624"
TangibleBookValue,"1,694,816,733","1,532,564,273","1,327,347,563","1,192,778,367","1,268,145,957","1,161,481,424","1,039,071,032","1,070,812,624"
ShareIssued,"105,077,070","98,182,266","91,662,115","90,855,530","86,617,268","82,198,801","77,761,906","71,909,652"
OrdinarySharesNumber,"105,077,070","98,182,266","91,662,115","90,855,530","86,617,268","82,198,801","77,761,906","71,909,652"
