name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"609,547,000","639,845,000","622,984,000","580,089,000","302,321,000","271,442,000"
	CurrentAssets,"413,621,000","443,788,000","499,943,000","457,499,000","179,386,000","148,558,000"
		CashCashEquivalentsAndShortTermInvestments,"365,745,000","385,360,000","449,130,000","412,026,000","146,313,000","104,052,000"
			CashAndCashEquivalents,"365,745,000","385,360,000","449,130,000","412,026,000","146,313,000","104,052,000"
		Receivables,"35,151,000","44,594,000","36,605,000","29,652,000","21,227,000","35,752,000"
			AccountsReceivable,"13,787,000","12,968,000","12,949,000","11,621,000","11,470,000","11,573,000"
				GrossAccountsReceivable,"13,888,000","13,074,000","13,116,000","11,788,000","11,671,000","12,054,000"
				AllowanceForDoubtfulAccountsReceivable,"-101,000","-106,000","-167,000","-167,000","-201,000","-481,000"
			OtherReceivables,"21,364,000","31,626,000","23,656,000","18,031,000","9,757,000","24,179,000"
		PrepaidAssets,"8,725,000","9,834,000","10,208,000","10,821,000","6,846,000","3,754,000"
		RestrictedCash,"4,000,000","4,000,000","4,000,000","5,000,000","5,000,000","5,000,000"
	TotalNonCurrentAssets,"195,926,000","196,057,000","123,041,000","122,590,000","122,935,000","122,884,000"
		NetPPE,"10,080,000","9,442,000","8,690,000","7,536,000","6,084,000","5,101,000"
			GrossPPE,"16,874,000","15,573,000","13,031,000","11,298,000","9,306,000","7,920,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"11,884,000","10,578,000","8,796,000","7,254,000","5,326,000","3,931,000"
				Leases,"4,990,000","4,995,000","4,235,000","4,044,000","3,980,000","3,989,000"
			AccumulatedDepreciation,"-6,794,000","-6,131,000","-4,341,000","-3,762,000","-3,222,000","-2,819,000"
		GoodwillAndOtherIntangibleAssets,"175,208,000","179,439,000","108,011,000","109,689,000","111,196,000","112,861,000"
			Goodwill,"84,666,000","85,841,000","44,632,000","44,656,000","44,618,000","44,650,000"
			OtherIntangibleAssets,"90,542,000","93,598,000","63,379,000","65,033,000","66,578,000","68,211,000"
		OtherNonCurrentAssets,"10,638,000","7,176,000","6,340,000","5,365,000","5,655,000","4,922,000"
TotalLiabilitiesNetMinorityInterest,"131,430,000","157,644,000","135,272,000","105,111,000","379,631,000","353,204,000"
	CurrentLiabilities,"91,248,000","117,477,000","107,095,000","77,964,000","59,885,000","88,380,000"
		PayablesAndAccruedExpenses,"73,270,000","90,416,000","87,623,000","62,027,000","48,057,000","71,042,000"
			Payables,"65,289,000","84,196,000","80,462,000","56,623,000","42,086,000","66,449,000"
				AccountsPayable,"8,764,000","10,242,000","12,799,000","10,454,000","9,069,000","5,436,000"
				TotalTaxPayable,"1,597,000","2,652,000","808,000","658,000","1,154,000","1,027,000"
					IncomeTaxPayable,,,"808,000","658,000","1,154,000","1,027,000"
				OtherPayable,"54,928,000","71,302,000","66,855,000","45,511,000","31,863,000","59,986,000"
			CurrentAccruedExpenses,"7,981,000","6,220,000","7,161,000","5,404,000","5,971,000","4,593,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"10,340,000","13,854,000","10,562,000","8,022,000","5,479,000","9,371,000"
		CurrentDebtAndCapitalLeaseObligation,"1,670,000",,,,,
			CurrentCapitalLeaseObligation,"1,670,000",,,,,
		CurrentDeferredLiabilities,"5,312,000","5,488,000","1,330,000","836,000","884,000","1,227,000"
			CurrentDeferredRevenue,"5,312,000","5,488,000","1,330,000","836,000","884,000","1,227,000"
		OtherCurrentLiabilities,"656,000","7,719,000","7,580,000","7,079,000","5,465,000","6,740,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"40,182,000","40,167,000","28,177,000","27,147,000","319,746,000","264,824,000"
		LongTermDebtAndCapitalLeaseObligation,"25,939,000","25,939,000","25,933,000","24,447,000","24,402,000","24,352,000"
			LongTermDebt,"25,939,000","25,939,000","25,933,000","24,447,000","24,402,000","24,352,000"
		NonCurrentDeferredLiabilities,"8,147,000","8,401,000","657,000","663,000","483,000","481,000"
