name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"444,720,000","479,481,000","493,384,000","513,058,000","520,558,000","544,195,000","332,817,000","346,502,000","364,875,000","259,754,000","220,759,000","232,900,000","220,743,000","147,558,000","151,362,000","106,717,000","116,797,000","136,762,000","147,187,000","153,042,000","106,533,000","126,373,000","102,257,000","109,874,000","98,732,000","92,869,000","83,004,000","89,790,000","87,137,000","102,748,000","99,533,000","105,057,000","107,793,000","64,372,000","71,293,000","30,490,000","29,575,000","37,406,000"
	CurrentAssets,"387,130,000","427,620,000","445,967,000","466,137,000","474,445,000","498,980,000","286,971,000","299,911,000","317,209,000","212,607,000","178,324,000","190,117,000","182,091,000","131,707,000","135,535,000","91,609,000","101,661,000","121,921,000","132,765,000","138,883,000","92,365,000","113,785,000","90,740,000","98,487,000","87,232,000","82,793,000","74,565,000","81,458,000","79,262,000","95,347,000","92,909,000","99,140,000","104,328,000","60,736,000","67,542,000","23,694,000","23,649,000","31,714,000"
		CashCashEquivalentsAndShortTermInvestments,"312,075,000","348,889,000","369,854,000","398,018,000","409,918,000","440,731,000","231,026,000","248,709,000","268,354,000","156,855,000","128,865,000","145,480,000","142,397,000","93,997,000","94,930,000","50,692,000","60,509,000","77,555,000","89,848,000","99,337,000","57,140,000","74,036,000","53,584,000","57,140,000","56,738,000","49,044,000","45,361,000","52,521,000","55,508,000","72,225,000","67,500,000","79,589,000","85,810,000","42,656,000","52,214,000","10,755,000","11,794,000","21,692,000"
			CashAndCashEquivalents,"98,457,000","107,068,000","107,167,000","160,380,000","396,502,000","411,848,000","171,452,000","168,443,000","155,592,000","29,033,000","23,442,000","33,371,000","84,109,000","24,356,000","21,199,000","24,286,000","15,649,000","26,136,000","28,797,000","40,647,000","5,416,000","20,583,000","10,468,000","19,294,000","29,587,000","21,856,000","16,635,000","15,737,000","14,348,000","17,223,000","18,826,000","21,186,000","28,973,000","9,941,000","19,292,000","10,755,000","11,794,000","21,692,000"
				CashFinancial,"20,473,000",,"12,353,000","9,776,000","9,162,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"77,984,000",,"94,814,000","150,604,000","387,340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"213,618,000","241,821,000","262,687,000","237,638,000","13,416,000","28,883,000","59,574,000","80,266,000","112,762,000","127,822,000","105,423,000","112,109,000","58,288,000","69,641,000","73,731,000","26,406,000","44,860,000","51,419,000","61,051,000","58,690,000","51,724,000","53,453,000","43,116,000","37,846,000","27,151,000","27,188,000","28,726,000","36,784,000","41,160,000","55,002,000","48,674,000","58,403,000","56,837,000","32,715,000","32,922,000",,,
		Receivables,"30,381,000","40,130,000","35,470,000","32,046,000","33,183,000","31,100,000","25,758,000","22,016,000","21,217,000","27,153,000","19,542,000","18,999,000","18,081,000","17,279,000","18,530,000","17,387,000","16,301,000","19,564,000","18,288,000","18,482,000","16,728,000","22,379,000","21,041,000","25,238,000","15,528,000","19,725,000","12,903,000","13,217,000","10,465,000","12,436,000","15,266,000","9,074,000","7,429,000","8,331,000","6,792,000","4,779,000","4,356,000","3,322,000"
			AccountsReceivable,"30,381,000","40,130,000","35,470,000","32,046,000","33,183,000","31,100,000","25,758,000","22,016,000","21,217,000","27,153,000","19,542,000","18,999,000","18,081,000","17,279,000","18,530,000","17,387,000","16,301,000","19,564,000","18,288,000","18,482,000","16,728,000","22,193,000","21,041,000","25,238,000","15,528,000","19,725,000","12,903,000","13,217,000","10,465,000","12,436,000","15,266,000","9,074,000","7,429,000","8,331,000","6,792,000","4,779,000","4,356,000","3,322,000"
				GrossAccountsReceivable,,,,,,,,,,"27,653,000",,,,"17,979,000",,,,"20,064,000",,,,"22,284,300",,,,"19,821,600",,,,"12,499,000",,,,,,,"4,356,000","3,322,000"
