name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"370,837,284","507,307,569","807,687,051","4,699,270,118"
EnterpriseValue,"-159,723,716","-84,110,431","141,365,051","4,306,761,118"
PbRatio,"0.807","0.896",,
EnterprisesValueEBITDARatio,"0.566","0.836","-1.701","-76.337"
