name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalAssets,"10,564,822,000","10,583,397,000","10,471,517,000","10,434,766,000","10,384,353,000","10,000,708,000","9,984,608,000","9,658,665,000","9,735,147,000","8,900,094,000","8,623,815,000","8,094,721,000","7,883,987,000","7,765,707,000","7,562,236,000","7,384,784,000","6,965,932,000","6,802,838,000","6,838,299,000","6,995,367,000","6,993,665,000","6,706,633,000","6,332,139,000","6,298,433,000","6,204,110,000","5,939,469,000","6,353,392,000","5,686,925,000","5,725,480,000","5,633,736,000","5,487,464,000","5,273,792,000","5,114,543,000","5,111,028,000","5,089,276,000","4,775,522,000","4,755,287,000","4,616,084,000","4,215,841,000","3,847,522,000","3,959,341,000","3,446,795,000","3,367,684,000","3,264,787,000","2,841,933,000","2,816,565,000","2,535,684,000","2,556,509,000","2,112,242,000","2,084,281,000","2,079,002,000","2,087,582,000","2,103,498,000","2,099,583,000","2,099,498,000","2,087,725,000","2,085,909,000","2,068,720,000","1,963,750,000","1,927,685,000","1,854,715,000","1,799,352,000","1,759,799,000","1,713,762,000","1,684,309,000","1,674,474,000","1,644,664,000","1,606,592,000","1,580,606,000","1,599,215,000","1,479,379,000","1,489,478,000","1,509,365,000","1,512,635,000","1,505,973,000","1,497,814,000","1,511,197,000","1,506,602,000","1,518,313,000","1,510,577,000","1,506,491,000","1,457,229,000","1,460,722,000","1,453,841,000","1,444,475,000","1,457,169,000","1,414,052,000","1,423,063,000","1,346,759,000","1,320,501,000","1,244,900,000","1,208,500,000","1,178,800,000","1,105,928,000","1,063,700,000","1,015,100,000","912,700,000","757,654,000","572,500,000","410,200,000","310,400,000"
	CurrentAssets,"860,861,000","889,840,000","813,585,000","1,416,712,000","2,103,745,000","1,259,469,000","1,295,211,000","1,039,644,000","1,199,087,000","488,243,000","830,302,000","428,365,000","403,180,000","496,036,000","424,350,000","383,734,000","412,770,000","425,809,000","589,492,000","718,206,000","778,660,000","536,969,000","614,250,000","613,011,000","553,711,000","411,253,000","806,741,000","347,846,000","461,693,000","303,168,000","446,560,000","296,526,000","331,835,000","461,914,000","614,431,000","286,756,000","312,549,000","406,266,000","35,922,000","32,397,000","430,957,000","19,221,000","52,990,000","37,147,000","18,848,000","27,461,000","20,114,000","51,342,000","104,954,000","103,701,000","101,908,000","101,793,000","102,773,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"357,514,000","441,552,000","375,702,000","545,192,000","681,908,000","759,472,000","874,082,000","628,187,000","782,118,000","87,142,000","323,808,000","77,618,000","73,791,000","73,383,000","109,870,000","73,336,000","74,641,000","78,323,000","83,805,000","403,626,000","493,554,000","208,191,000","264,644,000","39,720,000","52,063,000","69,390,000","580,578,000","41,945,000","63,518,000","35,752,000","212,507,000","36,318,000","106,535,000","45,385,000","206,342,000","116,109,000","143,705,000","24,135,000","22,925,000","24,657,000","380,827,000","10,468,000","20,694,000","31,066,000","12,133,000","19,742,000","12,794,000","33,515,000","14,962,000","13,335,000","12,494,000","16,149,000","18,648,000","11,441,000","12,298,000","6,773,000","7,119,000","12,439,000","4,110,000","11,134,000","5,167,000","11,948,000","7,750,000","8,583,000","11,395,000","3,881,000","8,705,000","7,706,000","11,040,000","4,853,000","3,652,000","7,444,000","6,730,000","9,892,000","16,078,000","6,865,000","7,787,000","15,777,000","9,878,000","12,663,000","10,432,000","16,487,000","10,718,000","13,898,000","19,669,000","17,600,000","12,801,000","16,518,000","9,301,000","26,116,000",,,,"6,443,000",,,,"8,929,000",,,
			CashAndCashEquivalents,"331,685,000","414,077,000","348,417,000","519,307,000","657,819,000","731,991,000","849,009,000","605,012,000","762,134,000","60,044,000","297,620,000","52,415,000","49,693,000","51,604,000","86,517,000","50,817,000","53,069,000","57,649,000","64,954,000","387,616,000","478,391,000","193,418,000","250,523,000","26,332,000","38,645,000","56,508,000","567,940,000","28,142,000","50,181,000","23,781,000","200,431,000","24,571,000","95,534,000","35,377,000","197,150,000","107,823,000","135,676,000","16,700,000","16,113,000","18,111,000","374,368,000","4,777,000","15,481,000","25,412,000","6,708,000","14,840,000","8,313,000","29,428,000","10,736,000","9,883,000","9,265,000","13,348,000","16,256,000","9,553,000","10,055,000","4,367,000","4,881,000","11,732,000","3,655,000","11,134,000","5,167,000","11,948,000","7,750,000","8,583,000","11,395,000","3,881,000","8,705,000","7,706,000","11,040,000","4,853,000","3,652,000","7,444,000","6,730,000","9,892,000","16,078,000","6,865,000","7,787,000","15,777,000","9,878,000","12,663,000","10,432,000","16,487,000","10,718,000","13,898,000","19,669,000","17,600,000","12,801,000","16,518,000","9,301,000","26,116,000",,,,"6,443,000",,,,"8,929,000",,,
			OtherShortTermInvestments,"25,829,000","27,475,000","27,285,000","25,885,000","24,089,000","27,481,000","25,073,000","23,175,000","19,984,000","27,098,000","26,188,000","25,203,000","24,098,000","21,779,000","23,353,000","22,519,000","21,572,000","20,674,000","18,851,000","16,010,000","15,163,000","14,773,000","14,121,000","13,388,000","13,418,000","12,882,000","12,638,000","13,803,000","13,337,000","11,971,000","12,076,000","11,747,000","11,001,000","10,008,000","9,192,000","8,286,000","8,029,000","7,435,000","6,812,000","6,546,000","6,459,000","5,691,000","5,213,000","5,654,000","5,425,000","4,902,000","4,481,000","4,087,000","4,226,000","3,452,000","3,229,000","2,801,000","2,392,000","1,888,000","2,243,000","2,406,000","2,238,000","707,000","455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"433,002,000","420,051,000","405,943,000","394,248,000","383,325,000","398,665,000","392,022,000","379,839,000","368,886,000","366,077,000","350,526,000","326,463,000","310,260,000","289,296,000","280,568,000","273,707,000","274,213,000","283,229,000","277,423,000","266,918,000","259,433,000","251,876,000","221,913,000","217,963,000","208,772,000","200,857,000","194,885,000","185,449,000","176,703,000","163,645,000","146,353,000","144,857,000","141,842,000","137,866,000","133,428,000","135,330,000","132,808,000","124,638,000","7,113,000","7,643,000","6,990,000","8,395,000","6,860,000","4,732,000","4,816,000","6,258,000","4,055,000","14,342,000","89,960,000","88,307,000","86,478,000","13,698,000","83,397,000","5,753,000","4,658,000","3,843,000","73,147,000","72,174,000","70,304,000","67,230,000","69,297,000","67,819,000","63,703,000","62,530,000","64,088,000","60,807,000","56,862,000","55,192,000","52,192,000","51,659,000","48,146,000","45,177,000","45,276,000","41,723,000","36,438,000","36,179,000","33,388,000","32,540,000","31,201,000","29,511,000","30,051,000","32,151,000","32,236,000","30,095,000","28,695,000","32,521,000","25,181,000","25,621,000","24,760,000","22,078,000",,,"15,800,000","15,630,000",,,,"7,367,000",,,
			AccountsReceivable,"12,107,000","14,386,000","11,646,000","9,773,000","12,855,000","12,007,000","16,083,000","20,925,000","16,534,000","26,489,000","34,116,000","27,563,000","28,016,000","20,176,000","17,519,000","15,144,000","17,602,000","16,926,000","18,626,000","13,703,000","13,740,000","13,460,000","9,709,000","10,112,000","9,540,000","11,153,000","11,533,000","8,956,000","8,122,000","7,229,000","6,443,000","10,588,000","11,092,000","10,743,000","11,769,000","10,515,000","10,666,000","9,220,000",,"7,643,000","6,990,000","8,395,000","6,860,000","4,732,000","4,816,000","6,258,000",,"3,739,000","79,319,000","77,628,000","75,762,000","2,945,000","72,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,800,000","8,800,000",,,,,,,
				GrossAccountsReceivable,,"16,448,000",,,,"13,806,000",,,,"27,660,000",,,,"24,815,000","21,674,000","19,502,000","19,630,000","19,235,000","20,746,000","15,161,000","15,956,000","15,172,000","11,434,000","11,930,000","11,620,000","13,233,000","13,372,000","10,793,000","10,107,000","9,228,000","8,626,000","12,720,000","13,226,000","12,866,000","14,301,000","13,038,000","13,192,000","11,801,000",,"10,207,000","9,574,000","10,985,000","10,001,000","7,655,000","7,657,000","9,077,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-2,062,000",,,,"-1,799,000",,,,"-1,171,000",,,,"-4,639,000","-4,155,000","-4,358,000","-2,028,000","-2,309,000","-2,120,000","-1,458,000","-2,216,000","-1,712,000","-1,725,000","-1,818,000","-2,080,000","-2,080,000","-1,839,000","-1,837,000","-1,985,000","-1,999,000","-2,183,000","-2,132,000","-2,134,000","-2,123,000","-2,532,000","-2,523,000","-2,526,000","-2,581,000",,"-2,564,000","-2,584,000","-2,590,000","-3,141,000","-2,923,000","-2,841,000","-2,819,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,"0","0","0","1,651,000","1,598,000","1,542,000","1,488,000","2,113,000","2,046,000","2,005,000","4,867,000","19,912,000","19,838,000","19,788,000","19,833,000","19,439,000",,,,,,,,,,,,,,,,,,,,,,"0",,,,"10,603,000","10,641,000","10,679,000","10,716,000","10,753,000","10,789,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
