name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
TotalRevenue,"956,084,000","236,754,000","241,249,000","226,164,000","251,917,000","212,148,000","216,845,000","200,028,000","213,085,000","188,200,000","193,485,000","195,322,000"
	OperatingRevenue,"956,084,000","236,754,000","241,249,000","226,164,000","251,917,000","212,148,000","216,845,000","200,028,000","213,085,000","188,200,000","193,485,000","195,322,000"
CostOfRevenue,"423,909,000","107,879,000","107,296,000","100,578,000","108,156,000","96,776,000","96,268,000","92,517,000","94,118,000","91,683,000","96,264,000","95,078,000"
GrossProfit,"532,175,000","128,875,000","133,953,000","125,586,000","143,761,000","115,372,000","120,577,000","107,511,000","118,967,000","96,517,000","97,221,000","100,244,000"
OperatingExpense,"268,314,000","75,383,000","67,527,000","59,915,000","65,489,000","69,008,000","68,196,000","60,481,000","57,225,000","51,652,000","51,740,000","58,895,000"
	SellingGeneralAndAdministration,"205,235,000","59,542,000","51,827,000","44,038,000","49,828,000","52,465,000","53,156,000","45,632,000","42,684,000","37,053,000","37,120,000","44,457,000"
	DepreciationAmortizationDepletionIncomeStatement,"63,079,000","15,841,000","15,700,000","15,877,000","15,661,000","16,543,000","15,040,000","14,849,000","14,541,000","14,599,000","14,620,000","14,438,000"
		DepreciationAndAmortizationInIncomeStatement,"63,079,000","15,841,000","15,700,000","15,877,000","15,661,000","16,543,000","15,040,000","14,849,000","14,541,000","14,599,000","14,620,000","14,438,000"
			Amortization,"63,079,000","15,841,000","15,700,000","15,877,000","15,661,000","16,543,000","15,040,000","14,849,000","14,541,000","14,599,000","14,620,000","14,438,000"
				AmortizationOfIntangiblesIncomeStatement,"63,079,000","15,841,000","15,700,000","15,877,000","15,661,000","16,543,000","15,040,000","14,849,000","14,541,000","14,599,000","14,620,000","14,438,000"
OperatingIncome,"263,861,000","53,492,000","66,426,000","65,671,000","78,272,000","46,364,000","52,381,000","47,030,000","61,742,000","44,865,000","45,481,000","41,349,000"
NetNonOperatingInterestIncomeExpense,"-63,314,000","-10,404,000","-15,607,000","-18,140,000","-19,163,000","-21,282,000","-48,117,000","-55,330,000","-55,250,000","-56,562,000","-43,251,000","-39,351,000"
	InterestExpenseNonOperating,"63,314,000","10,404,000","15,607,000","18,140,000","19,163,000","21,282,000","48,117,000","55,330,000","55,250,000","56,562,000","43,251,000","39,351,000"
OtherIncomeExpense,"6,354,000","2,179,000","7,915,000","-6,428,000","2,688,000","-11,000,000","-39,342,000","7,716,000","4,530,000","-2,523,000","-23,097,000","-13,510,000"
	GainOnSaleOfSecurity,"-1,555,000","-788,000","65,000","-756,000","-76,000","-578,000","-140,000","4,571,000","172,000","627,000","4,582,000","-7,567,000"
	SpecialIncomeCharges,"-6,369,000","0","-4,000","-6,365,000","0","-14,312,000","-44,262,000","0","0","0","-30,179,000",
		ImpairmentOfCapitalAssets,,,,,,,"0",,,,"11,000",
		WriteOff,,,,,,,,,,,"11,000",
		OtherSpecialCharges,,,"4,000","6,365,000",,"14,312,000","44,262,000",,,,,
	OtherNonOperatingIncomeExpenses,"14,278,000","2,967,000","7,854,000","693,000","2,764,000","3,890,000","5,060,000","3,145,000","4,358,000","-3,150,000","2,500,000","-162,000"
PretaxIncome,"206,901,000","45,267,000","58,734,000","41,103,000","61,797,000","14,082,000","-35,078,000","-584,000","11,022,000","-14,220,000","-20,867,000","-11,512,000"
TaxProvision,"70,204,000","14,626,000","22,737,000","13,659,000","19,182,000","3,017,000","8,308,000","-1,213,000","3,770,000","-12,234,000","6,879,000","-5,962,000"
NetIncomeCommonStockholders,"136,681,000","30,641,000","35,997,000","27,444,000","42,599,000","10,842,000","-43,680,000","10,000","7,017,000","-1,964,000","-27,900,000","-5,635,000"
	NetIncome,"136,681,000","30,641,000","35,997,000","27,444,000","42,599,000","10,842,000","-43,680,000","10,000","7,017,000","-1,964,000","-27,900,000","-5,635,000"
		NetIncomeIncludingNoncontrollingInterests,"136,697,000","30,641,000","35,997,000","27,444,000","42,615,000","11,065,000","-43,386,000","629,000","7,252,000","-1,986,000","-27,746,000","-5,550,000"
			NetIncomeContinuousOperations,"136,697,000","30,641,000","35,997,000","27,444,000","42,615,000","11,065,000","-43,386,000","629,000","7,252,000","-1,986,000","-27,746,000","-5,550,000"
		MinorityInterests,"-16,000","0","0","0","-16,000","-223,000","-294,000","-619,000","-235,000","22,000","-154,000","-85,000"
DilutedNIAvailtoComStockholders,"136,681,000","30,641,000","35,997,000","27,444,000","42,599,000","10,842,000","-43,680,000","10,000","7,017,000","-1,964,000","-27,900,000","-5,635,000"
BasicEPS,,"0.11","0.13","0.1","0.15","0.04","-0.17","0","0.029","-0.008",,
DilutedEPS,,"0.11","0.13","0.1","0.15","0.04","-0.17","0","0.029","-0.008",,
BasicAverageShares,,"279,829,000","279,616,000","279,381,000","279,078,000","278,827,000","253,470,000","277,331,078","246,152,000","246,152,000",,
DilutedAverageShares,,"279,908,000","279,774,000","279,560,000","279,214,000","278,827,000","253,470,000","277,331,078","246,152,000","246,152,000",,
TotalOperatingIncomeAsReported,"263,861,000","53,492,000","66,426,000","65,671,000","78,272,000","46,364,000","52,381,000","47,030,000","61,742,000","44,865,000","45,470,000","35,568,000"
TotalExpenses,"692,223,000","183,262,000","174,823,000","160,493,000","173,645,000","165,784,000","164,464,000","152,998,000","151,343,000","143,335,000","148,004,000","153,973,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"136,681,000","30,641,000","35,997,000","27,444,000","42,599,000","10,842,000","-43,680,000","10,000","7,017,000","-1,964,000","-27,900,000","-5,635,000"
NormalizedIncome,"141,916,291.41","31,174,476","35,959,614.21","32,200,828","42,651,440","22,545,540","-11,266,540","-3,326,830","6,903,824","-2,421,710","-9,214,190","4,109,040"
InterestExpense,"63,314,000","10,404,000","15,607,000","18,140,000","19,163,000","21,282,000","48,117,000","55,330,000","55,250,000","56,562,000","43,251,000","39,351,000"
NetInterestIncome,"-63,314,000","-10,404,000","-15,607,000","-18,140,000","-19,163,000","-21,282,000","-48,117,000","-55,330,000","-55,250,000","-56,562,000","-43,251,000","-39,351,000"
EBIT,"270,215,000","55,671,000","74,341,000","59,243,000","80,960,000","35,364,000","13,039,000","54,746,000","66,272,000","42,342,000","22,384,000","27,839,000"
EBITDA,"419,505,000"
ReconciledCostOfRevenue,"337,698,000","87,671,000","84,850,000","78,821,000","86,356,000","75,658,000","74,903,000","71,265,000","73,625,000","70,259,000","74,293,000","72,964,000"
ReconciledDepreciation,"149,290,000","36,049,000","38,146,000","37,634,000","37,461,000","37,661,000","36,405,000","36,101,000","35,034,000","36,023,000","36,591,000","36,552,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"136,681,000","30,641,000","35,997,000","27,444,000","42,599,000","10,842,000","-43,680,000","10,000","7,017,000","-1,964,000","-27,900,000","-5,635,000"
TotalUnusualItemsExcludingGoodwill,"-7,924,000","-788,000","61,000","-7,121,000","-76,000","-14,890,000","-44,402,000","4,571,000","172,000","627,000","-25,597,000","-13,348,000"
TotalUnusualItems,"-7,924,000","-788,000","61,000","-7,121,000","-76,000","-14,890,000","-44,402,000","4,571,000","172,000","627,000","-25,597,000","-13,348,000"
NormalizedEBITDA,"427,429,000","92,508,000","112,426,000","103,998,000","118,497,000","87,915,000","93,846,000","86,276,000","101,134,000","77,738,000","84,572,000","77,739,000"
TaxRateForCalcs,"0.339","0.323","0.387","0.332","0.31","0.214","0.27","0.27","0.342","0.27","0.27","0.27"
TaxEffectOfUnusualItems,"-2,688,708.59","-254,524","23,614.21","-2,364,172","-23,560","-3,186,460","-11,988,540","1,234,170","58,824","169,290","-6,911,190","-3,603,960"
