name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"91,002,000","32,862,000","21,972,000","19,633,000","16,535,000","38,625,000","17,934,000","24,807,000","16,999,000","4,492,000","-3,072,000","-4,675,000","-2,123,000","-874,000","-1,554,000","-1,751,000","242,000","504,000","-5,452,000","-982,000","-1,019,000","1,187,000"
	CashFlowFromContinuingOperatingActivities,"91,002,000","32,862,000","21,972,000","19,633,000","16,535,000","38,625,000","17,934,000","24,807,000","16,999,000","4,492,000","-3,072,000","-4,675,000","-2,123,000","-874,000","-1,554,000","-1,751,000","242,000","504,000","-5,452,000","-982,000","-1,019,000","1,187,000"
		NetIncomeFromContinuingOperations,"-63,435,000","-24,506,000","-11,045,000","-16,246,000","-11,638,000","-7,748,000","-1,936,000","-5,858,000","-11,960,000","-22,977,000","-38,305,000","-17,640,000","-21,628,000","-21,440,000","-19,614,000","-20,869,000","-17,150,000","-15,888,000","-11,669,000","-11,313,000","-9,214,000","-8,826,000"
		DepreciationAmortizationDepletion,"18,250,000","4,896,000","5,047,000","4,316,000","3,991,000","2,816,000","2,653,000","2,712,000","2,590,000","2,678,000","2,276,000","1,515,000","1,467,000","1,622,000","1,612,000","1,586,000","1,540,000","1,454,000","1,376,000","1,195,000","1,085,000","1,036,000"
			DepreciationAndAmortization,"18,250,000","4,896,000","5,047,000","4,316,000","3,991,000","2,816,000","2,653,000","2,712,000","2,590,000","2,678,000","2,276,000","1,515,000","1,467,000","1,622,000","1,612,000","1,586,000","1,540,000","1,454,000","1,376,000","1,195,000","1,085,000","1,036,000"
		DeferredTax,,,,,,,,,,"41,000",,,,,,"0","0","0","-1,359,000","168,000","222,000","96,000"
			DeferredIncomeTax,,,,,,,,,,"41,000",,,,,,"0","0","0","-1,359,000","168,000","222,000","96,000"
		StockBasedCompensation,"87,851,000","25,398,000","21,072,000","20,912,000","20,469,000","16,952,000","15,572,000","15,300,000","15,666,000","13,035,000","10,419,000","10,499,000","11,373,000","9,319,000","8,669,000","8,783,000","3,024,000","2,399,000","2,257,000","2,028,000","1,849,000","1,626,000"
		OtherNonCashItems,"4,925,000","1,323,000","3,083,000","1,100,000","-581,000","313,000","62,000","403,000","132,000","474,000","3,000","235,000","-738,000","-284,000","-238,000","107,000","584,000","80,000","102,000","62,000","-29,000","-10,000"
		ChangeInWorkingCapital,"53,879,000","25,751,000","14,283,000","9,551,000","4,294,000","26,292,000","1,422,000","12,250,000","10,612,000","11,241,000","18,292,000","716,000","7,403,000","9,909,000","8,017,000","8,642,000","12,244,000","12,459,000","3,841,000","6,878,000","5,068,000","7,265,000"
