name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
MarketCap,"15,922,859,103","22,626,141,600","31,237,118,500","31,847,895,540","27,305,676,480","21,164,369,160","18,281,830,600","13,355,203,230","10,182,349,100","5,772,467,919","6,808,367,500","6,464,498,790","7,179,424,022","6,955,653,146","4,941,189,000","5,855,808,029","4,816,531,988","4,129,373,732","3,303,644,666","3,112,001,595","2,417,035,750","2,189,450,459","1,673,601,991","2,036,649,081","1,517,246,856","1,513,948,696","1,932,165,030","1,565,209,936","1,640,165,053","1,296,185,734","1,056,395,910"
EnterpriseValue,"15,469,094,103","22,141,134,600","30,781,260,500","31,363,895,540","26,866,506,480","20,701,793,160","17,884,993,600","12,991,665,230","9,824,250,100","5,419,356,919","6,436,070,500","6,088,899,790","6,721,474,022","6,682,185,146","4,693,451,000","5,613,961,029","4,590,476,988","3,923,477,732","3,105,334,666","2,909,444,595","2,295,326,750","2,076,171,459","1,560,618,991","1,920,130,081","1,410,528,856","1,410,215,696","1,828,272,030","1,455,759,936","1,504,227,053","1,172,642,734","1,062,218,910"
ForwardPeRatio,"136.986","196.078","277.778","277.778","357.143","285.714","285.714","256.41","250","105.263","98.039","86.957","147.059","149.254","119.048","153.846","200","188.679","192.308","303.03",,,,,,,,,,,
PegRatio,"2.201","3.088","6.053","6.93","9.308","4.883","9.467","7.814","12.604","5.242","1.953","1.737","2.931","2.979","2.368","3.081","4.026","3.754","3.819","8.577",,,,,,,,,,,
PsRatio,"11.115","17.122","25.934","29.125","27.491","23.022","21.333","16.559","13.268","8.294","10.297","10.304","12.153","12.484","10.071","12.878","11.446","10.618","9.312","9.499","7.949","7.865","6.609","8.827","7.279","7.965","11.781","10.742","12.402","3.981","9.803"
PbRatio,"19.096","25.894","37.545","39.529","35.246","27.751","24.946","18.471","15.405","8.881","10.835","10.458","12.035","28.461","21.539","25.8","21.785","19.63","15.898","15.342","19.438","18.445","13.768","16.908","12.544","12.439","15.56","12.011","11.782","11.709",
EnterprisesValueRevenueRatio,"10.933","55.969","83.348","92.466","86.446","73.576","70.954","56.885","48.251","27.237","34.568","35.07","41.172","44.02","32.588","42.586","37.45","34.249","29.147","29.771","25.763","25.242","20.415","27.202","21.709","23.918","34.414","30.512","35.03","30.725","31.099"
EnterprisesValueEBITDARatio,"1,522.099","3,784.162","10,665.717","4,729.176","-5,161.673","-7,698.696","5,235.654","-2,534.465","-3,765.523","-2,271.315","1,458.434","-3,453.715","-1,718.608","3,183.509","3,137.334","-812.323","-650.393","-839.606","-874.25","-432.181","-364.801","-461.782","-149.47","-262.205","-176.118","-180.473","-222.228","-127.709","-159.043","-129.904","-56.396"
