name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995
TotalAssets,"3,671,997,000","3,782,383,000","3,774,465,000","3,712,787,000","3,741,554,000","3,615,136,000","3,453,521,000","3,391,759,000","3,447,565,000","3,303,240,000","3,346,580,000","3,290,410,000","3,205,711,000","3,107,887,000","3,178,642,000","3,185,773,000","3,247,693,000","3,211,257,000","2,418,187,000","2,101,131,000","2,049,015,000","1,807,954,000","1,827,424,000","1,814,162,000","1,830,262,000","1,774,704,000","1,827,620,000","1,637,894,000","1,550,807,000","1,578,625,000","1,545,734,000","1,563,023,000","1,555,923,000","1,196,229,000","1,184,072,000","1,187,501,000","1,156,491,000","1,163,599,000","1,185,506,000","1,161,817,000","1,158,370,000","1,144,109,000","1,174,666,000","1,153,856,000","1,007,028,000","1,017,308,000","959,276,000","941,795,000","937,997,000","940,102,000","973,236,000","946,372,000","995,417,000","1,034,431,000","960,745,000","862,454,000","972,656,000","818,012,000","810,077,000","776,490,000","623,074,000","613,618,000","604,460,000","566,219,000","491,631,000","448,432,000","465,881,000","451,686,000","470,407,000","456,713,000","440,187,000","435,400,000","421,139,000","412,526,000","402,529,000","392,533,000","356,755,000","274,668,000","242,573,000","234,390,000","226,767,000","227,588,000","206,556,000","94,193,000","91,079,000","86,514,000","85,760,000","76,289,000","73,693,000","66,300,000","64,000,000","66,800,000","66,700,000","34,700,000","38,500,000","37,400,000","36,100,000","38,400,000","43,500,000","45,200,000","47,000,000","48,700,000","50,900,000","52,600,000","53,700,000","19,400,000","22,200,000"
	CurrentAssets,"1,066,053,000","1,153,716,000","1,103,785,000","1,032,382,000","1,039,075,000","1,237,202,000","1,152,096,000","966,222,000","1,008,672,000","858,168,000","883,813,000","868,672,000","822,686,000","775,082,000","827,983,000","821,322,000","848,650,000","822,146,000","944,943,000","616,166,000","568,919,000","495,170,000","511,877,000","493,986,000","494,565,000","438,495,000","504,912,000","608,247,000","521,950,000","529,321,000","562,589,000","564,161,000","539,746,000","525,242,000","510,583,000","477,736,000","447,059,000","453,051,000","493,562,000","477,323,000","459,743,000","452,257,000","476,328,000","495,784,000","425,185,000","444,849,000","386,295,000","387,631,000","372,844,000","365,363,000","395,795,000","423,249,000","477,567,000","497,392,000","436,282,000","379,561,000","489,323,000","339,931,000","380,359,000","352,983,000","229,800,000","221,761,000","219,499,000","226,463,000","242,826,000","265,952,000","269,659,000","225,172,000","204,958,000","216,238,000","174,060,000","164,187,000","189,740,000","187,893,000","186,573,000","213,178,000","196,278,000","152,273,000","153,328,000","145,082,000","131,247,000","108,232,000","104,491,000","50,444,000","52,467,000","46,217,000","46,602,000","36,643,000","43,653,000","42,800,000","40,100,000","43,200,000","42,900,000","26,900,000","30,500,000","31,100,000","29,600,000","31,800,000","35,800,000","37,400,000","38,800,000","40,200,000","38,000,000","39,400,000","34,300,000","9,300,000","12,300,000"
		CashCashEquivalentsAndShortTermInvestments,"407,092,000","513,448,000","470,231,000","397,414,000","408,976,000","470,166,000","396,279,000","360,981,000","357,712,000","198,911,000","207,981,000","176,084,000","157,025,000","138,838,000","205,991,000","183,771,000","189,396,000","174,935,000","481,943,000","154,600,000","135,399,000","102,055,000","107,598,000","86,803,000","77,086,000","48,132,000","79,311,000","131,296,000","79,871,000","71,994,000","140,231,000","137,160,000","129,038,000","120,614,000","118,868,000","98,636,000","89,691,000","96,938,000","125,718,000","114,785,000","112,422,000","100,808,000","110,991,000","137,279,000","104,354,000","128,763,000","82,832,000","93,618,000","81,674,000","71,891,000","106,747,000","138,717,000","185,630,000","183,546,000","109,339,000","77,338,000","199,013,000","57,339,000","129,498,000","120,838,000","29,329,000","22,697,000","24,322,000","33,950,000","86,180,000","127,216,000","135,782,000","98,454,000","76,468,000","100,810,000","73,391,000","68,381,000","106,170,000","108,546,000","115,474,000","145,669,000","129,152,000","98,861,000","104,315,000","101,707,000","89,716,000","66,701,000","63,407,000","11,655,000","19,374,000","15,138,000","17,054,000","9,251,000","23,572,000","23,600,000","20,800,000","12,000,000","7,600,000","5,300,000","2,600,000","4,700,000","5,900,000","2,100,000","8,200,000","4,300,000","8,800,000","11,800,000","8,000,000","9,700,000","12,000,000","4,500,000","7,200,000"
			CashAndCashEquivalents,"407,092,000","513,448,000","470,231,000","397,414,000","408,976,000","470,166,000","396,279,000","360,981,000","357,712,000","198,911,000","207,981,000","176,084,000","157,025,000","138,838,000","205,991,000","183,771,000","189,396,000","174,935,000","481,943,000","154,600,000","124,113,000","102,055,000","107,598,000","86,803,000","77,086,000","48,132,000","79,311,000","131,296,000","79,871,000","71,994,000","140,231,000","137,160,000","129,038,000","120,614,000","118,868,000","98,636,000","89,691,000","96,938,000","125,718,000","75,470,000","58,642,000","100,808,000","110,991,000","137,279,000","104,354,000","128,763,000","82,832,000","93,618,000","81,674,000","71,891,000","106,747,000","138,717,000","185,630,000","183,546,000","109,339,000","77,338,000","199,013,000","57,339,000","129,498,000","120,838,000","29,329,000","22,697,000","24,322,000","27,533,000","22,393,000","46,889,000","37,352,000","29,020,000","32,763,000","69,855,000","34,912,000","42,540,000","76,052,000","78,979,000","83,951,000","116,153,000","105,089,000","43,583,000","50,142,000","51,195,000","46,764,000","44,518,000","59,333,000","8,602,000","15,392,000","14,086,000","13,011,000","5,676,000","23,366,000","19,300,000","12,900,000","12,000,000","7,600,000","5,300,000","2,600,000","4,700,000","5,900,000","2,100,000","8,200,000","4,300,000","8,800,000","11,800,000","8,000,000","9,700,000","12,000,000","4,500,000","7,200,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,"11,286,000",,,,,,,,,,,,,,,,,,,"39,315,000","53,780,000",,,,,,,,,,,,,,,,,,,,,,,"6,417,000","63,787,000","80,327,000","98,430,000","69,434,000","43,705,000","30,955,000","38,479,000","25,841,000","30,118,000","29,567,000","31,523,000","29,516,000","24,063,000","55,278,000","54,173,000","50,512,000","42,952,000","22,183,000","4,074,000","3,053,000","3,982,000","1,052,000","4,043,000","3,575,000","206,000","4,300,000","7,900,000",,,,,,,,,,,,,,,,
		Receivables,"234,010,000","231,831,000","222,232,000","229,823,000","223,542,000","225,532,000","218,184,000","179,143,000","245,546,000","275,296,000","281,119,000","296,507,000","279,072,000","265,737,000","248,738,000","258,380,000","272,260,000","251,799,000","171,126,000","171,323,000","158,234,000","148,186,000","140,750,000","145,571,000","151,607,000","132,241,000","125,465,000","134,546,000","126,785,000","131,918,000","120,741,000","118,262,000","112,521,000","118,145,000","113,538,000","114,749,000","111,944,000","114,916,000","119,527,000","115,571,000","113,996,000","118,129,000","117,777,000","116,179,000","106,117,000","106,005,000","107,150,000","97,779,000","98,532,000","103,228,000","101,379,000","101,462,000","101,610,000","112,417,000","111,081,000","108,126,000","106,880,000","103,539,000","92,313,000","95,267,000","85,884,000","85,018,000","76,715,000","74,135,000","56,607,000","49,007,000","46,786,000","46,275,000","51,261,000","46,765,000","38,028,000","35,651,000","30,322,000","28,936,000","26,961,000","23,722,000","24,065,000","19,412,000","17,724,000","15,642,000","14,828,000","14,024,000","14,454,000","15,032,000","12,647,000","13,087,000","12,402,000","10,908,000","8,719,000","8,400,000","7,800,000","8,000,000","8,800,000","3,100,000","2,900,000","3,200,000","3,100,000","2,800,000","3,000,000","2,800,000","2,400,000","2,900,000","2,200,000","2,700,000","2,000,000","1,800,000","1,800,000"
			AccountsReceivable,"234,010,000","231,831,000","222,232,000","229,823,000","223,542,000","225,532,000","218,184,000","179,143,000","245,546,000","275,296,000","281,119,000","296,507,000","279,072,000","265,737,000","248,738,000","258,380,000","272,260,000","251,799,000","171,126,000","171,323,000","158,234,000","148,186,000","140,750,000","145,571,000","151,607,000","132,241,000","125,465,000","134,546,000","126,785,000","131,918,000","120,741,000","118,262,000","112,521,000","118,145,000","113,538,000","114,749,000","111,944,000","114,916,000","119,527,000","115,571,000","113,996,000","118,129,000","117,777,000","116,179,000","106,117,000","106,005,000","107,150,000","97,779,000","98,532,000","103,228,000","101,379,000","101,462,000","101,610,000","112,417,000","111,081,000","108,126,000","106,880,000","103,539,000","92,313,000","95,267,000","85,884,000","85,018,000","76,715,000","74,135,000","56,607,000","49,007,000","46,786,000","46,275,000","51,261,000","46,765,000","38,028,000","35,651,000","30,322,000","28,936,000","26,961,000","23,722,000","24,065,000","19,412,000","17,724,000","15,642,000","14,828,000","14,024,000","14,454,000","15,032,000","12,647,000",,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"237,905,000","236,566,000","228,483,000","236,510,000","230,428,000","231,971,000","224,911,000","185,958,000","252,198,000","279,599,000","285,125,000","300,901,000","283,171,000","269,456,000","252,635,000","261,844,000","276,856,000","260,681,000","178,095,000",,,"154,505,000",,,,"137,813,000",,,,"138,102,000",,,,"124,339,000",,"124,386,000","122,472,000","122,137,000","126,222,000","122,584,000",,"125,107,000","124,840,000","123,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,895,000","-4,735,000","-6,251,000","-6,687,000","-6,886,000","-6,439,000","-6,727,000","-6,815,000","-6,652,000","-4,303,000","-4,006,000","-4,394,000","-4,099,000","-3,719,000","-3,897,000","-3,464,000","-4,596,000","-8,882,000","-6,969,000",,,"-6,319,000",,,,"-5,572,000",,,,"-6,184,000",,,,"-6,194,000",,"-9,637,000","-10,528,000","-7,221,000","-6,695,000","-7,013,000",,"-6,978,000","-7,063,000","-6,825,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"328,005,000","317,386,000","327,167,000","323,618,000","328,049,000","310,117,000","307,839,000","358,756,000","338,082,000","316,054,000","302,622,000","296,505,000","286,962,000","280,347,000","290,846,000","290,517,000","290,474,000","296,332,000","232,340,000","234,680,000","239,809,000","217,263,000","219,671,000","220,442,000","221,978,000","211,429,000","213,878,000","241,835,000","233,043,000","237,114,000","230,455,000","223,632,000","215,232,000","213,431,000","207,389,000","195,457,000","179,558,000","171,806,000","169,376,000","172,541,000","172,469,000","171,261,000","181,430,000","174,460,000","154,601,000","146,928,000","147,973,000","143,253,000","142,113,000","140,240,000","140,541,000","139,319,000","141,582,000","146,103,000","155,615,000","149,345,000","144,037,000","144,535,000","126,371,000","114,089,000","95,591,000","94,387,000","93,773,000","92,981,000","77,153,000","67,476,000","69,014,000","69,206,000","65,335,000","55,947,000","52,400,000","50,509,000","44,894,000","41,046,000","38,395,000","39,077,000","37,394,000","28,502,000","26,571,000","25,025,000","24,013,000","24,609,000","24,113,000","22,651,000","18,509,000","16,508,000","16,341,000","15,731,000","10,667,000","10,100,000","10,800,000","11,200,000","13,100,000","2,700,000","3,400,000","2,600,000","2,400,000","2,400,000","1,900,000","2,000,000","2,800,000","2,600,000","3,100,000","2,800,000","2,100,000","1,400,000","1,400,000"
